well,date,water_mAOD,depth_below_ground
ceh1,2006-04,10.572,-0.08
ceh1,2006-05,10.759,0.107
ceh1,2006-06,10.302,-0.35
ceh1,2006-07,9.942,-0.71
ceh1,2006-08,10.142,-0.51
ceh1,2006-09,9.892,-0.76
ceh1,2006-10,10.102,-0.55
ceh1,2006-11,10.372,-0.28
ceh1,2006-12,10.852,0.2
ceh1,2007-01,11.052,0.4
ceh1,2007-02,11.012,0.36
ceh1,2007-03,10.802,0.15
ceh1,2007-04,10.332,-0.32
ceh1,2007-05,10.152,-0.5
ceh1,2007-06,10.252,-0.4
ceh1,2007-07,10.052,-0.6
ceh1,2007-08,9.952,-0.7
ceh1,2007-09,9.912,-0.74
ceh1,2007-10,9.872,-0.78
ceh1,2007-11,10.152,-0.5
ceh1,2007-12,10.252,-0.4
ceh1,2008-01,10.892,0.24
ceh1,2008-02,10.522,-0.13
ceh1,2008-03,10.582,-0.07
ceh1,2008-04,10.442,-0.21
ceh1,2008-05,10.062,-0.59
ceh1,2008-06,10.182,-0.47
ceh1,2008-07,9.932,-0.72
ceh1,2008-08,9.912,-0.74
ceh1,2008-09,9.892,-0.76
ceh1,2008-10,10.335,-0.317
ceh1,2008-11,10.792,0.14
ceh1,2008-12,10.892,0.24
ceh1,2009-01,10.942,0.29
ceh1,2009-02,10.782,0.13
ceh1,2009-03,10.432,-0.22
ceh1,2009-04,10.382,-0.27
ceh1,2009-05,10.062,-0.59
ceh1,2009-06,9.882,-0.77
ceh1,2009-07,9.822,-0.83
ceh1,2009-08,9.882,-0.77
ceh1,2009-09,9.682,-0.97
ceh1,2009-10,9.602,-1.05
ceh1,2009-11,10.292,-0.36
ceh1,2009-12,10.262,-0.39
ceh1,2010-01,10.452,-0.2
ceh1,2010-02,10.152,-0.5
ceh1,2010-03,10.502,-0.15
ceh1,2010-04,10.012,-0.64
ceh1,2010-05,9.892,-0.76
ceh1,2010-06,9.722,-0.93
ceh1,2010-07,9.922,-0.73
ceh1,2010-08,9.622,-1.03
ceh1,2010-09,9.632,-1.02
ceh1,2010-10,9.682,-0.97
ceh1,2010-11,9.792,-0.86
ceh1,2010-12,9.872,-0.78
ceh1,2011-01,9.892,-0.76
ceh1,2011-02,9.962,-0.69
ceh1,2011-03,9.802,-0.85
ceh1,2011-04,9.662,-0.99
ceh1,2011-05,9.522,-1.13
ceh1,2011-06,9.422,-1.23
ceh1,2011-07,9.282,-1.37
ceh1,2011-08,9.172,-1.48
ceh1,2011-09,9.197,-1.455
ceh1,2011-10,9.222,-1.43
ceh1,2011-11,9.132,-1.52
ceh1,2011-12,9.422,-1.23
ceh1,2012-01,9.402,-1.25
ceh1,2012-02,9.412,-1.24
ceh1,2012-03,9.252,-1.4
ceh1,2012-04,9.182,-1.47
ceh1,2012-05,9.082,-1.57
ceh1,2012-06,9.082,-1.57
ceh1,2012-07,9.192,-1.46
ceh1,2012-08,9.272,-1.38
ceh1,2012-09,9.392,-1.26
ceh1,2012-10,9.662,-0.99
ceh1,2012-11,10.102,-0.55
ceh1,2012-12,10.612,-0.04
ceh1,2013-01,10.652,0.0
ceh1,2013-02,10.782,0.13
ceh1,2013-03,10.602,-0.05
ceh1,2013-04,10.242,-0.41
ceh1,2013-05,10.102,-0.55
ceh1,2013-06,9.922,-0.73
ceh1,2013-07,9.752,-0.9
ceh1,2013-08,9.742,-0.91
ceh1,2013-09,9.692,-0.96
ceh1,2013-10,9.982,-0.67
ceh1,2013-11,9.892,-0.76
ceh1,2013-12,10.322,-0.33
ceh1,2014-01,10.812,0.16
ceh1,2014-02,10.992,0.34
ceh1,2014-03,10.842,0.19
ceh1,2014-04,10.622,-0.03
ceh1,2014-05,10.392,-0.26
ceh1,2014-06,10.012,-0.64
ceh1,2014-07,9.832,-0.82
ceh1,2014-08,9.732,-0.92
ceh1,2014-09,9.602,-1.05
ceh1,2014-10,9.932,-0.72
ceh1,2014-11,9.982,-0.67
ceh1,2014-12,10.092,-0.56
ceh1,2015-01,10.232,-0.42
ceh1,2015-02,10.092,-0.56
ceh1,2015-03,10.032,-0.62
ceh1,2015-04,9.862,-0.79
ceh1,2015-05,9.892,-0.76
ceh1,2015-06,9.702,-0.95
ceh1,2015-07,9.572,-1.08
ceh1,2015-08,9.452,-1.2
ceh1,2015-09,9.332,-1.32
ceh1,2015-10,9.262,-1.39
ceh1,2015-11,9.632,-1.02
ceh1,2015-12,10.622,-0.03
ceh1,2016-01,10.792,0.14
ceh1,2016-02,10.892,0.24
ceh1,2016-03,10.822,0.17
ceh1,2016-04,10.662,0.01
ceh1,2016-05,10.242,-0.41
ceh1,2016-06,10.262,-0.39
ceh1,2016-07,10.002,-0.65
ceh1,2016-08,9.882,-0.77
ceh1,2016-09,9.792,-0.86
ceh1,2016-10,9.682,-0.97
ceh1,2016-11,9.842,-0.81
ceh1,2016-12,9.792,-0.86
ceh1,2017-01,9.882,-0.77
ceh1,2017-02,9.972,-0.68
ceh1,2017-03,10.092,-0.56
ceh1,2017-04,9.822,-0.83
ceh1,2017-05,9.642,-1.01
ceh1,2017-06,9.652,-1.0
ceh1,2017-07,9.512,-1.14
ceh1,2017-08,9.392,-1.26
ceh1,2017-09,9.452,-1.2
ceh1,2017-10,9.402,-1.25
ceh1,2017-11,9.752,-0.9
ceh1,2017-12,9.992,-0.66
ceh1,2018-01,10.102,-0.55
ceh1,2018-02,10.102,-0.55
ceh1,2018-03,10.152,-0.5
ceh1,2018-04,10.102,-0.55
ceh1,2018-05,9.872,-0.78
ceh1,2018-06,9.632,-1.02
ceh1,2018-07,9.492,-1.16
ceh1,2018-08,9.332,-1.32
ceh1,2018-09,9.362,-1.29
ceh1,2018-10,9.392,-1.26
ceh1,2018-11,9.622,-1.03
ceh1,2018-12,9.832,-0.82
ceh1,2019-01,9.722,-0.93
ceh1,2019-02,9.742,-0.91
ceh1,2019-03,9.882,-0.77
ceh1,2019-04,9.792,-0.86
ceh1,2019-05,9.622,-1.03
ceh1,2019-06,9.482,-1.17
ceh1,2019-07,9.332,-1.32
ceh1,2019-08,9.212,-1.44
ceh1,2019-09,9.172,-1.48
ceh1,2019-10,9.532,-1.12
ceh1,2019-11,9.672,-0.98
ceh1,2019-12,9.722,-0.93
ceh1,2020-01,9.882,-0.77
ceh1,2020-02,10.292,-0.36
ceh1,2020-03,10.082,-0.57
ceh1,2020-04,9.822,-0.83
ceh1,2020-05,9.632,-1.02
ceh1,2020-06,9.492,-1.16
ceh1,2020-07,9.482,-1.17
ceh1,2020-08,9.802,-0.85
ceh1,2020-09,9.622,-1.03
ceh1,2020-10,9.902,-0.75
ceh1,2020-11,10.062,-0.59
ceh1,2020-12,10.672,0.02
ceh1,2021-01,10.952,0.3
ceh1,2021-02,11.052,0.4
ceh1,2021-03,11.052,0.4
ceh1,2021-04,10.722,0.07
ceh1,2021-05,10.862,0.21
ceh1,2021-06,10.252,-0.4
ceh1,2021-07,10.012,-0.64
ceh1,2021-08,9.852,-0.8
ceh1,2021-09,9.892,-0.76
ceh1,2021-10,10.622,-0.03
ceh1,2021-11,10.342,-0.31
ceh1,2021-12,10.782,0.13
ceh1,2022-01,10.552,-0.1
ceh1,2022-02,10.582,-0.07
ceh1,2022-03,10.332,-0.32
ceh1,2022-04,10.142,-0.51
ceh1,2022-05,10.052,-0.6
ceh1,2022-06,9.782,-0.87
ceh1,2022-07,9.642,-1.01
ceh1,2022-08,9.462,-1.19
ceh1,2022-09,9.362,-1.29
ceh1,2022-10,9.372,-1.28
ceh1,2022-11,9.752,-0.9
ceh1,2023-01,10.072,-0.58
ceh1,2023-02,9.902,-0.75
ceh1,2023-03,10.232,-0.42
ceh1,2023-04,10.002,-0.65
ceh1,2023-05,9.772,-0.88
ceh1,2023-06,9.552,-1.1
ceh1,2023-07,9.562,-1.09
ceh1,2023-08,9.572,-1.08
ceh1,2023-09,9.772,-0.88
ceh1,2023-10,9.982,-0.67
ceh1,2023-11,10.132,-0.52
ceh1,2023-12,10.502,-0.15
ceh1,2024-01,10.752,0.1
ceh1,2024-02,10.832,0.18
ceh1,2024-03,11.022,0.37
ceh1,2024-04,10.932,0.28
ceh1,2024-05,10.692,0.04
ceh1,2024-06,10.162,-0.49
ceh1,2024-07,10.032,-0.62
ceh1,2024-08,9.862,-0.79
ceh1,2024-09,9.882,-0.77
ceh1,2024-10,9.822,-0.83
ceh1,2024-11,9.902,-0.75
ceh1,2024-12,10.292,-0.36
ceh1,2025-01,10.632,-0.02
ceh1,2025-02,10.482,-0.17
ceh1,2025-03,10.122,-0.53
ceh1,2025-04,9.902,-0.75
ceh1,2025-05,9.792,-0.86
ceh1,2025-06,9.692,-0.96
ceh1,2025-07,9.522,-1.13
ceh1,2025-08,9.302,-1.35
ceh1,2025-09,9.562,-1.09
ceh1,2025-10,9.442,-1.21
ceh1,2025-11,10.192,-0.46
ceh1,2025-12,10.512,-0.14
ceh1,2026-01,10.452,-0.2
ceh1,2026-02,10.812,0.16
ceh1,2026-03,10.702,0.05
ceh1,2026-04,10.152,-0.5
ceh1,2026-05,9.952,-0.7
ceh1,2026-06,9.722,-0.93
ceh1,2026-07,9.512,-1.14
ceh1,2026-08,9.382,-1.27
ceh10,2006-05,5.213,-0.565
ceh10,2006-06,4.533,-1.245
ceh10,2006-07,4.218,-1.56
ceh10,2006-08,4.323,-1.455
ceh10,2006-09,4.208,-1.57
ceh10,2006-10,4.448,-1.33
ceh10,2006-11,4.658,-1.12
ceh10,2006-12,5.418,-0.36
ceh10,2007-01,5.568,-0.21
ceh10,2007-02,5.318,-0.46
ceh10,2007-03,4.938,-0.84
ceh10,2007-04,4.618,-1.16
ceh10,2007-05,4.388,-1.39
ceh10,2007-06,4.348,-1.43
ceh10,2007-07,4.378,-1.4
ceh10,2007-08,4.238,-1.54
ceh10,2007-09,4.368,-1.41
ceh10,2007-10,4.218,-1.56
ceh10,2007-11,4.328,-1.45
ceh10,2007-12,4.478,-1.3
ceh10,2008-01,4.938,-0.84
ceh10,2008-02,4.728,-1.05
ceh10,2008-03,4.718,-1.06
ceh10,2008-04,4.578,-1.2
ceh10,2008-05,4.348,-1.43
ceh10,2008-06,4.408,-1.37
ceh10,2008-07,4.208,-1.57
ceh10,2008-08,4.268,-1.51
ceh10,2008-09,4.208,-1.57
ceh10,2008-10,4.898,-0.88
ceh10,2008-11,5.388,-0.39
ceh10,2008-12,5.338,-0.44
ceh10,2009-01,5.528,-0.25
ceh10,2009-02,4.918,-0.86
ceh10,2009-03,4.648,-1.13
ceh10,2009-04,4.508,-1.27
ceh10,2009-05,4.348,-1.43
ceh10,2009-06,4.198,-1.58
ceh10,2009-07,4.208,-1.57
ceh10,2009-08,4.331,-1.447
ceh10,2009-11,4.698,-1.08
ceh10,2009-12,4.668,-1.11
ceh10,2010-01,4.738,-1.04
ceh10,2010-02,4.558,-1.22
ceh10,2010-03,4.628,-1.15
ceh10,2010-04,4.428,-1.35
ceh10,2010-05,4.168,-1.61
ceh10,2010-06,4.098,-1.68
ceh10,2010-07,4.318,-1.46
ceh10,2010-08,4.088,-1.69
ceh10,2010-09,4.238,-1.54
ceh10,2010-10,4.268,-1.51
ceh10,2010-11,4.378,-1.4
ceh10,2010-12,4.428,-1.35
ceh10,2011-01,4.418,-1.36
ceh10,2011-02,4.488,-1.29
ceh10,2011-03,4.278,-1.5
ceh10,2011-04,4.168,-1.61
ceh10,2011-05,4.028,-1.75
ceh10,2011-06,3.928,-1.85
ceh10,2011-07,3.818,-1.96
ceh10,2011-08,3.758,-2.02
ceh10,2011-09,3.895,-1.883
ceh10,2011-10,4.028,-1.75
ceh10,2011-11,4.018,-1.76
ceh10,2011-12,4.238,-1.54
ceh10,2012-01,4.218,-1.56
ceh10,2012-02,4.178,-1.6
ceh10,2012-03,4.028,-1.75
ceh10,2012-04,3.958,-1.82
ceh10,2012-05,3.918,-1.86
ceh10,2012-06,3.988,-1.79
ceh10,2012-07,4.028,-1.75
ceh10,2012-08,4.108,-1.67
ceh10,2012-09,4.288,-1.49
ceh10,2012-10,4.558,-1.22
ceh10,2012-11,5.518,-0.26
ceh10,2012-12,5.668,-0.11
ceh10,2013-01,5.688,-0.09
ceh10,2013-02,5.408,-0.37
ceh10,2013-03,5.088,-0.69
ceh10,2013-04,4.718,-1.06
ceh10,2013-05,4.508,-1.27
ceh10,2013-06,4.288,-1.49
ceh10,2013-07,4.098,-1.68
ceh10,2013-08,4.168,-1.61
ceh10,2013-09,4.088,-1.69
ceh10,2013-10,4.408,-1.37
ceh10,2013-11,4.328,-1.45
ceh10,2013-12,4.728,-1.05
ceh10,2014-01,5.598,-0.18
ceh10,2014-02,5.608,-0.17
ceh10,2014-03,5.318,-0.46
ceh10,2014-04,4.878,-0.9
ceh10,2014-05,4.678,-1.1
ceh10,2014-06,4.488,-1.29
ceh10,2014-07,4.198,-1.58
ceh10,2014-08,4.108,-1.67
ceh10,2014-09,3.988,-1.79
ceh10,2014-10,4.388,-1.39
ceh10,2014-11,4.488,-1.29
ceh10,2014-12,4.548,-1.23
ceh10,2015-01,4.628,-1.15
ceh10,2015-02,4.458,-1.32
ceh10,2015-03,4.398,-1.38
ceh10,2015-04,4.258,-1.52
ceh10,2015-05,4.268,-1.51
ceh10,2015-06,4.128,-1.65
ceh10,2015-07,3.998,-1.78
ceh10,2015-08,3.928,-1.85
ceh10,2015-09,3.858,-1.92
ceh10,2015-10,3.858,-1.92
ceh10,2015-11,4.198,-1.58
ceh10,2015-12,5.618,-0.16
ceh10,2016-01,5.668,-0.11
ceh10,2016-02,5.628,-0.15
ceh10,2016-03,5.278,-0.5
ceh10,2016-04,5.008,-0.77
ceh10,2016-05,4.668,-1.11
ceh10,2016-06,4.518,-1.26
ceh10,2016-07,4.388,-1.39
ceh10,2016-08,4.298,-1.48
ceh10,2016-09,4.248,-1.53
ceh10,2016-10,4.168,-1.61
ceh10,2016-11,4.308,-1.47
ceh10,2016-12,4.308,-1.47
ceh10,2017-01,4.348,-1.43
ceh10,2017-02,4.388,-1.39
ceh10,2017-03,4.478,-1.3
ceh10,2017-04,4.278,-1.5
ceh10,2017-05,4.128,-1.65
ceh10,2017-06,4.128,-1.65
ceh10,2017-07,4.028,-1.75
ceh10,2017-08,3.858,-1.92
ceh10,2017-09,4.088,-1.69
ceh10,2017-10,4.038,-1.74
ceh10,2017-11,4.388,-1.39
ceh10,2017-12,4.518,-1.26
ceh10,2018-01,4.598,-1.18
ceh10,2018-02,4.578,-1.2
ceh10,2018-03,4.658,-1.12
ceh10,2018-04,4.528,-1.25
ceh10,2018-05,4.298,-1.48
ceh10,2018-06,4.128,-1.65
ceh10,2018-07,3.938,-1.84
ceh10,2018-08,3.768,-2.01
ceh10,2018-09,3.878,-1.9
ceh10,2018-10,3.988,-1.79
ceh10,2018-11,4.228,-1.55
ceh10,2018-12,4.438,-1.34
ceh10,2019-01,4.268,-1.51
ceh10,2019-02,4.248,-1.53
ceh10,2019-03,4.398,-1.38
ceh10,2019-04,4.298,-1.48
ceh10,2019-05,4.128,-1.65
ceh10,2019-06,4.058,-1.72
ceh10,2019-07,3.988,-1.79
ceh10,2019-08,4.086,-1.692
ceh10,2019-10,4.278,-1.5
ceh10,2019-11,4.408,-1.37
ceh10,2019-12,4.428,-1.35
ceh10,2020-01,4.568,-1.21
ceh10,2020-02,5.358,-0.42
ceh10,2020-03,4.838,-0.94
ceh10,2020-04,4.418,-1.36
ceh10,2020-05,4.178,-1.6
ceh10,2020-06,4.038,-1.74
ceh10,2020-07,4.078,-1.7
ceh10,2020-08,4.458,-1.32
ceh10,2020-09,4.278,-1.5
ceh10,2020-10,4.558,-1.22
ceh10,2020-11,4.788,-0.99
ceh10,2020-12,5.628,-0.15
ceh10,2021-01,5.638,-0.14
ceh10,2021-02,5.618,-0.16
ceh10,2021-03,5.548,-0.23
ceh10,2021-04,4.868,-0.91
ceh10,2021-05,5.038,-0.74
ceh10,2021-06,4.548,-1.23
ceh10,2021-07,4.258,-1.52
ceh10,2021-08,4.118,-1.66
ceh10,2021-09,4.158,-1.62
ceh10,2021-10,4.708,-1.07
ceh10,2021-11,4.658,-1.12
ceh10,2021-12,5.028,-0.75
ceh10,2022-01,4.838,-0.94
ceh10,2022-02,4.988,-0.79
ceh10,2022-03,4.648,-1.13
ceh10,2022-04,4.448,-1.33
ceh10,2022-05,4.328,-1.45
ceh10,2022-06,3.988,-1.79
ceh10,2022-07,3.938,-1.84
ceh10,2022-08,3.788,-1.99
ceh10,2022-09,3.698,-2.08
ceh10,2022-10,3.928,-1.85
ceh10,2022-11,4.288,-1.49
ceh10,2023-01,4.598,-1.18
ceh10,2023-02,4.278,-1.5
ceh10,2023-03,4.578,-1.2
ceh10,2023-04,4.418,-1.36
ceh10,2023-05,4.216,-1.562
ceh10,2023-06,4.008,-1.77
ceh10,2023-07,4.028,-1.75
ceh10,2023-08,4.068,-1.71
ceh10,2023-09,4.278,-1.5
ceh10,2023-10,4.558,-1.22
ceh10,2023-11,4.568,-1.21
ceh10,2023-12,5.328,-0.45
ceh10,2024-01,5.608,-0.17
ceh10,2024-02,5.638,-0.14
ceh10,2024-03,5.618,-0.16
ceh10,2024-04,5.178,-0.6
ceh10,2024-05,4.778,-1.0
ceh10,2024-06,4.428,-1.35
ceh10,2024-07,4.298,-1.48
ceh10,2024-08,4.288,-1.49
ceh10,2024-09,4.138,-1.64
ceh10,2024-10,4.298,-1.48
ceh10,2024-11,4.308,-1.47
ceh10,2024-12,4.638,-1.14
ceh10,2025-01,4.878,-0.9
ceh10,2025-02,4.828,-0.95
ceh10,2025-03,4.508,-1.27
ceh10,2025-04,4.308,-1.47
ceh10,2025-05,4.138,-1.64
ceh10,2025-06,4.098,-1.68
ceh10,2025-07,4.038,-1.74
ceh10,2025-08,4.048,-1.73
ceh10,2025-09,4.058,-1.72
ceh10,2025-10,4.373,-1.405
ceh10,2025-11,4.698,-1.08
ceh10,2025-12,5.098,-0.68
ceh10,2026-01,5.058,-0.72
ceh10,2026-02,5.598,-0.18
ceh10,2026-03,5.098,-0.68
ceh10,2026-04,4.648,-1.13
ceh10,2026-05,4.348,-1.43
ceh10,2026-06,4.118,-1.66
ceh10,2026-07,3.948,-1.83
ceh10,2026-08,3.828,-1.95
ceh11,2006-05,3.189,-0.345
ceh11,2006-06,2.899,-0.635
ceh11,2006-07,2.659,-0.875
ceh11,2006-08,2.899,-0.635
ceh11,2006-09,2.764,-0.77
ceh11,2006-10,3.014,-0.52
ceh11,2006-11,3.344,-0.19
ceh11,2006-12,3.434,-0.1
ceh11,2007-01,3.514,-0.02
ceh11,2007-02,3.484,-0.05
ceh11,2007-03,3.264,-0.27
ceh11,2007-04,3.024,-0.51
ceh11,2007-05,2.904,-0.63
ceh11,2007-06,3.054,-0.48
ceh11,2007-07,2.874,-0.66
ceh11,2007-08,2.754,-0.78
ceh11,2007-09,2.894,-0.64
ceh11,2007-10,2.794,-0.74
ceh11,2007-11,3.044,-0.49
ceh11,2007-12,3.154,-0.38
ceh11,2008-01,3.394,-0.14
ceh11,2008-02,3.354,-0.18
ceh11,2008-03,3.314,-0.22
ceh11,2008-04,3.134,-0.4
ceh11,2008-05,2.974,-0.56
ceh11,2008-06,2.924,-0.61
ceh11,2008-07,2.794,-0.74
ceh11,2008-08,2.844,-0.69
ceh11,2008-09,2.894,-0.64
ceh11,2008-10,3.424,-0.11
ceh11,2008-11,3.404,-0.13
ceh11,2008-12,3.474,-0.06
ceh11,2009-01,3.454,-0.08
ceh11,2009-02,3.314,-0.22
ceh11,2009-03,3.144,-0.39
ceh11,2009-04,3.294,-0.24
ceh11,2009-05,2.834,-0.7
ceh11,2009-06,2.674,-0.86
ceh11,2009-07,2.684,-0.85
ceh11,2009-08,2.824,-0.71
ceh11,2009-09,2.614,-0.92
ceh11,2009-10,2.584,-0.95
ceh11,2009-11,3.374,-0.16
ceh11,2009-12,3.404,-0.13
ceh11,2010-01,3.424,-0.11
ceh11,2010-02,3.184,-0.35
ceh11,2010-03,3.444,-0.09
ceh11,2010-04,2.984,-0.55
ceh11,2010-05,2.864,-0.67
ceh11,2010-06,2.694,-0.84
ceh11,2010-07,2.964,-0.57
ceh11,2010-08,2.664,-0.87
ceh11,2010-09,2.794,-0.74
ceh11,2010-10,2.924,-0.61
ceh11,2010-11,3.054,-0.48
ceh11,2010-12,3.174,-0.36
ceh11,2011-01,3.104,-0.43
ceh11,2011-02,3.214,-0.32
ceh11,2011-03,2.974,-0.56
ceh11,2011-04,2.774,-0.76
ceh11,2011-05,2.654,-0.88
ceh11,2011-06,2.554,-0.98
ceh11,2011-07,2.434,-1.1
ceh11,2011-08,2.424,-1.11
ceh11,2011-09,2.572,-0.962
ceh11,2011-11,2.864,-0.67
ceh11,2011-12,3.244,-0.29
ceh11,2012-01,3.074,-0.46
ceh11,2012-02,2.929,-0.605
ceh11,2012-03,2.794,-0.74
ceh11,2012-04,2.744,-0.79
ceh11,2012-05,2.634,-0.9
ceh11,2012-06,2.804,-0.73
ceh11,2012-07,2.704,-0.83
ceh11,2012-08,2.844,-0.69
ceh11,2012-09,3.104,-0.43
ceh11,2012-10,3.394,-0.14
ceh11,2012-11,3.494,-0.04
ceh11,2012-12,3.684,0.15
ceh11,2013-01,3.684,0.15
ceh11,2013-02,3.764,0.23
ceh11,2013-03,3.544,0.01
ceh11,2013-04,3.304,-0.23
ceh11,2013-05,3.114,-0.42
ceh11,2013-06,2.874,-0.66
ceh11,2013-07,2.764,-0.77
ceh11,2013-08,2.724,-0.81
ceh11,2013-09,2.684,-0.85
ceh11,2013-10,3.164,-0.37
ceh11,2013-11,2.984,-0.55
ceh11,2013-12,3.434,-0.1
ceh11,2014-01,3.464,-0.07
ceh11,2014-02,3.614,0.08
ceh11,2014-03,3.504,-0.03
ceh11,2014-04,3.444,-0.09
ceh11,2014-05,3.144,-0.39
ceh11,2014-06,2.814,-0.72
ceh11,2014-07,2.654,-0.88
ceh11,2014-08,2.614,-0.92
ceh11,2014-09,2.514,-1.02
ceh11,2014-10,3.094,-0.44
ceh11,2014-11,3.094,-0.44
ceh11,2014-12,3.154,-0.38
ceh11,2015-01,3.264,-0.27
ceh11,2015-02,3.094,-0.44
ceh11,2015-03,3.024,-0.51
ceh11,2015-04,2.804,-0.73
ceh11,2015-05,2.894,-0.64
ceh11,2015-06,2.634,-0.9
ceh11,2015-07,2.554,-0.98
ceh11,2015-08,2.494,-1.04
ceh11,2015-09,2.434,-1.1
ceh11,2015-10,2.544,-0.99
ceh11,2015-11,3.004,-0.53
ceh11,2015-12,3.504,-0.03
ceh11,2016-01,3.714,0.18
ceh11,2016-02,3.754,0.22
ceh11,2016-03,3.634,0.1
ceh11,2016-04,3.444,-0.09
ceh11,2016-05,3.134,-0.4
ceh11,2016-06,3.194,-0.34
ceh11,2016-07,2.904,-0.63
ceh11,2016-08,2.854,-0.68
ceh11,2016-09,2.774,-0.76
ceh11,2016-10,2.684,-0.85
ceh11,2016-11,2.904,-0.63
ceh11,2016-12,2.874,-0.66
ceh11,2017-01,3.009,-0.525
ceh11,2017-02,3.144,-0.39
ceh11,2017-03,3.254,-0.28
ceh11,2017-04,2.854,-0.68
ceh11,2017-05,2.644,-0.89
ceh11,2017-06,2.744,-0.79
ceh11,2017-07,2.564,-0.97
ceh11,2017-08,2.484,-1.05
ceh11,2017-09,2.694,-0.84
ceh11,2017-10,2.664,-0.87
ceh11,2017-11,3.144,-0.39
ceh11,2017-12,3.354,-0.18
ceh11,2018-01,3.384,-0.15
ceh11,2018-02,3.244,-0.29
ceh11,2018-03,3.244,-0.29
ceh11,2018-04,3.104,-0.43
ceh11,2018-05,2.814,-0.72
ceh11,2018-06,2.584,-0.95
ceh11,2018-07,2.464,-1.07
ceh11,2018-08,2.374,-1.16
ceh11,2018-09,2.504,-1.03
ceh11,2018-10,2.594,-0.94
ceh11,2018-11,3.024,-0.51
ceh11,2018-12,3.204,-0.33
ceh11,2019-01,3.114,-0.42
ceh11,2019-02,3.024,-0.51
ceh11,2019-03,3.084,-0.45
ceh11,2019-04,3.004,-0.53
ceh11,2019-05,2.814,-0.72
ceh11,2019-06,2.624,-0.91
ceh11,2019-07,2.614,-0.92
ceh11,2019-08,2.464,-1.07
ceh11,2019-09,2.634,-0.9
ceh11,2019-10,2.974,-0.56
ceh11,2019-11,3.184,-0.35
ceh11,2019-12,3.164,-0.37
ceh11,2020-01,3.354,-0.18
ceh11,2020-02,3.464,-0.07
ceh11,2020-03,3.224,-0.31
ceh11,2020-04,2.974,-0.56
ceh11,2020-05,2.694,-0.84
ceh11,2020-06,2.654,-0.88
ceh11,2020-07,2.664,-0.87
ceh11,2020-08,3.174,-0.36
ceh11,2020-09,3.064,-0.47
ceh11,2020-10,3.414,-0.12
ceh11,2020-11,3.394,-0.14
ceh11,2020-12,3.484,-0.05
ceh11,2021-01,3.594,0.06
ceh11,2021-02,3.814,0.28
ceh11,2021-03,3.774,0.24
ceh11,2021-04,3.464,-0.07
ceh11,2021-05,3.394,-0.14
ceh11,2021-06,3.004,-0.53
ceh11,2021-07,2.784,-0.75
ceh11,2021-08,2.634,-0.9
ceh11,2021-09,2.854,-0.68
ceh11,2021-10,3.484,-0.05
ceh11,2021-11,3.264,-0.27
ceh11,2021-12,3.474,-0.06
ceh11,2022-01,3.224,-0.31
ceh11,2022-02,3.404,-0.13
ceh11,2022-03,3.044,-0.49
ceh11,2022-04,2.874,-0.66
ceh11,2022-05,2.814,-0.72
ceh11,2022-06,2.624,-0.91
ceh11,2022-07,2.464,-1.07
ceh11,2022-08,2.364,-1.17
ceh11,2022-09,2.314,-1.22
ceh11,2022-10,2.624,-0.91
ceh11,2022-11,3.054,-0.48
ceh11,2023-01,3.254,-0.28
ceh11,2023-02,3.094,-0.44
ceh11,2023-03,3.374,-0.16
ceh11,2023-04,3.064,-0.47
ceh11,2023-05,2.734,-0.8
ceh11,2023-06,2.554,-0.98
ceh11,2023-07,2.714,-0.82
ceh11,2023-08,2.694,-0.84
ceh11,2023-09,3.054,-0.48
ceh11,2023-10,3.254,-0.28
ceh11,2023-11,3.344,-0.19
ceh11,2023-12,3.404,-0.13
ceh11,2024-01,3.484,-0.05
ceh11,2024-02,3.494,-0.04
ceh11,2024-03,3.494,-0.04
ceh11,2024-04,3.454,-0.08
ceh11,2024-05,2.984,-0.55
ceh11,2024-06,2.894,-0.64
ceh11,2024-07,2.784,-0.75
ceh11,2024-08,2.664,-0.87
ceh11,2024-09,2.834,-0.7
ceh11,2024-10,2.864,-0.67
ceh11,2024-11,2.904,-0.63
ceh11,2024-12,3.304,-0.23
ceh11,2025-01,3.404,-0.13
ceh11,2025-02,3.334,-0.2
ceh11,2025-03,3.034,-0.5
ceh11,2025-04,2.794,-0.74
ceh11,2025-05,2.714,-0.82
ceh11,2025-06,2.584,-0.95
ceh11,2025-07,2.484,-1.05
ceh11,2025-08,2.374,-1.16
ceh11,2025-09,2.724,-0.81
ceh11,2025-10,2.714,-0.82
ceh11,2025-11,3.434,-0.1
ceh11,2025-12,3.464,-0.07
ceh11,2026-01,3.434,-0.1
ceh11,2026-02,3.464,-0.07
ceh11,2026-03,3.414,-0.12
ceh11,2026-04,3.064,-0.47
ceh11,2026-05,2.844,-0.69
ceh11,2026-06,2.734,-0.8
ceh11,2026-07,2.444,-1.09
ceh11,2026-08,2.384,-1.15
ceh13,2006-05,10.78,-0.455
ceh13,2006-06,10.625,-0.61
ceh13,2006-07,10.44,-0.795
ceh13,2006-08,10.36,-0.875
ceh13,2006-09,10.265,-0.97
ceh13,2006-10,10.245,-0.99
ceh13,2006-11,10.385,-0.85
ceh13,2006-12,10.745,-0.49
ceh13,2007-01,10.925,-0.31
ceh13,2007-02,10.835,-0.4
ceh13,2007-03,10.775,-0.46
ceh13,2007-04,10.635,-0.6
