well,date,water_mAOD,depth_below_ground
ceh5,2017-08,8.628,-0.96
ceh5,2017-09,8.928,-0.66
ceh5,2017-10,8.898,-0.69
ceh5,2017-11,9.398,-0.19
ceh5,2017-12,9.638,0.05
ceh5,2018-01,9.698,0.11
ceh5,2018-02,9.648,0.06
ceh5,2018-03,9.618,0.03
ceh5,2018-04,9.408,-0.18
ceh5,2018-05,9.088,-0.5
ceh5,2018-06,8.778,-0.81
ceh5,2018-07,8.548,-1.04
ceh5,2018-08,8.428,-1.16
ceh5,2018-09,8.578,-1.01
ceh5,2018-10,8.708,-0.88
ceh5,2018-11,9.118,-0.47
ceh5,2018-12,9.378,-0.21
ceh5,2019-01,9.258,-0.33
ceh5,2019-02,9.248,-0.34
ceh5,2019-03,9.358,-0.23
ceh5,2019-04,9.318,-0.27
ceh5,2019-05,9.058,-0.53
ceh5,2019-06,8.818,-0.77
ceh5,2019-07,8.688,-0.9
ceh5,2019-08,8.578,-1.01
ceh5,2019-09,8.648,-0.94
ceh5,2019-10,9.168,-0.42
ceh5,2019-11,9.368,-0.22
ceh5,2019-12,9.398,-0.19
ceh5,2020-01,9.648,0.06
ceh5,2020-02,9.808,0.22
ceh5,2020-03,9.518,-0.07
ceh5,2020-04,9.128,-0.46
ceh5,2020-05,8.848,-0.74
ceh5,2020-06,8.698,-0.89
ceh5,2020-07,8.828,-0.76
ceh5,2020-08,9.238,-0.35
ceh5,2020-09,9.078,-0.51
ceh5,2020-10,9.468,-0.12
ceh5,2020-11,9.668,0.08
ceh5,2020-12,9.838,0.25
ceh5,2021-01,9.848,0.26
ceh5,2021-02,9.858,0.27
ceh5,2021-03,9.728,0.14
ceh5,2021-04,9.278,-0.31
ceh5,2021-05,9.608,0.02
ceh5,2021-06,9.048,-0.54
ceh5,2021-07,8.798,-0.79
ceh5,2021-08,8.668,-0.92
ceh5,2021-09,8.748,-0.84
ceh5,2021-10,9.558,-0.03
ceh5,2021-11,9.458,-0.13
ceh5,2021-12,9.748,0.16
ceh5,2022-01,9.478,-0.11
ceh5,2022-02,9.578,-0.01
ceh5,2022-03,9.318,-0.27
ceh5,2022-04,9.158,-0.43
ceh5,2022-05,9.058,-0.53
ceh5,2022-06,8.798,-0.79
ceh5,2022-07,8.558,-1.03
ceh5,2022-08,8.438,-1.15
ceh5,2022-09,8.378,-1.21
ceh5,2022-10,8.658,-0.93
ceh5,2022-11,9.148,-0.44
ceh5,2023-01,9.558,-0.03
ceh5,2023-02,9.248,-0.34
ceh5,2023-03,9.648,0.06
ceh5,2023-04,9.258,-0.33
ceh5,2023-05,9.018,-0.57
ceh5,2023-06,8.688,-0.9
ceh5,2023-07,8.818,-0.77
ceh5,2023-08,8.868,-0.72
ceh5,2023-09,9.238,-0.35
ceh5,2023-10,9.508,-0.08
ceh5,2023-11,9.688,0.1
ceh5,2023-12,9.768,0.18
ceh5,2024-01,9.798,0.21
ceh5,2024-02,9.818,0.23
ceh5,2024-03,9.778,0.19
ceh5,2024-04,9.638,0.05
ceh5,2024-05,9.278,-0.31
ceh5,2024-06,8.978,-0.61
ceh5,2024-07,8.768,-0.82
ceh5,2024-08,8.758,-0.83
ceh5,2024-09,8.818,-0.77
ceh5,2024-10,9.048,-0.54
ceh5,2024-11,9.088,-0.5
ceh5,2024-12,9.638,0.05
ceh5,2025-01,9.738,0.15
ceh5,2025-02,9.608,0.02
ceh5,2025-03,9.168,-0.42
ceh5,2025-04,9.028,-0.56
ceh5,2025-05,8.908,-0.68
ceh5,2025-06,8.768,-0.82
ceh5,2025-07,8.568,-1.02
ceh5,2025-08,8.438,-1.15
ceh5,2025-09,8.788,-0.8
ceh5,2025-10,8.838,-0.75
ceh5,2025-11,9.678,0.09
ceh5,2025-12,9.718,0.13
ceh5,2026-01,9.718,0.13
ceh5,2026-02,9.778,0.19
ceh5,2026-03,9.678,0.09
ceh5,2026-04,9.208,-0.38
ceh5,2026-05,8.958,-0.63
ceh5,2026-06,8.748,-0.84
ceh5,2026-07,8.538,-1.05
ceh5,2026-08,8.378,-1.21
ceh6,2006-04,8.386,-0.075
ceh6,2006-05,8.674,0.213
ceh6,2006-06,7.921,-0.54
ceh6,2006-07,7.691,-0.77
ceh6,2006-08,7.991,-0.47
ceh6,2006-09,7.881,-0.58
ceh6,2006-10,8.291,-0.17
ceh6,2006-11,8.551,0.09
ceh6,2006-12,8.531,0.07
ceh6,2007-01,8.741,0.28
ceh6,2007-02,8.671,0.21
ceh6,2007-03,8.231,-0.23
ceh6,2007-04,8.041,-0.42
ceh6,2007-05,7.911,-0.55
ceh6,2007-06,8.131,-0.33
ceh6,2007-07,8.001,-0.46
ceh6,2007-08,7.911,-0.55
ceh6,2007-09,8.121,-0.34
ceh6,2007-10,8.061,-0.4
ceh6,2007-11,8.201,-0.26
ceh6,2007-12,8.391,-0.07
ceh6,2008-01,8.521,0.06
ceh6,2008-02,8.451,-0.01
ceh6,2008-03,8.381,-0.08
ceh6,2008-04,8.341,-0.12
ceh6,2008-05,8.051,-0.41
ceh6,2008-06,8.111,-0.35
ceh6,2008-07,7.861,-0.6
ceh6,2008-08,8.011,-0.45
ceh6,2008-09,8.041,-0.42
ceh6,2008-10,8.751,0.29
ceh6,2008-11,8.621,0.16
ceh6,2008-12,8.431,-0.03
ceh6,2009-01,8.631,0.17
ceh6,2009-02,8.281,-0.18
ceh6,2009-03,8.141,-0.32
ceh6,2009-04,8.201,-0.26
ceh6,2009-05,7.961,-0.5
ceh6,2009-06,7.781,-0.68
ceh6,2009-07,7.911,-0.55
ceh6,2009-08,8.111,-0.35
ceh6,2009-09,7.831,-0.63
ceh6,2009-10,7.851,-0.61
ceh6,2009-11,8.641,0.18
ceh6,2009-12,8.391,-0.07
ceh6,2010-01,8.571,0.11
ceh6,2010-02,8.291,-0.17
ceh6,2010-03,8.601,0.14
ceh6,2010-04,7.961,-0.5
ceh6,2010-05,7.891,-0.57
ceh6,2010-06,7.891,-0.57
ceh6,2010-07,8.131,-0.33
ceh6,2010-08,7.811,-0.65
ceh6,2010-09,8.051,-0.41
ceh6,2010-10,8.261,-0.2
ceh6,2010-11,8.211,-0.25
ceh6,2010-12,8.311,-0.15
ceh6,2011-01,8.271,-0.19
ceh6,2011-02,8.331,-0.13
ceh6,2011-03,8.091,-0.37
ceh6,2011-04,7.931,-0.53
ceh6,2011-05,7.811,-0.65
ceh6,2011-06,7.691,-0.77
ceh6,2011-07,7.581,-0.88
ceh6,2011-08,7.671,-0.79
ceh6,2011-09,7.91,-0.551
ceh6,2011-10,8.141,-0.32
ceh6,2011-11,8.221,-0.24
ceh6,2011-12,8.421,-0.04
ceh6,2012-01,8.291,-0.17
ceh6,2012-02,8.251,-0.21
ceh6,2012-03,8.021,-0.44
ceh6,2012-04,8.071,-0.39
ceh6,2012-05,7.911,-0.55
ceh6,2012-06,8.191,-0.27
ceh6,2012-07,7.961,-0.5
ceh6,2012-08,8.371,-0.09
ceh6,2012-09,8.121,-0.34
ceh6,2012-10,8.701,0.24
ceh6,2012-11,8.771,0.31
ceh6,2012-12,8.811,0.35
ceh6,2013-01,8.781,0.32
ceh6,2013-02,8.491,0.03
ceh6,2013-03,8.331,-0.13
ceh6,2013-04,8.151,-0.31
ceh6,2013-05,8.111,-0.35
ceh6,2013-06,7.901,-0.56
ceh6,2013-07,7.821,-0.64
ceh6,2013-08,7.841,-0.62
ceh6,2013-09,7.911,-0.55
ceh6,2013-10,8.341,-0.12
ceh6,2013-11,8.191,-0.27
ceh6,2013-12,8.486,0.025
ceh6,2014-01,8.791,0.33
ceh6,2014-02,8.741,0.28
ceh6,2014-03,8.541,0.08
ceh6,2014-04,8.191,-0.27
ceh6,2014-05,8.201,-0.26
ceh6,2014-06,7.881,-0.58
ceh6,2014-07,7.721,-0.74
ceh6,2014-08,7.801,-0.66
ceh6,2014-09,7.671,-0.79
ceh6,2014-10,8.311,-0.15
ceh6,2014-11,8.211,-0.25
ceh6,2014-12,8.441,-0.02
ceh6,2015-01,8.501,0.04
ceh6,2015-02,8.331,-0.13
ceh6,2015-03,8.271,-0.19
ceh6,2015-04,8.031,-0.43
ceh6,2015-05,8.211,-0.25
ceh6,2015-06,7.831,-0.63
ceh6,2015-07,7.771,-0.69
ceh6,2015-08,7.711,-0.75
ceh6,2015-09,7.691,-0.77
ceh6,2015-10,7.911,-0.55
ceh6,2015-11,8.491,0.03
ceh6,2015-12,8.731,0.27
ceh6,2016-01,8.681,0.22
ceh6,2016-02,8.701,0.24
ceh6,2016-03,8.491,0.03
ceh6,2016-04,8.341,-0.12
ceh6,2016-05,8.041,-0.42
ceh6,2016-06,8.131,-0.33
ceh6,2016-07,7.981,-0.48
ceh6,2016-08,8.011,-0.45
ceh6,2016-09,7.981,-0.48
ceh6,2016-10,7.871,-0.59
ceh6,2016-11,8.171,-0.29
ceh6,2016-12,8.161,-0.3
ceh6,2017-01,8.336,-0.125
ceh6,2017-02,8.511,0.05
ceh6,2017-03,8.541,0.08
ceh6,2017-04,8.051,-0.41
ceh6,2017-05,7.871,-0.59
ceh6,2017-06,7.961,-0.5
ceh6,2017-07,7.911,-0.55
ceh6,2017-08,7.721,-0.74
ceh6,2017-09,8.051,-0.41
ceh6,2017-10,8.091,-0.37
ceh6,2017-11,8.531,0.07
ceh6,2017-12,8.661,0.2
ceh6,2018-01,8.641,0.18
ceh6,2018-02,8.441,-0.02
ceh6,2018-03,8.371,-0.09
ceh6,2018-04,8.271,-0.19
ceh6,2018-05,7.971,-0.49
ceh6,2018-06,7.701,-0.76
ceh6,2018-07,7.631,-0.83
ceh6,2018-08,7.551,-0.91
ceh6,2018-09,7.801,-0.66
ceh6,2018-10,7.891,-0.57
ceh6,2018-11,8.351,-0.11
ceh6,2018-12,8.381,-0.08
ceh6,2019-01,8.331,-0.13
ceh6,2019-02,8.231,-0.23
ceh6,2019-03,8.241,-0.22
ceh6,2019-04,8.281,-0.18
ceh6,2019-05,7.991,-0.47
ceh6,2019-06,7.891,-0.57
ceh6,2019-07,7.751,-0.71
ceh6,2019-08,7.681,-0.78
ceh6,2019-09,8.001,-0.46
ceh6,2019-10,8.281,-0.18
ceh6,2019-11,8.371,-0.09
ceh6,2019-12,8.281,-0.18
ceh6,2020-01,8.521,0.06
ceh6,2020-02,8.771,0.31
ceh6,2020-03,8.291,-0.17
ceh6,2020-04,8.031,-0.43
ceh6,2020-05,7.761,-0.7
ceh6,2020-06,7.781,-0.68
ceh6,2020-07,7.991,-0.47
ceh6,2020-08,8.321,-0.14
ceh6,2020-09,8.161,-0.3
ceh6,2020-10,8.581,0.12
ceh6,2020-11,8.491,0.03
ceh6,2020-12,8.811,0.35
ceh6,2021-01,8.811,0.35
ceh6,2021-02,8.781,0.32
ceh6,2021-03,8.561,0.1
ceh6,2021-04,8.121,-0.34
ceh6,2021-05,8.291,-0.17
ceh6,2021-06,7.941,-0.52
ceh6,2021-07,7.791,-0.67
ceh6,2021-08,7.741,-0.72
ceh6,2021-09,8.021,-0.44
ceh6,2021-10,8.741,0.28
ceh6,2021-11,8.391,-0.07
ceh6,2021-12,8.781,0.32
ceh6,2022-01,8.301,-0.16
ceh6,2022-02,8.591,0.13
ceh6,2022-03,8.171,-0.29
ceh6,2022-04,8.081,-0.38
ceh6,2022-05,8.031,-0.43
ceh6,2022-06,7.831,-0.63
ceh6,2022-07,7.671,-0.79
ceh6,2022-08,7.611,-0.85
ceh6,2022-09,7.681,-0.78
ceh6,2022-10,8.061,-0.4
ceh6,2022-11,8.361,-0.1
ceh6,2023-01,8.441,-0.02
ceh6,2023-02,8.211,-0.25
ceh6,2023-03,8.551,0.09
ceh6,2023-04,8.231,-0.23
ceh6,2023-05,7.921,-0.54
ceh6,2023-06,7.711,-0.75
ceh6,2023-07,8.051,-0.41
ceh6,2023-08,8.031,-0.43
ceh6,2023-09,8.481,0.02
ceh6,2023-10,8.521,0.06
ceh6,2023-11,8.621,0.16
ceh6,2023-12,8.711,0.25
ceh6,2024-01,8.811,0.35
ceh6,2024-02,8.911,0.45
ceh6,2024-03,8.751,0.29
ceh6,2024-04,8.471,0.01
ceh6,2024-05,8.171,-0.29
ceh6,2024-06,7.881,-0.58
ceh6,2024-07,7.791,-0.67
ceh6,2024-08,7.871,-0.59
ceh6,2024-09,8.121,-0.34
ceh6,2024-10,8.251,-0.21
ceh6,2024-11,8.261,-0.2
ceh6,2024-12,8.631,0.17
ceh6,2025-01,8.741,0.28
ceh6,2025-02,8.581,0.12
ceh6,2025-03,8.171,-0.29
ceh6,2025-04,7.991,-0.47
ceh6,2025-05,7.831,-0.63
ceh6,2025-06,7.881,-0.58
ceh6,2025-07,7.721,-0.74
ceh6,2025-08,7.591,-0.87
ceh6,2025-09,7.931,-0.53
ceh6,2025-10,8.151,-0.31
ceh6,2025-11,8.801,0.34
ceh6,2025-12,8.761,0.3
ceh6,2026-01,8.641,0.18
ceh6,2026-02,8.431,-0.03
ceh6,2026-03,8.541,0.08
ceh6,2026-04,8.101,-0.36
ceh6,2026-05,7.991,-0.47
ceh6,2026-06,7.671,-0.79
ceh6,2026-07,7.581,-0.88
ceh6,2026-08,7.651,-0.81
ceh7,2006-05,5.309,-0.07
ceh7,2006-06,4.979,-0.4
ceh7,2006-07,4.674,-0.705
ceh7,2006-08,4.774,-0.605
ceh7,2006-09,4.549,-0.83
ceh7,2006-10,4.849,-0.53
ceh7,2006-11,5.149,-0.23
ceh7,2006-12,5.369,-0.01
ceh7,2007-01,5.399,0.02
ceh7,2007-02,5.429,0.05
ceh7,2007-03,5.229,-0.15
ceh7,2007-04,5.049,-0.33
ceh7,2007-05,4.869,-0.51
ceh7,2007-06,4.859,-0.52
ceh7,2007-07,4.839,-0.54
ceh7,2007-08,4.699,-0.68
ceh7,2007-09,4.799,-0.58
ceh7,2007-10,4.649,-0.73
ceh7,2007-11,4.799,-0.58
ceh7,2007-12,5.009,-0.37
ceh7,2008-01,5.329,-0.05
ceh7,2008-02,5.239,-0.14
ceh7,2008-03,5.289,-0.09
ceh7,2008-04,5.149,-0.23
ceh7,2008-05,4.869,-0.51
ceh7,2008-06,4.909,-0.47
ceh7,2008-07,4.629,-0.75
ceh7,2008-08,4.739,-0.64
ceh7,2008-09,4.649,-0.73
ceh7,2008-10,5.409,0.03
ceh7,2008-11,5.389,0.01
ceh7,2008-12,5.389,0.01
ceh7,2009-01,5.314,-0.065
ceh7,2009-02,5.239,-0.14
ceh7,2009-03,5.119,-0.26
ceh7,2009-04,5.099,-0.28
ceh7,2009-05,4.859,-0.52
ceh7,2009-06,4.649,-0.73
ceh7,2009-07,4.549,-0.83
ceh7,2009-08,4.629,-0.75
ceh7,2009-09,4.459,-0.92
ceh7,2009-10,4.818,-0.561
ceh7,2009-11,5.189,-0.19
ceh7,2009-12,5.209,-0.17
ceh7,2010-01,5.369,-0.01
ceh7,2010-02,5.129,-0.25
ceh7,2010-03,5.369,-0.01
ceh7,2010-04,4.959,-0.42
ceh7,2010-05,4.789,-0.59
ceh7,2010-06,4.629,-0.75
ceh7,2010-07,4.809,-0.57
ceh7,2010-08,4.509,-0.87
ceh7,2010-09,4.489,-0.89
ceh7,2010-10,4.659,-0.72
ceh7,2010-11,4.869,-0.51
ceh7,2010-12,4.949,-0.43
ceh7,2011-01,4.959,-0.42
ceh7,2011-02,5.079,-0.3
ceh7,2011-03,4.879,-0.5
ceh7,2011-04,4.719,-0.66
ceh7,2011-05,4.539,-0.84
ceh7,2011-06,4.449,-0.93
ceh7,2011-07,4.449,-0.93
ceh7,2011-08,4.449,-0.93
ceh7,2011-09,4.522,-0.857
ceh7,2013-01,5.669,0.29
ceh7,2013-02,5.469,0.09
ceh7,2013-03,5.339,-0.04
ceh7,2013-04,5.179,-0.2
ceh7,2013-05,5.069,-0.31
ceh7,2013-06,4.849,-0.53
ceh7,2013-07,4.619,-0.76
ceh7,2013-08,4.619,-0.76
ceh7,2013-09,4.519,-0.86
ceh7,2013-10,4.879,-0.5
ceh7,2013-11,4.849,-0.53
ceh7,2013-12,5.249,-0.13
ceh7,2014-01,5.469,0.09
ceh7,2014-02,5.449,0.07
ceh7,2014-03,5.439,0.06
ceh7,2014-04,5.309,-0.07
ceh7,2014-05,5.149,-0.23
ceh7,2014-06,4.859,-0.52
ceh7,2014-07,4.639,-0.74
ceh7,2014-08,4.479,-0.9
ceh7,2014-09,4.429,-0.95
ceh7,2014-10,4.779,-0.6
ceh7,2014-11,4.939,-0.44
ceh7,2014-12,5.069,-0.31
ceh7,2015-01,5.189,-0.19
ceh7,2015-02,5.079,-0.3
ceh7,2015-03,5.029,-0.35
ceh7,2015-04,4.849,-0.53
ceh7,2015-05,4.899,-0.48
ceh7,2015-06,4.649,-0.73
ceh7,2015-07,4.489,-0.89
ceh7,2015-08,4.532,-0.847
ceh7,2015-11,4.659,-0.72
ceh7,2015-12,5.448,0.069
ceh7,2016-01,5.449,0.07
ceh7,2016-02,5.449,0.07
ceh7,2016-03,5.449,0.07
ceh7,2016-04,5.359,-0.02
ceh7,2016-05,5.119,-0.26
ceh7,2016-06,5.059,-0.32
ceh7,2016-07,4.869,-0.51
ceh7,2016-08,4.779,-0.6
ceh7,2016-09,4.669,-0.71
ceh7,2016-10,4.539,-0.84
ceh7,2016-11,4.759,-0.62
ceh7,2016-12,4.749,-0.63
ceh7,2017-01,4.849,-0.53
ceh7,2017-02,4.949,-0.43
ceh7,2017-03,5.099,-0.28
ceh7,2017-04,4.809,-0.57
ceh7,2017-05,4.599,-0.78
ceh7,2017-06,4.589,-0.79
ceh7,2017-07,4.589,-0.79
ceh8,2006-05,5.337,-0.157
ceh8,2006-06,5.189,-0.305
ceh8,2006-07,4.939,-0.555
ceh8,2006-08,5.014,-0.48
ceh8,2006-09,4.784,-0.71
ceh8,2006-10,4.914,-0.58
ceh8,2006-11,5.154,-0.34
ceh8,2006-12,5.344,-0.15
ceh8,2007-01,5.364,-0.13
ceh8,2007-02,5.374,-0.12
ceh8,2007-03,5.334,-0.16
ceh8,2007-04,5.204,-0.29
ceh8,2007-05,5.104,-0.39
ceh8,2007-06,5.114,-0.38
ceh8,2007-07,4.924,-0.57
ceh8,2007-08,4.844,-0.65
ceh8,2007-09,4.894,-0.6
ceh8,2007-10,4.794,-0.7
ceh8,2007-11,5.044,-0.45
ceh8,2007-12,5.054,-0.44
ceh8,2008-01,5.344,-0.15
ceh8,2008-02,5.324,-0.17
ceh8,2008-03,5.314,-0.18
ceh8,2008-04,5.254,-0.24
ceh8,2008-05,5.034,-0.46
ceh8,2008-06,5.024,-0.47
ceh8,2008-07,4.904,-0.59
ceh8,2008-08,4.814,-0.68
ceh8,2008-09,4.864,-0.63
ceh8,2008-10,5.314,-0.18
ceh8,2008-11,5.354,-0.14
ceh8,2008-12,5.414,-0.08
ceh8,2009-01,5.374,-0.12
ceh8,2009-02,5.354,-0.14
ceh8,2009-03,5.294,-0.2
ceh8,2009-04,5.344,-0.15
ceh8,2009-05,5.014,-0.48
ceh8,2009-06,4.834,-0.66
ceh8,2009-07,4.764,-0.73
ceh8,2009-08,4.784,-0.71
ceh8,2009-09,4.624,-0.87
ceh8,2009-10,4.564,-0.93
ceh8,2009-11,5.164,-0.33
ceh8,2009-12,5.344,-0.15
ceh8,2010-01,5.344,-0.15
ceh8,2010-02,5.274,-0.22
ceh8,2010-03,5.324,-0.17
ceh8,2010-04,5.084,-0.41
ceh8,2010-05,5.034,-0.46
ceh8,2010-06,4.844,-0.65
ceh8,2010-07,4.924,-0.57
ceh8,2010-08,4.714,-0.78
ceh8,2010-09,4.714,-0.78
ceh8,2010-10,4.814,-0.68
ceh8,2010-11,4.994,-0.5
ceh8,2010-12,5.014,-0.48
ceh8,2011-01,5.044,-0.45
ceh8,2011-02,5.174,-0.32
ceh8,2011-03,5.034,-0.46
ceh8,2011-04,4.864,-0.63
ceh8,2011-05,4.734,-0.76
ceh8,2011-06,4.594,-0.9
ceh8,2011-07,4.444,-1.05
ceh8,2011-08,4.374,-1.12
ceh8,2011-09,4.445,-1.049
ceh8,2011-11,4.584,-0.91
ceh8,2011-12,4.744,-0.75
ceh8,2012-01,4.814,-0.68
ceh8,2012-02,4.768,-0.726
ceh8,2012-03,4.724,-0.77
ceh8,2012-04,4.654,-0.84
ceh8,2012-05,4.564,-0.93
ceh8,2012-06,4.614,-0.88
ceh8,2012-07,4.624,-0.87
ceh8,2012-08,4.734,-0.76
ceh8,2012-09,4.854,-0.64
ceh8,2012-10,5.254,-0.24
ceh8,2012-11,5.344,-0.15
ceh8,2012-12,5.384,-0.11
ceh8,2013-01,5.394,-0.1
ceh8,2013-02,5.394,-0.1
ceh8,2013-03,5.364,-0.13
ceh8,2013-04,5.324,-0.17
ceh8,2013-05,5.214,-0.28
ceh8,2013-06,5.004,-0.49
ceh8,2013-07,4.864,-0.63
ceh8,2013-08,4.734,-0.76
ceh8,2013-09,4.674,-0.82
ceh8,2013-10,4.904,-0.59
ceh8,2013-11,4.944,-0.55
ceh8,2013-12,5.324,-0.17
ceh8,2014-01,5.344,-0.15
ceh8,2014-02,5.364,-0.13
ceh8,2014-03,5.334,-0.16
ceh8,2014-04,5.354,-0.14
ceh8,2014-05,5.274,-0.22
ceh8,2014-06,5.034,-0.46
ceh8,2014-07,4.834,-0.66
ceh8,2014-08,4.744,-0.75
ceh8,2014-09,4.574,-0.92
ceh8,2014-10,4.994,-0.5
ceh8,2014-11,5.054,-0.44
ceh8,2014-12,5.144,-0.35
ceh8,2015-01,5.274,-0.22
ceh8,2015-02,5.204,-0.29
ceh8,2015-03,5.154,-0.34
ceh8,2015-04,4.974,-0.52
ceh8,2015-05,5.024,-0.47
ceh8,2015-06,4.804,-0.69
ceh8,2015-07,4.704,-0.79
ceh8,2015-08,4.574,-0.92
ceh8,2015-09,4.454,-1.04
ceh8,2015-10,4.394,-1.1
ceh8,2015-11,4.724,-0.77
ceh8,2015-12,5.364,-0.13
ceh8,2016-01,5.374,-0.12
ceh8,2016-02,5.394,-0.1
ceh8,2016-03,5.354,-0.14
ceh8,2016-04,5.364,-0.13
ceh8,2016-05,5.274,-0.22
ceh8,2016-06,5.254,-0.24
ceh8,2016-07,5.054,-0.44
ceh8,2016-08,4.944,-0.55
ceh8,2016-09,4.844,-0.65
ceh8,2016-10,4.724,-0.77
ceh8,2016-11,4.814,-0.68
ceh8,2016-12,4.834,-0.66
ceh8,2017-01,4.944,-0.55
ceh8,2017-02,5.054,-0.44
ceh8,2017-03,5.204,-0.29
ceh8,2017-04,4.964,-0.53
ceh8,2017-05,4.794,-0.7
ceh8,2017-06,4.784,-0.71
ceh8,2017-07,4.644,-0.85
ceh8,2017-08,4.534,-0.96
ceh8,2017-09,4.614,-0.88
ceh8,2017-10,4.584,-0.91
ceh8,2017-11,4.934,-0.56
ceh8,2017-12,5.234,-0.26
ceh8,2018-01,5.254,-0.24
ceh8,2018-02,5.344,-0.15
ceh8,2018-03,5.334,-0.16
ceh8,2018-04,5.304,-0.19
ceh8,2018-05,5.054,-0.44
ceh8,2018-06,4.814,-0.68
ceh8,2018-07,4.644,-0.85
ceh8,2018-08,4.414,-1.08
ceh8,2018-09,4.494,-1.0
ceh8,2018-10,4.494,-1.0
ceh8,2018-11,4.764,-0.73
ceh8,2018-12,5.024,-0.47
ceh8,2019-01,5.054,-0.44
ceh8,2019-02,5.024,-0.47
ceh8,2019-03,5.134,-0.36
ceh8,2019-04,5.114,-0.38
ceh8,2019-05,4.924,-0.57
ceh8,2019-06,4.774,-0.72
ceh8,2019-07,4.664,-0.83
ceh8,2019-08,4.494,-1.0
ceh8,2019-09,4.594,-0.9
ceh8,2019-10,4.594,-0.9
ceh9,2006-05,7.796,-0.187
ceh9,2006-06,7.623,-0.36
ceh9,2006-07,7.428,-0.555
ceh9,2006-08,7.453,-0.53
ceh9,2006-09,7.203,-0.78
ceh9,2006-10,7.373,-0.61
ceh9,2006-11,7.603,-0.38
ceh9,2006-12,7.873,-0.11
ceh9,2007-01,7.883,-0.1
ceh9,2007-02,7.883,-0.1
ceh9,2007-03,7.843,-0.14
ceh9,2007-04,7.803,-0.18
ceh9,2007-05,7.573,-0.41
ceh9,2007-06,7.543,-0.44
ceh9,2007-07,7.373,-0.61
ceh9,2007-08,7.293,-0.69
ceh9,2007-09,7.373,-0.61
ceh9,2007-10,7.213,-0.77
ceh9,2007-11,7.373,-0.61
ceh9,2007-12,7.473,-0.51
ceh9,2008-01,7.803,-0.18
ceh9,2008-02,7.743,-0.24
ceh9,2008-03,7.723,-0.26
ceh9,2008-04,7.623,-0.36
ceh9,2008-05,7.413,-0.57
ceh9,2008-06,7.393,-0.59
ceh9,2008-07,7.333,-0.65
ceh9,2008-08,7.213,-0.77
ceh9,2008-09,7.223,-0.76
ceh9,2008-10,7.733,-0.25
ceh9,2008-11,7.843,-0.14
ceh9,2008-12,7.873,-0.11
ceh9,2009-01,7.873,-0.11
ceh9,2009-02,7.853,-0.13
ceh9,2009-03,7.723,-0.26
ceh9,2009-04,7.783,-0.2
ceh9,2009-05,7.383,-0.6
ceh9,2009-06,7.233,-0.75
ceh9,2009-07,7.143,-0.84
ceh9,2009-08,7.183,-0.8
ceh9,2009-09,7.023,-0.96
ceh9,2009-10,6.933,-1.05
ceh9,2009-11,7.473,-0.51
ceh9,2009-12,7.733,-0.25
ceh9,2010-01,7.693,-0.29
ceh9,2010-02,7.493,-0.49
ceh9,2010-03,7.663,-0.32
ceh9,2010-04,7.383,-0.6
ceh9,2010-05,7.293,-0.69
ceh9,2010-06,7.113,-0.87
ceh9,2010-07,7.253,-0.73
ceh9,2010-08,6.993,-0.99
ceh9,2010-09,6.953,-1.03
ceh9,2010-10,7.003,-0.98
ceh9,2010-11,7.173,-0.81
ceh9,2010-12,7.173,-0.81
ceh9,2011-01,7.233,-0.75
ceh9,2011-02,7.313,-0.67
ceh9,2011-03,7.163,-0.82
ceh9,2011-04,7.013,-0.97
ceh9,2011-05,6.903,-1.08
ceh9,2011-06,6.793,-1.19
ceh9,2011-07,6.643,-1.34
ceh9,2011-08,6.543,-1.44
ceh9,2011-09,6.594,-1.389
ceh9,2011-12,6.743,-1.24
ceh9,2012-01,6.803,-1.18
ceh9,2012-02,6.803,-1.18
ceh9,2012-03,6.683,-1.3
ceh9,2012-04,6.573,-1.41
ceh9,2012-05,6.513,-1.47
ceh9,2012-06,6.503,-1.48
ceh9,2012-07,6.633,-1.35
ceh9,2012-08,6.653,-1.33
ceh9,2012-09,6.753,-1.23
ceh9,2012-10,7.053,-0.93
ceh9,2012-11,7.393,-0.59
ceh9,2012-12,7.803,-0.18
ceh9,2013-01,7.843,-0.14
ceh9,2013-02,7.883,-0.1
ceh9,2013-03,7.793,-0.19
ceh9,2013-04,7.633,-0.35
ceh9,2013-05,7.443,-0.54
ceh9,2013-06,7.283,-0.7
ceh9,2013-07,7.133,-0.85
ceh9,2013-08,7.053,-0.93
ceh9,2013-09,7.136,-0.847
ceh9,2014-04,7.703,-0.28
ceh9,2014-05,7.603,-0.38
ceh9,2014-06,7.363,-0.62
ceh9,2014-07,7.203,-0.78
ceh9,2014-08,7.093,-0.89
ceh9,2014-09,6.923,-1.06
ceh9,2014-10,7.233,-0.75
ceh9,2014-11,7.323,-0.66
ceh9,2014-12,7.333,-0.65
ceh9,2015-01,7.473,-0.51
ceh9,2015-02,7.353,-0.63
ceh9,2015-03,7.303,-0.68
ceh9,2015-04,7.173,-0.81
ceh9,2015-05,7.193,-0.79
ceh9,2015-06,7.023,-0.96
ceh9,2015-07,6.913,-1.07
ceh9,2015-08,6.783,-1.2
ceh9,2015-09,6.653,-1.33
ceh9,2015-10,6.573,-1.41
ceh9,2015-11,6.783,-1.2
ceh9,2015-12,7.663,-0.32
ceh9,2016-01,7.823,-0.16
ceh9,2016-02,7.883,-0.1
