date,time,wellId,gpsLat,gpsLon,gpsAlt,gpsAcc
01 Jul 2026,09:21:56,CEH27,53.152615,-4.364188,68.53,1m
01 Jul 2026,09:30:31,D15,53.148737,-4.364332,14.64,1m
01 Jul 2026,09:40:30,NW3,53.149130,-4.362692,13.92,1m
01 Jul 2026,09:40:56,D5,53.149130,-4.362692,13.88,1m
