Well,Record_start,Record_end,N_months,Mean_WL_m,Std_WL_m,Seasonal_amplitude_m,Mean_Summer_Min_m,Mean_Winter_Max_m,Missing_pct
ceh2,2006-05-01,2026-03-01,228,-1.2567752342268566,0.4253140970205399,-0.4911195361284568,-1.5660526315789474,-0.89922131147541,8.799999999999999
nw11,2007-06-01,2026-03-01,225,-0.8349581673921769,0.42483227184064326,-0.6844513826940234,-1.243157894736842,-0.3589473684210526,10.0
ceh13,2006-06-01,2026-03-01,223,-1.1208161228750335,0.42791999165495503,-0.2462638045030644,-1.336905744754042,-0.8679682080924854,10.8
ceh16,2007-08-01,2026-03-01,223,-0.8894960981936935,0.33113741002978037,-0.38722569134701157,-1.1326315789473687,-0.5857894736842105,10.8
ceh17,2007-08-01,2026-03-01,223,-2.07780292357228,0.30662856370265557,-0.3471480893221064,-2.2863157894736843,-1.808421052631579,10.8
ceh18,2007-09-01,2026-03-01,222,-0.8328173581424183,0.3492042004450592,-0.5439128603257098,-1.1405491990846683,-0.44052631578947365,11.200000000000001
ceh19,2008-04-01,2026-03-01,215,-0.9426928668816275,0.2523398435185677,-0.35119585687382293,-1.1644444444444444,-0.6911111111111111,14.000000000000002
nw10,2007-06-01,2026-03-01,212,-1.0925358674717571,0.4262981195457079,-0.5115321788258413,-1.4316666666666666,-0.735047115605608,15.2
ceh20,2008-12-01,2026-03-01,206,-1.3046787286821167,0.4049085759192015,-0.38996481144800876,-1.5837946943483274,-0.9777777777777776,17.599999999999998
WMC1,2009-01-01,2026-03-01,205,-0.5407495913343978,0.3422416559360273,-0.5839448321701562,-0.9370588235294117,-0.19722222222222224,18.0
WMC2,2009-03-01,2026-03-01,203,-0.6375159027569727,0.37430700486436635,-0.5690329012961117,-1.008823529411765,-0.24555555555555555,18.8
L7,2009-05-01,2026-03-01,202,-1.5900763550931365,0.42371663303622403,-0.7937986041874381,-2.078235294117647,-1.0858823529411765,19.2
wmc3,2009-07-01,2026-03-01,197,-1.2609932304000595,0.3233966763434464,-0.39230932203389823,-1.5272549019607844,-0.9411764705882353,21.2
D10,2010-04-01,2026-03-01,191,-0.41918284456560795,0.37132655922234786,-0.6656461864406781,-0.8543750000000001,-0.018125000000000002,23.599999999999998
D15,2010-04-01,2026-03-01,191,-0.38112521075516903,0.41378100772731263,-0.7196927966101695,-0.8275,0.06375,23.599999999999998
D17,2010-04-01,2026-03-01,191,-0.36057740006313566,0.36825316859738144,-0.6382097457627119,-0.7893749999999999,0.0625,23.599999999999998
D41,2010-04-01,2026-03-01,191,-0.4204105052450579,0.3458819028251113,-0.6647563559322033,-0.8419774590163935,-0.049374999999999995,23.599999999999998
D43,2010-04-01,2026-03-01,191,-0.6110787318757829,0.4086707419561625,-0.7550529661016949,-1.0725,-0.13437500000000002,23.599999999999998
D44,2010-04-01,2026-03-01,191,-0.6656367490096871,0.37947648348346974,-0.7223199152542372,-1.12375,-0.244375,23.599999999999998
D5,2010-04-01,2026-03-01,191,-0.5468575476899487,0.38137616542206026,-0.6657097457627119,-0.974375,-0.15375,23.599999999999998
D6,2010-04-01,2026-03-01,191,-0.5375225084338436,0.4000071732390244,-0.7536016949152542,-1.01625,-0.07437500000000001,23.599999999999998
T41a,2010-04-01,2026-03-01,191,-0.4333103436236651,0.47188096650778055,-0.8528495762711864,-0.9325000000000001,0.095,23.599999999999998
T41b,2010-04-01,2026-03-01,191,-0.36245380843137054,0.3491581957861291,-0.673146186440678,-0.799375,0.027500000000000004,23.599999999999998
T41c,2010-04-01,2026-03-01,191,-0.3956663645660735,0.35062002107260165,-0.6734745762711865,-0.836875,-0.018750000000000003,23.599999999999998
T41d,2010-04-01,2026-03-01,191,-0.5943865588026924,0.34259474374500587,-0.6578813559322033,-1.018125,-0.21375,23.599999999999998
ceh22,2010-04-01,2026-03-01,191,-0.5677265354395999,0.2308173081556842,-0.3927542372881356,-0.8143750000000001,-0.30062500000000003,23.599999999999998
ceh24,2010-04-01,2026-03-01,191,-0.36987088472801494,0.41671572993286493,-0.767478813559322,-0.8600000000000001,0.0875,23.599999999999998
ceh25,2010-04-01,2026-03-01,191,-0.40809966846520773,0.4182457267093003,-0.9054925847457627,-0.935,0.15281250000000002,23.599999999999998
ceh27,2010-04-01,2026-03-01,191,-0.36342315855625973,0.3611278073264042,-0.7308368644067798,-0.8274999999999999,0.0825,23.599999999999998
D38,2010-04-01,2026-03-01,190,-0.6444682677114854,0.4326598832797347,-0.8250847457627118,-1.135625,-0.12187499999999998,24.0
D7,2010-04-01,2026-03-01,190,-0.49744246261311936,0.3830290579537738,-0.7222996981278387,-0.934375,-0.03812500000000001,24.0
ceh26,2010-05-01,2026-03-01,190,-0.3896333191968529,0.314610081797511,-0.6443697033898305,-0.839375,-0.037187500000000005,24.0
D8,2010-05-01,2026-03-01,189,-0.396417074467368,0.3488763726464557,-0.5744597457627119,-0.809375,-0.04375,24.4
ceh21,2010-07-01,2026-03-01,188,-1.0691659326172165,0.25745407407909293,-0.3782838983050847,-1.315625,-0.7925,24.8
ceh30,2010-07-01,2026-03-01,188,-1.7859739703109017,0.3684145663066069,-0.36907838983050856,-2.06125,-1.4681250000000001,24.8
ceh31,2010-07-01,2026-03-01,188,-1.6001777089380622,0.28812485427758233,-0.41193855932203394,-1.853125,-1.30625,24.8
Ceh32,2010-08-01,2026-03-01,187,-1.826949152542373,0.4569791160544653,-0.33878177966101664,-2.0975,-1.5,25.2
D9,2010-04-01,2026-03-01,187,-0.5407212127180001,0.42799296822135857,-0.7243559322033898,-0.981875,-0.12031893004115225,25.2
ceh33,2010-08-01,2026-03-01,187,-1.811545542210923,0.3915227778690162,-0.36125000000000007,-2.056875,-1.5006249999999999,25.2
ceh34,2010-09-01,2026-03-01,186,-0.9580308000728995,0.43283176841058185,-0.39589194915254244,-1.2381250000000001,-0.6256249999999999,25.6
llyn rhos,2010-12-01,2026-03-01,183,0.4177037565079553,0.07844545210166533,-0.11935522598870063,0.3193333333333333,0.5106249999999999,26.8
ceh36,2011-02-01,2026-03-01,181,-0.6857318100945781,0.2951311551830742,-0.466367231638418,-0.9946666666666666,-0.3575,27.6
D25,2010-04-01,2026-03-01,174,-0.53873628441744,0.4079831642347178,-0.5584992340193007,-0.9022644927536232,-0.1386666666666667,30.4
ceh23,2010-04-01,2026-03-01,174,-0.37473066270194977,0.32394775132803527,-0.6691646514405136,-0.8393333333333334,-0.019333333333333327,30.4
ceh28,2010-04-01,2026-03-01,171,-0.4658224197724061,0.37685254771442994,-0.6984975604747219,-0.8761116966801968,-0.02857142857142858,31.6
wmc4,2012-03-01,2026-03-01,168,-0.8082717917675544,0.41615139726219846,-0.796452784503632,-1.282142857142857,-0.338,32.800000000000004
nw13,2012-03-01,2026-03-01,167,-0.7786636232354167,0.4122177191471774,-0.7918280871670701,-1.2507142857142857,-0.316,33.2
ceh8,2006-06-01,2020-01-01,164,-0.6486864234532176,0.2888723044406597,-0.4444137642018997,-0.9489285714285715,-0.4142857142857143,34.4
ceh39,2011-02-01,2026-03-01,155,-0.5384314161341114,0.3613868483407353,-0.5249701992922333,-0.9015384615384614,-0.237959927140255,38.0
ceh37,2011-02-01,2024-09-01,141,-0.380180514212269,0.465062478680506,-0.6975237091675447,-0.7752160168598525,0.06833333333333336,43.6
ceh40,2014-08-01,2026-03-01,139,-0.5962980124375076,0.30591008565007244,-0.48621468926553674,-0.9358333333333334,-0.2733333333333334,44.4
ceh41,2014-08-01,2026-03-01,139,-0.4933556883306914,0.35139510334972435,-0.5661299435028248,-0.8849999999999999,-0.1175,44.4
ceh42,2014-08-01,2026-03-01,139,-0.4623262656893102,0.35837149387133593,-0.5806497175141244,-0.8217622950819671,-0.06500000000000002,44.4
nw8b,2015-07-01,2026-03-01,128,-1.5017770127118646,0.36175035168173314,-0.5165947611710326,-1.858181818181818,-1.1090909090909093,48.8
FE1,2015-08-01,2026-03-01,127,-0.9332203389830507,0.39598480033721206,-0.41827426810477675,-1.2363636363636366,-0.5700000000000001,49.2
FE2,2015-08-01,2026-03-01,127,-1.6973148939009746,0.33545530136822244,-0.41645531587056994,-1.9936363636363637,-1.3590909090909091,49.2
ceh7,2006-06-01,2017-10-01,124,-0.455782287134027,0.31489760166888525,-0.6494160246533128,-0.7913636363636364,-0.16300738599871548,50.4
ceh15,2007-09-01,2017-10-01,122,-1.041077054646327,0.42853233551111736,-0.44757796610169487,-1.2588181818181816,-0.7350909090909091,51.2
nw8,2006-02-01,2016-02-01,120,-1.2820535403050108,0.3683796103055846,-0.41465715983363016,-1.52590522875817,-0.9984848484848485,52.0
FE3,2017-04-01,2026-03-01,107,-2.0345518614983917,0.3055405465254198,-0.4855555555555553,-2.3666666666666667,-1.6933333333333334,57.199999999999996
