Well,Record_start,Record_end,N_months,Mean_WL_m,Std_WL_m,Seasonal_amplitude_m,Mean_Summer_Min_m,Mean_Winter_Max_m,Missing_pct
nw1,2005-04-01,2026-02-01,201,-1.5505925246264125,0.42288349272695835,-0.7047973856209149,-1.982619047619048,-1.1175,0.0
nw2,2005-04-01,2026-02-01,201,-0.7335180427552582,0.41887297998352385,-0.668986928104575,-1.1514285714285717,-0.3226190476190476,0.0
nw4,2005-04-01,2026-02-01,201,-0.31957938902935235,0.2974885633168049,-0.5018496732026144,-0.6845238095238096,-0.05253968253968254,0.0
nw5,2005-04-01,2026-02-01,201,-0.6089689127617633,0.4031612097191587,-0.5533954248366013,-0.9701678376268539,-0.24428571428571427,0.0
nw3,2005-04-01,2026-02-01,196,-0.47272938891288135,0.3339915512953247,-0.6927883719061395,-0.8688150867823765,-0.1353968253968254,2.4875621890547266
nw6,2005-04-01,2026-02-01,195,-0.4462184866598499,0.3322462638243821,-0.5612642973856209,-0.76942732648615,-0.1569669509594883,2.9850746268656714
nw 4b,2006-02-01,2026-02-01,192,-0.36072815630692173,0.3102312457961173,-0.5612034313725491,-0.74875,-0.06238095238095237,4.477611940298507
nw7,2005-04-01,2026-02-01,191,-1.23180900755165,0.37379467133288014,-0.5384902436946148,-1.5592598039215686,-0.9397263608920051,4.975124378109453
nw9,2006-03-01,2026-02-01,191,-0.7344067920511576,0.3668330164481373,-0.40319497863247855,-1.0092,-0.45511111111111113,4.975124378109453
ceh 1,2006-05-01,2026-02-01,189,-0.6450691878451441,0.4805164754747397,-0.7361875,-1.0605,-0.17949999999999997,5.970149253731343
ceh10,2006-05-01,2026-02-01,189,-1.2892529014210332,0.4642530368222192,-0.8196944444444445,-1.734,-0.759,5.970149253731343
ceh11,2006-05-01,2026-02-01,189,-0.509994708994709,0.3361626736815936,-0.6716249999999999,-0.9262499999999999,-0.11599999999999999,5.970149253731343
ceh3,2006-05-01,2026-02-01,189,-1.0040985244937886,0.28368138082082844,-0.22977777777777764,-1.17925,-0.805,5.970149253731343
ceh4,2006-05-01,2026-02-01,189,-0.6513755168126752,0.3362612800331442,-0.47114583333333326,-0.9595,-0.35375,5.970149253731343
ceh5,2006-05-01,2026-02-01,189,-0.3988202985707539,0.37651510096620533,-0.7690069444444445,-0.8877499999999999,0.04575,5.970149253731343
ceh6,2006-05-01,2026-02-01,189,-0.26377111824288507,0.3195208816751291,-0.6860069444444444,-0.6922499999999999,0.16575,5.970149253731343
ceh9,2006-05-01,2026-02-01,188,-0.7139207854458592,0.3794049291794813,-0.4695420110192836,-1.0505,-0.4040330578512396,6.467661691542288
ceh14,2006-06-01,2026-02-01,182,-1.1145212496224925,0.5428274804350081,-0.2835565801457194,-1.3905263157894738,-0.7875587431693988,9.45273631840796
ceh2,2006-05-01,2026-02-01,181,-1.2504645311918203,0.42831655008237485,-0.5549629629629631,-1.5752631578947367,-0.9184713114754098,9.950248756218906
ceh13,2006-05-01,2026-02-01,178,-1.1128797641486947,0.4329302166890499,-0.2986132733889958,-1.3421095772217428,-0.8784739884393064,11.442786069651742
nw11,2007-05-01,2026-02-01,178,-0.8351750782832933,0.4186464581094772,-0.6785999999999996,-1.2423684210526313,-0.3973684210526316,11.442786069651742
ceh16,2007-08-01,2026-02-01,176,-0.8866074888226528,0.3292921181122343,-0.3811333333333332,-1.136578947368421,-0.6102631578947367,12.437810945273633
ceh17,2007-08-01,2026-02-01,176,-2.0735096042391126,0.3078333474567851,-0.34517037037037035,-2.2844736842105267,-1.823421052631579,12.437810945273633
ceh18,2007-09-01,2026-02-01,175,-0.8290961956804579,0.3456507726283337,-0.5443820105820105,-1.1431578947368422,-0.4702631578947369,12.935323383084576
ceh19,2008-04-01,2026-02-01,169,-0.9414738254599542,0.2476900423227755,-0.33223809523809533,-1.1577777777777778,-0.7086111111111112,15.92039800995025
nw10,2007-05-01,2026-02-01,169,-1.0954153428586046,0.42749159305504847,-0.5479126984126985,-1.436388888888889,-0.7584681682371869,15.92039800995025
ceh20,2008-11-01,2026-02-01,162,-1.3081980461587654,0.4070952127611431,-0.4207295035587717,-1.5871736011477762,-0.998611111111111,19.402985074626866
WMC1,2009-01-01,2026-02-01,160,-0.5377662990196079,0.3377755005968859,-0.5747887667887668,-0.9344117647058824,-0.2063888888888889,20.398009950248756
WMC2,2009-02-01,2026-02-01,159,-0.6346279442594649,0.3735596145910839,-0.5916691086691087,-1.0114705882352941,-0.2658333333333333,20.8955223880597
L7,2009-05-01,2026-02-01,158,-1.5891835443037976,0.4164328948059306,-0.7918461538461539,-2.073235294117647,-1.1132352941176469,21.393034825870647
wmc3,2009-06-01,2026-02-01,156,-1.2649364620967385,0.3247245045132185,-0.37955341880341886,-1.5281500824628917,-0.9647058823529411,22.388059701492537
D10,2010-03-01,2026-02-01,150,-0.41619730418943535,0.3642844962779987,-0.6512222222222221,-0.8403125,-0.026176470588235298,25.37313432835821
D15,2010-03-01,2026-02-01,150,-0.38138148148148143,0.4092230620473,-0.7064814814814816,-0.8315625,0.04470588235294117,25.37313432835821
D17,2010-03-01,2026-02-01,150,-0.35819611414693386,0.3627493979301371,-0.6585185185185186,-0.7865625,0.031470588235294125,25.37313432835821
D41,2010-03-01,2026-02-01,150,-0.4164835701275046,0.33781670302021494,-0.6208611111111112,-0.8356250000000001,-0.05823529411764705,25.37313432835821
D43,2010-03-01,2026-02-01,150,-0.6105229386763814,0.4011467621322264,-0.7369537037037036,-1.0671875000000002,-0.15558823529411767,25.37313432835821
D44,2010-03-01,2026-02-01,150,-0.6646307953855495,0.36888582557561056,-0.6814907407407409,-1.12375,-0.25941176470588234,25.37313432835821
D5,2010-03-01,2026-02-01,150,-0.5472939283545841,0.3758579976970044,-0.6447685185185186,-0.9784375000000001,-0.1538235294117647,25.37313432835821
D6,2010-03-01,2026-02-01,150,-0.5350970856102003,0.3958232789849974,-0.7597222222222223,-1.009375,-0.1011764705882353,25.37313432835821
T41a,2010-03-01,2026-02-01,150,-0.43214208864602305,0.4632674711644226,-0.8317962962962965,-0.9271875,0.07529411764705879,25.37313432835821
T41b,2010-03-01,2026-02-01,150,-0.3647937879147857,0.34554917793981116,-0.6478888888888888,-0.7890625,0.015588235294117648,25.37313432835821
T41c,2010-03-01,2026-02-01,150,-0.3937420886460231,0.3434367292351958,-0.650962962962963,-0.8296874999999999,-0.03147058823529411,25.37313432835821
T41d,2010-03-01,2026-02-01,150,-0.592751329690346,0.3372453854314364,-0.6337777777777778,-1.021875,-0.23411764705882354,25.37313432835821
ceh22,2010-03-01,2026-02-01,150,-0.565379081848742,0.22413398665480133,-0.36876851851851866,-0.81375,-0.3058823529411765,25.37313432835821
ceh24,2010-03-01,2026-02-01,150,-0.36832148148148147,0.41053739432169256,-0.7330648148148148,-0.8565625,0.06941176470588235,25.37313432835821
ceh25,2010-03-01,2026-02-01,150,-0.4054845405348328,0.4078588126351469,-0.8740462962962962,-0.9209375,0.11705882352941177,25.37313432835821
ceh27,2010-03-01,2026-02-01,150,-0.3626325318761385,0.3527636314410889,-0.7101944444444445,-0.821875,0.04058823529411765,25.37313432835821
D38,2010-03-01,2026-02-01,149,-0.6436449971487477,0.4179215165708313,-0.7897685185185186,-1.1296875000000002,-0.1558823529411765,25.870646766169152
D7,2010-03-01,2026-02-01,149,-0.4982050668932951,0.3750394481866171,-0.7086993464052289,-0.928125,-0.06294117647058822,25.870646766169152
ceh26,2010-04-01,2026-02-01,149,-0.3886347599662596,0.30809150261514623,-0.621138888888889,-0.8296874999999999,-0.049375,25.870646766169152
D8,2010-04-01,2026-02-01,148,-0.3952497350291468,0.34426060504367456,-0.5681018518518518,-0.8046875,-0.05625,26.368159203980102
Ceh32,2010-07-01,2026-02-01,147,-1.8305185185185184,0.4628841774074059,-0.38448148148148165,-2.096875,-1.510625,26.865671641791046
D9,2010-03-01,2026-02-01,147,-0.5418744156098654,0.4220976349150593,-0.7385681818181817,-0.985,-0.13794722827402567,26.865671641791046
ceh21,2010-07-01,2026-02-01,147,-1.0653527130342122,0.251411068463296,-0.368240740740741,-1.3068749999999998,-0.8131250000000001,26.865671641791046
ceh30,2010-07-01,2026-02-01,147,-1.7882518989380818,0.3705880129753693,-0.3934907407407411,-2.0559374999999998,-1.48125,26.865671641791046
ceh31,2010-07-01,2026-02-01,147,-1.6013860221595413,0.286794879502841,-0.4027129629629631,-1.8492251016260162,-1.32625,26.865671641791046
ceh33,2010-07-01,2026-02-01,147,-1.814993308798929,0.39268362283899766,-0.3833333333333333,-2.0684375,-1.5121875,26.865671641791046
ceh34,2010-08-01,2026-02-01,146,-0.960962709284627,0.43532810288456425,-0.4087037037037039,-1.2421875,-0.633125,27.363184079601986
llyn rhos,2010-12-01,2026-02-01,143,0.41628377724279364,0.07597697700269906,-0.07998569023569024,0.32966666666666666,0.4984375,28.855721393034827
ceh36,2011-01-01,2026-02-01,142,-0.6831064162754303,0.29292224501283876,-0.49255892255892264,-0.9843333333333333,-0.3796875,29.35323383084577
D25,2010-03-01,2026-02-01,139,-0.5409624873616776,0.40443005685073996,-0.5027612393363687,-0.8983333333333334,-0.16812499999999997,30.845771144278604
ceh28,2010-03-01,2026-02-01,137,-0.4629272410304997,0.3669168982387537,-0.7526464646464646,-0.874800121599027,-0.040333333333333346,31.8407960199005
ceh23,2010-03-01,2026-02-01,136,-0.3745314371613528,0.3152431121232212,-0.6259993771798706,-0.8257643248629797,-0.0303125,32.33830845771145
ceh8,2006-05-01,2020-03-01,136,-0.6540326797385622,0.28894290998082167,-0.4319595959595959,-0.9600000000000001,-0.41714285714285715,32.33830845771145
nw13,2012-03-01,2026-02-01,129,-0.7611294522977151,0.40528486311502787,-0.7265650623885918,-1.2464285714285714,-0.351,35.82089552238806
wmc4,2012-03-01,2026-02-01,129,-0.7999250645994833,0.4068230514718551,-0.7506969696969696,-1.2771428571428574,-0.3733333333333334,35.82089552238806
ceh39,2011-01-01,2026-02-01,121,-0.5384551777085309,0.3589193124209287,-0.5337878787878788,-0.8965384615384616,-0.2483584699453552,39.800995024875625
