easting_m,break_northing_raw_m,break_elevation_m,plain_elevation_m,relief_m,break_northing_m,withheld,withheld_reason
242705.0,365067.0,11.328452382768901,8.359976268949962,15.759309768676756,365067.0,False,
242707.0,365067.0,11.269761857532318,8.353632431938536,15.773391355787002,365067.0,False,
242709.0,365069.0,11.307857150123233,8.347181731178647,15.82936627297174,365069.0,False,
242711.0,365071.0,11.310476166861397,8.333949009577433,15.865336860929217,365071.0,False,
242713.0,365071.0,11.262499945504326,8.3176219917479,15.884521087010702,365071.0,False,
242715.0,365073.0,11.28107143583752,8.324999972752162,15.915476181393574,365073.0,False,
242717.0,365073.0,11.268571354094005,8.327745112918672,15.885945962724234,365073.0,False,
242719.0,365075.0,11.264642897106354,8.322900783447992,15.910075040090646,365075.0,False,
242721.0,365079.0,11.339047522771926,8.350583335331509,15.910131331852503,365079.0,False,
242723.0,365081.0,11.351785659790037,8.352035695030574,15.886416489737373,365081.0,False,
242725.0,365081.0,11.308809598286944,8.377619152977353,15.883095514206662,365081.0,False,
242727.0,365083.0,11.36607147398449,8.388315904708135,15.880136058444071,365083.0,False,
242729.0,365085.0,11.378452437264578,8.416668651217506,15.865712134043378,365085.0,False,
242731.0,365087.0,11.399642989749001,8.441683299200875,15.854864726747788,365087.0,False,
242733.0,365089.0,11.456309545607793,8.475996725899833,15.814121809459866,365089.0,False,
242735.0,365089.0,11.433452469961981,8.482979000182377,15.803330650783723,365089.0,False,
242737.0,365091.0,11.46952383858817,8.510343678792317,15.75465652829125,365091.0,False,
242739.0,365093.0,11.465476172310966,8.474208958943684,15.780314545404345,365093.0,False,
242741.0,365095.0,11.477142878941125,8.486202335357666,15.753083633241198,365095.0,False,
242743.0,365095.0,11.460238093421571,8.491922605605351,15.770577612377346,365095.0,False,
242745.0,365095.0,11.454761913844518,8.485645598456973,15.785068661825996,365095.0,False,
242747.0,365097.0,11.48166661035447,8.493801434834797,15.77596060434977,365097.0,False,
242749.0,365097.0,11.482619103931246,8.495571513403029,15.79740513846988,365097.0,False,
242751.0,365097.0,11.469285692487444,8.516821507045199,15.781155032203307,365097.0,False,
242753.0,365099.0,11.516904694693427,8.535797668638681,15.789678205762593,365099.0,False,
242755.0,365101.0,11.531666619437082,8.53416665395101,15.808095523289266,365101.0,False,
242757.0,365101.0,11.505357106526693,8.53339285169329,15.832678304399757,365101.0,False,
242759.0,365103.0,11.51488095238095,8.53647621699742,15.855904633658268,365103.0,False,
242761.0,365103.0,11.498333340599425,8.509607051667713,15.86979783376058,365103.0,False,
242763.0,365103.0,11.456666673932755,8.483738145374117,15.898166547502788,365103.0,False,
242765.0,365103.0,11.421190488906133,8.46771433694022,15.95478581928071,365103.0,False,
242767.0,365105.0,11.422619093032113,8.441000002906437,15.97102335975284,365105.0,False,
242769.0,365107.0,11.425476210457935,8.429309590657553,15.979142397925969,365107.0,False,
242771.0,365107.0,11.38999998001825,8.439219756353468,15.99530441647484,365107.0,False,
242773.0,365111.0,11.430714198521205,8.44101201012021,15.992082922799247,365111.0,False,
242775.0,365111.0,11.38892868586949,8.432912926446821,15.987325023469474,365111.0,False,
242777.0,365113.0,11.411309423900786,8.451145757947648,15.987187480926517,365113.0,False,
242779.0,365115.0,11.433690434410458,8.472178036826,15.951631014687669,365115.0,False,
242781.0,365117.0,11.466428575061617,8.486486739204043,15.934465104057676,365117.0,False,
242783.0,365117.0,11.46238090878441,8.486476089840844,15.931500289553687,365117.0,False,
242785.0,365119.0,11.470714296613421,8.472309357779366,15.971738842555453,365119.0,False,
242787.0,365119.0,11.435119038536435,8.456535589127313,16.003702913011825,365119.0,False,
242789.0,365121.0,11.43142863682338,8.436154869624547,15.99455969220116,365121.0,False,
242791.0,365121.0,11.391904649280365,8.424514629727318,15.994889990488685,365121.0,False,
242793.0,365121.0,11.383333387829007,8.429916681562153,15.939369083586191,365121.0,False,
242795.0,365123.0,11.411547660827635,8.421734887077694,15.941121932438442,365121.0,False,
