well,code,month,observed_m_bg,predicted_m_bg,predicted_lo_m_bg,predicted_hi_m_bg,residual_m
nw4,1F,1994-08,-0.752,-0.7767384356266399,-0.7767384356266399,-0.38498768071130585,0.02473843562663991
nw4,1F,1994-09,-0.5619999999999999,-0.7372818997457035,-0.7372818997457035,-0.34070179711589005,0.17528189974570352
nw4,1F,1994-10,-0.5519999999999999,-0.7426990019925375,-0.7426990019925375,-0.34766447610416995,0.19069900199253753
nw4,1F,1994-11,-0.122,-0.6683754627187065,-0.6683754627187065,-0.26819164617476327,0.5463754627187065
nw4,1F,1994-12,-0.052000000000000005,-0.4390663785718969,-0.4390663785718969,-0.019390779482854503,0.3870663785718969
nw4,1F,1995-01,-0.022000000000000002,-0.18478628080577586,-0.18478628080577586,0.25655405839325107,0.16278628080577587
nw4,1F,1995-02,-0.022000000000000002,-0.0847650691411859,-0.0847650691411859,0.363604728946744,0.06276506914118589
nw4,1F,1995-03,-0.022000000000000002,-0.1610739230340189,-0.1610739230340189,0.2773305515504807,0.13907392303401891
nw4,1F,1995-04,-0.232,-0.34917724666639466,-0.34917724666639466,0.0701587092375883,0.11717724666639465
nw4,1F,1995-05,-0.282,-0.48046078410687354,-0.48046078410687354,-0.07169660827007121,0.19846078410687357
nw4,1F,1995-06,-0.582,-0.7070801525483039,-0.7070801525483039,-0.31657921862134664,0.12508015254830396
nw4,1F,1995-07,-0.702,-0.8510583362308092,-0.8510583362308092,-0.46834299900735366,0.14905833623080922
nw4,1F,1995-08,-0.782,-1.100820747227919,-1.100820747227919,-0.7371187873291118,0.318820747227919
nw4,1F,1995-10,-0.7919999999999999,-1.0057487889100383,-1.0057487889100383,-0.6326187952655408,0.21374878891003835
nw4,1F,1995-11,-0.712,-0.9643213458144444,-0.9643213458144444,-0.5905127000103516,0.25232134581444443
nw4,1F,1995-12,-0.6719999999999999,-0.8954913072517684,-0.8954913072517684,-0.5197377157613813,0.22349130725176847
nw4,1F,1996-01,-0.642,-0.9212845684206746,-0.9212845684206746,-0.5521617228438562,0.2792845684206746
nw4,1F,1996-02,-0.642,-0.860720062811501,-0.860720062811501,-0.4897166332131661,0.21872006281150103
nw4,1F,1996-03,-0.742,-0.8782538354513141,-0.8782538354513141,-0.5118095626499345,0.1362538354513141
nw4,1F,1996-04,-0.772,-0.9060970117627305,-0.9060970117627305,-0.5431145898751818,0.13409701176273048
nw9,2B,1989-05,-1.16,-0.98349690309112,-0.98349690309112,-0.6084982017224891,-0.1765030969088799
nw9,2B,1989-06,-1.26,-1.0581367291895223,-1.0581367291895223,-0.6860198814461933,-0.20186327081047772
nw9,2B,1989-07,-1.35,-1.2290666511143888,-1.2290666511143888,-0.8676665498760516,-0.12093334888561125
nw9,2B,1989-08,-1.4,-1.2314892592526725,-1.2314892592526725,-0.866198458180672,-0.16851074074732741
nw9,2B,1989-09,-1.47,-1.3967880139320334,-1.3967880139320334,-1.0468487976190626,-0.07321198606796653
nw9,2B,1989-10,-1.45,-1.304394567673918,-1.304394567673918,-0.9461023274067376,-0.14560543232608203
nw9,2B,1989-11,-1.48,-1.2303962138235347,-1.2303962138235347,-0.8682756733143293,-0.24960378617646528
nw9,2B,1989-12,-1.23,-1.0830600156853467,-1.0830600156853467,-0.7107279173271996,-0.14693998431465327
nw9,2B,1990-01,-1.0,-0.9095491987455526,-0.9095491987455526,-0.5231755614322307,-0.09045080125444738
nw9,2B,1990-02,-0.91,-0.7874537471980545,-0.7874537471980545,-0.3917419878612883,-0.12254625280194553
nw9,2B,1990-03,-1.08,-0.9383419103489642,-0.9383419103489642,-0.5592508483679258,-0.14165808965103588
nw9,2B,1990-04,-1.24,-1.050993958034417,-1.050993958034417,-0.6839369371089032,-0.18900604196558302
nw9,2B,1990-05,-1.35,-1.1925549232293324,-1.1925549232293324,-0.8367008620627063,-0.15744507677066766
nw9,2B,1990-06,-1.43,-1.3012798236460326,-1.3012798236460326,-0.9525372692575458,-0.12872017635396737
nw9,2B,1990-07,-1.52,-1.4177014643293484,-1.4177014643293484,-1.074525981705447,-0.10229853567065161
nw9,2B,1990-08,-1.57,-1.5110432404134186,-1.5110432404134186,-1.1724091396540912,-0.05895675958658142
nw9,2B,1990-10,-1.62,-1.4592626242102005,-1.4592626242102005,-1.1157483273778825,-0.16073737578979963
nw9,2B,1990-11,-1.47,-1.3522919857205564,-1.3522919857205564,-1.0017222621023099,-0.11770801427944355
nw9,2B,1990-12,-1.37,-1.1390018413830498,-1.1390018413830498,-0.7714143558481066,-0.23099815861695028
nw9,2B,1991-01,-1.31,-1.122543575476232,-1.122543575476232,-0.757681882482211,-0.18745642452376798
nw9,2B,1991-02,-1.36,-1.1470847789263232,-1.1470847789263232,-0.7890487905726934,-0.21291522107367689
nw9,2B,1991-03,-1.3,-1.089264780619605,-1.089264780619605,-0.7271122698695107,-0.21073521938039508
nw9,2B,1991-04,-1.35,-1.0534265089166708,-1.0534265089166708,-0.6881370495868484,-0.2965734910833293
nw9,2B,1991-05,-1.49,-1.2247785832692768,-1.2247785832692768,-0.8744828630678806,-0.2652214167307232
nw9,2B,1991-06,-1.55,-1.2991268587233231,-1.2991268587233231,-0.9531285110368831,-0.2508731412766769
nw9,2B,1991-07,-1.63,-1.4713659811741724,-1.4713659811741724,-1.136107015103565,-0.1586340188258275
nw9,2B,1991-08,-1.58,-1.5985441560460574,-1.5985441560460574,-1.2713327196205775,0.018544156046057303
nw9,2B,1991-09,-1.61,-1.687416832084442,-1.687416832084442,-1.3672664425450392,0.07741683208444194
nw9,2B,1991-10,-1.57,-1.5609628148245118,-1.5609628148245118,-1.2293784487377735,-0.009037185175488238
nw9,2B,1991-11,-1.55,-1.4726080890383717,-1.4726080890383717,-1.1353992505404458,-0.07739191096162834
nw9,2B,1991-12,-1.83,-1.5315721111033294,-1.5315721111033294,-1.2040234620263872,-0.2984278888966707
nw9,2B,1992-01,-1.65,-1.5445971969433516,-1.5445971969433516,-1.2222552617943359,-0.10540280305664829
nw9,2B,1992-02,-1.63,-1.5262291913204649,-1.5262291913204649,-1.2050317042710426,-0.10377080867953503
nw9,2B,1992-03,-1.55,-1.458535136441101,-1.458535136441101,-1.1321216107880538,-0.09146486355889905
nw9,2B,1992-04,-1.55,-1.4572318997978833,-1.4572318997978833,-1.1310961848057506,-0.09276810020211679
nw9,2B,1992-05,-1.58,-1.4392496142475388,-1.4392496142475388,-1.1079559013554188,-0.14075038575246124
nw9,2B,1992-06,-1.66,-1.5187194400441677,-1.5187194400441677,-1.1903731600759178,-0.14128055995583222
nw9,2B,1992-07,-1.68,-1.5569133679277687,-1.5569133679277687,-1.2273192557830923,-0.12308663207223125
nw9,2B,1992-08,-1.61,-1.4795495494998674,-1.4795495494998674,-1.1389183092449395,-0.1304504505001327
nw9,2B,1992-09,-1.63,-1.4710595853894195,-1.4710595853894195,-1.1288409142798337,-0.1589404146105804
nw9,2B,1992-10,-1.67,-1.4177173304447197,-1.4177173304447197,-1.07239557657558,-0.2522826695552802
nw9,2B,1992-11,-1.47,-1.252129469280477,-1.252129469280477,-0.8933765278960929,-0.217870530719523
nw9,2B,1992-12,-1.3,-1.1510163243159246,-1.1510163243159246,-0.7864218905635177,-0.14898367568407545
nw9,2B,1993-01,-1.3,-1.1001835787782142,-1.1001835787782142,-0.7338971858363241,-0.1998164212217859
nw9,2B,1993-02,-1.4,-1.17650935431819,-1.17650935431819,-0.821029022533652,-0.22349064568180999
nw9,2B,1993-03,-1.46,-1.2493975888056412,-1.2493975888056412,-0.903156456452666,-0.21060241119435874
nw9,2B,1993-04,-1.51,-1.2442428741839286,-1.2442428741839286,-0.8973045679219287,-0.26575712581607136
nw9,2B,1993-05,-1.48,-1.0948413031948232,-1.0948413031948232,-0.7305357572982276,-0.3851586968051768
nw9,2B,1993-06,-1.54,-1.101691958122512,-1.101691958122512,-0.733808335959974,-0.43830804187748806
nw9,2B,1993-07,-1.54,-1.2112185392637809,-1.2112185392637809,-0.8494058261185957,-0.32878146073621917
nw9,2B,1993-08,-1.64,-1.3066756341058305,-1.3066756341058305,-0.9510384592711209,-0.33332436589416936
nw9,2B,1993-09,-1.68,-1.2689452242337647,-1.2689452242337647,-0.9087670159294337,-0.4110547757662353
nw9,2B,1993-10,-1.71,-1.3424264131405927,-1.3424264131405927,-0.9916983715677592,-0.3675735868594072
nw9,2B,1993-11,-1.72,-1.252505987974463,-1.252505987974463,-0.8964097514972267,-0.46749401202553686
nw9,2B,1993-12,-1.56,-1.0961011411313193,-1.0961011411313193,-0.7279738476885438,-0.46389885886868076
nw9,2B,1994-01,-1.52,-1.046552048034262,-1.046552048034262,-0.676829577693141,-0.47344795196573797
nw9,2B,1994-02,-1.49,-0.959862629018349,-0.959862629018349,-0.5851582714771587,-0.530137370981651
nw9,2B,1994-03,-1.26,-0.8256463336967975,-0.8256463336967975,-0.4389198383892221,-0.4343536663032025
nw9,2B,1994-04,-1.18,-0.7570266941666352,-0.7570266941666352,-0.3638146885296252,-0.4229733058333648
nw9,2B,1994-05,-1.29,-0.8863264982314384,-0.8863264982314384,-0.50338846492761,-0.40367350176856165
nw9,2B,1994-06,-1.43,-1.0623571746014777,-1.0623571746014777,-0.6925842004400578,-0.3676428253985222
nw9,2B,1994-07,-1.51,-1.1834532398087128,-1.1834532398087128,-0.8197645239569273,-0.32654676019128726
nw9,2B,1994-08,-1.6,-1.188625063949156,-1.188625063949156,-0.8212719156351221,-0.4113749360508441
nw9,2B,1994-09,-1.62,-1.159081998498629,-1.159081998498629,-0.7878101018149475,-0.4609180015013712
nw9,2B,1994-10,-1.59,-1.1612700983425865,-1.1612700983425865,-0.7911496678370856,-0.42872990165741354
nw9,2B,1994-11,-1.41,-1.0970183012993584,-1.0970183012993584,-0.7227067838501313,-0.3129816987006415
nw9,2B,1994-12,-1.2,-0.9057711295837637,-0.9057711295837637,-0.5157571925515361,-0.29422887041623624
nw9,2B,1995-01,-1.04,-0.6922055865485053,-0.6922055865485053,-0.28461679572265963,-0.34779441345149475
nw9,2B,1995-02,-0.86,-0.6019667124621847,-0.6019667124621847,-0.18837354164287046,-0.2580332875378153
nw9,2B,1995-03,-0.93,-0.6536040452113051,-0.6536040452113051,-0.2475765974265297,-0.27639595478869494
nw9,2B,1995-04,-1.06,-0.7997404611276349,-0.7997404611276349,-0.4086556809039314,-0.2602595388723652
nw9,2B,1995-05,-0.9,-0.9077589410566553,-0.9077589410566553,-0.5249686925134441,0.007758941056655311
nw9,2B,1995-06,-1.3,-1.0969863251003065,-1.0969863251003065,-0.7287297007486524,-0.20301367489969357
nw9,2B,1995-07,-1.28,-1.2264129128200567,-1.2264129128200567,-0.8644387824491033,-0.053587087179943316
nw9,2B,1995-08,-1.39,-1.4402741303149622,-1.4402741303149622,-1.0936208199843613,0.050274130314962306
nw9,2B,1995-10,-1.56,-1.3707473207649241,-1.3707473207649241,-1.0170015255159524,-0.18925267923507594
nw9,2B,1995-11,-1.43,-1.33284544638717,-1.33284544638717,-0.9787008889097133,-0.09715455361282999
nw9,2B,1995-12,-1.41,-1.2694816636738553,-1.2694816636738553,-0.9139127760097983,-0.14051833632614463
nw9,2B,1996-01,-1.4,-1.2830005941557092,-1.2830005941557092,-0.9328499341853412,-0.1169994058442907
nw9,2B,1996-02,-1.4,-1.2271950215936138,-1.2271950215936138,-0.875692493900037,-0.1728049784063861
nw9,2B,1996-03,-1.45,-1.2361527172647497,-1.2361527172647497,-0.888430877615088,-0.21384728273525022
nw9,2B,1996-04,-1.47,-1.2578013131420285,-1.2578013131420285,-0.9130077218078504,-0.2121986868579715
wmc3,2C,1989-05,-1.5,-1.2831259001042972,-1.2831259001042972,-0.7775227416307796,-0.21687409989570283
wmc3,2C,1989-06,-1.63,-1.390224309377221,-1.390224309377221,-0.8875297394004067,-0.23977569062277881
wmc3,2C,1989-07,-1.73,-1.6007167544570806,-1.6007167544570806,-1.1080464476708012,-0.12928324554291937
wmc3,2C,1989-08,-1.83,-1.64366558024218,-1.64366558024218,-1.1479564052765427,-0.18633441975782006
wmc3,2C,1989-09,-1.92,-1.8100055340281527,-1.8100055340281527,-1.3285826787911927,-0.10999446597184726
wmc3,2C,1989-10,-1.93,-1.7287352742081508,-1.7287352742081508,-1.2403752228624887,-0.20126472579184917
wmc3,2C,1989-11,-1.94,-1.6402904799828804,-1.6402904799828804,-1.1489413140453086,-0.2997095200171196
wmc3,2C,1989-12,-1.75,-1.4759239488274118,-1.4759239488274118,-0.9757418808475676,-0.27407605117258815
wmc3,2C,1990-01,-1.53,-1.294880147632532,-1.294880147632532,-0.7822394625339127,-0.23511985236746802
wmc3,2C,1990-02,-1.37,-1.1608470202107226,-1.1608470202107226,-0.6397875414976606,-0.2091529797892775
wmc3,2C,1990-03,-1.49,-1.282465627937702,-1.282465627937702,-0.7763218389948863,-0.20753437206229797
wmc3,2C,1990-04,-1.63,-1.377842276536276,-1.377842276536276,-0.8827131916799879,-0.252157723463724
wmc3,2C,1990-05,-1.75,-1.5314162856021283,-1.5314162856021283,-1.0467212473844592,-0.21858371439787172
wmc3,2C,1990-06,-1.86,-1.6643295520988013,-1.6643295520988013,-1.1865219069043906,-0.1956704479011988
wmc3,2C,1990-07,-1.92,-1.8251237298263716,-1.8251237298263716,-1.3528948536776813,-0.09487627017362832
wmc3,2C,1990-12,-1.94,-1.5868938492810645,-1.5868938492810645,-1.0954904927268652,-0.3531061507189355
wmc3,2C,1991-01,-1.77,-1.538224281076473,-1.538224281076473,-1.0494366622168707,-0.231775718923527
wmc3,2C,1991-02,-1.88,-1.5257372427789746,-1.5257372427789746,-1.043306921372911,-0.3542627572210253
wmc3,2C,1991-03,-1.77,-1.4607045339938947,-1.4607045339938947,-0.9748308312024069,-0.30929546600610536
wmc3,2C,1991-04,-1.76,-1.4244428634502095,-1.4244428634502095,-0.9359418280747844,-0.33555713654979047
wmc3,2C,1991-05,-1.93,-1.59616248322292,-1.59616248322292,-1.1213745599314182,-0.33383751677707996
wmc3,2C,1991-06,-1.98,-1.6911455045619284,-1.6911455045619284,-1.220612408797572,-0.2888544954380716
wmc3,2C,1991-07,-1.99,-1.9035057924295204,-1.9035057924295204,-1.4431021162414206,-0.08649420757047954
wmc3,2C,1991-08,-1.99,-2.0634978842074387,-2.0634978842074387,-1.6109317405062356,0.07349788420743875
wmc3,2C,1991-09,-1.99,-2.167778540623681,-2.167778540623681,-1.722255843524807,0.17777854062368115
wmc3,2C,1992-05,-1.98,-1.877562811661139,-1.877562811661139,-1.4265525126064127,-0.10243718833886106
wmc3,2C,1992-06,-1.99,-1.9935549873216527,-1.9935549873216527,-1.545627405834482,0.003554987321652714
wmc3,2C,1992-08,-1.99,-2.037519071186858,-2.037519071186858,-1.579342422463172,0.04751907118685783
wmc3,2C,1992-09,-1.98,-2.040919673183903,-2.040919673183903,-1.5815450700509415,0.06091967318390301
wmc3,2C,1992-10,-1.96,-1.979221702686406,-1.979221702686406,-1.517247358545519,0.019221702686406106
wmc3,2C,1992-11,-1.97,-1.807444972882581,-1.807444972882581,-1.3334800453951794,-0.16255502711741898
wmc3,2C,1992-12,-1.86,-1.6816500415896891,-1.6816500415896891,-1.2023558723335905,-0.17834995841031098
wmc3,2C,1993-01,-1.84,-1.6064592451740949,-1.6064592451740949,-1.1255042527738797,-0.2335407548259052
wmc3,2C,1993-02,-1.9,-1.6468886762027855,-1.6468886762027855,-1.1755532007060425,-0.25311132379721446
wmc3,2C,1993-03,-1.98,-1.6950188081245214,-1.6950188081245214,-1.232048881953195,-0.28498119187547855
wmc3,2C,1993-04,-1.99,-1.6909288324588752,-1.6909288324588752,-1.2274744596458471,-0.29907116754112484
wmc3,2C,1993-05,-1.98,-1.5748013918409676,-1.5748013918409676,-1.095774605588213,-0.4051986081590324
wmc3,2C,1993-06,-1.98,-1.6131810957142183,-1.6131810957142183,-1.1307920932505815,-0.3668189042857817
wmc3,2C,1993-07,-1.98,-1.7502285582139552,-1.7502285582139552,-1.2731540046171008,-0.2297714417860448
wmc3,2C,1993-08,-1.96,-1.864474359481383,-1.864474359481383,-1.3929034098442392,-0.0955256405186169
wmc3,2C,1993-09,-1.96,-1.8387889119257315,-1.8387889119257315,-1.363124651847479,-0.1212110880742685
wmc3,2C,1993-10,-1.98,-1.8896085650848802,-1.8896085650848802,-1.4224349325138925,-0.0903914349151198
wmc3,2C,1993-11,-1.98,-1.7809458672437473,-1.7809458672437473,-1.3090040180189417,-0.19905413275625272
wmc3,2C,1993-12,-1.98,-1.6104163439968744,-1.6104163439968744,-1.1276006287907723,-0.3695836560031256
wmc3,2C,1994-01,-1.96,-1.53577709336364,-1.53577709336364,-1.051347899427333,-0.42422290663635986
wmc3,2C,1994-02,-1.96,-1.4237861826801372,-1.4237861826801372,-0.9346639883640209,-0.5362138173198627
wmc3,2C,1994-03,-1.91,-1.2859414158565352,-1.2859414158565352,-0.7856944706501083,-0.6240585841434647
wmc3,2C,1994-04,-1.72,-1.2138267690722078,-1.2138267690722078,-0.7072947522874402,-0.5061732309277922
wmc3,2C,1994-05,-1.67,-1.3447182499848294,-1.3447182499848294,-0.8469748027471826,-0.32528175001517057
wmc3,2C,1994-06,-1.92,-1.5349770596657177,-1.5349770596657177,-1.0488033678185906,-0.3850229403342822
wmc3,2C,1994-07,-1.96,-1.691913390757409,-1.691913390757409,-1.211110608291051,-0.26808660924259087
wmc3,2C,1994-08,-1.97,-1.7315480117994917,-1.7315480117994917,-1.2473947705760902,-0.23845198820050828
wmc3,2C,1994-09,-1.96,-1.7140251187685218,-1.7140251187685218,-1.2262393407546663,-0.24597488123147815
wmc3,2C,1994-10,-1.98,-1.7092933753143702,-1.7092933753143702,-1.2224054178872903,-0.2707066246856298
wmc3,2C,1994-12,-1.84,-1.4322700129699606,-1.4322700129699606,-0.9270947258678088,-0.4077299870300395
wmc3,2C,1995-01,-1.67,-1.2044938907453875,-1.2044938907453875,-0.683026600191657,-0.46550610925461244
wmc3,2C,1995-02,-1.44,-1.0909898208805562,-1.0909898208805562,-0.5634500273670917,-0.34901017911944376
wmc3,2C,1995-03,-1.3,-1.1093631866977631,-1.1093631866977631,-0.5879554767158162,-0.19063681330223692
wmc3,2C,1995-04,-1.47,-1.2309084694023396,-1.2309084694023396,-0.7224377717076077,-0.23909153059766042
wmc3,2C,1995-05,-0.58,-1.3436000031447572,-1.3436000031447572,-0.8422929067878768,0.7636000031447573
wmc3,2C,1995-06,-1.7,-1.5472431342404447,-1.5472431342404447,-1.058873462375015,-0.15275686575955527
wmc3,2C,1995-07,-1.82,-1.718890476372115,-1.718890476372115,-1.2362166320687453,-0.10110952362788517
wmc3,2C,1995-08,-1.96,-1.9647715318581966,-1.9647715318581966,-1.4960568445586868,0.004771531858196676
wmc3,2C,1995-10,-1.98,-1.9162286297347846,-1.9162286297347846,-1.441738365127224,-0.0637713702652154
wmc3,2C,1995-11,-1.98,-1.859317652789866,-1.859317652789866,-1.3846673887946528,-0.12068234721013393
wmc3,2C,1996-02,-1.98,-1.6636267687919932,-1.6636267687919932,-1.1919476404199083,-0.31637323120800676
wmc3,2C,1996-04,-1.99,-1.6619579663878459,-1.6619579663878459,-1.1968051690941133,-0.3280420336121541
nw6,2E,1989-05,-0.888,-0.7727178824040672,-0.7727178824040672,-0.3480833474529622,-0.11528211759593276
nw6,2E,1989-06,-0.948,-0.876513168739862,-0.876513168739862,-0.45544236010875727,-0.071486831260138
nw6,2E,1989-07,-1.078,-1.1093857423252895,-1.1093857423252895,-0.702187871949493,0.031385742325289456
nw6,2E,1989-08,-1.148,-1.1149080559583209,-1.1149080559583209,-0.7022380893053661,-0.03309194404167903
nw6,2E,1989-09,-1.248,-1.3304882718760735,-1.3304882718760735,-0.9377641079421815,0.08248827187607355
nw6,2E,1989-10,-1.058,-1.2016864815934438,-1.2016864815934438,-0.7975292756678781,0.14368648159344377
nw6,2E,1989-11,-1.138,-1.09408447347138,-1.09408447347138,-0.6845673519607363,-0.043915526528619964
nw6,2E,1989-12,-0.828,-0.8893598181709964,-0.8893598181709964,-0.46612837777077054,0.06135981817099645
nw6,2E,1990-01,-0.5680000000000001,-0.6538509867738854,-0.6538509867738854,-0.21197752204980036,0.08585098677388536
nw6,2E,1990-02,-0.578,-0.4887098665159665,-0.4887098665159665,-0.034544361204605856,-0.08929013348403347
nw6,2E,1990-03,-0.748,-0.6867334841763822,-0.6867334841763822,-0.25457976724944864,-0.06126651582361775
nw6,2E,1990-04,-0.878,-0.8339772175399554,-0.8339772175399554,-0.41761449251975347,-0.04402278246004465
nw6,2E,1990-05,-1.108,-1.0241704958205764,-1.0241704958205764,-0.6223843950107629,-0.0838295041794237
nw6,2E,1990-06,-1.148,-1.1709735621422757,-1.1709735621422757,-0.7782686034056885,0.02297356214227575
nw6,2E,1990-07,-1.278,-1.330637406267633,-1.330637406267633,-0.9449225501938352,0.052637406267632914
nw6,2E,1990-08,-1.368,-1.4567605411653497,-1.4567605411653497,-1.0766474254946434,0.0887605411653496
nw6,2E,1990-10,-1.348,-1.3771717066023852,-1.3771717066023852,-0.9897949744489707,0.029171706602385106
nw6,2E,1990-11,-1.1280000000000001,-1.2261528405349547,-1.2261528405349547,-0.8291699161651341,0.09815284053495454
nw6,2E,1990-12,-0.878,-0.9353295447636759,-0.9353295447636759,-0.5157020713297673,0.05732954476367591
nw6,2E,1991-01,-0.988,-0.9061981891693152,-0.9061981891693152,-0.4901315326432845,-0.08180181083068483
nw6,2E,1991-02,-1.008,-0.9313432786992802,-0.9313432786992802,-0.5242143399143325,-0.07665672130071977
nw6,2E,1991-03,-0.798,-0.8521237802820016,-0.8521237802820016,-0.43944617427215693,0.0541237802820016
nw6,2E,1991-04,-0.828,-0.8044680421465332,-0.8044680421465332,-0.3875820344850167,-0.023531957853466734
nw6,2E,1991-05,-1.108,-1.03437804906256,-1.03437804906256,-0.6372131151279756,-0.07362195093744006
nw6,2E,1991-06,-1.208,-1.1362413830167484,-1.1362413830167484,-0.7445504429970632,-0.07175861698325159
nw6,2E,1991-07,-1.338,-1.3717691816879476,-1.3717691816879476,-0.9940087668002422,0.033769181687947514
nw6,2E,1991-08,-1.418,-1.5432594444723675,-1.5432594444723675,-1.1757853000087113,0.1252594444723676
nw6,2E,1991-09,-1.508,-1.6585403618038461,-1.6585403618038461,-1.2999888155017585,0.1505403618038461
nw6,2E,1991-10,-1.278,-1.4845121297436357,-1.4845121297436357,-1.1104601823004372,0.20651212974363564
nw6,2E,1991-11,-1.268,-1.3590968831222074,-1.3590968831222074,-0.977342715094724,0.09109688312220743
nw6,2E,1991-12,-1.3780000000000001,-1.4280976807435042,-1.4280976807435042,-1.0588582846839283,0.05009768074350407
nw6,2E,1992-01,-1.418,-1.4359311568454554,-1.4359311568454554,-1.0732514356332914,0.01793115684545543
nw6,2E,1992-02,-1.308,-1.403974807492316,-1.403974807492316,-1.0424658158774416,0.0959748074923159
nw6,2E,1992-03,-1.188,-1.3097139122533668,-1.3097139122533668,-0.9410017010725997,0.12171391225336681
nw6,2E,1992-04,-1.198,-1.3056508039763477,-1.3056508039763477,-0.937047932897365,0.10765080397634774
nw6,2E,1992-05,-1.1280000000000001,-1.2857961104878508,-1.2857961104878508,-0.9101513356480548,0.1577961104878507
nw6,2E,1992-06,-1.328,-1.3972420298243888,-1.3972420298243888,-1.025303952653693,0.06924202982438876
nw6,2E,1992-07,-1.448,-1.45360538631346,-1.45360538631346,-1.079825627585581,0.00560538631345997
nw6,2E,1992-08,-1.178,-1.3545086353697204,-1.3545086353697204,-0.9660109539055962,0.1765086353697205
nw6,2E,1992-09,-1.278,-1.3429411153870094,-1.3429411153870094,-0.9523015711713549,0.06494111538700942
nw6,2E,1992-10,-1.198,-1.2676508407217566,-1.2676508407217566,-0.8728912353493492,0.06965084072175665
nw6,2E,1992-11,-0.9380000000000001,-1.0436518960384145,-1.0436518960384145,-0.6311951686315751,0.1056518960384144
nw6,2E,1992-12,-0.878,-0.904555437954944,-0.904555437954944,-0.48454070263759264,0.026555437954943972
nw6,2E,1993-01,-0.838,-0.8341625577933649,-0.8341625577933649,-0.412109727158722,-0.0038374422066350666
nw6,2E,1993-02,-0.968,-0.9321348998211497,-0.9321348998211497,-0.5245202390702135,-0.03586510017885025
nw6,2E,1993-03,-1.068,-1.0266603673863912,-1.0266603673863912,-0.6312969082330824,-0.041339632613608845
nw6,2E,1993-04,-1.1280000000000001,-1.0209587266099092,-1.0209587266099092,-0.6246531491936754,-0.10704127339009095
nw6,2E,1993-05,-0.9380000000000001,-0.8287870516672169,-0.8287870516672169,-0.40957967167020093,-0.10921294833278317
nw6,2E,1993-06,-1.138,-0.8469376168509053,-0.8469376168509053,-0.4231786476164134,-0.2910623831490946
nw6,2E,1993-07,-0.878,-1.0011382625928085,-1.0011382625928085,-0.5855703778714407,0.12313826259280847
nw6,2E,1993-08,-1.308,-1.1330637004354114,-1.1330637004354114,-0.725751512713144,-0.17493629956458867
nw6,2E,1993-09,-1.1280000000000001,-1.084219117813376,-1.084219117813376,-0.6709700374358321,-0.043780882186624126
nw6,2E,1993-10,-1.398,-1.177704651672501,-1.177704651672501,-0.7770002782990489,-0.22029534832749897
nw6,2E,1993-11,-1.398,-1.0526761804222053,-1.0526761804222053,-0.6448865363358723,-0.34532381957779457
nw6,2E,1993-12,-1.048,-0.8410619533841304,-0.8410619533841304,-0.4174621303906421,-0.20693804661586968
nw6,2E,1994-01,-1.008,-0.7722937486997428,-0.7722937486997428,-0.3467568551529575,-0.23570625130025724
nw6,2E,1994-02,-0.928,-0.6544890472431482,-0.6544890472431482,-0.22255865788232093,-0.2735109527568519
nw6,2E,1994-03,-0.718,-0.4785321545446236,-0.4785321545446236,-0.030971385495649012,-0.23946784545537636
nw6,2E,1994-04,-0.618,-0.3918734109993738,-0.3918734109993738,0.0639109004428281,-0.2261265890006262
nw6,2E,1994-05,-0.828,-0.571374097074411,-0.571374097074411,-0.12949969669551858,-0.25662590292558896
nw6,2E,1994-06,-0.988,-0.8136905541415131,-0.8136905541415131,-0.38940920221388575,-0.17430944585848684
nw6,2E,1994-07,-0.958,-0.9841276135983851,-0.9841276135983851,-0.5679591156786551,0.026127613598385113
nw6,2E,1994-08,-1.208,-0.9974450426493864,-0.9974450426493864,-0.576474558048917,-0.21055495735061358
nw6,2E,1994-09,-1.108,-0.9597391952178966,-0.9597391952178966,-0.5336674846797662,-0.14826080478210346
nw6,2E,1994-10,-1.148,-0.9611019383637736,-0.9611019383637736,-0.5366470480083538,-0.18689806163622635
nw6,2E,1994-11,-0.868,-0.8728020411874611,-0.8728020411874611,-0.4429058379593081,0.004802041187461081
nw6,2E,1994-12,-0.708,-0.615917155027038,-0.615917155027038,-0.16544783777100247,-0.09208284497296193
nw6,2E,1995-01,-0.328,-0.3310023040186104,-0.3310023040186104,0.14235403531486768,0.003002304018610402
nw6,2E,1995-02,-0.138,-0.21191705439460107,-0.21191705439460107,0.26891468663639295,0.07391705439460106
nw6,2E,1995-03,-0.398,-0.2814803823516876,-0.2814803823516876,0.18890794263992303,-0.11651961764831242
nw6,2E,1995-04,-0.588,-0.47810346780876073,-0.47810346780876073,-0.02777496749088479,-0.10989653219123924
nw6,2E,1995-05,-0.708,-0.6273055724166323,-0.6273055724166323,-0.18810142249002867,-0.08069442758336764
nw6,2E,1995-06,-0.898,-0.8852576254530443,-0.8852576254530443,-0.4653036507242866,-0.012742374546955704
nw6,2E,1995-07,-1.008,-1.0659828999786676,-1.0659828999786676,-0.6542511871827099,0.05798289997866757
nw6,2E,1995-08,-1.138,-1.3556453113728149,-1.3556453113728149,-0.9639858280119138,0.21764531137281495
nw6,2E,1995-10,-0.828,-1.2562382300365402,-1.2562382300365402,-0.8547147365477187,0.42823823003654027
