well,code,n_months,n_censored,in_forest,canopy_1989,felled_year,canopy_changed_since_1989,beta_1,beta_2,beta_3,datum_offset_m,h0_equilibrium_m,spinup_months,h0_sensitivity_m,mean_observed_m,mean_predicted_m,residual_mean_m,nse,rmse_m,bias_m,pearson_r,nse_bias_removed,mean_modern_m,epoch_shift_m
nw11,1C,82,0,True,forest,,False,4.507653257040994,2.055719011754059,0.0748081151033412,,-0.8498751404812439,700,0.0,-1.6698780487804876,-1.2089464011596547,-0.4609316476208333,-3.031780107496192,0.5413194696006981,0.4609316476208333,0.659824145438528,-0.10855272444925501,-0.8349770491803279,-0.8349009996001597
nw13,1D,82,0,False,open,,False,4.8126538139570245,1.6702439565542886,0.0877504015939617,,-0.7890825267112467,700,0.0,-1.422560975609756,-1.1206236073983584,-0.30193736821139777,-0.44924545844473385,0.3924207351992283,0.30193736821139777,0.7502925318588622,0.4087239132977182,-0.7291055654585068,-0.6934554101512491
nw3,1E,82,0,False,open,,False,4.0029103707676015,1.6276404482509326,0.0643505285674763,0.052,-0.5947640280088784,700,0.0,-0.8698292682926828,-0.954651472769975,0.08482220447729207,0.7321297789197265,0.16460308778668883,-0.08482220447729207,0.9071290272860041,0.8032622000496787,-0.45349806085092714,-0.41633120744175567
nw4,1F,82,0,False,open,,False,3.354431172936275,1.1365118416394298,0.055430868607871,0.028,-0.4616704294764209,700,0.0,-0.5879756097560974,-0.7992331897014293,0.21125757994533184,0.3256531643445536,0.2437883344884012,-0.21125757994533184,0.9123046943587584,0.832039623517103,-0.32861543108329366,-0.25936017867280375
nw9,2B,82,0,True,forest,1995.0,True,2.7534854747826367,1.0672326927268532,0.0500415438396785,,-0.8977699124294096,700,4.440892098500626e-16,-1.4267073170731708,-1.1981230074264084,-0.22858430964676227,-0.6742067570665236,0.2639694918614984,0.22858430964676227,0.82621035165328,0.581228874496053,-0.7434812841530055,-0.6832260329201653
wmc3,2C,67,15,True,forest,2017.0,True,2.440234028861343,1.7467806169071751,0.0339195549434986,,-1.287389220000187,700,3.1211699891287026e-11,-1.8319402985074629,-1.5935048828994902,-0.23843541560797232,-0.7126127762605514,0.3033094862523084,0.23843541560797232,0.6885767300010098,0.34573577302852865,-1.2503329918032788,-0.581607306704184
nw6,2E,82,0,False,open,,False,3.2162599795708706,1.2079858448094882,0.0532732463611247,-0.008,-0.5869568590623127,700,2.220446049250313e-16,-1.0114146341463415,-0.9214897658586022,-0.08992486828773917,0.606568863793907,0.1689131277353446,0.08992486828773917,0.8592051708599289,0.7180757119720107,-0.4279971984660499,-0.5834174356802916
nw5,2F,82,0,False,open,,False,3.526636184038606,1.9516632142522248,0.0498449436564382,0.061,-0.7183936360840653,700,4.440892098500626e-16,-0.8653414634146339,-1.1089798834761149,0.24363842006148054,0.20557240417581668,0.2655359636952676,-0.24363842006148054,0.9446814510524839,0.8743768816533898,-0.6177272656460359,-0.24761419776859805
wmc2,2G,82,0,False,open,,False,3.329987730963831,1.787369324549538,0.0468729419458195,,-0.6434403024870052,700,2.55351295663786e-15,-0.7652439024390244,-1.0285070140278385,0.26326311158881416,-0.012965723682736963,0.2845238360160941,-0.26326311158881416,0.9343763090820132,0.854270599689924,-0.6333827268884337,-0.13186117555059074
