mode,month,well,observed_h_m,modelled_h_recurrence_m,modelled_h_nearest_hollow_m
R,2013-05,ceh31,-1.45,-1.459,-0.094
R,2013-05,ceh33,-1.52,-1.782,-1.544
R,2013-05,ceh34,-0.63,-1.059,-1.88
R,2013-05,ceh36,-0.65,-0.548,-1.416
R,2013-05,wmc3,-1.1,-0.974,-2.874
R,2013-05,wmc4,-0.63,-0.667,-0.916
R,2013-05,nw8,-1.31,-1.334,-1.508
R,2013-05,ceh3,-1.07,-0.856,-0.468
R,2013-05,ceh7,-0.31,-0.352,-0.181
R,2013-05,ceh8,-0.28,-0.308,-0.396
R,2013-05,ceh15,-0.861,-1.042,0.361
R,2013-05,ceh22,-0.48,-0.244,-0.018
R,2013-05,ceh35,-0.61,-0.343,-0.456
R,2013-05,ceh37,-0.28,-0.291,-0.508
R,2013-05,ceh38,-0.53,-0.385,-0.571
R,2013-06,nw1,-1.64,-1.429,-2.126
R,2013-06,nw2,-0.83,-0.962,-1.106
R,2013-06,nw3,-0.65,-0.675,-1.231
R,2013-06,nw4,-0.43,-0.499,-0.701
R,2013-06,nw4b,-0.48,-0.516,-0.797
R,2013-06,nw5,-0.65,-0.815,-0.642
R,2013-06,nw6,-0.55,-0.685,-0.949
R,2013-06,nw7,-1.33,-1.077,-1.831
R,2013-06,nw9,-0.809,-1.053,0.374
R,2013-06,nw10,-0.94,-1.043,-1.143
R,2013-06,nw11,-0.86,-1.016,-1.093
R,2013-06,nw13,-0.82,-0.81,-1.176
R,2013-06,ceh1,-0.73,-0.974,-1.684
R,2013-06,ceh2,-1.22,-1.18,-2.352
R,2013-06,ceh4,-0.79,-0.715,-0.864
R,2013-06,ceh5,-0.64,-0.464,-1.222
R,2013-06,ceh6,-0.56,-0.434,-0.482
R,2013-06,ceh9,-0.7,-0.945,-2.9
R,2013-06,ceh10,-1.49,-1.065,-1.125
R,2013-06,ceh11,-0.66,-0.586,-0.579
R,2013-06,ceh13,-0.86,-0.96,-3.594
R,2013-06,ceh14,-0.62,-1.066,-3.563
R,2013-06,ceh16,-0.88,-1.18,-0.099
R,2013-06,ceh17,-2.1,-1.901,-0.478
R,2013-06,ceh18,-0.86,-0.874,-0.435
R,2013-06,ceh19,-0.95,-1.08,0.549
R,2013-06,ceh20,-1.17,-1.586,-1.619
R,2013-06,ceh21,-1.04,-0.898,-0.681
R,2013-06,ceh23,-0.61,-0.412,-0.563
R,2013-06,ceh24,-0.53,-0.499,-0.572
R,2013-06,ceh25,-0.755,-0.419,-0.605
R,2013-06,ceh26,-0.595,-0.44,-0.853
R,2013-06,ceh27,-0.57,-0.495,-0.693
R,2013-06,ceh28,-0.63,-0.532,-0.688
R,2013-06,ceh30,-1.64,-1.89,-1.611
R,2013-06,ceh31,-1.56,-1.603,-0.322
R,2013-06,ceh33,-1.62,-1.983,-1.771
R,2013-06,ceh34,-0.75,-1.273,-2.109
R,2013-06,ceh36,-0.78,-0.785,-1.695
R,2013-06,wmc3,-1.22,-1.187,-3.051
R,2013-06,wmc4,-0.85,-0.898,-1.176
R,2013-06,nw8,-1.43,-1.484,-1.685
R,2013-06,ceh3,-1.12,-1.028,-0.747
R,2013-06,ceh7,-0.53,-0.606,-0.468
R,2013-06,ceh8,-0.49,-0.565,-0.666
R,2013-06,ceh15,-0.981,-1.257,0.133
R,2013-06,ceh22,-0.59,-0.505,-0.31
R,2013-06,ceh35,-0.73,-0.598,-0.735
R,2013-06,ceh37,-0.53,-0.549,-0.784
R,2013-06,ceh38,-0.66,-0.632,-0.85
R,2013-07,nw1,-1.86,-1.627,-2.379
R,2013-07,nw2,-1.04,-1.187,-1.341
R,2013-07,nw3,-0.84,-0.914,-1.469
R,2013-07,nw4,-0.51,-0.75,-0.958
R,2013-07,nw4b,-0.57,-0.765,-1.054
R,2013-07,nw5,-0.84,-1.048,-0.943
R,2013-07,nw6,-0.67,-0.926,-1.206
R,2013-07,nw7,-1.53,-1.295,-2.097
R,2013-07,nw9,-0.939,-1.225,0.141
R,2013-07,nw10,-1.15,-1.299,-1.37
R,2013-07,nw11,-1.07,-1.238,-1.319
R,2013-07,nw13,-1.03,-1.044,-1.432
R,2013-07,ceh1,-0.9,-1.199,-1.908
R,2013-07,ceh2,-1.41,-1.434,-2.576
R,2013-07,ceh4,-0.94,-0.954,-1.131
R,2013-07,ceh5,-0.8,-0.671,-1.502
R,2013-07,ceh6,-0.64,-0.643,-0.695
R,2013-07,ceh9,-0.85,-1.171,-3.201
R,2013-07,ceh10,-1.68,-1.279,-1.366
R,2013-07,ceh11,-0.77,-0.781,-0.846
R,2013-07,ceh13,-1.0,-1.217,-3.859
R,2013-07,ceh14,-0.89,-1.321,-3.789
R,2013-07,ceh16,-1.01,-1.345,-0.325
R,2013-07,ceh17,-2.21,-2.034,-0.711
R,2013-07,ceh18,-1.01,-1.104,-0.704
R,2013-07,ceh19,-1.04,-1.251,0.321
R,2013-07,ceh20,-1.32,-1.832,-1.845
R,2013-07,ceh21,-1.19,-1.126,-0.899
R,2013-07,ceh23,-0.74,-0.623,-0.783
R,2013-07,ceh24,-0.62,-0.75,-0.836
R,2013-07,ceh25,-0.855,-0.629,-0.825
R,2013-07,ceh26,-0.735,-0.649,-1.064
R,2013-07,ceh27,-0.71,-0.698,-0.9
R,2013-07,ceh28,-0.8,-0.78,-0.946
R,2013-07,ceh30,-1.79,-2.131,-1.837
R,2013-07,ceh31,-1.69,-1.75,-0.548
R,2013-07,ceh33,-1.75,-2.222,-1.997
R,2013-07,ceh34,-0.9,-1.525,-2.374
R,2013-07,ceh36,-0.92,-1.021,-1.962
R,2013-07,wmc3,-1.37,-1.399,-3.228
R,2013-07,wmc4,-1.07,-1.126,-1.432
R,2013-07,nw8,-1.6,-1.636,-1.862
R,2013-07,ceh3,-1.19,-1.2,-1.014
R,2013-07,ceh7,-0.76,-0.85,-0.743
R,2013-07,ceh8,-0.63,-0.811,-0.925
R,2013-07,ceh15,-1.121,-1.509,-0.093
R,2013-07,ceh22,-0.71,-0.755,-0.588
R,2013-07,ceh35,-0.84,-0.842,-1.002
R,2013-07,ceh37,-0.74,-0.796,-1.048
R,2013-07,ceh38,-0.78,-0.876,-1.117
R,2013-08,nw1,-1.79,-1.68,-2.483
R,2013-08,nw2,-0.99,-1.265,-1.427
R,2013-08,nw3,-0.9,-0.994,-1.548
R,2013-08,nw4,-0.6,-0.84,-1.055
R,2013-08,nw4b,-0.66,-0.855,-1.151
R,2013-08,nw5,-0.9,-1.134,-1.091
R,2013-08,nw6,-0.72,-1.019,-1.314
R,2013-08,nw7,-1.55,-1.367,-2.213
R,2013-08,nw9,-0.949,-1.296,0.056
R,2013-08,nw10,-1.17,-1.427,-1.45
R,2013-08,nw11,-1.04,-1.312,-1.398
R,2013-08,nw13,-0.97,-1.13,-1.539
R,2013-08,ceh1,-0.91,-1.276,-1.986
R,2013-08,ceh2,-1.43,-1.559,-2.654
R,2013-08,ceh4,-0.97,-1.045,-1.237
R,2013-08,ceh5,-0.83,-0.718,-1.62
R,2013-08,ceh6,-0.62,-0.693,-0.748
R,2013-08,ceh9,-0.93,-1.249,-3.349
R,2013-08,ceh10,-1.61,-1.336,-1.448
R,2013-08,ceh11,-0.81,-0.819,-0.948
R,2013-08,ceh13,-1.08,-1.346,-3.996
R,2013-08,ceh14,-0.99,-1.449,-3.868
R,2013-08,ceh16,-1.02,-1.411,-0.404
R,2013-08,ceh17,-2.23,-2.069,-0.796
R,2013-08,ceh18,-1.07,-1.186,-0.823
R,2013-08,ceh19,-1.07,-1.321,0.241
R,2013-08,ceh20,-1.35,-1.95,-1.923
R,2013-08,ceh21,-1.25,-1.207,-0.969
R,2013-08,ceh23,-0.74,-0.675,-0.843
R,2013-08,ceh24,-0.73,-0.84,-0.94
R,2013-08,ceh25,-0.825,-0.68,-0.886
R,2013-08,ceh26,-0.705,-0.698,-1.116
R,2013-08,ceh27,-0.69,-0.743,-0.948
R,2013-08,ceh28,-0.84,-0.869,-1.043
R,2013-08,ceh30,-1.82,-2.243,-1.915
R,2013-08,ceh31,-1.71,-1.797,-0.627
R,2013-08,ceh33,-1.78,-2.333,-2.075
R,2013-08,ceh34,-0.96,-1.648,-2.511
R,2013-08,ceh36,-0.96,-1.108,-2.068
R,2013-08,wmc3,-1.4,-1.465,-3.306
R,2013-08,wmc4,-1.02,-1.207,-1.539
R,2013-08,nw8,-1.64,-1.689,-1.94
R,2013-08,ceh3,-1.24,-1.272,-1.12
R,2013-08,ceh7,-0.76,-0.934,-0.857
R,2013-08,ceh8,-0.76,-0.898,-1.023
R,2013-08,ceh15,-1.161,-1.633,-0.172
R,2013-08,ceh22,-0.76,-0.845,-0.706
R,2013-08,ceh35,-0.88,-0.927,-1.108
R,2013-08,ceh37,-0.8,-0.884,-1.152
R,2013-08,ceh38,-0.82,-0.971,-1.223
R,2013-09,nw1,-1.87,-1.651,-2.502
R,2013-09,nw2,-1.06,-1.26,-1.431
R,2013-09,nw3,-0.91,-0.989,-1.543
R,2013-09,nw4,-0.65,-0.845,-1.066
R,2013-09,nw4b,-0.69,-0.859,-1.162
R,2013-09,nw5,-0.97,-1.136,-1.153
R,2013-09,nw6,-0.8,-1.027,-1.337
R,2013-09,nw7,-1.65,-1.356,-2.244
R,2013-09,nw9,-0.999,-1.309,0.054
R,2013-09,nw10,-1.26,-1.462,-1.447
R,2013-09,nw11,-1.11,-1.304,-1.394
R,2013-09,nw13,-1.07,-1.132,-1.562
R,2013-09,ceh1,-0.96,-1.27,-1.98
R,2013-09,ceh2,-1.51,-1.592,-2.648
R,2013-09,ceh4,-1.02,-1.052,-1.256
R,2013-09,ceh5,-0.81,-0.699,-1.651
R,2013-09,ceh6,-0.55,-0.676,-0.734
R,2013-09,ceh9,-0.847,-1.245,-3.411
R,2013-09,ceh10,-1.69,-1.309,-1.445
R,2013-09,ceh11,-0.85,-0.791,-0.978
R,2013-09,ceh13,-1.16,-1.383,-4.041
R,2013-09,ceh14,-1.17,-1.483,-3.864
R,2013-09,ceh16,-1.08,-1.419,-0.399
R,2013-09,ceh17,-2.27,-2.048,-0.798
R,2013-09,ceh18,-1.18,-1.186,-0.857
R,2013-09,ceh19,-1.1,-1.333,0.244
R,2013-09,ceh20,-1.44,-1.975,-1.918
R,2013-09,ceh21,-1.29,-1.206,-0.958
R,2013-09,ceh23,-0.71,-0.66,-0.835
R,2013-09,ceh24,-0.77,-0.845,-0.957
R,2013-09,ceh25,-0.765,-0.665,-0.878
R,2013-09,ceh26,-0.695,-0.681,-1.101
R,2013-09,ceh27,-0.69,-0.722,-0.93
R,2013-09,ceh28,-0.9,-0.872,-1.054
R,2013-09,ceh30,-1.9,-2.263,-1.91
R,2013-09,ceh31,-1.77,-1.788,-0.622
R,2013-09,ceh33,-1.86,-2.351,-2.07
R,2013-09,ceh34,-1.04,-1.68,-2.556
R,2013-09,ceh36,-1.03,-1.111,-2.087
R,2013-09,wmc3,-1.48,-1.448,-3.325
R,2013-09,wmc4,-1.04,-1.206,-1.562
R,2013-09,nw8,-1.71,-1.685,-1.959
R,2013-09,ceh3,-1.23,-1.287,-1.139
R,2013-09,ceh7,-0.86,-0.933,-0.883
R,2013-09,ceh8,-0.82,-0.899,-1.035
R,2013-09,ceh15,-1.221,-1.664,-0.167
R,2013-09,ceh22,-0.8,-0.85,-0.736
R,2013-09,ceh35,-0.91,-0.926,-1.127
R,2013-09,ceh37,-0.86,-0.886,-1.169
R,2013-09,ceh38,-0.86,-0.983,-1.242
R,2013-10,nw1,-1.56,-1.454,-1.636
R,2013-10,nw2,-0.74,-0.69,-0.746
R,2013-10,nw3,-0.66,-0.496,-1.09
R,2013-10,nw4,-0.29,-0.253,-0.382
R,2013-10,nw4b,-0.33,-0.29,-0.478
R,2013-10,nw5,-0.78,-0.605,0.209
R,2013-10,nw6,-0.59,-0.445,-0.559
R,2013-10,nw7,-1.41,-1.246,-1.437
R,2013-10,nw9,-0.779,-0.769,0.508
R,2013-10,nw10,-1.06,-1.017,-0.901
R,2013-10,nw11,-0.83,-0.737,-0.895
R,2013-10,nw13,-0.7,-0.699,-0.751
R,2013-10,ceh1,-0.67,-0.596,-1.515
R,2013-10,ceh2,-1.4,-1.262,-2.183
R,2013-10,ceh4,-0.75,-0.652,-0.494
R,2013-10,ceh5,-0.4,-0.34,-0.697
R,2013-10,ceh6,-0.12,-0.148,-0.156
R,2013-10,ceh10,-1.37,-1.226,-0.984
R,2013-10,ceh11,-0.37,-0.358,0.604
R,2013-10,ceh13,-1.1,-0.919,-3.668
R,2013-10,ceh14,-1.18,-0.929,-3.365
R,2013-10,ceh16,-0.91,-0.846,-0.024
R,2013-10,ceh17,-2.13,-1.983,-0.344
R,2013-10,ceh18,-1.01,-0.803,0.033
R,2013-10,ceh19,-0.93,-0.865,0.607
R,2013-10,ceh20,-1.3,-1.194,-1.553
R,2013-10,ceh21,-0.93,-0.907,-0.804
R,2013-10,ceh23,-0.22,-0.258,-0.29
R,2013-10,ceh24,-0.31,-0.365,-0.259
R,2013-10,ceh25,-0.325,-0.335,-0.274
R,2013-10,ceh26,-0.245,-0.226,-0.529
R,2013-10,ceh27,-0.22,-0.212,-0.349
R,2013-10,ceh28,-0.56,-0.487,-0.54
R,2013-10,ceh30,-1.76,-1.645,-1.545
R,2013-10,ceh31,-1.6,-1.505,-0.247
R,2013-10,ceh33,-1.7,-1.606,-1.705
R,2013-10,ceh34,-0.94,-0.801,-2.183
R,2013-10,ceh36,-0.81,-0.662,-1.325
R,2013-10,wmc3,-1.39,-1.086,-2.802
R,2013-10,wmc4,-0.75,-0.671,-0.751
R,2013-10,nw8,-1.49,-1.448,-1.436
R,2013-10,ceh3,-1.02,-0.999,-0.377
R,2013-10,ceh7,-0.5,-0.449,0.032
R,2013-10,ceh8,-0.59,-0.412,-0.378
R,2013-10,ceh15,-1.091,-0.979,0.208
R,2013-10,ceh22,-0.55,-0.393,0.164
R,2013-10,ceh35,-0.69,-0.496,-0.365
R,2013-10,ceh37,-0.4,-0.449,-0.471
R,2013-10,ceh38,-0.61,-0.501,-0.48
R,2013-11,nw1,-1.63,-1.501,-1.767
R,2013-11,nw2,-0.82,-0.781,-0.852
R,2013-11,nw3,-0.61,-0.606,-1.196
R,2013-11,nw4,-0.4,-0.378,-0.519
R,2013-11,nw4b,-0.45,-0.413,-0.615
R,2013-11,nw5,-0.79,-0.701,0.01
R,2013-11,nw6,-0.61,-0.55,-0.689
R,2013-11,nw7,-1.43,-1.306,-1.576
R,2013-11,nw9,-0.829,-0.847,0.417
R,2013-11,nw10,-1.16,-1.045,-0.993
R,2013-11,nw11,-0.87,-0.825,-0.984
R,2013-11,nw13,-0.77,-0.79,-0.882
R,2013-11,ceh1,-0.76,-0.692,-1.6
R,2013-11,ceh2,-1.36,-1.286,-2.268
R,2013-11,ceh4,-0.8,-0.745,-0.644
R,2013-11,ceh5,-0.41,-0.498,-0.869
R,2013-11,ceh6,-0.27,-0.324,-0.338
R,2013-11,ceh10,-1.45,-1.289,-1.094
R,2013-11,ceh11,-0.55,-0.515,0.292
R,2013-11,ceh13,-1.13,-0.949,-3.704
R,2013-11,ceh14,-1.29,-0.959,-3.454
R,2013-11,ceh16,-0.92,-0.921,-0.105
R,2013-11,ceh17,-2.13,-2.007,-0.435
R,2013-11,ceh18,-0.95,-0.888,-0.113
R,2013-11,ceh19,-0.97,-0.939,0.526
R,2013-11,ceh20,-1.28,-1.219,-1.633
R,2013-11,ceh21,-1.17,-0.986,-0.866
R,2013-11,ceh23,-0.33,-0.423,-0.475
R,2013-11,ceh24,-0.49,-0.483,-0.403
R,2013-11,ceh25,-0.445,-0.494,-0.465
R,2013-11,ceh26,-0.365,-0.394,-0.709
R,2013-11,ceh27,-0.37,-0.382,-0.527
R,2013-11,ceh28,-0.53,-0.597,-0.666
R,2013-11,ceh30,-1.72,-1.662,-1.625
R,2013-11,ceh31,-1.6,-1.551,-0.328
R,2013-11,ceh33,-1.71,-1.623,-1.785
R,2013-11,ceh34,-0.9,-0.833,-2.219
R,2013-11,ceh36,-0.82,-0.754,-1.475
R,2013-11,wmc3,-1.3,-1.155,-2.885
R,2013-11,wmc4,-0.82,-0.763,-0.882
R,2013-11,nw8,-1.48,-1.496,-1.519
R,2013-11,ceh3,-1.18,-1.067,-0.527
R,2013-11,ceh7,-0.53,-0.562,-0.134
R,2013-11,ceh8,-0.55,-0.527,-0.515
R,2013-11,ceh15,-1.101,-1.008,0.127
R,2013-11,ceh22,-0.66,-0.51,-0.005
R,2013-11,ceh35,-0.74,-0.606,-0.515
R,2013-11,ceh37,-0.57,-0.562,-0.615
R,2013-11,ceh38,-0.67,-0.603,-0.63
R,2013-12,nw1,-1.27,-1.202,-1.546
R,2013-12,nw2,-0.45,-0.523,-0.607
R,2013-12,nw3,-0.1,-0.326,-0.914
R,2013-12,nw4,0.02,-0.113,-0.265
R,2013-12,nw4b,0.03,-0.146,-0.361
R,2013-12,nw5,-0.58,-0.447,0.166
R,2013-12,nw6,-0.25,-0.304,-0.467
R,2013-12,nw7,-1.29,-1.017,-1.363
R,2013-12,nw9,-0.639,-0.688,0.676
R,2013-12,nw10,-0.96,-0.831,-0.735
R,2013-12,nw11,-0.54,-0.564,-0.723
R,2013-12,nw13,-0.41,-0.531,-0.661
R,2013-12,ceh1,-0.33,-0.439,-1.336
R,2013-12,ceh2,-1.29,-1.068,-2.004
R,2013-12,ceh4,-0.57,-0.489,-0.402
R,2013-12,ceh5,0.15,-0.204,-0.649
R,2013-12,ceh6,0.025,-0.045,-0.066
R,2013-12,ceh10,-1.05,-0.965,-0.814
R,2013-12,ceh11,-0.1,-0.219,0.446
R,2013-12,ceh13,-1.12,-0.737,-3.498
R,2013-12,ceh14,-1.22,-0.746,-3.193
R,2013-12,ceh16,-0.77,-0.758,0.163
R,2013-12,ceh17,-2.03,-1.795,-0.176
R,2013-12,ceh18,-0.71,-0.623,0.093
R,2013-12,ceh19,-0.82,-0.776,0.793
R,2013-12,ceh20,-1.23,-1.002,-1.365
R,2013-12,ceh21,-0.98,-0.715,-0.579
R,2013-12,ceh23,0.04,-0.136,-0.206
R,2013-12,ceh24,-0.03,-0.212,-0.155
R,2013-12,ceh25,0.065,-0.2,-0.201
R,2013-12,ceh26,0.015,-0.11,-0.436
R,2013-12,ceh27,0.0,-0.098,-0.251
R,2013-12,ceh28,-0.15,-0.318,-0.402
R,2013-12,ceh30,-1.68,-1.437,-1.357
R,2013-12,ceh31,-1.49,-1.36,-0.06
R,2013-12,ceh33,-1.64,-1.399,-1.517
R,2013-12,ceh34,-0.81,-0.623,-2.013
R,2013-12,ceh36,-0.74,-0.497,-1.233
R,2013-12,wmc3,-1.26,-0.875,-2.73
R,2013-12,wmc4,-0.46,-0.506,-0.661
R,2013-12,nw8,-1.37,-1.307,-1.364
R,2013-12,ceh3,-0.81,-0.898,-0.285
R,2013-12,ceh7,-0.13,-0.285,0.092
R,2013-12,ceh8,-0.17,-0.253,-0.26
R,2013-12,ceh15,-1.021,-0.795,0.395
R,2013-12,ceh22,-0.33,-0.236,0.22
R,2013-12,ceh35,-0.34,-0.326,-0.273
R,2013-12,ceh37,-0.03,-0.285,-0.367
R,2013-12,ceh38,-0.31,-0.355,-0.388
R,2014-01,nw1,-0.83,-0.813,-1.231
R,2014-01,nw2,-0.02,-0.172,-0.27
R,2014-01,nw3,0.02,0.053,-0.532
R,2014-01,nw4,0.02,0.252,0.091
R,2014-01,nw4b,0.02,0.222,-0.005
R,2014-01,nw5,-0.03,-0.101,0.42
R,2014-01,nw6,0.08,0.034,-0.151
R,2014-01,nw7,-0.84,-0.639,-1.055
R,2014-01,nw9,-0.309,-0.463,1.026
R,2014-01,nw10,-0.45,-0.543,-0.384
R,2014-01,nw11,-0.07,-0.212,-0.37
R,2014-01,nw13,0.03,-0.18,-0.346
R,2014-01,ceh1,0.16,-0.093,-0.98
R,2014-01,ceh2,-0.77,-0.775,-1.648
R,2014-01,ceh4,-0.16,-0.14,-0.058
R,2014-01,ceh5,0.16,0.196,-0.324
R,2014-01,ceh6,0.33,0.341,0.314
R,2014-01,ceh10,-0.18,-0.545,-0.434
R,2014-01,ceh11,-0.07,0.182,0.718
R,2014-01,ceh13,-0.7,-0.45,-3.217
R,2014-01,ceh14,-0.75,-0.459,-2.84
R,2014-01,ceh16,-0.33,-0.53,0.523
R,2014-01,ceh17,-1.62,-1.52,0.174
R,2014-01,ceh18,-0.37,-0.267,0.395
R,2014-01,ceh19,-0.46,-0.547,1.152
R,2014-01,ceh20,-0.81,-0.71,-1.004
R,2014-01,ceh21,-0.63,-0.354,-0.202
R,2014-01,ceh23,0.03,0.258,0.172
R,2014-01,ceh24,0.25,0.16,0.195
R,2014-01,ceh25,0.375,0.199,0.173
R,2014-01,ceh26,0.025,0.282,-0.054
R,2014-01,ceh27,0.05,0.292,0.132
R,2014-01,ceh28,0.14,0.061,-0.037
R,2014-01,ceh30,-1.21,-1.137,-0.996
R,2014-01,ceh31,-1.06,-1.104,0.3
R,2014-01,ceh33,-1.21,-1.1,-1.156
R,2014-01,ceh34,-0.09,-0.339,-1.732
R,2014-01,ceh36,-0.24,-0.148,-0.889
R,2014-01,ceh39,0.0,-0.062,-1.705
R,2014-01,wmc3,-0.8,-0.504,-2.51
R,2014-01,wmc4,-0.02,-0.156,-0.346
R,2014-01,nw8,-0.92,-1.054,-1.144
R,2014-01,ceh3,-0.57,-0.663,0.059
R,2014-01,ceh7,0.09,0.091,0.422
R,2014-01,ceh8,-0.15,0.122,0.097
R,2014-01,ceh15,-0.621,-0.507,0.755
R,2014-01,ceh22,-0.09,0.137,0.548
R,2014-01,ceh35,-0.1,0.053,0.071
R,2014-01,ceh37,0.25,0.091,-0.017
R,2014-01,ceh38,-0.02,-0.014,-0.044
R,2014-02,nw1,-0.83,-0.651,-1.14
R,2014-02,nw2,-0.01,-0.047,-0.157
R,2014-02,nw3,0.03,0.18,-0.402
R,2014-02,nw4,0.03,0.366,0.195
R,2014-02,nw4b,0.03,0.337,0.099
R,2014-02,nw5,0.05,0.02,0.454
R,2014-02,nw6,0.09,0.147,-0.058
R,2014-02,nw7,-0.6,-0.487,-0.971
R,2014-02,nw9,-0.149,-0.388,1.151
R,2014-02,nw10,-0.3,-0.405,-0.26
R,2014-02,nw11,-0.02,-0.085,-0.243
R,2014-02,nw13,0.01,-0.055,-0.255
R,2014-02,ceh1,0.34,0.027,-0.85
R,2014-02,ceh2,-0.52,-0.633,-1.518
R,2014-02,ceh4,-0.08,-0.017,0.036
R,2014-02,ceh5,0.22,0.3,-0.249
R,2014-02,ceh6,0.28,0.432,0.4
R,2014-02,ceh10,-0.17,-0.38,-0.307
R,2014-02,ceh11,0.08,0.287,0.706
R,2014-02,ceh13,-0.51,-0.314,-3.086
R,2014-02,ceh14,-0.42,-0.323,-2.713
R,2014-02,ceh16,-0.22,-0.452,0.656
R,2014-02,ceh17,-1.48,-1.398,0.299
R,2014-02,ceh18,-0.19,-0.137,0.474
R,2014-02,ceh19,-0.33,-0.468,1.285
R,2014-02,ceh20,-0.59,-0.569,-0.87
R,2014-02,ceh21,-0.43,-0.219,-0.052
R,2014-02,ceh23,0.03,0.356,0.256
R,2014-02,ceh24,0.32,0.28,0.295
R,2014-02,ceh25,0.365,0.303,0.252
R,2014-02,ceh26,0.025,0.378,0.032
R,2014-02,ceh27,0.19,0.388,0.221
R,2014-02,ceh28,0.25,0.187,0.077
R,2014-02,ceh30,-1.04,-0.988,-0.862
R,2014-02,ceh31,-0.9,-1.0,0.433
R,2014-02,ceh33,-1.03,-0.952,-1.022
R,2014-02,ceh34,-0.17,-0.205,-1.601
R,2014-02,ceh36,0.042,-0.025,-0.795
R,2014-02,ceh39,0.08,0.056,-1.671
R,2014-02,wmc3,-0.6,-0.361,-2.439
R,2014-02,wmc4,-0.04,-0.032,-0.255
R,2014-02,nw8,-0.72,-0.953,-1.073
R,2014-02,ceh3,-0.65,-0.579,0.153
R,2014-02,ceh7,0.07,0.216,0.503
R,2014-02,ceh8,-0.13,0.244,0.202
R,2014-02,ceh15,-0.171,-0.37,0.888
R,2014-02,ceh22,0.02,0.259,0.627
R,2014-02,ceh35,0.03,0.18,0.165
R,2014-02,ceh37,0.32,0.216,0.083
R,2014-02,ceh38,0.0,0.102,0.05
R,2014-03,nw1,-0.93,-0.695,-1.25
R,2014-03,nw2,-0.11,-0.125,-0.247
R,2014-03,nw3,0.0,0.084,-0.496
R,2014-03,nw4,0.03,0.258,0.078
R,2014-03,nw4b,0.03,0.231,-0.018
R,2014-03,nw5,0.01,-0.062,0.291
R,2014-03,nw6,0.13,0.058,-0.167
R,2014-03,nw7,-0.61,-0.54,-1.087
R,2014-03,nw9,-0.269,-0.449,1.073
R,2014-03,nw10,-0.34,-0.422,-0.339
R,2014-03,nw11,-0.14,-0.161,-0.319
R,2014-03,nw13,-0.13,-0.132,-0.364
R,2014-03,ceh1,0.19,-0.055,-0.923
R,2014-03,ceh2,-0.53,-0.645,-1.591
R,2014-03,ceh4,-0.17,-0.097,-0.091
R,2014-03,ceh5,0.1,0.16,-0.393
R,2014-03,ceh6,0.08,0.281,0.244
R,2014-03,ceh10,-0.46,-0.44,-0.403
R,2014-03,ceh11,-0.03,0.149,0.46
R,2014-03,ceh13,-0.42,-0.332,-3.11
R,2014-03,ceh14,-0.22,-0.341,-2.789
R,2014-03,ceh16,-0.28,-0.511,0.586
R,2014-03,ceh17,-1.59,-1.415,0.221
R,2014-03,ceh18,-0.22,-0.21,0.352
R,2014-03,ceh19,-0.46,-0.526,1.214
R,2014-03,ceh20,-0.61,-0.583,-0.939
R,2014-03,ceh21,-0.46,-0.287,-0.107
R,2014-03,ceh23,0.03,0.212,0.098
R,2014-03,ceh24,0.29,0.178,0.173
R,2014-03,ceh25,-0.125,0.163,0.09
R,2014-03,ceh26,0.025,0.232,-0.123
R,2014-03,ceh27,0.03,0.24,0.068
R,2014-03,ceh28,0.12,0.09,-0.032
R,2014-03,ceh30,-1.09,-0.994,-0.931
R,2014-03,ceh31,-1.03,-1.035,0.363
R,2014-03,ceh33,-1.08,-0.958,-1.091
R,2014-03,ceh34,-0.12,-0.225,-1.625
R,2014-03,ceh36,-0.2,-0.104,-0.922
R,2014-03,ceh39,0.05,-0.028,-1.834
R,2014-03,wmc3,-0.65,-0.421,-2.505
R,2014-03,wmc4,-0.18,-0.111,-0.364
R,2014-03,nw8,-0.84,-0.989,-1.139
R,2014-03,ceh3,-0.74,-0.632,0.026
R,2014-03,ceh7,0.06,0.117,0.364
R,2014-03,ceh8,-0.16,0.144,0.086
R,2014-03,ceh15,-0.251,-0.387,0.818
R,2014-03,ceh22,-0.03,0.158,0.486
R,2014-03,ceh35,-0.13,0.084,0.038
R,2014-03,ceh37,0.09,0.117,-0.039
R,2014-03,ceh38,-0.04,0.015,-0.077
R,2014-04,nw1,-1.25,-0.832,-1.449
R,2014-04,nw2,-0.44,-0.294,-0.426
R,2014-04,nw3,-0.14,-0.107,-0.684
R,2014-04,nw4,0.02,0.056,-0.132
R,2014-04,nw4b,-0.02,0.031,-0.228
R,2014-04,nw5,-0.08,-0.235,0.041
R,2014-04,nw6,-0.08,-0.122,-0.365
R,2014-04,nw7,-0.9,-0.686,-1.291
R,2014-04,nw9,-0.419,-0.574,0.904
R,2014-04,nw10,-0.61,-0.526,-0.508
R,2014-04,nw11,-0.48,-0.328,-0.486
R,2014-04,nw13,-0.44,-0.301,-0.563
R,2014-04,ceh1,-0.03,-0.228,-1.087
R,2014-04,ceh2,-0.75,-0.746,-1.755
R,2014-04,ceh4,-0.41,-0.268,-0.31
R,2014-04,ceh5,-0.27,-0.065,-0.629
R,2014-04,ceh6,-0.27,0.045,0.004
R,2014-04,ceh9,-0.28,-0.208,-2.217
