well,window_years,window_end_year,MINw_m_bg,cluster_id,cluster_label,network
d17,4,2020,-0.8600000000000001,2,C2 (Dune),Reference
d17,4,2021,-0.8699999999999999,2,C2 (Dune),Reference
d17,4,2022,-0.82,2,C2 (Dune),Reference
d17,4,2023,-0.8325,2,C2 (Dune),Reference
d17,4,2024,-0.7725,2,C2 (Dune),Reference
d17,4,2025,-0.76,2,C2 (Dune),Reference
d25,4,2014,-1.005,3,C3 (Western Residual),Reference
d25,4,2015,-1.0175,3,C3 (Western Residual),Reference
d25,4,2016,-1.0,3,C3 (Western Residual),Reference
d25,4,2017,-0.9550000000000001,3,C3 (Western Residual),Reference
d25,4,2018,-1.0025,3,C3 (Western Residual),Reference
d25,4,2019,-1.0575,3,C3 (Western Residual),Reference
d25,4,2020,-1.0875,3,C3 (Western Residual),Reference
d25,4,2021,-1.0925,3,C3 (Western Residual),Reference
d25,4,2022,-1.04,3,C3 (Western Residual),Reference
d25,4,2023,-1.0550000000000002,3,C3 (Western Residual),Reference
d38,4,2016,-1.125,3,C3 (Western Residual),Reference
d38,4,2017,-1.135,3,C3 (Western Residual),Reference
d38,4,2018,-1.185,3,C3 (Western Residual),Reference
d38,4,2019,-1.23,3,C3 (Western Residual),Reference
d38,4,2020,-1.22,3,C3 (Western Residual),Reference
d38,4,2021,-1.22,3,C3 (Western Residual),Reference
d38,4,2022,-1.18,3,C3 (Western Residual),Reference
d38,4,2023,-1.1925,3,C3 (Western Residual),Reference
d38,4,2024,-1.17,3,C3 (Western Residual),Reference
d38,4,2025,-1.1475,3,C3 (Western Residual),Reference
d41,4,2016,-0.8625,2,C2 (Dune),Reference
d41,4,2017,-0.8374999999999999,2,C2 (Dune),Reference
d41,4,2018,-0.8825000000000001,2,C2 (Dune),Reference
d41,4,2019,-0.925,2,C2 (Dune),Reference
d41,4,2020,-0.9125000000000001,2,C2 (Dune),Reference
d41,4,2021,-0.93,2,C2 (Dune),Reference
d41,4,2022,-0.895,2,C2 (Dune),Reference
d41,4,2023,-0.9175,2,C2 (Dune),Reference
d41,4,2024,-0.8775000000000001,2,C2 (Dune),Reference
d41,4,2025,-0.8575,2,C2 (Dune),Reference
d43,4,2014,-1.0825,2,C2 (Dune),Reference
d43,4,2015,-1.1150000000000002,2,C2 (Dune),Reference
d43,4,2016,-1.0975000000000001,2,C2 (Dune),Reference
d43,4,2017,-1.06,2,C2 (Dune),Reference
d43,4,2018,-1.11,2,C2 (Dune),Reference
d43,4,2019,-1.155,2,C2 (Dune),Reference
d43,4,2020,-1.1475,2,C2 (Dune),Reference
d43,4,2021,-1.1425,2,C2 (Dune),Reference
d43,4,2022,-1.095,2,C2 (Dune),Reference
d43,4,2023,-1.115,2,C2 (Dune),Reference
d43,4,2024,-1.0575,2,C2 (Dune),Reference
d43,4,2025,-1.0625,2,C2 (Dune),Reference
d44,4,2014,-1.115,2,C2 (Dune),Reference
d44,4,2015,-1.1500000000000001,2,C2 (Dune),Reference
d44,4,2016,-1.1400000000000001,2,C2 (Dune),Reference
d44,4,2017,-1.1225,2,C2 (Dune),Reference
d44,4,2018,-1.1775000000000002,2,C2 (Dune),Reference
d44,4,2019,-1.23,2,C2 (Dune),Reference
d44,4,2020,-1.2125,2,C2 (Dune),Reference
d44,4,2021,-1.2275,2,C2 (Dune),Reference
d44,4,2022,-1.18,2,C2 (Dune),Reference
d44,4,2023,-1.1875,2,C2 (Dune),Reference
d44,4,2024,-1.1425,2,C2 (Dune),Reference
d44,4,2025,-1.12,2,C2 (Dune),Reference
d5,4,2014,-1.0275,2,C2 (Dune),Reference
d5,4,2015,-1.0575,2,C2 (Dune),Reference
d5,4,2016,-1.0375,2,C2 (Dune),Reference
d5,4,2017,-0.97,2,C2 (Dune),Reference
d5,4,2018,-1.0275,2,C2 (Dune),Reference
d5,4,2019,-1.0725,2,C2 (Dune),Reference
d5,4,2020,-1.0625,2,C2 (Dune),Reference
d5,4,2021,-1.075,2,C2 (Dune),Reference
d5,4,2022,-1.0175,2,C2 (Dune),Reference
d5,4,2023,-1.0299999999999998,2,C2 (Dune),Reference
d5,4,2024,-0.9625,2,C2 (Dune),Reference
d5,4,2025,-0.945,2,C2 (Dune),Reference
d6,4,2014,-1.0350000000000001,2,C2 (Dune),Reference
d6,4,2015,-1.0675,2,C2 (Dune),Reference
d6,4,2016,-1.0474999999999999,2,C2 (Dune),Reference
d6,4,2017,-0.9974999999999999,2,C2 (Dune),Reference
d6,4,2018,-1.0325,2,C2 (Dune),Reference
d6,4,2019,-1.075,2,C2 (Dune),Reference
d6,4,2020,-1.0675,2,C2 (Dune),Reference
d6,4,2021,-1.0875,2,C2 (Dune),Reference
d6,4,2022,-1.0525,2,C2 (Dune),Reference
d6,4,2023,-1.0675,2,C2 (Dune),Reference
d6,4,2024,-1.0075,2,C2 (Dune),Reference
d6,4,2025,-0.9974999999999999,2,C2 (Dune),Reference
d8,4,2016,-0.875,2,C2 (Dune),Reference
d8,4,2017,-0.8375,2,C2 (Dune),Reference
d8,4,2018,-0.8825,2,C2 (Dune),Reference
d8,4,2019,-0.9025000000000001,2,C2 (Dune),Reference
d8,4,2020,-0.88,2,C2 (Dune),Reference
d8,4,2021,-0.875,2,C2 (Dune),Reference
d8,4,2022,-0.8200000000000001,2,C2 (Dune),Reference
d8,4,2023,-0.8375,2,C2 (Dune),Reference
d8,4,2024,-0.7825,2,C2 (Dune),Reference
d8,4,2025,-0.7675,2,C2 (Dune),Reference
d9,4,2016,-1.0575,3,C3 (Western Residual),Reference
d9,4,2017,-1.0025,3,C3 (Western Residual),Reference
d9,4,2018,-1.0550000000000002,3,C3 (Western Residual),Reference
d9,4,2019,-1.095,3,C3 (Western Residual),Reference
d9,4,2020,-1.0725,3,C3 (Western Residual),Reference
d9,4,2021,-1.0625,3,C3 (Western Residual),Reference
d9,4,2022,-0.9924999999999999,3,C3 (Western Residual),Reference
d9,4,2023,-1.0225,3,C3 (Western Residual),Reference
d9,4,2024,-0.96,3,C3 (Western Residual),Reference
d9,4,2025,-0.9424999999999999,3,C3 (Western Residual),Reference
fe1,4,2020,-1.3575,4,C4 (Main Forest),Extended
fe1,4,2021,-1.4,4,C4 (Main Forest),Extended
fe1,4,2022,-1.2574999999999998,4,C4 (Main Forest),Extended
fe1,4,2023,-1.2475,4,C4 (Main Forest),Extended
fe1,4,2024,-1.1724999999999999,4,C4 (Main Forest),Extended
fe1,4,2025,-1.0875000000000001,4,C4 (Main Forest),Extended
fe2,4,2020,-2.0999999999999996,5,C5 (Coastal Forest),Extended
fe2,4,2021,-2.14,5,C5 (Coastal Forest),Extended
fe2,4,2022,-2.025,5,C5 (Coastal Forest),Extended
fe2,4,2023,-2.015,5,C5 (Coastal Forest),Extended
fe2,4,2024,-1.9425,5,C5 (Coastal Forest),Extended
fe2,4,2025,-1.87,5,C5 (Coastal Forest),Extended
fe3,4,2021,-2.4325,5,C5 (Coastal Forest),Extended
fe3,4,2022,-2.36,5,C5 (Coastal Forest),Extended
fe3,4,2023,-2.3525,5,C5 (Coastal Forest),Extended
fe3,4,2024,-2.3000000000000003,5,C5 (Coastal Forest),Extended
fe3,4,2025,-2.2225,5,C5 (Coastal Forest),Extended
fe4,4,2022,-1.9925,5,C5 (Coastal Forest),Extended
fe4,4,2023,-1.985,5,C5 (Coastal Forest),Extended
fe4,4,2024,-1.89,5,C5 (Coastal Forest),Extended
fe4,4,2025,-1.7999999999999998,5,C5 (Coastal Forest),Extended
l7,4,2016,-2.1325,2,C2 (Dune),Reference
l7,4,2017,-2.135,2,C2 (Dune),Reference
l7,4,2018,-2.175,2,C2 (Dune),Reference
l7,4,2019,-2.21,2,C2 (Dune),Reference
l7,4,2020,-2.1875,2,C2 (Dune),Reference
l7,4,2021,-2.1825,2,C2 (Dune),Reference
l7,4,2022,-2.1525,2,C2 (Dune),Reference
l7,4,2023,-2.1725,2,C2 (Dune),Reference
l7,4,2024,-2.0949999999999998,2,C2 (Dune),Reference
l7,4,2025,-2.0875,2,C2 (Dune),Reference
lis1,4,2022,-1.2975,4,C4 (Main Forest),Extended
lis1,4,2023,-1.29,4,C4 (Main Forest),Extended
lis1,4,2024,-1.19,4,C4 (Main Forest),Extended
lis1,4,2025,-1.1025,4,C4 (Main Forest),Extended
llynrhos,4,2015,0.335,,,Reference
llynrhos,4,2016,0.35500000000000004,,,Reference
llynrhos,4,2017,0.34,,,Reference
llynrhos,4,2018,0.3275,,,Reference
llynrhos,4,2019,0.2975,,,Reference
llynrhos,4,2020,0.2725,,,Reference
llynrhos,4,2021,0.25,,,Reference
llynrhos,4,2022,0.235,,,Reference
llynrhos,4,2023,0.27,,,Reference
llynrhos,4,2024,0.315,,,Reference
llynrhos,4,2025,0.36,,,Reference
nw1,4,2009,-1.7600000000000002,3,C3 (Western Residual),Reference
nw1,4,2010,-1.785,3,C3 (Western Residual),Reference
nw1,4,2011,-1.8499999999999999,3,C3 (Western Residual),Reference
nw1,4,2012,-2.0275,3,C3 (Western Residual),Reference
nw1,4,2013,-2.1875,3,C3 (Western Residual),Reference
nw1,4,2014,-2.1625,3,C3 (Western Residual),Reference
nw1,4,2015,-2.1624999999999996,3,C3 (Western Residual),Reference
nw1,4,2016,-2.13,3,C3 (Western Residual),Reference
nw1,4,2017,-2.0075000000000003,3,C3 (Western Residual),Reference
nw1,4,2018,-2.07,3,C3 (Western Residual),Reference
nw1,4,2019,-2.13,3,C3 (Western Residual),Reference
nw1,4,2020,-2.16,3,C3 (Western Residual),Reference
nw1,4,2021,-2.2075,3,C3 (Western Residual),Reference
nw1,4,2022,-2.1275000000000004,3,C3 (Western Residual),Reference
nw1,4,2023,-2.13,3,C3 (Western Residual),Reference
nw1,4,2024,-2.0324999999999998,3,C3 (Western Residual),Reference
nw1,4,2025,-1.9649999999999999,3,C3 (Western Residual),Reference
nw10,4,2011,-1.3875,4,C4 (Main Forest),Reference
nw10,4,2017,-1.4525,4,C4 (Main Forest),Reference
nw10,4,2018,-1.595,4,C4 (Main Forest),Reference
nw10,4,2019,-1.6724999999999999,4,C4 (Main Forest),Reference
nw10,4,2024,-1.51,4,C4 (Main Forest),Reference
nw10,4,2025,-1.41,4,C4 (Main Forest),Reference
nw11,4,2011,-1.0975,3,C3 (Western Residual),Reference
nw11,4,2012,-1.2774999999999999,3,C3 (Western Residual),Reference
nw11,4,2013,-1.45,3,C3 (Western Residual),Reference
nw11,4,2014,-1.425,3,C3 (Western Residual),Reference
nw11,4,2015,-1.4225,3,C3 (Western Residual),Reference
nw11,4,2016,-1.3900000000000001,3,C3 (Western Residual),Reference
nw11,4,2017,-1.255,3,C3 (Western Residual),Reference
nw11,4,2018,-1.32,3,C3 (Western Residual),Reference
nw11,4,2019,-1.3775,3,C3 (Western Residual),Reference
nw11,4,2020,-1.395,3,C3 (Western Residual),Reference
nw11,4,2021,-1.4425000000000001,3,C3 (Western Residual),Reference
nw11,4,2022,-1.3575000000000002,3,C3 (Western Residual),Reference
nw11,4,2023,-1.355,3,C3 (Western Residual),Reference
nw11,4,2024,-1.2625,3,C3 (Western Residual),Reference
nw11,4,2025,-1.1925000000000001,3,C3 (Western Residual),Reference
nw12,4,2011,-1.505,4,C4 (Main Forest),Extended
nw13,4,2017,-1.1775,3,C3 (Western Residual),Reference
nw13,4,2018,-1.2225,3,C3 (Western Residual),Reference
nw13,4,2019,-1.2725,3,C3 (Western Residual),Reference
nw13,4,2020,-1.3025,3,C3 (Western Residual),Reference
nw13,4,2021,-1.3525,3,C3 (Western Residual),Reference
nw13,4,2022,-1.2925,3,C3 (Western Residual),Reference
nw13,4,2023,-1.2925,3,C3 (Western Residual),Reference
nw13,4,2024,-1.2025000000000001,3,C3 (Western Residual),Reference
nw13,4,2025,-1.135,3,C3 (Western Residual),Reference
nw2,4,2009,-0.935,3,C3 (Western Residual),Reference
nw2,4,2010,-0.9625,3,C3 (Western Residual),Reference
nw2,4,2011,-1.0325,3,C3 (Western Residual),Reference
nw2,4,2012,-1.2125,3,C3 (Western Residual),Reference
nw2,4,2013,-1.3775,3,C3 (Western Residual),Reference
nw2,4,2014,-1.355,3,C3 (Western Residual),Reference
nw2,4,2015,-1.3550000000000002,3,C3 (Western Residual),Reference
nw2,4,2016,-1.32,3,C3 (Western Residual),Reference
nw2,4,2017,-1.2075,3,C3 (Western Residual),Reference
nw2,4,2018,-1.27,3,C3 (Western Residual),Reference
nw2,4,2019,-1.3175000000000001,3,C3 (Western Residual),Reference
nw2,4,2020,-1.35,3,C3 (Western Residual),Reference
nw2,4,2021,-1.3825,3,C3 (Western Residual),Reference
nw2,4,2022,-1.3025,3,C3 (Western Residual),Reference
nw2,4,2023,-1.3125,3,C3 (Western Residual),Reference
nw2,4,2024,-1.2149999999999999,3,C3 (Western Residual),Reference
nw2,4,2025,-1.145,3,C3 (Western Residual),Reference
nw3,4,2010,-0.79,2,C2 (Dune),Reference
nw3,4,2011,-0.8125,2,C2 (Dune),Reference
nw4,4,2010,-0.56,2,C2 (Dune),Reference
nw4,4,2011,-0.585,2,C2 (Dune),Reference
nw4,4,2012,-0.705,2,C2 (Dune),Reference
nw4,4,2013,-0.8025,2,C2 (Dune),Reference
nw4,4,2014,-0.7825,2,C2 (Dune),Reference
nw4,4,2015,-0.8174999999999999,2,C2 (Dune),Reference
nw4,4,2016,-0.795,2,C2 (Dune),Reference
nw4,4,2017,-0.7450000000000001,2,C2 (Dune),Reference
nw4,4,2018,-0.7875,2,C2 (Dune),Reference
nw4,4,2019,-0.8175,2,C2 (Dune),Reference
nw4,4,2020,-0.815,2,C2 (Dune),Reference
nw4,4,2021,-0.8150000000000001,2,C2 (Dune),Reference
nw4,4,2022,-0.7775,2,C2 (Dune),Reference
nw4,4,2023,-0.8,2,C2 (Dune),Reference
nw4,4,2024,-0.7575,2,C2 (Dune),Reference
nw4,4,2025,-0.7525000000000001,2,C2 (Dune),Reference
nw4b,4,2010,-0.60875,2,C2 (Dune),Reference
nw4b,4,2011,-0.64,2,C2 (Dune),Reference
nw4b,4,2012,-0.7625,2,C2 (Dune),Reference
nw4b,4,2013,-0.86,2,C2 (Dune),Reference
nw4b,4,2014,-0.84,2,C2 (Dune),Reference
nw4b,4,2015,-0.8625,2,C2 (Dune),Reference
nw4b,4,2016,-0.84,2,C2 (Dune),Reference
nw4b,4,2017,-0.785,2,C2 (Dune),Reference
nw4b,4,2018,-0.8300000000000001,2,C2 (Dune),Reference
nw4b,4,2019,-0.8625,2,C2 (Dune),Reference
nw4b,4,2020,-0.8550000000000001,2,C2 (Dune),Reference
nw4b,4,2021,-0.8550000000000001,2,C2 (Dune),Reference
nw4b,4,2022,-0.8175000000000001,2,C2 (Dune),Reference
nw4b,4,2023,-0.8375,2,C2 (Dune),Reference
nw4b,4,2024,-0.79,2,C2 (Dune),Reference
nw4b,4,2025,-0.8,2,C2 (Dune),Reference
nw5,4,2009,-0.8200000000000001,3,C3 (Western Residual),Reference
nw5,4,2010,-0.8225,3,C3 (Western Residual),Reference
nw5,4,2011,-0.9,3,C3 (Western Residual),Reference
nw5,4,2012,-1.0475,3,C3 (Western Residual),Reference
nw5,4,2013,-1.1675000000000002,3,C3 (Western Residual),Reference
nw5,4,2014,-1.1525,3,C3 (Western Residual),Reference
nw5,4,2015,-1.1475,3,C3 (Western Residual),Reference
nw5,4,2023,-1.13,3,C3 (Western Residual),Reference
nw5,4,2024,-1.055,3,C3 (Western Residual),Reference
nw5,4,2025,-1.0325,3,C3 (Western Residual),Reference
nw6,4,2009,-0.605,3,C3 (Western Residual),Reference
nw6,4,2010,-0.63,3,C3 (Western Residual),Reference
nw6,4,2011,-0.7424999999999999,3,C3 (Western Residual),Reference
nw7,4,2009,-1.3116666666666668,3,C3 (Western Residual),Reference
nw7,4,2010,-1.3775,3,C3 (Western Residual),Reference
nw7,4,2011,-1.475,3,C3 (Western Residual),Reference
nw8,4,2010,-1.4025,5,C5 (Coastal Forest),Extended
nw8,4,2011,-1.5150000000000001,5,C5 (Coastal Forest),Extended
nw8b,4,2019,-1.9825000000000002,5,C5 (Coastal Forest),Extended
nw8b,4,2020,-1.995,5,C5 (Coastal Forest),Extended
nw8b,4,2021,-2.04,5,C5 (Coastal Forest),Extended
nw8b,4,2022,-1.96,5,C5 (Coastal Forest),Extended
nw8b,4,2023,-1.96,5,C5 (Coastal Forest),Extended
nw8b,4,2024,-1.8800000000000001,5,C5 (Coastal Forest),Extended
nw8b,4,2025,-1.815,5,C5 (Coastal Forest),Extended
nw9,4,2010,-0.5814999999999999,5,C5 (Coastal Forest),Reference
nw9,4,2011,-0.724,5,C5 (Coastal Forest),Reference
nw9,4,2012,-0.9514999999999999,5,C5 (Coastal Forest),Reference
nw9,4,2013,-1.1465,5,C5 (Coastal Forest),Reference
nw9,4,2014,-1.1915,5,C5 (Coastal Forest),Reference
nw9,4,2015,-1.179,5,C5 (Coastal Forest),Reference
nw9,4,2016,-1.1415000000000002,5,C5 (Coastal Forest),Reference
nw9,4,2017,-1.0614999999999999,5,C5 (Coastal Forest),Reference
nw9,4,2018,-1.1215,5,C5 (Coastal Forest),Reference
nw9,4,2019,-1.194,5,C5 (Coastal Forest),Reference
nw9,4,2020,-1.2265,5,C5 (Coastal Forest),Reference
nw9,4,2021,-1.3014999999999999,5,C5 (Coastal Forest),Reference
nw9,4,2022,-1.239,5,C5 (Coastal Forest),Reference
nw9,4,2023,-1.244,5,C5 (Coastal Forest),Reference
nw9,4,2024,-1.2165,5,C5 (Coastal Forest),Reference
nw9,4,2025,-1.119,5,C5 (Coastal Forest),Reference
p2,4,2024,-0.8,1,C1 (Lake Edge),Extended
p2,4,2025,-0.8200000000000001,1,C1 (Lake Edge),Extended
pe,4,2024,-1.1949999999999998,2,C2 (Dune),Extended
pe,4,2025,-1.1875,2,C2 (Dune),Extended
pw,4,2024,-1.07,3,C3 (Western Residual),Extended
pw,4,2025,-1.035,3,C3 (Western Residual),Extended
t41a,4,2016,-0.9425,3,C3 (Western Residual),Reference
t41a,4,2017,-0.9199999999999999,3,C3 (Western Residual),Reference
t41a,4,2018,-0.9650000000000001,3,C3 (Western Residual),Reference
t41a,4,2019,-1.0025000000000002,3,C3 (Western Residual),Reference
t41a,4,2020,-0.9975,3,C3 (Western Residual),Reference
t41a,4,2021,-1.0150000000000001,3,C3 (Western Residual),Reference
t41a,4,2022,-0.9725000000000001,3,C3 (Western Residual),Reference
t41a,4,2023,-0.99,3,C3 (Western Residual),Reference
t41a,4,2024,-0.945,3,C3 (Western Residual),Reference
t41a,4,2025,-0.9249999999999999,3,C3 (Western Residual),Reference
t41b,4,2014,-0.8224999999999999,2,C2 (Dune),Reference
t41b,4,2015,-0.8524999999999999,2,C2 (Dune),Reference
t41b,4,2016,-0.8049999999999999,2,C2 (Dune),Reference
t41b,4,2017,-0.7849999999999999,2,C2 (Dune),Reference
t41b,4,2018,-0.835,2,C2 (Dune),Reference
t41b,4,2019,-0.8775,2,C2 (Dune),Reference
t41b,4,2020,-0.8724999999999999,2,C2 (Dune),Reference
t41b,4,2021,-0.885,2,C2 (Dune),Reference
t41b,4,2022,-0.84,2,C2 (Dune),Reference
t41b,4,2023,-0.835,2,C2 (Dune),Reference
t41b,4,2024,-0.79,2,C2 (Dune),Reference
t41b,4,2025,-0.7825,2,C2 (Dune),Reference
t41c,4,2016,-0.8475,2,C2 (Dune),Reference
t41c,4,2017,-0.82,2,C2 (Dune),Reference
t41c,4,2018,-0.865,2,C2 (Dune),Reference
t41c,4,2019,-0.9075,2,C2 (Dune),Reference
t41c,4,2020,-0.8999999999999999,2,C2 (Dune),Reference
t41c,4,2021,-0.9175,2,C2 (Dune),Reference
t41c,4,2022,-0.875,2,C2 (Dune),Reference
t41c,4,2023,-0.8899999999999999,2,C2 (Dune),Reference
t41c,4,2024,-0.845,2,C2 (Dune),Reference
t41c,4,2025,-0.8275,2,C2 (Dune),Reference
t41d,4,2016,-1.0625,2,C2 (Dune),Reference
t41d,4,2017,-1.0425,2,C2 (Dune),Reference
t41d,4,2018,-1.085,2,C2 (Dune),Reference
t41d,4,2019,-1.085,2,C2 (Dune),Reference
t41d,4,2020,-1.0725,2,C2 (Dune),Reference
t41d,4,2021,-1.085,2,C2 (Dune),Reference
t41d,4,2022,-1.0474999999999999,2,C2 (Dune),Reference
t41d,4,2023,-1.065,2,C2 (Dune),Reference
t41d,4,2024,-1.0225,2,C2 (Dune),Reference
t41d,4,2025,-1.0025,2,C2 (Dune),Reference
wmc1,4,2016,-1.0025,2,C2 (Dune),Reference
wmc1,4,2017,-0.9475,2,C2 (Dune),Reference
wmc1,4,2018,-1.0025,2,C2 (Dune),Reference
wmc1,4,2019,-1.0499999999999998,2,C2 (Dune),Reference
wmc1,4,2020,-1.0150000000000001,2,C2 (Dune),Reference
wmc1,4,2021,-1.0274999999999999,2,C2 (Dune),Reference
wmc1,4,2022,-0.9675,2,C2 (Dune),Reference
wmc1,4,2023,-0.9924999999999999,2,C2 (Dune),Reference
wmc1,4,2024,-0.9425000000000001,2,C2 (Dune),Reference
wmc1,4,2025,-0.9199999999999999,2,C2 (Dune),Reference
wmc2,4,2016,-1.0775,3,C3 (Western Residual),Reference
wmc2,4,2017,-1.0350000000000001,3,C3 (Western Residual),Reference
wmc2,4,2018,-1.0875,3,C3 (Western Residual),Reference
wmc2,4,2019,-1.135,3,C3 (Western Residual),Reference
wmc2,4,2020,-1.1324999999999998,3,C3 (Western Residual),Reference
wmc2,4,2021,-1.14,3,C3 (Western Residual),Reference
wmc2,4,2022,-1.045,3,C3 (Western Residual),Reference
wmc2,4,2023,-1.0675,3,C3 (Western Residual),Reference
wmc2,4,2024,-1.0075,3,C3 (Western Residual),Reference
wmc2,4,2025,-0.9674999999999999,3,C3 (Western Residual),Reference
wmc3,4,2017,-1.54,3,C3 (Western Residual),Reference
wmc3,4,2018,-1.6175,3,C3 (Western Residual),Reference
wmc3,4,2019,-1.7,3,C3 (Western Residual),Reference
wmc3,4,2024,-1.6275,3,C3 (Western Residual),Reference
wmc3,4,2025,-1.565,3,C3 (Western Residual),Reference
wmc4,4,2016,-1.3074999999999999,3,C3 (Western Residual),Reference
wmc4,4,2017,-1.2075,3,C3 (Western Residual),Reference
wmc4,4,2018,-1.265,3,C3 (Western Residual),Reference
wmc4,4,2019,-1.315,3,C3 (Western Residual),Reference
wmc4,4,2020,-1.3425,3,C3 (Western Residual),Reference
wmc4,4,2021,-1.385,3,C3 (Western Residual),Reference
wmc4,4,2022,-1.32,3,C3 (Western Residual),Reference
wmc4,4,2023,-1.3275,3,C3 (Western Residual),Reference
wmc4,4,2024,-1.2425,3,C3 (Western Residual),Reference
wmc4,4,2025,-1.18,3,C3 (Western Residual),Reference
ceh1,5,2011,-0.8959999999999999,3,C3 (Western Residual),Reference
ceh1,5,2012,-1.058,3,C3 (Western Residual),Reference
ceh1,5,2013,-1.216,3,C3 (Western Residual),Reference
ceh1,5,2014,-1.256,3,C3 (Western Residual),Reference
ceh1,5,2015,-1.256,3,C3 (Western Residual),Reference
ceh1,5,2016,-1.3079999999999998,3,C3 (Western Residual),Reference
ceh1,5,2017,-1.196,3,C3 (Western Residual),Reference
ceh1,5,2018,-1.134,3,C3 (Western Residual),Reference
ceh1,5,2019,-1.206,3,C3 (Western Residual),Reference
ceh1,5,2020,-1.2920000000000003,3,C3 (Western Residual),Reference
ceh1,5,2021,-1.248,3,C3 (Western Residual),Reference
ceh1,5,2022,-1.206,3,C3 (Western Residual),Reference
ceh1,5,2023,-1.212,3,C3 (Western Residual),Reference
ceh1,5,2024,-1.168,3,C3 (Western Residual),Reference
ceh1,5,2025,-1.044,3,C3 (Western Residual),Reference
ceh10,5,2015,-1.8079999999999998,3,C3 (Western Residual),Reference
ceh10,5,2016,-1.842,3,C3 (Western Residual),Reference
ceh10,5,2017,-1.768,3,C3 (Western Residual),Reference
ceh10,5,2018,-1.794,3,C3 (Western Residual),Reference
ceh10,5,2019,-1.8579999999999999,3,C3 (Western Residual),Reference
ceh10,5,2025,-1.778,3,C3 (Western Residual),Reference
ceh11,5,2011,-0.845,1,C1 (Lake Edge),Reference
ceh11,5,2017,-0.9380000000000001,1,C1 (Lake Edge),Reference
ceh11,5,2018,-0.982,1,C1 (Lake Edge),Reference
ceh11,5,2019,-1.044,1,C1 (Lake Edge),Reference
ceh11,5,2020,-1.054,1,C1 (Lake Edge),Reference
ceh11,5,2021,-1.01,1,C1 (Lake Edge),Reference
ceh11,5,2022,-1.012,1,C1 (Lake Edge),Reference
ceh11,5,2023,-1.0459999999999998,1,C1 (Lake Edge),Reference
ceh11,5,2024,-1.0100000000000002,1,C1 (Lake Edge),Reference
ceh11,5,2025,-0.97,1,C1 (Lake Edge),Reference
ceh13,5,2011,-1.342,4,C4 (Main Forest),Reference
ceh13,5,2018,-1.514,4,C4 (Main Forest),Reference
ceh13,5,2019,-1.636,4,C4 (Main Forest),Reference
ceh13,5,2025,-1.4179999999999997,4,C4 (Main Forest),Reference
ceh14,5,2011,-1.4600000000000002,4,C4 (Main Forest),Reference
ceh14,5,2018,-1.574,4,C4 (Main Forest),Reference
ceh14,5,2019,-1.686,4,C4 (Main Forest),Reference
ceh14,5,2025,-1.486,4,C4 (Main Forest),Reference
ceh15,5,2013,-1.4832,4,C4 (Main Forest),Extended
ceh15,5,2014,-1.527,4,C4 (Main Forest),Extended
ceh15,5,2015,-1.5250000000000001,4,C4 (Main Forest),Extended
ceh15,5,2016,-1.565,4,C4 (Main Forest),Extended
ceh15,5,2017,-1.459,4,C4 (Main Forest),Extended
ceh16,5,2013,-1.1720000000000002,5,C5 (Coastal Forest),Reference
ceh16,5,2014,-1.244,5,C5 (Coastal Forest),Reference
ceh16,5,2015,-1.262,5,C5 (Coastal Forest),Reference
ceh16,5,2016,-1.286,5,C5 (Coastal Forest),Reference
ceh16,5,2017,-1.2060000000000002,5,C5 (Coastal Forest),Reference
ceh16,5,2018,-1.1700000000000002,5,C5 (Coastal Forest),Reference
ceh16,5,2019,-1.228,5,C5 (Coastal Forest),Reference
ceh16,5,2020,-1.312,5,C5 (Coastal Forest),Reference
ceh16,5,2021,-1.344,5,C5 (Coastal Forest),Reference
ceh16,5,2022,-1.314,5,C5 (Coastal Forest),Reference
ceh16,5,2023,-1.3140000000000003,5,C5 (Coastal Forest),Reference
ceh16,5,2024,-1.298,5,C5 (Coastal Forest),Reference
ceh16,5,2025,-1.21,5,C5 (Coastal Forest),Reference
ceh17,5,2013,-2.286,5,C5 (Coastal Forest),Reference
ceh17,5,2014,-2.37,5,C5 (Coastal Forest),Reference
ceh17,5,2015,-2.394,5,C5 (Coastal Forest),Reference
ceh17,5,2016,-2.43,5,C5 (Coastal Forest),Reference
ceh17,5,2017,-2.378,5,C5 (Coastal Forest),Reference
ceh17,5,2018,-2.3600000000000003,5,C5 (Coastal Forest),Reference
ceh17,5,2019,-2.41,5,C5 (Coastal Forest),Reference
ceh17,5,2025,-2.3920000000000003,5,C5 (Coastal Forest),Reference
ceh18,5,2013,-1.1280000000000001,3,C3 (Western Residual),Reference
ceh18,5,2014,-1.216,3,C3 (Western Residual),Reference
ceh18,5,2015,-1.242,3,C3 (Western Residual),Reference
ceh18,5,2016,-1.298,3,C3 (Western Residual),Reference
ceh18,5,2017,-1.246,3,C3 (Western Residual),Reference
ceh18,5,2018,-1.228,3,C3 (Western Residual),Reference
ceh18,5,2019,-1.268,3,C3 (Western Residual),Reference
ceh18,5,2020,-1.3219999999999998,3,C3 (Western Residual),Reference
ceh18,5,2021,-1.294,3,C3 (Western Residual),Reference
ceh18,5,2022,-1.2999999999999998,3,C3 (Western Residual),Reference
ceh18,5,2023,-1.3379999999999999,3,C3 (Western Residual),Reference
ceh18,5,2024,-1.316,3,C3 (Western Residual),Reference
