quadrat,piezo,window_end_year,msl5_pipeline_m,msl5_published_m,diff_m,datum_offset_m,resid_m
CEH1-5,CEH1,2017,-0.23000000000000004,-0.09599999999999961,-0.13400000000000042,-0.1340000000000004,-2.7755575615628914e-17
CEH1-5,CEH1,2018,-0.31466666666666665,-0.18066666666666625,-0.1340000000000004,-0.1340000000000004,0.0
CEH1-5,CEH1,2019,-0.5173333333333334,-0.38333333333333297,-0.13400000000000045,-0.1340000000000004,-5.551115123125783e-17
CEH1-6,CEH1,2011,-0.29333333333333333,-0.10233333333333264,-0.1910000000000007,-0.19100000000000072,2.7755575615628914e-17
CEH1-6,CEH1,2012,-0.58,-0.38899999999999924,-0.19100000000000072,-0.19100000000000072,0.0
CEH1-6,CEH1,2013,-0.5746666666666667,-0.38366666666666593,-0.19100000000000072,-0.19100000000000072,0.0
CEH1-6,CEH1,2014,-0.5173333333333333,-0.3263333333333326,-0.19100000000000072,-0.19100000000000072,0.0
CEH1-6,CEH1,2015,-0.5626666666666666,-0.371666666666666,-0.19100000000000067,-0.19100000000000072,5.551115123125783e-17
CEH1-6,CEH1,2016,-0.366,-0.17499999999999924,-0.19100000000000075,-0.19100000000000072,-2.7755575615628914e-17
CEH1-6,CEH1,2017,-0.23000000000000004,-0.03899999999999926,-0.19100000000000078,-0.19100000000000072,-5.551115123125783e-17
CEH1-6,CEH1,2018,-0.31466666666666665,-0.12366666666666593,-0.19100000000000072,-0.19100000000000072,0.0
CEH1-6,CEH1,2019,-0.5173333333333334,-0.3263333333333326,-0.19100000000000084,-0.19100000000000072,-1.1102230246251565e-16
CEH22-1,CEH22,2014,-0.3473333333333333,-0.3003333333333332,-0.04700000000000015,-0.04700000000000013,-2.0816681711721685e-17
CEH22-1,CEH22,2015,-0.422,-0.3749999999999999,-0.0470000000000001,-0.04700000000000013,3.469446951953614e-17
CEH22-1,CEH22,2016,-0.336,-0.28899999999999987,-0.04700000000000015,-0.04700000000000013,-2.0816681711721685e-17
CEH22-1,CEH22,2017,-0.2833333333333333,-0.2363333333333332,-0.047000000000000125,-0.04700000000000013,6.938893903907228e-18
CEH22-1,CEH22,2018,-0.3226666666666667,-0.27566666666666656,-0.04700000000000015,-0.04700000000000013,-2.0816681711721685e-17
CEH22-1,CEH22,2019,-0.4493333333333333,-0.40233333333333315,-0.04700000000000015,-0.04700000000000013,-2.0816681711721685e-17
CEH22-2,CEH22,2014,-0.3473333333333333,-0.5493333333333329,0.20199999999999957,0.20199999999999954,2.7755575615628914e-17
CEH22-2,CEH22,2015,-0.422,-0.6239999999999996,0.20199999999999957,0.20199999999999954,2.7755575615628914e-17
CEH22-2,CEH22,2016,-0.336,-0.5379999999999996,0.20199999999999957,0.20199999999999954,2.7755575615628914e-17
CEH22-2,CEH22,2017,-0.2833333333333333,-0.48533333333333284,0.2019999999999995,0.20199999999999954,-2.7755575615628914e-17
CEH22-2,CEH22,2018,-0.3226666666666667,-0.5246666666666662,0.20199999999999946,0.20199999999999954,-8.326672684688674e-17
CEH22-2,CEH22,2019,-0.4493333333333333,-0.6513333333333329,0.20199999999999957,0.20199999999999954,2.7755575615628914e-17
CEH22-3,CEH22,2014,-0.3473333333333333,-0.4163333333333329,0.06899999999999956,0.0689999999999995,5.551115123125783e-17
CEH22-3,CEH22,2015,-0.422,-0.4909999999999995,0.0689999999999995,0.0689999999999995,0.0
CEH22-3,CEH22,2016,-0.336,-0.40499999999999947,0.06899999999999945,0.0689999999999995,-5.551115123125783e-17
CEH22-3,CEH22,2017,-0.2833333333333333,-0.35233333333333283,0.0689999999999995,0.0689999999999995,0.0
CEH22-3,CEH22,2018,-0.3226666666666667,-0.39166666666666616,0.06899999999999945,0.0689999999999995,-5.551115123125783e-17
CEH22-3,CEH22,2019,-0.4493333333333333,-0.5183333333333329,0.06899999999999956,0.0689999999999995,5.551115123125783e-17
CEH22-4,CEH22,2014,-0.3473333333333333,-0.7193333333333333,0.37199999999999994,0.3719999999999999,5.551115123125783e-17
CEH22-4,CEH22,2015,-0.422,-0.7939999999999999,0.37199999999999994,0.3719999999999999,5.551115123125783e-17
CEH22-4,CEH22,2016,-0.336,-0.7079999999999999,0.37199999999999983,0.3719999999999999,-5.551115123125783e-17
CEH22-4,CEH22,2017,-0.2833333333333333,-0.6553333333333332,0.3719999999999999,0.3719999999999999,0.0
CEH22-4,CEH22,2018,-0.3226666666666667,-0.6946666666666667,0.37199999999999994,0.3719999999999999,5.551115123125783e-17
CEH22-4,CEH22,2019,-0.4493333333333333,-0.8213333333333331,0.37199999999999983,0.3719999999999999,-5.551115123125783e-17
CEH22-5,CEH22,2014,-0.3473333333333333,-0.47133333333333305,0.12399999999999972,0.12399999999999967,5.551115123125783e-17
CEH22-5,CEH22,2015,-0.422,-0.5459999999999997,0.12399999999999972,0.12399999999999967,5.551115123125783e-17
CEH22-5,CEH22,2016,-0.336,-0.45999999999999963,0.12399999999999961,0.12399999999999967,-5.551115123125783e-17
CEH22-5,CEH22,2017,-0.2833333333333333,-0.407333333333333,0.12399999999999967,0.12399999999999967,0.0
CEH22-5,CEH22,2018,-0.3226666666666667,-0.4466666666666663,0.12399999999999961,0.12399999999999967,-5.551115123125783e-17
CEH22-5,CEH22,2019,-0.4493333333333333,-0.5733333333333329,0.12399999999999961,0.12399999999999967,-5.551115123125783e-17
CEH22-6,CEH22,2014,-0.3473333333333333,-0.4213333333333332,0.0739999999999999,0.07399999999999986,4.163336342344337e-17
CEH22-6,CEH22,2015,-0.422,-0.4959999999999999,0.0739999999999999,0.07399999999999986,4.163336342344337e-17
CEH22-6,CEH22,2016,-0.336,-0.4099999999999998,0.07399999999999979,0.07399999999999986,-6.938893903907228e-17
