well,window_end_year,n_years_in_window,MSL5_m_bg,MAX5_m_bg,n_interp_in_window,cluster_id,cluster_label,network,msl5_excluded,msl5_excluded_reason
ceh5,2025,5,-0.11400000000000002,0.17400000000000002,0,1,C1 (Lake Edge),Reference,False,
ceh6,2011,5,-0.198,0.136,0,1,C1 (Lake Edge),Reference,False,
ceh6,2012,5,-0.238,0.07200000000000001,0,1,C1 (Lake Edge),Reference,False,
ceh6,2013,5,-0.25133333333333335,0.12999999999999998,0,1,C1 (Lake Edge),Reference,False,
ceh6,2014,5,-0.19466666666666668,0.13799999999999998,0,1,C1 (Lake Edge),Reference,False,
ceh6,2015,5,-0.20933333333333332,0.11000000000000001,0,1,C1 (Lake Edge),Reference,False,
ceh6,2016,5,-0.13066666666666665,0.19,0,1,C1 (Lake Edge),Reference,False,
ceh6,2017,5,-0.08,0.21400000000000002,0,1,C1 (Lake Edge),Reference,False,
ceh6,2018,5,-0.07266666666666666,0.184,0,1,C1 (Lake Edge),Reference,False,
ceh6,2019,5,-0.12066666666666666,0.10200000000000002,0,1,C1 (Lake Edge),Reference,False,
ceh6,2020,5,-0.09,0.156,0,1,C1 (Lake Edge),Reference,False,
ceh6,2021,5,-0.09466666666666666,0.172,0,1,C1 (Lake Edge),Reference,False,
ceh6,2022,5,-0.11200000000000002,0.22000000000000003,0,1,C1 (Lake Edge),Reference,False,
ceh6,2023,5,-0.118,0.19799999999999998,0,1,C1 (Lake Edge),Reference,False,
ceh6,2024,5,-0.026000000000000013,0.304,0,1,C1 (Lake Edge),Reference,False,
ceh6,2025,5,-0.04933333333333333,0.298,0,1,C1 (Lake Edge),Reference,False,
ceh7,2011,5,-0.24733333333333335,-0.055999999999999994,0,2,C2 (Dune),Extended,False,
ceh7,2017,5,-0.162,-0.0040000000000000036,0,2,C2 (Dune),Extended,False,
ceh8,2011,5,-0.2573333333333333,-0.164,0,2,C2 (Dune),Extended,False,
ceh8,2012,5,-0.37510000000000004,-0.27599999999999997,1,2,C2 (Dune),Extended,False,
ceh8,2013,5,-0.36243333333333333,-0.266,1,2,C2 (Dune),Extended,False,
ceh8,2014,5,-0.3584333333333333,-0.27599999999999997,1,2,C2 (Dune),Extended,False,
ceh8,2015,5,-0.3817666666666667,-0.29,1,2,C2 (Dune),Extended,False,
ceh8,2016,5,-0.31243333333333334,-0.24600000000000005,1,2,C2 (Dune),Extended,False,
ceh8,2017,5,-0.24066666666666664,-0.158,0,2,C2 (Dune),Extended,False,
ceh8,2018,5,-0.24733333333333332,-0.16799999999999998,0,2,C2 (Dune),Extended,False,
ceh8,2019,5,-0.29933333333333334,-0.21400000000000002,0,2,C2 (Dune),Extended,False,
ceh9,2011,5,-0.3826666666666666,-0.262,0,3,C3 (Western Residual),Reference,False,
ceh9,2012,5,-0.6140000000000001,-0.4779999999999999,0,3,C3 (Western Residual),Reference,False,
ceh9,2013,5,-0.5993333333333333,-0.462,0,3,C3 (Western Residual),Reference,False,
ceh9,2019,5,-0.5993333333333334,-0.4640000000000001,0,3,C3 (Western Residual),Reference,False,
ceh9,2020,5,-0.5740000000000001,-0.45600000000000007,0,3,C3 (Western Residual),Reference,False,
ceh9,2021,5,-0.5693333333333335,-0.45199999999999996,0,3,C3 (Western Residual),Reference,False,
ceh9,2022,5,-0.4960000000000001,-0.41000000000000003,0,3,C3 (Western Residual),Reference,False,
ceh9,2023,5,-0.522,-0.418,0,3,C3 (Western Residual),Reference,False,
ceh9,2024,5,-0.36999999999999994,-0.278,0,3,C3 (Western Residual),Reference,False,
ceh9,2025,5,-0.37133333333333335,-0.262,0,3,C3 (Western Residual),Reference,False,
d10,2015,5,-0.2706666666666666,-0.11199999999999999,0,2,C2 (Dune),Reference,False,
d10,2016,5,-0.1746666666666667,-0.029999999999999992,0,2,C2 (Dune),Reference,False,
d10,2017,5,-0.09133333333333332,0.06000000000000001,0,2,C2 (Dune),Reference,False,
d10,2018,5,-0.10466666666666666,0.012000000000000004,0,2,C2 (Dune),Reference,False,
d10,2019,5,-0.1893333333333333,-0.08199999999999999,0,2,C2 (Dune),Reference,False,
d10,2020,5,-0.13866666666666666,-0.026000000000000002,0,2,C2 (Dune),Reference,False,
d10,2021,5,-0.13466666666666666,-0.016000000000000004,0,2,C2 (Dune),Reference,False,
d10,2022,5,-0.08866666666666667,0.052000000000000005,0,2,C2 (Dune),Reference,False,
d10,2023,5,-0.12066666666666667,0.04,0,2,C2 (Dune),Reference,False,
d10,2024,5,-0.014666666666666679,0.146,0,2,C2 (Dune),Reference,False,
d10,2025,5,-0.05000000000000001,0.128,0,2,C2 (Dune),Reference,False,
d15,2015,5,-0.23133333333333334,-0.04199999999999997,0,2,C2 (Dune),Reference,False,
d15,2016,5,-0.10599999999999998,0.05800000000000001,0,2,C2 (Dune),Reference,False,
d15,2017,5,0.006666666666666654,0.16799999999999998,0,2,C2 (Dune),Reference,False,
d15,2018,5,-0.022666666666666675,0.10799999999999998,0,2,C2 (Dune),Reference,False,
d15,2019,5,-0.13799999999999998,-0.01200000000000001,0,2,C2 (Dune),Reference,False,
d15,2020,5,-0.10266666666666666,0.021999999999999992,0,2,C2 (Dune),Reference,False,
d15,2021,5,-0.10599999999999998,0.027999999999999987,0,2,C2 (Dune),Reference,False,
d15,2022,5,-0.045333333333333316,0.11399999999999999,0,2,C2 (Dune),Reference,False,
d15,2023,5,-0.06866666666666665,0.11599999999999999,0,2,C2 (Dune),Reference,False,
d15,2024,5,0.074,0.26,0,2,C2 (Dune),Reference,False,
d15,2025,5,0.05466666666666666,0.258,0,2,C2 (Dune),Reference,False,
d17,2015,5,-0.2153333333333333,-0.041999999999999996,0,2,C2 (Dune),Reference,False,
d17,2016,5,-0.10066666666666664,0.05000000000000001,0,2,C2 (Dune),Reference,False,
d17,2017,5,-0.0046666666666666575,0.15200000000000002,0,2,C2 (Dune),Reference,False,
d17,2018,5,-0.03266666666666666,0.09600000000000002,0,2,C2 (Dune),Reference,False,
d17,2019,5,-0.13333333333333336,-0.013999999999999995,0,2,C2 (Dune),Reference,False,
d17,2020,5,-0.08733333333333333,0.03,0,2,C2 (Dune),Reference,False,
d17,2021,5,-0.096,0.03199999999999999,0,2,C2 (Dune),Reference,False,
d17,2022,5,-0.057999999999999996,0.10800000000000001,0,2,C2 (Dune),Reference,False,
d17,2023,5,-0.08266666666666667,0.11000000000000001,0,2,C2 (Dune),Reference,False,
d17,2024,5,-0.004666666666666659,0.23400000000000004,0,2,C2 (Dune),Reference,False,
d17,2025,5,-0.03533333333333333,0.22400000000000003,0,2,C2 (Dune),Reference,False,
d25,2015,5,-0.4093333333333334,-0.21400000000000002,0,3,C3 (Western Residual),Reference,False,
d25,2016,5,-0.2513333333333333,-0.06400000000000002,0,3,C3 (Western Residual),Reference,False,
d25,2017,5,-0.184,0.02200000000000001,0,3,C3 (Western Residual),Reference,False,
d25,2018,5,-0.2566666666666667,-0.094,0,3,C3 (Western Residual),Reference,False,
d25,2019,5,-0.41600000000000004,-0.26,0,3,C3 (Western Residual),Reference,False,
d25,2020,5,-0.358,-0.21200000000000002,0,3,C3 (Western Residual),Reference,False,
d25,2021,5,-0.3533333333333334,-0.202,0,3,C3 (Western Residual),Reference,False,
d25,2022,5,-0.29333333333333333,-0.12400000000000003,0,3,C3 (Western Residual),Reference,False,
d25,2023,5,-0.3106666666666667,-0.126,0,3,C3 (Western Residual),Reference,False,
d25,2024,5,-0.13333333333333333,0.04,0,3,C3 (Western Residual),Reference,False,
d38,2015,5,-0.4833333333333333,-0.21199999999999997,0,2,C2 (Dune),Reference,False,
d38,2016,5,-0.308,-0.041999999999999996,0,2,C2 (Dune),Reference,False,
d38,2017,5,-0.24000000000000005,-0.0019999999999999797,0,2,C2 (Dune),Reference,False,
d38,2018,5,-0.32266666666666666,-0.146,0,2,C2 (Dune),Reference,False,
d38,2019,5,-0.4706666666666667,-0.312,0,2,C2 (Dune),Reference,False,
d38,2020,5,-0.4126666666666667,-0.22399999999999998,0,2,C2 (Dune),Reference,False,
d38,2021,5,-0.4293333333333333,-0.18800000000000003,0,2,C2 (Dune),Reference,False,
d38,2022,5,-0.4000000000000001,-0.10399999999999998,0,2,C2 (Dune),Reference,False,
d38,2023,5,-0.39866666666666667,-0.088,0,2,C2 (Dune),Reference,False,
d38,2024,5,-0.2146666666666667,0.08600000000000001,0,2,C2 (Dune),Reference,False,
d38,2025,5,-0.25666666666666665,0.054000000000000006,0,2,C2 (Dune),Reference,False,
d41,2015,5,-0.28,-0.10800000000000001,0,2,C2 (Dune),Reference,False,
d41,2016,5,-0.18133333333333337,-0.032000000000000015,0,2,C2 (Dune),Reference,False,
d41,2017,5,-0.10400000000000001,0.046,0,2,C2 (Dune),Reference,False,
d41,2018,5,-0.12333333333333334,0.012,0,2,C2 (Dune),Reference,False,
d41,2019,5,-0.20933333333333332,-0.06599999999999999,0,2,C2 (Dune),Reference,False,
d41,2020,5,-0.16399999999999998,-0.041999999999999996,0,2,C2 (Dune),Reference,False,
d41,2021,5,-0.1653333333333333,-0.046,0,2,C2 (Dune),Reference,False,
d41,2022,5,-0.13866666666666666,-0.011999999999999988,0,2,C2 (Dune),Reference,False,
d41,2023,5,-0.15866666666666668,-0.009999999999999995,0,2,C2 (Dune),Reference,False,
d41,2024,5,-0.06600000000000002,0.072,0,2,C2 (Dune),Reference,False,
d41,2025,5,-0.09666666666666668,0.05800000000000001,0,2,C2 (Dune),Reference,False,
d43,2015,5,-0.4533333333333333,-0.22200000000000003,0,2,C2 (Dune),Reference,False,
d43,2016,5,-0.32133333333333336,-0.09799999999999999,0,2,C2 (Dune),Reference,False,
d43,2017,5,-0.236,-0.009999999999999998,0,2,C2 (Dune),Reference,False,
d43,2018,5,-0.2733333333333333,-0.11000000000000001,0,2,C2 (Dune),Reference,False,
d43,2019,5,-0.39266666666666666,-0.256,0,2,C2 (Dune),Reference,False,
d43,2020,5,-0.33999999999999997,-0.20400000000000001,0,2,C2 (Dune),Reference,False,
d43,2021,5,-0.3433333333333333,-0.194,0,2,C2 (Dune),Reference,False,
d43,2022,5,-0.3,-0.10800000000000001,0,2,C2 (Dune),Reference,False,
d43,2023,5,-0.318,-0.09600000000000002,0,2,C2 (Dune),Reference,False,
d43,2024,5,-0.1726666666666667,0.052000000000000005,0,2,C2 (Dune),Reference,False,
d43,2025,5,-0.20733333333333331,0.042,0,2,C2 (Dune),Reference,False,
d44,2015,5,-0.5086666666666667,-0.34400000000000003,0,2,C2 (Dune),Reference,False,
d44,2016,5,-0.3953333333333333,-0.24800000000000005,0,2,C2 (Dune),Reference,False,
d44,2017,5,-0.32,-0.17,0,2,C2 (Dune),Reference,False,
d44,2018,5,-0.35733333333333334,-0.186,0,2,C2 (Dune),Reference,False,
d44,2019,5,-0.4619999999999999,-0.284,0,2,C2 (Dune),Reference,False,
d44,2020,5,-0.4126666666666667,-0.24400000000000005,0,2,C2 (Dune),Reference,False,
d44,2021,5,-0.42000000000000004,-0.25000000000000006,0,2,C2 (Dune),Reference,False,
d44,2022,5,-0.39066666666666666,-0.18400000000000002,0,2,C2 (Dune),Reference,False,
d44,2023,5,-0.39333333333333337,-0.19800000000000004,0,2,C2 (Dune),Reference,False,
d44,2024,5,-0.27,-0.062,0,2,C2 (Dune),Reference,False,
d44,2025,5,-0.30533333333333335,-0.07,0,2,C2 (Dune),Reference,False,
d5,2015,5,-0.4,-0.242,0,2,C2 (Dune),Reference,False,
d5,2016,5,-0.29200000000000004,-0.16399999999999998,0,2,C2 (Dune),Reference,False,
d5,2017,5,-0.18133333333333335,-0.046,0,2,C2 (Dune),Reference,False,
d5,2018,5,-0.194,-0.08800000000000001,0,2,C2 (Dune),Reference,False,
d5,2019,5,-0.2926666666666667,-0.194,0,2,C2 (Dune),Reference,False,
d5,2020,5,-0.2633333333333333,-0.166,0,2,C2 (Dune),Reference,False,
d5,2021,5,-0.27266666666666667,-0.166,0,2,C2 (Dune),Reference,False,
d5,2022,5,-0.23133333333333334,-0.10999999999999999,0,2,C2 (Dune),Reference,False,
d5,2023,5,-0.2546666666666667,-0.078,0,2,C2 (Dune),Reference,False,
d5,2024,5,-0.14666666666666667,0.02,0,2,C2 (Dune),Reference,False,
d5,2025,5,-0.168,0.022,0,2,C2 (Dune),Reference,False,
d6,2015,5,-0.388,-0.19,0,2,C2 (Dune),Reference,False,
d6,2016,5,-0.2773333333333333,-0.09400000000000001,0,2,C2 (Dune),Reference,False,
d6,2017,5,-0.16666666666666666,0.019999999999999997,0,2,C2 (Dune),Reference,False,
d6,2018,5,-0.16866666666666666,-0.012000000000000004,0,2,C2 (Dune),Reference,False,
d6,2019,5,-0.26599999999999996,-0.118,0,2,C2 (Dune),Reference,False,
d6,2020,5,-0.21533333333333332,-0.088,0,2,C2 (Dune),Reference,False,
d6,2021,5,-0.22199999999999998,-0.10399999999999998,0,2,C2 (Dune),Reference,False,
d6,2022,5,-0.184,-0.046,0,2,C2 (Dune),Reference,False,
d6,2023,5,-0.22666666666666666,-0.06,0,2,C2 (Dune),Reference,False,
d6,2024,5,-0.10866666666666666,0.05000000000000001,0,2,C2 (Dune),Reference,False,
d6,2025,5,-0.13799999999999998,0.064,0,2,C2 (Dune),Reference,False,
d7,2015,5,-0.37133333333333335,-0.152,0,2,C2 (Dune),Reference,False,
d7,2016,5,-0.2593333333333333,-0.039999999999999994,0,2,C2 (Dune),Reference,False,
d7,2017,5,-0.18133333333333335,0.042,0,2,C2 (Dune),Reference,False,
d7,2018,5,-0.20800000000000002,-0.054000000000000006,0,2,C2 (Dune),Reference,False,
d7,2019,5,-0.31799999999999995,-0.194,0,2,C2 (Dune),Reference,False,
d7,2020,5,-0.2593333333333333,-0.11000000000000001,0,2,C2 (Dune),Reference,False,
d7,2021,5,-0.246,-0.074,0,2,C2 (Dune),Reference,False,
d7,2022,5,-0.196,0.03400000000000001,0,2,C2 (Dune),Reference,False,
d7,2023,5,-0.21533333333333332,0.046,0,2,C2 (Dune),Reference,False,
d7,2024,5,-0.06933333333333333,0.2,0,2,C2 (Dune),Reference,False,
d7,2025,5,-0.10800000000000001,0.17600000000000002,0,2,C2 (Dune),Reference,False,
d8,2015,5,-0.2593333333333333,-0.11599999999999999,0,2,C2 (Dune),Reference,False,
d8,2016,5,-0.16200000000000003,-0.039999999999999994,0,2,C2 (Dune),Reference,False,
d8,2017,5,-0.07066666666666668,0.08000000000000002,0,2,C2 (Dune),Reference,False,
d8,2018,5,-0.08333333333333334,0.048,0,2,C2 (Dune),Reference,False,
d8,2019,5,-0.17533333333333334,-0.06000000000000001,0,2,C2 (Dune),Reference,False,
d8,2020,5,-0.12466666666666668,-0.022000000000000002,0,2,C2 (Dune),Reference,False,
d8,2021,5,-0.12733333333333335,-0.024,0,2,C2 (Dune),Reference,False,
d8,2022,5,-0.09066666666666667,-0.001999999999999996,0,2,C2 (Dune),Reference,False,
d8,2023,5,-0.12066666666666667,-0.003999999999999999,0,2,C2 (Dune),Reference,False,
d8,2024,5,-0.02666666666666666,0.09000000000000001,0,2,C2 (Dune),Reference,False,
d8,2025,5,-0.057999999999999996,0.07999999999999999,0,2,C2 (Dune),Reference,False,
d9,2017,5,-0.12733333333333335,0.03800000000000001,0,2,C2 (Dune),Reference,False,
d9,2018,5,-0.184,-0.06,0,2,C2 (Dune),Reference,False,
d9,2019,5,-0.32533333333333336,-0.21800000000000003,0,2,C2 (Dune),Reference,False,
d9,2020,5,-0.2526666666666667,-0.09400000000000001,0,2,C2 (Dune),Reference,False,
d9,2021,5,-0.262,-0.098,0,2,C2 (Dune),Reference,False,
d9,2022,5,-0.20600000000000004,-0.029999999999999992,0,2,C2 (Dune),Reference,False,
d9,2023,5,-0.24000000000000005,-0.05000000000000001,0,2,C2 (Dune),Reference,False,
d9,2024,5,-0.08066666666666666,0.11200000000000002,0,2,C2 (Dune),Reference,False,
d9,2025,5,-0.12999999999999998,0.052000000000000005,0,2,C2 (Dune),Reference,False,
fe1,2020,5,-0.6933333333333334,-0.5660000000000001,0,4,C4 (Main Forest),Extended,False,
fe1,2021,5,-0.6519999999999999,-0.522,0,4,C4 (Main Forest),Extended,False,
fe1,2022,5,-0.5586666666666666,-0.47400000000000003,0,4,C4 (Main Forest),Extended,False,
fe1,2023,5,-0.588,-0.48599999999999993,0,4,C4 (Main Forest),Extended,False,
fe1,2024,5,-0.39,-0.292,0,4,C4 (Main Forest),Extended,False,
fe1,2025,5,-0.3546666666666667,-0.244,0,4,C4 (Main Forest),Extended,False,
fe2,2020,5,-1.5193333333333334,-1.3980000000000001,0,5,C5 (Coastal Forest),Extended,False,
fe2,2021,5,-1.486,-1.3579999999999999,0,5,C5 (Coastal Forest),Extended,False,
fe2,2022,5,-1.4133333333333333,-1.3,0,5,C5 (Coastal Forest),Extended,False,
fe2,2023,5,-1.4386666666666668,-1.306,0,5,C5 (Coastal Forest),Extended,False,
fe2,2024,5,-1.2846666666666668,-1.168,0,5,C5 (Coastal Forest),Extended,False,
fe2,2025,5,-1.2686666666666668,-1.1400000000000001,0,5,C5 (Coastal Forest),Extended,False,
fe3,2021,5,-1.8049617486338796,-1.7100000000000002,1,5,C5 (Coastal Forest),Extended,False,
fe3,2022,5,-1.7746666666666666,-1.6759999999999997,0,5,C5 (Coastal Forest),Extended,False,
fe3,2023,5,-1.794,-1.6800000000000002,0,5,C5 (Coastal Forest),Extended,False,
fe3,2024,5,-1.653333333333333,-1.552,0,5,C5 (Coastal Forest),Extended,False,
fe3,2025,5,-1.6413333333333333,-1.522,0,5,C5 (Coastal Forest),Extended,False,
fe4,2022,5,-1.3486666666666667,-1.242,0,5,C5 (Coastal Forest),Extended,False,
fe4,2023,5,-1.3613333333333333,-1.246,0,5,C5 (Coastal Forest),Extended,False,
fe4,2024,5,-1.1860000000000002,-1.082,0,5,C5 (Coastal Forest),Extended,False,
fe4,2025,5,-1.1526666666666667,-1.022,0,5,C5 (Coastal Forest),Extended,False,
l7,2014,5,-1.3626666666666667,-1.1179999999999999,0,2,C2 (Dune),Reference,False,
l7,2015,5,-1.3846666666666667,-1.1360000000000001,0,2,C2 (Dune),Reference,False,
l7,2016,5,-1.262,-1.014,0,2,C2 (Dune),Reference,False,
l7,2017,5,-1.2026666666666668,-0.958,0,2,C2 (Dune),Reference,False,
l7,2018,5,-1.238,-1.074,0,2,C2 (Dune),Reference,False,
l7,2019,5,-1.3446666666666667,-1.212,0,2,C2 (Dune),Reference,False,
l7,2020,5,-1.2786666666666666,-1.136,0,2,C2 (Dune),Reference,False,
l7,2021,5,-1.2546666666666666,-1.092,0,2,C2 (Dune),Reference,False,
l7,2022,5,-1.2073333333333334,-1.03,0,2,C2 (Dune),Reference,False,
l7,2023,5,-1.2340000000000002,-1.044,0,2,C2 (Dune),Reference,False,
l7,2024,5,-1.0926666666666667,-0.9,0,2,C2 (Dune),Reference,False,
l7,2025,5,-1.1366666666666667,-0.9400000000000001,0,2,C2 (Dune),Reference,False,
lis1,2022,5,-0.5433333333333334,-0.43400000000000005,0,4,C4 (Main Forest),Extended,False,
lis1,2023,5,-0.5593333333333333,-0.44000000000000006,0,4,C4 (Main Forest),Extended,False,
lis1,2024,5,-0.33866666666666667,-0.22600000000000003,0,4,C4 (Main Forest),Extended,False,
lis1,2025,5,-0.31866666666666665,-0.17,0,4,C4 (Main Forest),Extended,False,
llynrhos,2015,5,0.44733333333333336,0.508,0,,,Reference,False,
llynrhos,2016,5,0.4706666666666666,0.54,0,,,Reference,False,
llynrhos,2017,5,0.4619999999999999,0.53,0,,,Reference,False,
llynrhos,2018,5,0.45533333333333326,0.5200000000000001,0,,,Reference,False,
llynrhos,2019,5,0.43466666666666665,0.49400000000000005,0,,,Reference,False,
llynrhos,2020,5,0.4126666666666667,0.488,0,,,Reference,False,
llynrhos,2021,5,0.38466666666666666,0.48599999999999993,0,,,Reference,False,
llynrhos,2022,5,0.38666666666666666,0.518,0,,,Reference,False,
llynrhos,2023,5,0.38466666666666666,0.51,0,,,Reference,False,
llynrhos,2024,5,0.40503333333333336,0.526,1,,,Reference,False,
llynrhos,2025,5,0.43170000000000003,0.528,1,,,Reference,False,
nw1,2010,5,-1.1560000000000001,-0.908,0,3,C3 (Western Residual),Reference,False,
nw1,2011,5,-1.2946666666666666,-1.0319999999999998,0,3,C3 (Western Residual),Reference,False,
nw1,2012,5,-1.5093333333333334,-1.276,0,3,C3 (Western Residual),Reference,False,
nw1,2013,5,-1.5086666666666666,-1.238,0,3,C3 (Western Residual),Reference,False,
nw1,2014,5,-1.4666666666666666,-1.2520000000000002,0,3,C3 (Western Residual),Reference,False,
nw1,2015,5,-1.4966666666666666,-1.274,0,3,C3 (Western Residual),Reference,False,
nw1,2016,5,-1.356,-1.1380000000000001,0,3,C3 (Western Residual),Reference,False,
nw1,2017,5,-1.2206666666666668,-1.004,0,3,C3 (Western Residual),Reference,False,
nw1,2018,5,-1.2706666666666666,-1.104,0,3,C3 (Western Residual),Reference,False,
nw1,2019,5,-1.402,-1.254,0,3,C3 (Western Residual),Reference,False,
nw1,2020,5,-1.3820000000000001,-1.2280000000000002,0,3,C3 (Western Residual),Reference,False,
nw1,2021,5,-1.3793333333333335,-1.222,0,3,C3 (Western Residual),Reference,False,
nw1,2022,5,-1.316,-1.108,0,3,C3 (Western Residual),Reference,False,
nw1,2023,5,-1.3326666666666669,-1.098,0,3,C3 (Western Residual),Reference,False,
nw1,2024,5,-1.17,-0.942,0,3,C3 (Western Residual),Reference,False,
nw1,2025,5,-1.1653333333333333,-0.916,0,3,C3 (Western Residual),Reference,False,
nw10,2017,5,-0.7173333333333334,-0.542,0,4,C4 (Main Forest),Reference,False,
nw10,2018,5,-0.8086666666666666,-0.6439999999999999,0,4,C4 (Main Forest),Reference,False,
nw10,2019,5,-0.9953333333333333,-0.836,0,4,C4 (Main Forest),Reference,False,
nw10,2020,5,-0.9999999999999998,-0.8619999999999999,0,4,C4 (Main Forest),Reference,False,
nw10,2021,5,-0.9426666666666664,-0.79,0,4,C4 (Main Forest),Reference,False,
nw10,2022,5,-0.8253333333333333,-0.7,0,4,C4 (Main Forest),Reference,False,
nw10,2023,5,-0.866,-0.7299999999999999,0,4,C4 (Main Forest),Reference,False,
nw10,2024,5,-0.6146666666666666,-0.47800000000000004,0,4,C4 (Main Forest),Reference,False,
nw10,2025,5,-0.5599999999999999,-0.392,0,4,C4 (Main Forest),Reference,False,
nw11,2012,5,-0.7626666666666667,-0.55,0,3,C3 (Western Residual),Reference,False,
nw11,2013,5,-0.7579999999999999,-0.522,0,3,C3 (Western Residual),Reference,False,
nw11,2014,5,-0.71,-0.516,0,3,C3 (Western Residual),Reference,False,
nw11,2015,5,-0.7406666666666666,-0.534,0,3,C3 (Western Residual),Reference,False,
nw11,2016,5,-0.5926666666666666,-0.386,0,3,C3 (Western Residual),Reference,False,
nw11,2017,5,-0.4546666666666666,-0.24000000000000005,0,3,C3 (Western Residual),Reference,False,
nw11,2018,5,-0.5013333333333333,-0.328,0,3,C3 (Western Residual),Reference,False,
nw11,2019,5,-0.6413333333333333,-0.488,0,3,C3 (Western Residual),Reference,False,
nw11,2020,5,-0.6226666666666667,-0.46799999999999997,0,3,C3 (Western Residual),Reference,False,
nw11,2021,5,-0.612,-0.458,0,3,C3 (Western Residual),Reference,False,
nw11,2022,5,-0.5393333333333333,-0.344,0,3,C3 (Western Residual),Reference,False,
nw11,2023,5,-0.5640000000000001,-0.34199999999999997,0,3,C3 (Western Residual),Reference,False,
nw11,2024,5,-0.38733333333333336,-0.172,0,3,C3 (Western Residual),Reference,False,
nw11,2025,5,-0.382,-0.142,0,3,C3 (Western Residual),Reference,False,
nw13,2016,5,-0.5173333333333333,-0.288,0,3,C3 (Western Residual),Reference,False,
nw13,2017,5,-0.39333333333333337,-0.16199999999999998,0,3,C3 (Western Residual),Reference,False,
nw13,2018,5,-0.42200000000000004,-0.238,0,3,C3 (Western Residual),Reference,False,
nw13,2019,5,-0.5393333333333333,-0.38,0,3,C3 (Western Residual),Reference,False,
nw13,2020,5,-0.5126666666666667,-0.348,0,3,C3 (Western Residual),Reference,False,
nw13,2021,5,-0.5173333333333333,-0.35,0,3,C3 (Western Residual),Reference,False,
nw13,2022,5,-0.46266666666666667,-0.246,0,3,C3 (Western Residual),Reference,False,
nw13,2023,5,-0.4779999999999999,-0.23600000000000004,0,3,C3 (Western Residual),Reference,False,
nw13,2024,5,-0.3313333333333333,-0.09,0,3,C3 (Western Residual),Reference,False,
nw13,2025,5,-0.334,-0.07600000000000001,0,3,C3 (Western Residual),Reference,False,
nw2,2010,5,-0.33124444444444445,-0.10200000000000001,0,3,C3 (Western Residual),Reference,False,
nw2,2011,5,-0.47133333333333327,-0.22799999999999998,0,3,C3 (Western Residual),Reference,False,
nw2,2012,5,-0.6866666666666668,-0.4699999999999999,0,3,C3 (Western Residual),Reference,False,
nw2,2013,5,-0.6980000000000001,-0.45200000000000007,0,3,C3 (Western Residual),Reference,False,
nw2,2014,5,-0.6606666666666667,-0.45199999999999996,0,3,C3 (Western Residual),Reference,False,
nw2,2015,5,-0.6933333333333332,-0.484,0,3,C3 (Western Residual),Reference,False,
nw2,2016,5,-0.5506666666666666,-0.346,0,3,C3 (Western Residual),Reference,False,
nw2,2017,5,-0.41600000000000004,-0.20800000000000002,0,3,C3 (Western Residual),Reference,False,
nw2,2018,5,-0.45666666666666667,-0.294,0,3,C3 (Western Residual),Reference,False,
nw2,2019,5,-0.5933333333333334,-0.44800000000000006,0,3,C3 (Western Residual),Reference,False,
nw2,2020,5,-0.5746666666666667,-0.418,0,3,C3 (Western Residual),Reference,False,
nw2,2021,5,-0.5720000000000001,-0.41600000000000004,0,3,C3 (Western Residual),Reference,False,
nw2,2022,5,-0.506,-0.32,0,3,C3 (Western Residual),Reference,False,
nw2,2023,5,-0.5233333333333333,-0.306,0,3,C3 (Western Residual),Reference,False,
nw2,2024,5,-0.35466666666666663,-0.144,0,3,C3 (Western Residual),Reference,False,
nw2,2025,5,-0.348,-0.11599999999999999,0,3,C3 (Western Residual),Reference,False,
nw3,2010,5,-0.1475111111111111,0.0155,0,2,C2 (Dune),Reference,False,
nw3,2011,5,-0.24933333333333332,-0.057999999999999996,0,2,C2 (Dune),Reference,False,
nw3,2017,5,-0.22200000000000003,-0.078,0,2,C2 (Dune),Reference,False,
nw3,2018,5,-0.23199999999999998,-0.11600000000000002,0,2,C2 (Dune),Reference,False,
nw3,2019,5,-0.32666666666666666,-0.21200000000000002,0,2,C2 (Dune),Reference,False,
nw3,2020,5,-0.284,-0.17400000000000002,0,2,C2 (Dune),Reference,False,
nw3,2021,5,-0.29133333333333333,-0.17400000000000002,0,2,C2 (Dune),Reference,False,
nw3,2022,5,-0.23733333333333334,-0.11599999999999999,0,2,C2 (Dune),Reference,False,
nw3,2023,5,-0.258,-0.092,0,2,C2 (Dune),Reference,False,
nw3,2024,5,-0.14933333333333335,0.008,0,2,C2 (Dune),Reference,False,
nw3,2025,5,-0.178,0.01,0,2,C2 (Dune),Reference,False,
nw4,2010,5,-0.056900000000000006,0.026500000000000003,0,2,C2 (Dune),Reference,False,
nw4,2011,5,-0.124,-0.013999999999999999,0,2,C2 (Dune),Reference,False,
nw4,2012,5,-0.23933333333333334,-0.13399999999999998,0,2,C2 (Dune),Reference,False,
nw4,2013,5,-0.25199999999999995,-0.13199999999999998,0,2,C2 (Dune),Reference,False,
nw4,2014,5,-0.238,-0.13199999999999998,0,2,C2 (Dune),Reference,False,
nw4,2015,5,-0.2586666666666667,-0.13599999999999998,0,2,C2 (Dune),Reference,False,
nw4,2016,5,-0.1866666666666667,-0.09399999999999997,0,2,C2 (Dune),Reference,False,
nw4,2017,5,-0.08533333333333333,0.022,0,2,C2 (Dune),Reference,False,
