basis,members_excluded,n_members,n,beta_1_recharge,beta_2_atmospheric_draw,beta_3_drainage,se_beta_3,pvalue_beta_3,recession_1_over_b3_months,half_life_months,R2
all_members,none,9,237,2.4910744114395142,2.571965006225673,0.018180489306987374,0.005824969589227666,0.0020281967360357193,55.00402014018766,38.12588147963353,0.719330142197276
drop_ceh14,ceh14,8,237,2.5688085459268732,2.43159630021833,0.024055428720743142,0.005632793597901987,2.835603845902668e-05,41.57065798364649,28.814584375386346,0.7351974049555534
drop_msl5_excluded,ceh13; ceh14,7,237,2.718176577459149,2.4524063322738323,0.02862686665357623,0.0056836024781636504,9.461813429959892e-07,34.93221986539258,24.21316971039698,0.7490090520455954
