,delta_coast_exp_m_yr,dist_ceh36_m,dist_forest_m,ground_elev_m,depth_to_water_m
slope_m_yr,0.024015055316196632,0.029308242512990024,0.0001295979211712872,0.010002411509936415,0.005027088345614494
beta_1_recharge,-0.0035263631956045094,0.1635395581026714,0.07457582886855096,0.010930368731991047,0.039540722802973716
beta_2_atmospheric_draw,-0.022079204645849115,0.15018000653336216,0.09352859435932404,0.07240140210359702,0.0009175651637554072
beta_3_drainage,0.00982483962495484,0.23703506463503554,0.11152239707092981,0.02896123269029316,0.004883672195586275
recession_time_months,0.011034793151519562,0.39057077371784776,0.2316188052185415,0.09982122054222509,0.0009893158198123198
mean_head_maod,0.0,0.0,0.0,0.014732406293100797,0.005377189438613095
summer_min_depth_m,-0.0006020268995990952,0.0005474870516921637,1.1449935792939847e-05,0.00021675578385649263,0.5189247846211276
winter_max_depth_m,-0.005324774304994229,0.01886943687654974,0.00914156304804492,0.0031432144077785384,0.6377999755139618
seasonal_amplitude_m,-0.020479383625641168,0.10665854869364133,0.04039214362876764,0.007013322128359034,0.022671018003415977
