h,P_m,PET,P_m_lag1,h_prev,Delta_h,Drainage_Component,Well_Name,Period,neg_h_prev
-2.13,0.1128,0.02336955409366,0.1392,-2.3,0.16999999999999993,-0.10862620440052831,CEH32,After,2.3
-1.96,0.0382,0.0179122893806151,0.1128,-2.13,0.16999999999999993,-0.05791312738514957,CEH32,After,2.13
-2.06,0.0504,0.0255738024998631,0.0382,-1.96,-0.10000000000000009,-0.1366528866048149,CEH32,After,1.96
-2.09,0.096,0.034794782798454,0.0504,-2.06,-0.029999999999999805,-0.07617011318828396,CEH32,After,2.06
-1.92,0.0672,0.0516120532400373,0.096,-2.09,0.16999999999999993,0.051590722129751285,CEH32,After,2.09
-2.01,0.0392,0.0681657841856536,0.0672,-1.92,-0.08999999999999986,-0.10632383859336889,CEH32,After,1.92
-2.15,0.0608,0.092120481510294,0.0392,-2.01,-0.14000000000000012,-0.04074206666061078,CEH32,After,2.01
-2.26,0.0322,0.1097485813223114,0.0608,-2.15,-0.10999999999999988,-0.024886234439242344,CEH32,After,2.15
-2.37,0.0608,0.0989358321187804,0.0322,-2.26,-0.11000000000000032,0.019870927053071613,CEH32,After,2.26
-2.48,0.0862,0.0699707475329168,0.0608,-2.37,-0.10999999999999988,-0.10753097622785582,CEH32,After,2.37
-2.57,0.1478,0.0431907817709369,0.0862,-2.48,-0.08999999999999986,-0.20287156675775705,CEH32,After,2.48
-2.4,0.093,0.0217215999048298,0.1478,-2.57,0.16999999999999993,-0.13226380604450996,CEH32,After,2.57
-2.23,0.0602,0.0206794590017241,0.093,-2.4,0.16999999999999993,-0.00562533901549879,CEH32,After,2.4
-2.19,0.0728,0.0203284124671498,0.0602,-2.23,0.040000000000000036,-0.05926052052751252,CEH32,After,2.23
-2.08,0.1134,0.023081649956265,0.0728,-2.19,0.10999999999999988,-0.013155678714465484,CEH32,After,2.19
-1.86,0.031,0.0306170022564282,0.1134,-2.08,0.21999999999999997,0.017072663990787093,CEH32,After,2.08
-1.78,0.0128,0.0554076360862932,0.031,-1.86,0.08000000000000007,0.1222547330004145,CEH32,After,1.86
-1.94,0.0072,0.0780053641747065,0.0128,-1.78,-0.15999999999999992,-0.02801704797496099,CEH32,After,1.78
-2.08,0.0764,0.0962307127782272,0.0072,-1.94,-0.14000000000000012,0.04301141646313367,CEH32,After,1.94
-2.2,0.0994,0.0969163493097241,0.0764,-2.08,-0.1200000000000001,-0.09821396716720673,CEH32,After,2.08
-2.36,0.1192,0.0976132155179787,0.0994,-2.2,-0.1599999999999997,-0.19082605590773638,CEH32,After,2.2
-2.13,0.0606,0.0672317697887623,0.1192,-2.36,0.22999999999999998,0.08951312905863973,CEH32,After,2.36
-2.14,0.116,0.0447405822887121,0.0606,-2.13,-0.010000000000000231,-0.059480549029508084,CEH32,After,2.13
-2.12,0.0848,0.0295056397138296,0.116,-2.14,0.020000000000000018,-0.19134749097248493,CEH32,After,2.14
-1.87,0.1505999999999999,0.0168909492945821,0.0848,-2.12,0.25,0.08577697609636745,CEH32,After,2.12
-1.6,0.1102,0.0129870686539831,0.1505999999999999,-1.87,0.27,-0.05699238626029875,CEH32,After,1.87
-1.17,0.089,0.0186818521964761,0.1102,-1.6,0.43000000000000016,0.20979688457965762,CEH32,After,1.6
-0.86,0.0424,0.0312899332564512,0.089,-1.17,0.30999999999999994,0.16582132806052047,CEH32,After,1.17
-0.71,0.0158,0.0374313956455442,0.0424,-0.86,0.15000000000000002,0.1281113239393747,CEH32,After,0.86
-0.95,0.1077999999999999,0.0642263455138479,0.0158,-0.71,-0.24,-0.14369643514820857,CEH32,After,0.71
-0.86,0.0252,0.0942497072885958,0.1077999999999999,-0.95,0.08999999999999997,0.03244209398316,CEH32,After,0.95
-1.14,0.0272,0.1169174567508262,0.0252,-0.86,-0.2799999999999999,-0.09631637865870049,CEH32,After,0.86
-1.35,0.0456,0.094777510509353,0.0272,-1.14,-0.2100000000000002,-0.07701648330969527,CEH32,After,1.14
-1.51,0.0952,0.0776241874685951,0.0456,-1.35,-0.15999999999999992,-0.1059031760691587,CEH32,After,1.35
-1.63,0.2012,0.0515176231476902,0.0952,-1.51,-0.11999999999999988,-0.23672512563651138,CEH32,After,1.51
-1.27,0.0467999999999999,0.0294710066467027,0.2012,-1.63,0.3599999999999999,-0.05167626237920647,CEH32,After,1.63
-1.26,0.1002,0.019867764121142,0.0467999999999999,-1.27,0.010000000000000009,-0.05872180006445887,CEH32,After,1.27
-1.11,0.0252,0.0186109214291315,0.1002,-1.26,0.1499999999999999,-0.046846164214145475,CEH32,After,1.26
-1.19,0.0866,0.0237653141318251,0.0252,-1.11,-0.07999999999999985,-0.08985468983380504,CEH32,After,1.11
-1.1,0.0327999999999999,0.0347917962835035,0.0866,-1.19,0.08999999999999986,-0.041261960510286175,CEH32,After,1.19
-1.23,0.0448,0.045473161701825,0.0327999999999999,-1.1,-0.1299999999999999,-0.1126164867739609,CEH32,After,1.1
-1.36,0.0472,0.0756288090461812,0.0448,-1.23,-0.13000000000000012,-0.07816854468473841,CEH32,After,1.23
-1.44,0.0238,0.0905318964807798,0.0472,-1.36,-0.07999999999999985,-0.0028460602193350615,CEH32,After,1.36
-1.65,0.0168,0.1104619647837164,0.0238,-1.44,-0.20999999999999996,-0.03643807940217644,CEH32,After,1.44
-1.84,0.0412,0.1016991709218285,0.0168,-1.65,-0.19000000000000017,-0.01819114498966834,CEH32,After,1.65
-2.0,0.0952,0.0699637377456108,0.0412,-1.84,-0.15999999999999992,-0.11147707082312017,CEH32,After,1.84
-2.13,0.116,0.0526106372307681,0.0952,-2.0,-0.1299999999999999,-0.2444542159850317,CEH32,After,2.0
-2.21,0.1258,0.0308987736620354,0.116,-2.13,-0.08000000000000007,-0.2884530348279899,CEH32,After,2.13
-2.04,0.0917999999999999,0.0137812707174706,0.1258,-2.21,0.16999999999999993,-0.09705158952964982,CEH32,After,2.21
-1.69,0.0232,0.0219836897846353,0.0917999999999999,-2.04,0.3500000000000001,0.17990492527174917,CEH32,After,2.04
-1.84,0.0965999999999999,0.028068936764161,0.0232,-1.69,-0.15000000000000013,-0.14621236884543742,CEH32,After,1.69
-1.78,0.036,0.0440285592259995,0.0965999999999999,-1.84,0.06000000000000005,-0.07557544551357674,CEH32,After,1.84
-1.78,0.0273999999999999,0.0781688547498778,0.036,-1.78,0.0,0.07779260461506797,CEH32,After,1.78
-1.96,0.0243999999999999,0.1107041047341038,0.0273999999999999,-1.78,-0.17999999999999994,-0.014396550947633424,CEH32,After,1.78
-2.1,0.1128,0.1028168865805784,0.0243999999999999,-1.96,-0.14000000000000012,0.016267802060200898,CEH32,After,1.96
-2.22,0.1142,0.09381376705751,0.1128,-2.1,-0.1200000000000001,-0.19021580135193478,CEH32,After,2.1
-2.16,0.134,0.0791147484570001,0.1142,-2.22,0.06000000000000005,-0.044045942550931555,CEH32,After,2.22
-2.13,0.1362,0.0482170198018847,0.134,-2.16,0.03000000000000025,-0.18477941702917683,CEH32,After_Scrape2,2.16
-1.85,0.0754,0.0259060594787389,0.1362,-2.13,0.2799999999999998,0.013695083092097597,CEH32,After_Scrape2,2.13
-1.78,0.124,0.0215973634135762,0.0754,-1.85,0.07000000000000006,-0.0623506422773562,CEH32,After_Scrape2,1.85
-1.53,0.1112,0.0174196053541396,0.124,-1.78,0.25,-0.005261596009998398,CEH32,After_Scrape2,1.78
-1.39,0.0765999999999999,0.0256833704695574,0.1112,-1.53,0.14000000000000012,-0.06800678581150146,CEH32,After_Scrape2,1.53
-1.11,0.1064,0.03473113553075,0.0765999999999999,-1.39,0.2799999999999998,0.17211632827574366,CEH32,After_Scrape2,1.39
-1.21,0.0828,0.0480210734698828,0.1064,-1.11,-0.09999999999999987,-0.2503146003059931,CEH32,After_Scrape2,1.11
-0.82,0.0448,0.0851606842163695,0.0828,-1.21,0.39,0.37231901357941866,CEH32,After_Scrape2,1.21
-1.01,0.0304,0.0880180561124374,0.0448,-0.82,-0.19000000000000006,-0.11242792416308817,CEH32,After_Scrape2,0.82
-1.26,0.072,0.0988404071816598,0.0304,-1.01,-0.25,-0.11609655555104886,CEH32,After_Scrape2,1.01
-1.41,0.0494,0.0946305050728842,0.072,-1.26,-0.1499999999999999,-0.12262126886409477,CEH32,After_Scrape2,1.26
-1.65,0.0942,0.0672397287495123,0.0494,-1.41,-0.24,-0.21641017369664492,CEH32,After_Scrape2,1.41
-1.66,0.0752,0.0483438039919346,0.0942,-1.65,-0.010000000000000009,-0.1309688048604482,CEH32,After_Scrape2,1.65
-1.72,0.049,0.0272394490051505,0.0752,-1.66,-0.06000000000000005,-0.18015823056911986,CEH32,After_Scrape2,1.66
-1.78,0.1192,0.0224852154410495,0.049,-1.72,-0.06000000000000005,-0.12845458155765763,CEH32,After_Scrape2,1.72
-1.48,0.0973,0.0140101211804201,0.1192,-1.78,0.30000000000000004,0.04893673542974721,CEH32,After_Scrape2,1.78
-1.36,0.0382,0.0192260797585776,0.0973,-1.48,0.11999999999999988,-0.06875182236083947,CEH32,After_Scrape2,1.48
-1.34,0.0218,0.0353490293272799,0.0382,-1.36,0.020000000000000018,0.003656693382730447,CEH32,After_Scrape2,1.36
-1.48,0.0682,0.0552150687059312,0.0218,-1.34,-0.1399999999999999,-0.07652138078513307,CEH32,After_Scrape2,1.34
-1.65,0.031,0.0771729304951504,0.0682,-1.48,-0.16999999999999993,-0.16996049948694814,CEH32,After_Scrape2,1.48
-1.8,0.0834,0.0982893286794334,0.031,-1.65,-0.15000000000000013,-0.018651767575199152,CEH32,After_Scrape2,1.65
-1.82,0.0283999999999999,0.1122005792724127,0.0834,-1.8,-0.020000000000000018,0.017088413485936288,CEH32,After_Scrape2,1.8
-2.03,0.0264,0.1025614789707804,0.0283999999999999,-1.82,-0.20999999999999974,-0.06366457608784179,CEH32,After_Scrape2,1.82
-2.2,0.1485999999999999,0.0664402364352144,0.0264,-2.03,-0.17000000000000037,-0.09401130692490384,CEH32,After_Scrape2,2.03
-2.16,0.074,0.0464380731615376,0.1485999999999999,-2.2,0.040000000000000036,-0.21279176886882706,CEH32,After_Scrape2,2.2
-2.28,0.1840999999999999,0.0278318303644965,0.074,-2.16,-0.11999999999999966,-0.2361069460602681,CEH32,After_Scrape2,2.16
-1.88,0.1416,0.0207287668301382,0.1840999999999999,-2.28,0.3999999999999999,0.010352740619913876,CEH32,After_Scrape2,2.28
-1.4,0.1242,0.0773953132087707,0.1416,-1.88,0.48,0.3079798189381924,CEH32,After_Scrape2,1.88
-1.2,0.09,0.0501738607055748,0.094,-1.17,-0.030000000000000027,-0.11319678659508872,CEH34,Before,1.17
-1.23,0.086,0.0218468880685325,0.09,-1.2,-0.030000000000000027,-0.17327309344097583,CEH34,Before,1.2
-1.09,0.0536,0.0059957081270811,0.086,-1.23,0.1399999999999999,-0.03304739803890444,CEH34,Before,1.23
-1.13,0.0526,0.0124097285013205,0.0536,-1.09,-0.039999999999999813,-0.12678757975777022,CEH34,Before,1.09
-1.03,0.0846,0.0231970495627914,0.0526,-1.13,0.09999999999999987,0.04159486817911794,CEH34,Before,1.13
-0.94,0.0296,0.0291783844550016,0.0846,-1.03,0.09000000000000008,-0.023685714039144767,CEH34,Before,1.03
-1.06,0.0322,0.0595942388369871,0.0296,-0.94,-0.1200000000000001,-0.039826504058471324,CEH34,Before,0.94
-1.18,0.0778,0.0762454018609684,0.0322,-1.06,-0.11999999999999988,-0.005055030613146189,CEH34,Before,1.06
-1.29,0.0487999999999999,0.0858071227815688,0.0778,-1.18,-0.1100000000000001,-0.07130792549014717,CEH34,Before,1.18
-1.4,0.0486,0.0965242869315626,0.0487999999999999,-1.29,-0.10999999999999988,0.017986497537183954,CEH34,Before,1.29
-1.51,0.0676,0.0874552715778478,0.0486,-1.4,-0.1100000000000001,-0.003604603588619748,CEH34,Before,1.4
-1.61,0.091,0.0710591730732987,0.0676,-1.51,-0.10000000000000009,-0.07487725061638395,CEH34,Before,1.51
-1.6660439560439562,0.0765999999999999,0.0524990940799882,0.091,-1.61,-0.05604395604395607,-0.12704852692581795,CEH34,Before,1.61
-1.723956043956044,0.0617999999999999,0.0326532559982408,0.0765999999999999,-1.6660439560439562,-0.057912087912087795,-0.14570570435106928,CEH34,Before,1.6660439560439562
-1.78,0.0894,0.0208270396712716,0.0617999999999999,-1.723956043956044,-0.05604395604395607,-0.14027544305053147,CEH34,Before,1.723956043956044
-1.59,0.0606,0.0203656672436805,0.0894,-1.78,0.18999999999999995,0.04443813087148395,CEH34,Before,1.78
-1.57,0.0373999999999999,0.0206638638185007,0.0606,-1.59,0.020000000000000018,-0.06201000279802713,CEH34,Before,1.59
-1.59,0.019,0.0419238411662375,0.0373999999999999,-1.57,-0.020000000000000018,0.00023870036860322574,CEH34,Before,1.57
-1.66,0.0654,0.0416138022856296,0.019,-1.59,-0.06999999999999984,-0.010374494338109178,CEH34,Before,1.59
-1.77,0.0477999999999999,0.0728607278127801,0.0654,-1.66,-0.1100000000000001,-0.0757021897863194,CEH34,Before,1.66
-1.82,0.1074,0.0883733741386071,0.0477999999999999,-1.77,-0.050000000000000044,0.06037055332124294,CEH34,Before,1.77
-1.84,0.0706,0.0974523619630581,0.1074,-1.82,-0.020000000000000018,-0.017596022875810163,CEH34,Before,1.82
-1.73,0.1107,0.09946227777514,0.0706,-1.84,0.1100000000000001,0.19756548410458294,CEH34,Before,1.84
-1.73,0.112,0.0669019905263724,0.1107,-1.73,0.0,-0.07899771096164476,CEH34,Before,1.73
-1.63,0.1135999999999999,0.0439734649898577,0.112,-1.73,0.10000000000000009,-0.03752394593890071,CEH34,Before,1.73
-1.39,0.1492,0.0253275967219308,0.1135999999999999,-1.63,0.24,0.053697356596469493,CEH34,Before,1.63
-1.07,0.128,0.0181069981900302,0.1492,-1.39,0.31999999999999984,0.03849762671311386,CEH34,Before,1.39
-0.7,0.0622999999999999,0.0147164033502977,0.128,-1.07,0.3700000000000001,0.12651041857599668,CEH34,Before,1.07
-0.47,0.0603999999999999,0.0146805611443672,0.0622999999999999,-0.7,0.22999999999999998,0.129748796586157,CEH34,Before,0.7
-0.35,0.0894,0.0166636880976975,0.0603999999999999,-0.47,0.12,0.028710417572139477,CEH34,Before,0.47
-0.37,0.0327999999999999,0.03823465331538,0.0894,-0.35,-0.020000000000000018,-0.12216053429351677,CEH34,Before,0.35
-0.53,0.04,0.0659563539326807,0.0327999999999999,-0.37,-0.16000000000000003,-0.071354635553537,CEH34,Before,0.37
-0.63,0.0322,0.092156115381731,0.04,-0.53,-0.09999999999999998,0.036574121824523936,CEH34,Before,0.53
-0.75,0.042,0.1196372012792921,0.0322,-0.63,-0.12,0.10033774366577378,CEH34,Before,0.63
-0.9,0.0681,0.0967015058236402,0.042,-0.75,-0.15000000000000002,-0.006748770417965705,CEH34,Before,0.75
-0.96,0.0762,0.0696936960170184,0.0681,-0.9,-0.05999999999999994,-0.039284565243238256,CEH34,Before,0.9
-1.04,0.1738,0.055098359383733,0.0762,-0.96,-0.08000000000000007,-0.1124049101704804,CEH34,Before,0.96
-0.94,0.0358,0.0260374338338502,0.1738,-1.04,0.10000000000000009,-0.21590565554103985,CEH34,Before,1.04
-0.9,0.131,0.0240293433675761,0.0358,-0.94,0.039999999999999925,0.02026582254597261,CEH34,Before,0.94
-0.81,0.1591999999999999,0.0189602648944272,0.131,-0.9,0.08999999999999997,-0.14972635976778045,CEH34,Before,0.9
-0.09,0.1026,0.0211308212565443,0.1591999999999999,-0.81,0.7200000000000001,0.42402694680965103,CEH34,Before,0.81
-0.17,0.054,0.0336430611274469,0.1026,-0.09,-0.08000000000000002,-0.2221088642858075,CEH34,Before,0.09
-0.12,0.036,0.0513863611387721,0.054,-0.17,0.05000000000000002,0.057008750023464214,CEH34,Before,0.17
-0.25,0.0928,0.0732113315525394,0.036,-0.12,-0.13,-0.030714125514191504,CEH34,Before,0.12
-0.44,0.0467999999999999,0.0950617894328077,0.0928,-0.25,-0.19,-0.16155230173514684,CEH34,Before,0.25
-0.62,0.0482,0.1114667149283253,0.0467999999999999,-0.44,-0.18,-0.011357351922026915,CEH34,Before,0.44
-0.76,0.1094,0.0867842407605443,0.0482,-0.62,-0.14,-0.034361840721757214,CEH34,Before,0.62
-0.89,0.008,0.073284763184297,0.1094,-0.76,-0.13,-0.19065885751232914,CEH34,Before,0.76
-1.04,0.1586,0.0510163115657431,0.008,-0.89,-0.15000000000000002,-0.04354043118894951,CEH34,Before,0.89
-0.9,0.059,0.0276717307400491,0.1586,-1.04,0.14,-0.13877716633430986,CEH34,Before,1.04
-0.8,0.0684,0.0189157563345319,0.059,-0.9,0.09999999999999998,0.017234503600959517,CEH34,Before,0.9
-0.81,0.0765999999999999,0.0179120938067647,0.0684,-0.8,-0.010000000000000009,-0.11570948251646201,CEH34,Before,0.8
-0.73,0.034,0.016758028259312,0.0765999999999999,-0.81,0.08000000000000007,-0.046400960952413195,CEH34,Before,0.81
-0.77,0.059,0.0292217980918181,0.034,-0.73,-0.040000000000000036,-0.04319568751269416,CEH34,Before,0.73
-0.84,0.036,0.045919310303167,0.059,-0.77,-0.06999999999999995,-0.08717753954322996,CEH34,Before,0.77
-0.94,0.111,0.065528025554843,0.036,-0.84,-0.09999999999999998,-0.01937582992807063,CEH34,Before,0.84
-0.94,0.0282,0.0884072189300689,0.111,-0.94,0.0,-0.027418892504752157,CEH34,Before,0.94
-1.05,0.0664,0.1005021070913783,0.0282,-0.94,-0.1100000000000001,0.07258725837084024,CEH34,Before,0.94
-1.18,0.0688,0.09198461159378,0.0664,-1.05,-0.1299999999999999,-0.05143439268538966,CEH34,Before,1.05
-1.3,0.0452,0.0647883702674166,0.0688,-1.18,-0.1200000000000001,-0.11272599319118626,CEH34,Before,1.18
-1.44,0.0602,0.0480001375870365,0.0452,-1.3,-0.1399999999999999,-0.12201860766495401,CEH34,Before,1.3
-1.52,0.1344,0.0332604770452743,0.0602,-1.44,-0.08000000000000007,-0.13054193854483903,CEH34,Before,1.44
-1.38,0.2542,0.0288951701427901,0.1344,-1.52,0.14000000000000012,-0.08301297300212433,CEH34,Before,1.52
-0.75,0.1104,0.0209265813637323,0.2542,-1.38,0.6299999999999999,0.12628709789442558,CEH34,Before,1.38
-0.41,0.0812,0.0193207823553236,0.1104,-0.75,0.34,0.14608846519881621,CEH34,Before,0.75
-0.19,0.0566,0.0281204607788839,0.0812,-0.41,0.21999999999999997,0.11116187909608564,CEH34,Before,0.41
-0.24,0.081,0.0407997000451405,0.0566,-0.19,-0.04999999999999999,-0.07437674368994691,CEH34,Before,0.19
-0.28,0.0467999999999999,0.0778803399851474,0.081,-0.24,-0.040000000000000036,-0.027541844954961925,CEH34,Before,0.24
-0.47,0.072,0.0982962049606961,0.0467999999999999,-0.28,-0.18999999999999995,-0.05334672785858799,CEH34,Before,0.28
-0.55,0.0716,0.1038697513504052,0.072,-0.47,-0.08000000000000007,0.015216518637996113,CEH34,Before,0.47
-0.7,0.0617999999999999,0.0970605148512966,0.0716,-0.55,-0.1499999999999999,-0.0704495845613613,CEH34,Before,0.55
-0.83,0.0945999999999999,0.0756181482032507,0.0617999999999999,-0.7,-0.13,-0.08115134256886475,CEH34,Before,0.7
-0.93,0.025,0.0457991580867349,0.0945999999999999,-0.83,-0.10000000000000009,-0.19513125184175664,CEH34,Before,0.83
-1.04,0.0815999999999999,0.0214853539670968,0.025,-0.93,-0.10999999999999999,-0.11235283612865928,CEH34,Before,0.93
-1.01,0.0757999999999999,0.0227736084745642,0.0815999999999999,-1.04,0.030000000000000027,-0.09269750271666714,CEH34,Before,1.04
-1.03,0.0386,0.017945191473887,0.0757999999999999,-1.01,-0.020000000000000018,-0.14177229233907074,CEH34,Before,1.01
-1.003728813559322,0.104,0.0212533893132983,0.0386,-1.03,0.02627118644067794,-0.006313643215135285,CEH34,Before,1.03
-0.98,0.0768,0.0363025673098141,0.104,-1.003728813559322,0.023728813559322104,-0.11497459105643702,CEH34,Before,1.003728813559322
-0.85,0.017,0.0469725339299765,0.0768,-0.98,0.13,0.07654965782110168,CEH34,Before,0.98
-0.96,0.0314,0.0827422871667585,0.017,-0.85,-0.10999999999999999,0.05388402391881422,CEH34,Before,0.85
-1.14,0.1291999999999999,0.0982264362407887,0.0314,-0.96,-0.17999999999999994,-0.009920879409049593,CEH34,Before,0.96
-1.17,0.0788,0.1034540511032635,0.1291999999999999,-1.14,-0.030000000000000027,-0.060575730177675036,CEH34,Before,1.14
-1.28,0.06,0.0916238627374468,0.0788,-1.17,-0.1100000000000001,-0.059361369366976,CEH34,Before,1.17
-1.38,0.0862,0.0662149663422362,0.06,-1.28,-0.09999999999999987,-0.07006366712953402,CEH34,Before,1.28
-1.44,0.0658,0.051859877934108,0.0862,-1.38,-0.06000000000000005,-0.1220858753163806,CEH34,Before,1.38
-1.51,0.104,0.0254322190955134,0.0658,-1.44,-0.07000000000000006,-0.1517721868550951,CEH34,Before,1.44
-1.25,0.0792,0.0173753308217581,0.104,-1.51,0.26,0.0753249143373596,CEH34,After,1.51
-1.09,0.0886,0.016843406399149,0.0792,-1.25,0.15999999999999992,0.02813447595024396,CEH34,After,1.25
-0.96,0.062,0.0130734806917993,0.0886,-1.09,0.13000000000000012,-0.03152838688559047,CEH34,After,1.09
-0.81,0.0948,0.0219099754243658,0.062,-0.96,0.1499999999999999,0.0679625138375031,CEH34,After,0.96
-0.71,0.065,0.0476546327440168,0.0948,-0.81,0.10000000000000009,0.00893914084230557,CEH34,After,0.81
-0.72,0.029,0.0774579471188726,0.065,-0.71,-0.010000000000000009,0.036336435514067816,CEH34,After,0.71
-0.9,0.0108,0.1057139093761601,0.029,-0.72,-0.18000000000000005,0.01350080592582556,CEH34,After,0.72
-1.06,0.049,0.115506484690514,0.0108,-0.9,-0.16000000000000003,0.09698918323643929,CEH34,After,0.9
-1.23,0.0373999999999999,0.0939167922714824,0.049,-1.06,-0.16999999999999993,-0.04878305474955108,CEH34,After,1.06
-1.39,0.087,0.0659618410912312,0.0373999999999999,-1.23,-0.15999999999999992,-0.08137626987525043,CEH34,After,1.23
-1.46,0.0975999999999999,0.0444083991785766,0.087,-1.39,-0.07000000000000006,-0.1519297136776998,CEH34,After,1.39
-1.45,0.1392,0.0271936127970865,0.0975999999999999,-1.46,0.010000000000000009,-0.1368661291148588,CEH34,After,1.46
-1.3,0.1128,0.02336955409366,0.1392,-1.45,0.1499999999999999,-0.09690520680999024,CEH34,After,1.45
-1.15,0.0382,0.0179122893806151,0.1128,-1.3,0.15000000000000013,-0.052568204798893015,CEH34,After,1.3
-1.16,0.0504,0.0255738024998631,0.0382,-1.15,-0.010000000000000009,-0.03121852874080497,CEH34,After,1.15
-1.19,0.096,0.034794782798454,0.0504,-1.16,-0.030000000000000027,-0.055436486883124206,CEH34,After,1.16
-1.07,0.0672,0.0516120532400373,0.096,-1.19,0.11999999999999988,0.03593336039819078,CEH34,After,1.19
-1.11,0.0392,0.0681657841856536,0.0672,-1.07,-0.040000000000000036,-0.021032292994158153,CEH34,After,1.07
-1.27,0.0608,0.092120481510294,0.0392,-1.11,-0.15999999999999992,-0.021767217236453668,CEH34,After,1.11
-1.36,0.0322,0.1097485813223114,0.0608,-1.27,-0.09000000000000008,0.04392834708264551,CEH34,After,1.27
-1.49,0.0608,0.0989358321187804,0.0322,-1.36,-0.1299999999999999,0.04005693585310971,CEH34,After,1.36
-1.6,0.0862,0.0699707475329168,0.0608,-1.49,-0.1100000000000001,-0.07268659661797744,CEH34,After,1.49
-1.68,0.1478,0.0431907817709369,0.0862,-1.6,-0.07999999999999985,-0.16314192985606646,CEH34,After,1.6
-1.48,0.093,0.0217215999048298,0.1478,-1.68,0.19999999999999996,-0.06966887890866183,CEH34,After,1.68
-1.35,0.0602,0.0206794590017241,0.093,-1.48,0.1299999999999999,-0.022653160091791483,CEH34,After,1.48
-1.27,0.0728,0.0203284124671498,0.0602,-1.35,0.08000000000000007,-0.0019521630875699372,CEH34,After,1.35
-1.15,0.1134,0.023081649956265,0.0728,-1.27,0.1200000000000001,0.01724800649637443,CEH34,After,1.27
-0.95,0.031,0.0306170022564282,0.1134,-1.15,0.19999999999999996,0.026980905334438324,CEH34,After,1.15
-0.86,0.0128,0.0554076360862932,0.031,-0.95,0.08999999999999997,0.15695068890811523,CEH34,After,0.95
-1.05,0.0072,0.0780053641747065,0.0128,-0.86,-0.19000000000000006,-0.028458960735331273,CEH34,After,0.86
-1.19,0.0764,0.0962307127782272,0.0072,-1.05,-0.1399999999999999,0.07802440551698578,CEH34,After,1.05
-1.31,0.0994,0.0969163493097241,0.0764,-1.19,-0.1200000000000001,-0.051271007611453145,CEH34,After,1.19
-1.4,0.1192,0.0976132155179787,0.0994,-1.31,-0.08999999999999986,-0.06975322386388774,CEH34,After,1.31
-1.2,0.0606,0.0672317697887623,0.1192,-1.4,0.19999999999999996,0.1032604136281508,CEH34,After,1.4
-1.24,0.116,0.0447405822887121,0.0606,-1.2,-0.040000000000000036,-0.0635309309659302,CEH34,After,1.2
-1.18,0.0848,0.0295056397138296,0.116,-1.24,0.06000000000000005,-0.12139037797974471,CEH34,After,1.24
-0.98,0.1505999999999999,0.0168909492945821,0.0848,-1.18,0.19999999999999996,0.05603347583596709,CEH34,After,1.18
-0.71,0.1102,0.0129870686539831,0.1505999999999999,-0.98,0.27,-0.02699210403712625,CEH34,After,0.98
-0.25,0.089,0.0186818521964761,0.1102,-0.71,0.45999999999999996,0.26497289350495273,CEH34,After,0.71
0.02,0.0424,0.0312899332564512,0.089,-0.25,0.27,0.15184429138239594,CEH34,After,0.25
0.05,0.0158,0.0374313956455442,0.0424,0.02,0.030000000000000002,0.028419594448184607,CEH34,After,-0.02
-0.07,0.1077999999999999,0.0642263455138479,0.0158,0.05,-0.12000000000000001,0.0015291381842622853,CEH34,After,-0.05
-0.08,0.0252,0.0942497072885958,0.1077999999999999,-0.07,-0.009999999999999995,-0.016247440514633726,CEH34,After,0.07
-0.36,0.0272,0.1169174567508262,0.0252,-0.08,-0.27999999999999997,-0.05099755141155482,CEH34,After,0.08
-0.58,0.0456,0.094777510509353,0.0272,-0.36,-0.21999999999999997,-0.049135494039833555,CEH34,After,0.36
-0.74,0.0952,0.0776241874685951,0.0456,-0.58,-0.16000000000000003,-0.07093842832067307,CEH34,After,0.58
-0.84,0.2012,0.0515176231476902,0.0952,-0.74,-0.09999999999999998,-0.18255078668001354,CEH34,After,0.74
-0.48,0.0467999999999999,0.0294710066467027,0.2012,-0.84,0.36,-0.007339443164803963,CEH34,After,0.84
-0.47,0.1002,0.019867764121142,0.0467999999999999,-0.48,0.010000000000000009,-0.0438387349487629,CEH34,After,0.48
-0.3,0.0252,0.0186109214291315,0.1002,-0.47,0.16999999999999998,-0.0033842531457205158,CEH34,After,0.47
-0.35,0.0866,0.0237653141318251,0.0252,-0.3,-0.04999999999999999,-0.04725142592813797,CEH34,After,0.3
-0.31,0.0327999999999999,0.0347917962835035,0.0866,-0.35,0.03999999999999998,-0.06441452771307686,CEH34,After,0.35
-0.42,0.0448,0.045473161701825,0.0327999999999999,-0.31,-0.10999999999999999,-0.07110552130239312,CEH34,After,0.31
-0.56,0.0472,0.0756288090461812,0.0448,-0.42,-0.14000000000000007,-0.05403972013480238,CEH34,After,0.42
-0.65,0.0238,0.0905318964807798,0.0472,-0.56,-0.08999999999999997,0.026922218343185728,CEH34,After,0.56
-0.86,0.0168,0.1104619647837164,0.0238,-0.65,-0.20999999999999996,0.006377056158281269,CEH34,After,0.65
-1.04,0.0412,0.1016991709218285,0.0168,-0.86,-0.18000000000000005,0.030364016832236912,CEH34,After,0.86
-1.21,0.0952,0.0699637377456108,0.0412,-1.04,-0.16999999999999993,-0.0899459587621243,CEH34,After,1.04
