key,col,Cluster,E,N,slope_mm_yr_2005_2025,p_ar_2005_2025,p_ols_2005_2025,sig_2005_2025,rho_2005_2025,n_eff_2005_2025,boot_lo_mm_yr_2005_2025,boot_hi_mm_yr_2005_2025,boot_sig_2005_2025,n_2005_2025,cwb_loading_mm_per_m_2005_2025,slope_mm_yr_2011_2025,p_ar_2011_2025,p_ols_2011_2025,sig_2011_2025,rho_2011_2025,n_eff_2011_2025,boot_lo_mm_yr_2011_2025,boot_hi_mm_yr_2011_2025,boot_sig_2011_2025,n_2011_2025,cwb_loading_mm_per_m_2011_2025,slope_mm_yr_2006_2012,p_ar_2006_2012,p_ols_2006_2012,sig_2006_2012,rho_2006_2012,n_eff_2006_2012,boot_lo_mm_yr_2006_2012,boot_hi_mm_yr_2006_2012,boot_sig_2006_2012,n_2006_2012,cwb_loading_mm_per_m_2006_2012,dh_corr_mm_2006_2012,bhat_m_per_cwb_2006_2012,slope_mm_yr_2015_2017,p_ar_2015_2017,p_ols_2015_2017,sig_2015_2017,rho_2015_2017,n_eff_2015_2017,boot_lo_mm_yr_2015_2017,boot_hi_mm_yr_2015_2017,boot_sig_2015_2017,n_2015_2017,cwb_loading_mm_per_m_2015_2017,dh_corr_mm_2015_2017,bhat_m_per_cwb_2015_2017,slope_mm_yr_2017_2025,p_ar_2017_2025,p_ols_2017_2025,sig_2017_2025,rho_2017_2025,n_eff_2017_2025,boot_lo_mm_yr_2017_2025,boot_hi_mm_yr_2017_2025,boot_sig_2017_2025,n_2017_2025,cwb_loading_mm_per_m_2017_2025,dh_corr_mm_2017_2025,bhat_m_per_cwb_2017_2025
d15,,,,,,,,,,,,,,,,29.37594899427065,0.08429502788457599,0.08429502788457599,False,0.0,15.0,9.43431884226149,48.26994256820141,True,15.0,3366.251963745735,-418.5702676672685,2.0080754203896923e-16,2.0080754203896923e-16,True,0.0,4.0,-418.57026766726864,-418.5702676672684,True,3,-6638.275888758991,-752.8036734191297,5.237943865930048,884.237164740088,3.019308031996371e-16,3.019308031996371e-16,True,0.0,4.0,884.2371647400879,884.2371647400885,True,3.0,17822.315331476708,432.6652649774303,5.237943865930048,28.767998829938826,0.3317646040414486,0.3317646040414486,False,0.0,9.0,-10.205677713685281,60.118624383027566,False,9.0,2313.7318929364865,245.5134175867659,5.237943865930048
d17,,,,,,,,,,,,,,,,17.98406108078776,0.20338260916894874,0.20338260916894874,False,0.0,15.0,-0.0289961501909907,35.566072156232316,False,15.0,2359.2358651679433,-297.8693686843691,5.475049845782938e-16,5.475049845782938e-16,True,0.0,4.0,-297.86936868436936,-297.8693686843691,True,3,-1746.9147075681765,-551.003067389961,4.552710811746292,766.4441164318589,4.0687140705933745e-16,4.0687140705933745e-16,True,0.0,4.0,766.4441164318584,766.4441164318595,True,3.0,15257.480283773419,396.5956390464436,4.552710811746292,10.203549862505678,0.6318054957501809,0.6318054957501809,False,0.0,9.0,-23.17166137120123,37.31934853646132,False,9.0,1293.1159244731393,115.45731789773616,4.552710811746292
d25,,,,,,,,,,,,,,,,32.31409196578472,0.1347833762957808,0.1347833762957808,False,0.0,14.0,4.6148880435955775,62.29412320937499,True,14.0,2918.3085627758937,-263.05856061355996,4.649676588955161e-16,4.649676588955161e-16,True,0.0,4.0,-263.0585606135602,-263.0585606135598,True,3,5240.7441227044765,-526.7222197509964,5.1555348455321175,1289.3787759105298,7.503943607923291e-16,7.503943607923291e-16,True,0.0,4.0,1289.3787759105298,1289.3787759105314,True,3.0,24859.17046235498,487.25102464403494,5.1555348455321175,71.20942894085336,0.1291628360629971,0.1291628360629971,False,0.0,8.0,22.36312368632635,122.29379410782792,True,8.0,1556.2863745268994,344.0271057815103,5.1555348455321175
d38,,,,,,,,,,,,,,,,21.93927276599794,0.19646750337774893,0.19646750337774893,False,0.0,15.0,2.089162525292665,41.84220319345844,True,15.0,3392.2251098479405,-167.77388387488065,1.0867873396949338e-15,1.0867873396949338e-15,True,0.0,4.0,-167.7738838748809,-167.77388387488057,True,3,25504.95473049512,-484.4282085512012,4.539782539165844,1193.470768107396,5.694724048498006e-16,5.694724048498006e-16,True,0.0,4.0,1193.470768107395,1193.4707681073971,True,3.0,23083.51542932962,418.5566588122217,4.539782539165844,35.17119112905797,0.32364473789115167,0.32364473789115167,False,0.0,9.0,-6.275665210267296,73.56036244872124,False,9.0,2661.7695975641564,293.1501840371119,4.539782539165844
d41,,,,,,,,,,,,,,,,19.321108665933284,0.1373286762312808,0.1373286762312808,False,0.0,15.0,4.62508665015211,33.57198463236979,True,15.0,2541.9171627116743,-219.60180810380604,5.944015758891334e-16,5.944015758891334e-16,True,0.0,4.0,-219.6018081038063,-219.60180810380595,True,3,16071.61530962707,-526.0719116183949,3.838922005855582,772.4824362634937,4.260109415600866e-16,4.260109415600866e-16,True,0.0,4.0,772.4824362634934,772.4824362634944,True,3.0,14994.420278880778,360.82820325039734,3.838922005855582,16.726521735212543,0.4623591001107624,0.4623591001107624,False,0.0,9.0,-12.560291167766492,40.39217530011413,False,9.0,1813.5178129577696,164.10255569440912,3.838922005855582
d43,,,,,,,,,,,,,,,,24.57312200378725,0.10414913215195769,0.10414913215195769,False,0.0,15.0,7.637777758713516,40.5471139521384,True,15.0,3014.1775214748254,-270.7288333498318,8.651200736860061e-16,8.651200736860061e-16,True,0.0,4.0,-270.728833349832,-270.72883334983175,True,3,11529.637069949884,-591.7164639482484,4.4522511301072045,907.5704980734212,5.860517162053353e-16,5.860517162053353e-16,True,0.0,4.0,907.5704980734204,907.5704980734218,True,3.0,17822.315331476708,395.93201919717654,4.4522511301072045,25.53549832934149,0.3664548321389964,0.3664548321389964,False,0.0,9.0,-8.698925491767383,53.33141995643424,False,9.0,2203.73083938262,227.0197306900265,4.4522511301072045
d44,,,,,,,,,,,,,,,,20.69574221689985,0.13961808436918796,0.13961808436918796,False,0.0,15.0,5.086402250970961,35.70957154834796,True,15.0,2838.35119806916,-215.2266747770723,5.358001472154531e-16,5.358001472154531e-16,True,0.0,4.0,-215.22667477707253,-215.2266747770723,True,3,20683.470137606957,-548.5116290861421,4.058639194894737,802.5437233931652,5.36886233027858e-16,5.36886233027858e-16,True,0.0,4.0,802.5437233931651,802.5437233931659,True,3.0,15717.835292335552,367.4841326743745,4.058639194894737,23.268148496878837,0.37274448891546463,0.37274448891546463,False,0.0,9.0,-7.812223332506233,49.00322632913891,False,9.0,2131.7477916391163,215.54563684777162,4.058639194894737
d5,,,,,,,,,,,,,,,,25.18390876970722,0.08224107351814837,0.08224107351814837,False,0.0,15.0,8.233256522155202,41.52705782067871,True,15.0,2961.6094720135166,-384.1855858595858,4.2449527028191725e-16,4.2449527028191725e-16,True,0.0,4.0,-384.18558585958607,-384.1855858595856,True,3,698.7658830272879,-740.1032375223549,4.679423817267429,671.4786288812738,7.139960382369052e-16,7.139960382369052e-16,True,0.0,4.0,671.4786288812733,671.4786288812746,True,3.0,13876.415258087032,366.71267006614386,4.679423817267429,19.193176628998334,0.3978948812673587,0.3978948812673587,False,0.0,9.0,-10.921904821276835,41.51030071155715,False,9.0,1971.1087053984477,184.06733438634538,4.679423817267429
d6,,,,,,,,,,,,,,,,26.84443892323518,0.07053927132613036,0.07053927132613036,False,0.0,15.0,10.591917424286079,42.93897853880875,True,15.0,2855.043865054723,-335.2369343339354,9.101146057167127e-16,9.101146057167127e-16,True,0.0,4.0,-335.2369343339358,-335.23693433393527,True,3,-6638.275888759051,-592.0541073226568,4.404704579024845,790.4057966002243,7.523522117861753e-16,7.523522117861753e-16,True,0.0,4.0,790.4057966002237,790.4057966002254,True,3.0,15520.540288666067,400.8850357943467,4.404704579024845,18.123012899462495,0.45251002254113404,0.45251002254113404,False,0.0,9.0,-10.643046877923851,41.520423502042114,False,9.0,1987.0451269461798,172.26300511694393,4.404704579024845
d7,,,,,,,,,,,,,,,,26.257231376447532,0.05860013748268363,0.05860013748268363,False,0.0,15.0,10.969763431324932,40.32598797553501,True,15.0,2806.6024709432754,-282.63243435043375,2.885107020407888e-16,2.885107020407888e-16,True,0.0,4.0,-282.6324343504339,-282.63243435043375,True,3,4891.361181190834,-569.478575697783,4.297991815284918,753.1107830985256,5.18533723778911e-16,5.18533723778911e-16,True,0.0,4.0,753.1107830985253,753.1107830985263,True,3.0,15257.480283773422,342.89099552843436,4.297991815284918,27.02879635410718,0.30307797964949373,0.30307797964949373,False,0.0,9.0,-5.282326408792751,50.12796634635819,False,9.0,2089.828307484436,236.0065704956687,4.297991815284918
d8,,,,,,,,,,,,,,,,22.448329789898747,0.10477222918491719,0.10477222918491719,False,0.0,15.0,6.201431922896172,37.95160192261075,True,15.0,2415.2158614179,-298.7076540271554,3.05205659226416e-16,3.05205659226416e-16,True,0.0,4.0,-298.70765402715557,-298.7076540271553,True,3,-9258.647950111237,-501.5372043479125,4.242796180240363,696.635715590032,6.836994568060821e-16,6.836994568060821e-16,True,0.0,4.0,696.6357155900313,696.6357155900328,True,3.0,13942.180259310195,363.69874188149134,4.242796180240363,15.161125998872413,0.5220357806868289,0.5220357806868289,False,0.0,9.0,-17.19208138071424,39.82258885156948,False,9.0,1581.8249438778523,154.5329398155198,4.242796180240363
