index,alongshore_m,E_local_m,N_local_m,normal_bearing_deg,signed_2012_2020_m,nearest_2012_2020_m,signed_2006_2020_m,nearest_2006_2020_m
89,2228.0280861932843,-409.9193488841028,409.66053872265826,217.3766054700761,20.448416497826088,20.35260151623907,31.808852878368164,31.80062830475872
90,2253.0621096336586,-429.8129498603886,424.8574782109083,217.3766054700761,22.681073837412217,22.672584134758505,31.2394592847839,31.231381934953387
91,2278.0961330740324,-449.70655083667396,440.0544176991581,217.3766054700761,23.366218111323864,23.357471953830213,30.670065691199678,30.662135565148013
92,2303.1301565144063,-469.6001518129593,455.25135718740785,217.3766054700761,24.051362385235507,24.042359772901925,32.942696269576814,32.661884342014304
93,2328.16417995478,-489.4937527892447,470.4482966756576,217.3766054700761,24.73650665914715,24.727247591973683,36.23245671860322,35.92360203566483
94,2353.1982033951545,-509.38735376553046,485.64523616390767,217.37660547007619,26.49646269948153,25.725677178641376,39.52221716762967,39.185319729315346
95,2378.2322268355283,-529.2809547418158,500.8421756521575,216.61816759627962,32.800614585668555,31.879702989273035,42.74137465521233,42.44703742296599
96,2403.266250275902,-549.5526324078547,515.4943694623607,214.00273428476945,38.1424213456417,37.44245150475137,45.164354235456784,45.04805991278989
97,2428.3002737162765,-570.7483542712242,528.8151691494626,212.14798279628033,41.95105092421276,41.41853973525199,46.07006530977696,46.03430004272326
98,2453.3342971566503,-591.9440761345933,542.1359688365642,212.1479827962804,45.90968203375202,45.39462796575251,47.05707167579074,47.02054017265667
99,2478.368320597024,-613.1397979979623,555.4567685236658,212.1479827962803,49.245443127388576,48.813995701202494,48.04407804180452,48.006780302590144
100,2503.402344037398,-634.3355198613315,568.7775682107674,212.14798279628013,52.58120422102507,52.12053164329552,49.03108440781822,48.99302043252356
101,2528.4363674777724,-655.531241724701,582.0983678978691,212.14798279628022,55.91696531466156,55.427067585388606,50.01809077383188,49.97926056245688
102,2553.470390918146,-676.72696358807,595.4191675849708,212.1479827962804,53.69441012414287,53.17279250777014,51.69170934550769,51.03477218605433
103,2578.50441435852,-697.9226854514391,608.7399672720724,211.0790524991935,50.319862539120415,49.69182535914713,56.17834440327526,55.40734613669782
104,2603.538437798894,-719.5110149153161,621.2068280560093,203.60652573377388,47.259140352993136,46.074179787671085,59.09913481194261,59.062014227910645
105,2628.5724612392683,-743.4210465259971,628.6238839402159,197.2342487493276,44.182617004265275,44.11892140044105,57.331448241519844,57.16694462215746
106,2653.606484679642,-767.3310781366778,636.0409398244225,197.23424874932763,42.836928220563536,42.7751726208733,55.430925382822096,55.271875016404216
107,2678.640508120016,-791.2411097473583,643.457995708629,197.23424874932763,41.479839955935645,41.41199804254211,53.530402524124405,53.37680541065107
108,2703.6745315603903,-815.1511413580394,650.8750515928357,197.23424874932763,40.046301332301134,39.98080402783701,51.62987966542664,51.48173580489779
109,2728.708555000764,-839.0611729687199,658.2921074770422,197.23424874932766,38.61276270866667,38.549610013131975,49.729356806728944,49.586666199144645
110,2753.742578441138,-862.9712045794005,665.7091633612488,197.23424874932763,37.17922408503221,37.118415998426876,47.82883394803125,47.6915965933915
111,2778.776601881512,-886.8812361900812,673.1262192454553,197.2342487493276,35.98737735169616,35.963538940022595,45.928311089333505,45.79652698763822
112,2803.810625321886,-910.7912678007622,680.543275129662,197.23424874932763,35.075733818725176,35.05249928917466,45.4168269261105,45.04300021775205
113,2828.84464876226,-934.7012994114427,687.9603310138685,197.23424874932755,34.16409028575422,34.141459638326836,48.64878995704277,48.24836090362487
114,2853.878672202634,-958.6113310221233,695.377386898075,197.23424874932755,33.252446752783165,33.230419987478754,51.88075298797494,51.45372158949771
115,2878.9126956430077,-982.5213626328039,702.7944427822815,197.23424874932763,32.5125858915818,32.510191463354005,55.11271601890724,54.65908227537066
116,2903.946719083382,-1006.4313942434849,710.2114986664882,197.23424874932763,32.20874599671809,32.206373945142296,58.344679049839556,57.86444296124358
117,2928.980742523756,-1030.3414258541654,717.6285545506947,197.23424874932766,31.904906101854426,31.902556426930698,61.57664208077185,61.069803647116515
118,2954.0147659641298,-1054.251457464846,725.0456104349013,197.23424874932763,31.60106620699075,31.59873890871906,64.0278049729738,63.5128540817271
119,2979.048789404504,-1078.161489075527,732.4626663191079,197.23424874932763,31.896291205973014,31.86889011397144,60.83350085814706,60.34424052042692
120,3004.082812844878,-1102.0715206862076,739.8797222033145,197.23424874932766,32.93463088575797,32.90633778907442,57.639196743320404,57.175626959126646
121,3029.116836285252,-1125.9815522968881,747.296778087521,197.23424874932758,33.97297056554293,33.9437854641774,54.44489262849376,54.00701339782657
122,3054.1508597256257,-1149.891583907569,754.7138339717276,197.23424874932758,35.01131024532782,34.98123313928028,51.25058851366702,50.83839983652639
123,3079.184883166,-1173.80161551825,762.1308898559342,197.23424874932752,36.04964992511277,36.018680814383146,48.0562843988403,47.66978627522611
124,3104.218906606374,-1197.7116471289305,769.5479457401407,197.23424874932755,,,,
125,3129.2529300467477,-1221.621678739611,776.9650016243472,197.23424874932766,,,,
126,3154.2869534871215,-1245.5317103502916,784.3820575085538,197.23424874932763,,,,
127,3179.320976927496,-1269.4417419609726,791.7991133927604,197.23424874932763,,,,
128,3204.3550003678697,-1293.3517735716532,799.216169276967,197.23424874932766,,,,
129,3229.3890238082436,-1317.2618051823338,806.6332251611735,197.23424874932763,,,,
130,3254.423047248618,-1341.1718367930148,814.0502810453802,197.23424874932763,,,,
131,3279.4570706889917,-1365.0818684036954,821.4673369295867,197.23424874932766,,,,
