tag,label,earlier_file,later_file,earlier_date,later_date,interval_days,n,median_m,p10_m,p90_m,min_m,max_m,n_progradation,alongshore_slope_m_per_km,alongshore_r,frontage_span_m,frontage_lo_local_m,frontage_hi_local_m,nearest_median_m,control_p95_m,expected_m,expected_basis,estimator,basis,rate_emitted,rate_note
winter2019,2019/20 winter storm sequence,coast2019-09-11.kml,coast2020-03-31.kml,2019-09-11,2020-03-31,202,139,8.948348937012296,4.0613585604233,21.76832613569528,0.7621305889245659,42.839963310615126,0,0.5691198604606752,0.0689685837354929,3454.1103047192732,-870.6026954115836,746.8522791977248,8.911861260153508,5.531591924228962,1.2834606574746672,2006-2026,signed_shore_normal_ray,pair_extent,False,displacement only — a single storm season is not annualised (D-098)
