well,E,N,cluster,beta1,beta2,beta3,sy,mean_head,winter_head,summer_head,head_swing,P_eff,recharge_m_mon,et_draw_m_mon,drainage_m_mon,lateral_inflow_m_mon,storage_change_mm
ceh25,242512.557,364638.544,1.0,2.660436633523905,6.247569707107605,0.3948060631289575,0.1725,8.57432776796563,8.923968956952192,8.23894624959443,0.6850227073577617,0.06704030544488711,0.1783564845282098,0.3704509241905507,3.3851965900478116,3.5772910297101523,118.1664170192139
ceh26,242172.261,364362.239,1.0,1.814396255108058,4.855882225501869,0.3669842366023445,0.2226,9.990153363014066,10.224599234091437,9.747336510077103,0.47726272401433434,0.06704030544488711,0.12163767914050351,0.2879305301949875,3.666228805466062,3.832521656520546,106.23868236559082
ceh11,242618.62,362688.287,1.0,1.8565107717961715,4.901900337298079,0.2687595872555836,0.2232,2.9906977746439916,3.2425717510379686,2.756004983638701,0.4865667673992675,0.06704030544488711,0.12446104920293845,0.29065918355039,0.8037786995195115,0.9699768338669631,108.60170248351652
ceh13,240964.108,364066.298,4.0,0.8020896170021077,3.048808636625767,0.0867355687301247,0.2375,10.091817231677704,10.148766740553304,10.052737382196948,0.09602935835635584,0.0509506321381142,0.0408669730176753,0.18077973197053523,0.8753195071100381,1.015232266062898,22.80697260963451
ceh14,241292.0,364488.0,4.0,0.8818855654909804,3.552396408544636,0.1011273328600071,0.1541,13.098248141039878,13.10426316312336,13.089902723995706,0.01436043912765328,0.0509506321381142,0.04493262703524376,0.2106400719530039,1.324590899641909,1.4902983445596691,2.2129436695713705
ceh15,240679.892,363754.368,,,,,0.12,4.907660418943533,4.982005698005698,4.823953488372093,0.15805220963360433,0.06704030544488711,,,,,18.96626515603252
ceh16,240988.214,363614.897,3.0,0.7585340086300985,3.0551445436646336,0.1235109892011409,0.2498,5.1935324255352535,5.311717379146638,5.079249503399002,0.23246787574763594,0.06704030544488711,0.05085235162889643,0.18115542087488845,0.6414583273260598,0.7717613965720518,58.070475361759456
ceh17,240804.597413,363576.069469,3.0,0.6942074530246787,2.736742452338286,0.0494010213362472,0.2823,3.753974499940571,3.8637877035537063,3.6513882137687252,0.21239948978498102,0.06704030544488711,0.04653987969289158,0.16227570371673333,0.18545017436729205,0.3011859983911338,59.96037596630014
ceh18,241267.167,363202.889,3.0,0.9529389802848138,4.009262551630879,0.1779619061532587,0.2599,4.2938100568117985,4.461588568611191,4.1366881286306905,0.32490043998050044,0.06704030544488711,0.06388532030863317,0.2377300433934388,0.7641346223702596,0.9379793454550653,84.44162435093207
ceh19,240845.741,363532.891,3.0,0.848405926120193,2.600676874410693,0.0885413688191324,0.3602,3.8052834403593003,3.921329405122738,3.698236139058691,0.22309326606404722,0.06704030544488711,0.05687739242835007,0.15420766743112715,0.3369250045541898,0.4342552795569669,80.35819443626983
ceh20,241153.0,363829.0,4.0,0.8943690592973861,3.4551140016663062,0.0955931616841673,0.1967,7.3144175800116145,7.4202839512118395,7.213783401484497,0.20650054972734289,0.0509506321381142,0.04556866893597237,0.2048716917307618,0.699208302351566,0.8585113251463554,40.61865813136835
ceh21,241470.51,362937.659,3.0,0.8134846095656546,2.909299149444273,0.0986478952163327,0.3074,3.0127740135607146,3.131858208076408,2.8946021364309917,0.23725607164541618,0.06704030544488711,0.05453625669999622,0.1725074883810098,0.2972038152002275,0.415175046881241,72.93251642380093
ceh22,241375.022,362906.94,1.0,0.9610549784624368,2.87638062506164,0.1627650056300364,0.3128,2.642304870216506,2.7746548081672513,2.5050003695842618,0.26965443858298954,0.06704030544488711,0.06442941930545117,0.1705555777417956,0.4300747670770622,0.5362009255134066,84.34790838875914
