ref_depth,Cluster,Cluster_Label,beta_1_recharge,beta_2_atmospheric_draw,beta_3_drainage,pvalue_beta_1,pvalue_beta_2,pvalue_beta_3,R2,AIC,beta_3_positive,beta_3_sig
3.1,4,C4 (Main Forest),2.4398447077645082,2.5989431690181104,0.02174890289189026,1.412955143571909e-53,3.636152711981515e-38,0.0020872104397700636,0.7209892156929494,-1136.802871628049,True,True
3.1,5,C5 (Coastal Forest),2.3696759040663493,1.347766832899588,0.05404329163741399,3.537677371952446e-55,1.1808593629571616e-17,1.3590081285140095e-16,0.6822235291336574,-1203.0217666062963,True,True
3.2,1,C1 (Lake Edge),4.5677726446620595,0.9978691977127824,0.10273248459245031,6.492394379010734e-69,4.169398174966295e-06,2.406648427822873e-37,0.7403471920532555,-1010.2487488123774,True,True
3.2,2,C2 (Dune),3.9520150337852047,1.7903688627687147,0.07491662203502954,6.810720244313941e-71,4.4310334782217525e-18,4.5958004895307934e-27,0.752032334021977,-1105.504544640792,True,True
3.2,3,C3 (Western Residual),3.5365285656203898,1.859374528178739,0.0663225954315676,7.708809642297676e-85,2.7471673445830426e-28,1.7251523351796543e-29,0.8140327890666841,-1241.3085784977134,True,True
3.2,4,C4 (Main Forest),2.447360772014164,2.5914026966757753,0.021159877805253663,3.754404733560691e-53,1.144393834568382e-37,0.001971715012240963,0.7211140146134853,-1136.9089032319835,True,True
3.2,5,C5 (Coastal Forest),2.381896409874107,1.332434483756396,0.05232822942639252,4.627287603683313e-55,3.6047528051634305e-17,1.233639468281515e-16,0.6824809396852802,-1203.2154437917482,True,True
3.3,1,C1 (Lake Edge),4.570524584221922,0.9806677636223646,0.09957655282034272,1.588203811585651e-68,7.011276212213295e-06,5.371391162184026e-37,0.7385668140452044,-1008.6292417262101,True,True
3.3,2,C2 (Dune),3.9569061664994534,1.7790410517270936,0.07254883964381767,1.507067020130372e-70,1.0204023101600886e-17,7.909215533366629e-27,0.750938228548292,-1104.41270349291,True,True
3.3,3,C3 (Western Residual),3.545087231195357,1.8471943869761978,0.06422850771450223,1.3986932920994226e-84,8.773814018168713e-28,2.2127888837595014e-29,0.8136582393781863,-1240.8075811486065,True,True
3.3,4,C4 (Main Forest),2.4542890314065664,2.5845369187120943,0.02058487172804559,9.356640313874035e-53,3.2480066906100074e-37,0.0018765727165565523,0.721222475282622,-1137.0010920822267,True,True
3.3,5,C5 (Coastal Forest),2.392961168769173,1.318522449690017,0.05068878819146111,6.101238237958387e-55,9.867079615883254e-17,1.153632512476056e-16,0.6826591556023565,-1203.349626483028,True,True
3.4,1,C1 (Lake Edge),4.572933178390799,0.9646701212280125,0.09659993223521397,3.713247193475168e-68,1.1230700268291842e-05,1.149247824762863e-36,0.7368689543512638,-1007.0950381781223,True,True
3.4,2,C2 (Dune),3.9613045849249664,1.7686187869487504,0.07031574684976638,3.216321274822666e-70,2.1972659801339197e-17,1.328115143302844e-26,0.7498892113028152,-1103.370351886955,True,True
3.4,3,C3 (Western Residual),3.5529265814602438,1.8359882948741386,0.06225081237268745,2.490642861990612e-84,2.5611063730518813e-27,2.838448596338926e-29,0.8132828471012541,-1240.3064661497847,True,True
3.4,4,C4 (Main Forest),2.4606793736220864,2.578280213746662,0.020025847172648582,2.196297474611896e-52,8.404913725260195e-37,0.0017977295751163997,0.7213166314209181,-1137.0811515276755,True,True
3.4,5,C5 (Coastal Forest),2.4029944684923756,1.3058803048618988,0.049123571888445704,8.081916218974268e-55,2.4530881102358904e-16,1.1060897355940123e-16,0.6827709608773774,-1203.4338456106623,True,True
3.5,1,C1 (Lake Edge),4.575039699742884,0.9497636701012209,0.09378837387813445,8.323491340803172e-68,1.7237765397524062e-05,2.364425053058851e-36,0.7352484499547038,-1005.63993906496,True,True
3.5,2,C2 (Dune),3.965265696582938,1.759010964063601,0.06820692561693928,6.633477665295547e-70,4.4558807492156784e-17,2.1789383496713324e-26,0.7488831777440871,-1102.3748095339233,True,True
3.5,3,C3 (Western Residual),3.56012227532936,1.825656970274719,0.060381074732791695,4.35219695741003e-84,6.895410399614277e-27,3.6360642736366165e-29,0.8129087656125967,-1239.808102148666,True,True
3.5,4,C4 (Main Forest),2.4665782488579566,2.572572906741118,0.019484094151320342,4.876265054047438e-52,2.002483433846896e-36,0.001732071757309531,0.7213982663307383,-1137.1505862701,True,True
3.5,5,C5 (Coastal Forest),2.412106572302853,1.2943742998520134,0.04763047582269413,1.0726241305339259e-54,5.601587110004688e-16,1.0829363623944173e-16,0.6828271482305368,-1203.476180848413,True,True
3.6,1,C1 (Lake Edge),4.5768799072947655,0.9358486955433243,0.09112904157713035,1.7939425086541467e-67,2.5481279335489573e-05,4.690700651675991e-36,0.7337005080793253,-1004.2582893383388,True,True
3.6,2,C2 (Dune),3.9688378037358603,1.7501373313619548,0.06621292794740818,1.3246730746257836e-69,8.562987064572236e-17,3.4971589967148826e-26,0.7479180636804339,-1101.4235012200868,True,True
3.6,3,C3 (Western Residual),3.5667406416434346,1.816113068842161,0.058611532904052153,7.4638821195270695e-84,1.7261207993833265e-26,4.646335543618968e-29,0.8125376835353392,-1239.3147175992017,True,True
3.6,4,C4 (Main Forest),2.472028544740217,2.567361016097919,0.018960382673629154,1.0282311289843995e-51,4.4308969129667255e-36,0.0016771797868680661,0.7214689401100182,-1137.2107144333418,True,True
3.6,5,C5 (Coastal Forest),2.420395158300546,1.2838857073411662,0.04620692585808024,1.42330915879963e-54,1.1863670455548332e-15,1.0789960300891008e-16,0.6828368289415128,-1203.4834756884984,True,True
3.7,1,C1 (Lake Edge),4.578484869401943,0.9228366519805615,0.08861034809955483,3.727423780567452e-67,3.643472415921477e-05,8.996216437869743e-36,0.7322206815373193,-1002.9449259126771,True,True
3.7,2,C2 (Dune),3.972063123608186,1.7419270206912953,0.06432517591000975,2.5659719924075006e-69,1.5679125710156184e-16,5.497637840054764e-26,0.7469918641352714,-1100.5139694066204,True,True
3.7,3,C3 (Western Residual),3.57283996879841,1.8072795732066163,0.0569350524671475,1.2566147314293875e-83,4.046092358388486e-26,5.917633086442751e-29,0.8121709148349237,-1238.8280268032934,True,True
3.7,4,C4 (Main Forest),2.477069614609543,2.562595896999777,0.01845508432668055,2.067283597807698e-51,9.175715640011918e-36,0.0016311532730709916,0.7215300155336086,-1137.2626887540205,True,True
3.7,5,C5 (Coastal Forest),2.4279466911633154,1.2743092283961308,0.04485005666245809,1.8851756507564557e-54,2.3503303255089632e-15,1.0908969412625784e-16,0.6828076966269478,-1203.461523885553,True,True
3.8,1,C1 (Lake Edge),4.579881651019135,0.9106487040041263,0.08622181255407586,7.484443819104551e-67,5.058116643146351e-05,1.6718846740670924e-35,0.7308048443923842,-1001.6951302625579,True,True
3.8,2,C2 (Dune),3.9749786479762115,1.7343172974514212,0.0625358720287428,4.829688314679478e-69,2.748514952362914e-16,8.474803296376252e-26,0.7461026458672446,-1099.6438807568532,True,True
3.8,3,C3 (Western Residual),3.578471601851454,1.7990884165260803,0.05534508007808834,2.077752703114319e-83,8.936598112997665e-26,7.506940595691018e-29,0.8118094712086574,-1238.3493310793526,True,True
3.8,4,C4 (Main Forest),2.4817374041768177,2.5582338325124563,0.017968268628578428,3.977512985358584e-51,1.7904798932261893e-35,0.001592484373274481,0.7215826819721638,-1137.3075163014216,True,True
3.8,5,C5 (Coastal Forest),2.4348376946344463,1.2655515024813848,0.04355684332553062,2.4891399962925734e-54,4.387931504133029e-15,1.1164270640345357e-16,0.682746250563546,-1203.4152296131435,True,True
3.9,1,C1 (Lake Edge),4.581093889689908,0.8992144825161072,0.08395393607697403,1.4555576365108658e-66,6.839833986587265e-05,3.0172059016188254e-35,0.7294491684361035,-1000.5045855066229,True,True
3.9,2,C2 (Dune),3.977616869317451,1.7272524946323828,0.06083791917238555,8.847413451439832e-69,4.632124932902678e-16,1.2824816649177639e-25,0.7452485551806816,-1098.8110283456233,True,True
3.9,3,C3 (Western Residual),3.583680876964506,1.7914793049573712,0.05383559774474967,3.37558544536624e-83,1.8702014258759763e-25,9.480822007068154e-29,0.8114541203770493,-1237.8796000879495,True,True
3.9,4,C4 (Main Forest),2.486064637549383,2.554235606850762,0.017499778994012716,7.34871351235261e-51,3.312044930278005e-35,0.0015599653496816926,0.7216279770668979,-1137.3460764414456,True,True
3.9,5,C5 (Coastal Forest),2.441135910484042,1.257529742246103,0.04232419748583735,3.273148993759637e-54,7.77002211827917e-15,1.1541412753552217e-16,0.6826579840420484,-1203.3487441434186,True,True
4.0,1,C1 (Lake Edge),4.582142279918814,0.8884710210226816,0.08179809326373683,2.747323418832681e-66,9.034488720237617e-05,5.297924931817516e-35,0.7281501007834609,-999.3693376911605,True,True
4.0,2,C2 (Dune),3.9800063958559813,1.7206831016964876,0.05922484906404682,1.5798216615844784e-68,7.533209542242476e-16,1.9071684032750315e-25,0.7444278222595768,-1098.0133308418308,True,True
4.0,3,C3 (Western Residual),3.5885079184983613,1.7843987090848288,0.05240107887354676,5.391399148506766e-83,3.726676404201888e-25,1.1916400577235086e-28,0.8111054331226676,-1237.419537305353,True,True
4.0,4,C4 (Main Forest),2.490081035450728,2.550566083032756,0.017049292342082512,1.3078953846708853e-50,5.838973545764415e-35,0.001532620267295067,0.7216668060990548,-1137.379136956626,True,True
4.0,5,C5 (Coastal Forest),2.446901340603381,1.2501705000689998,0.04114903656299321,4.2833122573620495e-54,1.3124210769498309e-14,1.203114659685599e-16,0.6825475428305092,-1203.2655819517438,True,True
4.1,1,C1 (Lake Edge),4.583044981836976,0.878361843262152,0.07974643717447281,5.042218786545307e-66,0.00011684845929957525,9.067517503733698e-35,0.726904342759693,-998.2857609468683,True,True
4.1,2,C2 (Dune),3.9821724738830016,1.7145649839752695,0.05769075855102691,2.753712083111968e-68,1.1861066246459114e-15,2.789749375000852e-25,0.743638762955347,-1097.2488296127171,True,True
4.1,3,C3 (Western Residual),3.5929883201178723,1.7777989987955845,0.05103644673104284,8.470325113617015e-83,7.101883048767073e-25,1.4902335756500283e-28,0.8107638213255,-1236.9696328125979,True,True
4.1,4,C4 (Main Forest),2.49381354707519,2.547193798629391,0.01661636565339403,2.248851897276636e-50,9.856949884419609e-35,0.0015096539834722434,0.7216999591261934,-1137.4073683555089,True,True
4.1,5,C5 (Coastal Forest),2.45218717549084,1.2434085646970796,0.040028332698217546,5.57511399194343e-54,2.125027271714718e-14,1.2627832004942853e-16,0.6824188582883866,-1203.1687190265613,True,True
4.2,1,C1 (Lake Edge),4.583817967091237,0.8688361783518207,0.07779181605674106,9.014091555871179e-66,0.00014829608244192695,1.515194996452102e-34,0.725708830158578,-997.2505261806887,True,True
4.2,2,C2 (Dune),3.9841374324996135,1.7088587122931749,0.05623025282262558,4.6917326291471115e-68,1.8133298203164277e-15,4.0176867099617685e-25,0.7428797787299506,-1096.5156844448356,True,True
4.2,3,C3 (Western Residual),3.5971537278861216,1.7716376999609782,0.04973703565794024,1.309793100320163e-82,1.2993882419228073e-24,1.8539783507159128e-28,0.8104295687762297,-1236.5302059166875,True,True
4.2,4,C4 (Main Forest),2.497286583218021,2.544090587458195,0.016200472160966543,3.7457118580677194e-50,1.600053430553399e-34,0.001490413660245473,0.7217281260323143,-1137.4313564748456,True,True
4.2,5,C5 (Coastal Forest),2.457040616118483,1.2371859812816395,0.03895914645615387,7.214691338568313e-54,3.312716972422621e-14,1.3328381887776891e-16,0.6822752591012644,-1203.0606759334746,True,True
4.3,1,C1 (Lake Edge),4.5844753125000395,0.8598482837087263,0.07592770019851637,1.57220445204789e-65,0.00018502695352860812,2.47573537713062e-34,0.724560714889732,-996.2605729703771,True,True
4.3,2,C2 (Dune),3.9859210632926034,1.703528985879824,0.05483839482416271,7.823497764512168e-68,2.6987643884225903e-15,5.701561156968762e-25,0.7421493552830842,-1095.8121683888294,True,True
4.3,3,C3 (Western Residual),3.6010323404525737,1.7658768546144774,0.04849855516711005,1.9946686088699402e-82,2.2905104331442214e-24,2.2943325788111834e-28,0.8101028561819044,-1236.1014396059984,True,True
4.3,4,C4 (Main Forest),2.500522242731587,2.5412312311160195,0.015801029336758057,6.0583551263354e-50,2.506851450470398e-34,0.0014743594419080023,0.7217519096757031,-1137.4516135144786,True,True
4.3,5,C5 (Coastal Forest),2.4615035980372717,1.2314511854490797,0.037938649143066244,9.280164065812301e-54,4.991060003989756e-14,1.4131544939061176e-16,0.6821195650525909,-1202.943587905273,True,True
4.4,1,C1 (Lake Edge),4.585029450106284,0.8513568593260978,0.07414811755333567,2.6793407477675473e-65,0.0002273276240994389,3.960967009703654e-34,0.7234573479909343,-995.3130843454138,True,True
4.4,2,C2 (Dune),3.9875409452965616,1.6985441344072618,0.05351066018157838,1.2783081289839115e-67,3.919151912562886e-15,7.979346108454011e-25,0.741446060261245,-1095.136662095887,True,True
4.4,3,C3 (Western Residual),3.604649339019154,1.7604824691569096,0.04731705692239079,2.9934045284037076e-82,3.902198112832535e-24,2.8241855342168074e-28,0.809783781489976,-1235.6834084351692,True,True
4.4,4,C4 (Main Forest),2.503540527453839,2.538593141639394,0.015417420404376176,9.536561543587732e-50,3.8033137105094365e-34,0.0014610419084103603,0.7217718373310505,-1137.4685876595347,True,True
4.4,5,C5 (Coastal Forest),2.4656134272664847,1.2261582408971863,0.03696413667493103,1.1862998354173637e-53,7.292099798232318e-14,1.503740683958545e-16,0.6819541657406722,-1202.8192639439776,True,True
4.5,1,C1 (Lake Edge),4.585491380713216,0.8433245397129687,0.07244759697481863,4.467609596393012e-65,0.0002754293921633709,6.213235593448175e-34,0.7223962639547945,-994.4054641593663,True,True
4.5,2,C2 (Dune),3.9890127238311814,1.6938756872898688,0.052242897017703585,2.0488874871327153e-67,5.564876957559764e-15,1.1021068315036113e-24,0.7407685403471735,-1094.4876479105412,True,True
4.5,3,C3 (Western Residual),3.6080272577339607,1.7554240375283694,0.04618890450910593,4.4293983253858637e-82,6.442974453203388e-24,3.4579402658505863e-28,0.8094723764293623,-1235.276101112961,True,True
4.5,4,C4 (Main Forest),2.506359542899059,2.536156074918091,0.015049010757066906,1.4639673310078462e-49,5.60421953513537e-34,0.001450084586450912,0.721788370620335,-1137.4826714458402,True,True
4.5,5,C5 (Coastal Forest),2.4694033374781146,1.2212661698074971,0.036033037222283286,1.5069385873946702e-53,1.036228075664786e-13,1.6047035536999912e-16,0.6817810866976364,-1202.689236648062,True,True
4.6,1,C1 (Lake Edge),4.5858708567434245,0.835717452044358,0.07082111806370661,7.297984024807503e-65,0.0003295076313465945,9.566855330387976e-34,0.7213751663028183,-993.5353167828064,True,True
4.6,2,C2 (Dune),3.9903503503560707,1.689498000292578,0.05103129010560908,3.224771471199999e-67,7.740329680795237e-15,1.503382312796888e-24,0.7401155179528249,-1093.8637039079997,True,True
4.6,3,C3 (Western Residual),3.611186303460057,1.7506741283193825,0.0451107458553443,6.466385613865099e-82,1.0336109190498468e-23,4.211589300148041e-28,0.8091686199876159,-1234.8794388116683,True,True
4.6,4,C4 (Main Forest),2.5089956834589433,2.5339018734732317,0.014695160376310091,2.195746135988434e-49,8.041357399971143e-34,0.0014411702705369425,0.7218019141163801,-1137.4942090177958,True,True
4.6,5,C5 (Coastal Forest),2.472902977531562,1.2167383657287747,0.03514291431818079,1.9021618338873148e-53,1.4359655335039172e-13,1.716222349276261e-16,0.6816020449744753,-1202.5548042285252,True,True
4.7,1,C1 (Lake Edge),4.58617653924855,0.8285048309146429,0.06926406677170659,1.1692909249110716e-64,0.0003896827414017075,1.4475427576925091e-33,0.7203919143309523,-992.7004288704896,True,True
4.7,2,C2 (Dune),3.9915662892947754,1.685387931077576,0.04987232886477298,4.98883946159941e-67,1.0563939453602051e-14,2.026710266463738e-24,0.739485787681777,-1093.2634980076382,True,True
4.7,3,C3 (Western Residual),3.614144632442054,1.7462080265064575,0.044079488134353986,9.318846888743316e-82,1.6147543078931523e-23,5.10278226487603e-28,0.8088724494011171,-1234.4932900144665,True,True
4.7,4,C4 (Main Forest),2.5114638018326816,2.531814236639545,0.014355233118687492,3.223164165614819e-49,1.126224654484508e-33,0.0014340302393132855,0.7218128227880021,-1137.5035024169788,True,True
4.7,5,C5 (Coastal Forest),2.4761388377312845,1.2125420792666741,0.034291466702950635,2.3859437252346422e-53,1.945056715589851e-13,1.838529647843164e-16,0.6814184959199574,-1202.417065955754,True,True
4.8,1,C1 (Lake Edge),4.586416133073742,0.8216586816121496,0.06777219602647512,1.8395378140895984e-64,0.0004560223924981686,2.15449141271368e-33,0.7194445109467629,-991.8987529805235,True,True
4.8,2,C2 (Dune),3.9926716968018745,1.6815245566380728,0.04876277876125985,7.593017838799611e-67,1.416787974167898e-14,2.701838686834547e-24,0.7388782126834977,-1092.6857822525228,True,True
4.8,3,C3 (Western Residual),3.6169185902041123,1.7420034219370326,0.04309227496532652,1.3264317695410668e-81,2.4616351347648127e-23,6.150884491702862e-28,0.808583769122335,-1234.1174825563808,True,True
4.8,4,C4 (Main Forest),2.5137773630313887,2.5298785159147577,0.014028603557006405,4.637743285527261e-49,1.542820000990001e-33,0.0014284356904411255,0.7218214084388364,-1137.5108170267629,True,True
4.8,5,C5 (Coastal Forest),2.47913462240181,1.2086479677476405,0.03347652586475286,2.974133863952324e-53,2.58060244522554e-13,1.9718968918621975e-16,0.6812316725960713,-1202.2769520858444,True,True
4.9,1,C1 (Lake Edge),4.586596503508268,0.8151534850968426,0.06634159074430102,2.8444736585646525e-64,0.0005285447481149851,3.157309645706072e-33,0.7185310915178904,-991.1283928460011,True,True
4.9,2,C2 (Dune),3.9936765756396237,1.6778889266648829,0.0476996557234199,1.1379234639986687e-66,1.8697459250064583e-14,3.563894027868592e-24,0.7382917209888735,-1092.1293873141153,True,True
4.9,3,C3 (Western Residual),3.6195229200185515,1.7380401378983306,0.04214646572715557,1.8657775022473244e-81,3.6687062655197616e-23,7.377025811905739e-28,0.8083024581383647,-1233.7518133866377,True,True
4.9,4,C4 (Main Forest),2.5159485836875524,2.528081533155781,0.013714661917109976,6.55045264652787e-49,2.0711843353062266e-33,0.0014241908890612746,0.7218279452748687,-1137.5163862847485,True,True
4.9,5,C5 (Coastal Forest),2.4819115755723167,1.2050297009094637,0.032696051995389705,3.6845813152247474e-53,3.359797368497248e-13,2.1166232403350896e-16,0.6810426190327521,-1202.135249148786,True,True
5.0,1,C1 (Lake Edge),4.586723777202463,0.8089659389133922,0.06496863668414683,4.327247166034865e-64,0.0006072223792154786,4.55960111707842e-33,0.7176499136531792,-990.3875901207037,True,True
5.0,2,C2 (Dune),3.994589909660592,1.6744638478081133,0.0466802032298285,1.6805113779592978e-66,2.4310226502145193e-14,4.653975162468543e-24,0.7377253018913434,-1091.5932172588393,True,True
5.0,3,C3 (Western Residual),3.621970944454339,1.734299894121605,0.04123961680375401,2.59482574494487e-81,5.354302202061913e-23,8.804138924172005e-28,0.8080283759432516,-1233.3960564780566,True,True
5.0,4,C4 (Main Forest),2.517988557619093,2.5264114193388654,0.013412817537164641,9.093685324965661e-49,2.7294228435046885e-33,0.001421127649873842,0.7218326747193434,-1137.5204157616497,True,True
5.0,5,C5 (Coastal Forest),2.48448876578616,1.201663615545236,0.031948128898542025,4.537250299685032e-53,4.2995661761249073e-13,2.27302682807189e-16,0.6808522183237977,-1201.992621339282,True,True
5.1,1,C1 (Lake Edge),4.58680342967755,0.8030747291473698,0.06364999267101795,6.482151017435852e-64,0.0006919866188312319,6.494189163718176e-33,0.7167993478410949,-989.6747124397929,True,True
5.1,2,C2 (Dune),3.995419780841468,1.671233694561347,0.04570187176652081,2.4475066114879686e-66,3.117482421972303e-14,6.019754920923002e-24,0.7371780024190162,-1091.076244596845,True,True
5.1,3,C3 (Western Residual),3.624274723818384,1.7307660994265726,0.04036946458765243,3.569785635882087e-81,7.663990232327849e-23,1.0456986881018744e-27,0.8077613674092414,-1233.0499692275398,True,True
5.1,4,C4 (Main Forest),2.519907368705999,2.524857471712517,0.013122501185449336,1.2423057158035065e-48,3.53616922665589e-33,0.001419100864628613,0.7218358095785731,-1137.5230866929792,True,True
5.1,5,C5 (Coastal Forest),2.486883335326373,1.1985284128550378,0.031230958249148632,5.5543258601281165e-53,5.416224297717453e-13,2.4414378061873464e-16,0.6806612163983742,-1201.8496286311486,True,True
5.2,1,C1 (Lake Edge),4.586840361381727,0.7974603292638405,0.062382565780125625,9.569278416922587e-64,0.0007827321460529828,9.129306751112505e-33,0.7159778688741253,-988.988242653934,True,True
5.2,2,C2 (Dune),3.996173471352376,1.668184243137658,0.044762300386370385,3.517744258192597e-66,3.946963604030899e-14,7.716082251625572e-24,0.7366489239288219,-1090.5775056215532,True,True
5.2,3,C3 (Western Residual),3.6264451947222103,1.7274236699296768,0.039533910079140526,4.860319070668579e-81,1.077384323242347e-22,1.2362179406579898e-27,0.8075012667560708,-1232.7132976263,True,True
5.2,4,C4 (Main Forest),2.521714192167075,2.523410027324778,0.01284316650086189,1.671897694689658e-48,4.5102608873673855e-33,0.0014179848548061815,0.7218375376484757,-1137.5245590386412,True,True
5.2,5,C5 (Coastal Forest),2.489110718485009,1.195604893022379,0.030542853497590044,6.760307974433493e-53,6.72517492219995e-13,2.6221927253270256e-16,0.6804702421631381,-1201.7067421353504,True,True
5.3,1,C1 (Lake Edge),4.586838963936497,0.792104822280851,0.061163489127621554,1.3932299199880662e-63,0.0008793216281049559,1.2675617932293158e-32,0.7151840479924169,-988.326769111033,True,True
5.3,2,C2 (Dune),3.996857552761231,1.6653025252446858,0.0438593001351188,4.992840814507729e-66,4.938127142370474e-14,9.805577952279485e-24,0.7361372188429618,-1090.0960960402142,True,True
5.3,3,C3 (Western Residual),3.628492291517806,1.7242588693446037,0.038731004929924595,6.551944898067041e-81,1.4893541889731667e-22,1.4548177920052865e-27,0.807247900780392,-1232.3857804259537,True,True
5.3,4,C4 (Main Forest),2.5234173853092443,2.522060351076248,0.012574290763673555,2.2187945589697086e-48,5.67041702082115e-33,0.0014176703799399003,0.7218380248394627,-1137.5249741355024,True,True
5.3,5,C5 (Coastal Forest),2.491184832910291,1.1928757222223776,0.029882233632764307,8.182092793407823e-53,8.240650369983233e-13,2.8156299505491166e-16,0.6802798245942243,-1201.5643571370897,True,True
5.4,1,C1 (Lake Edge),4.586803177960711,0.7869917432451202,0.05999010196022959,2.001975886116703e-63,0.0009815902863216342,1.739409569744719e-32,0.7144165456846359,-987.6889768738603,True,True
5.4,2,C2 (Dune),3.9974779641562144,1.6625766991191262,0.04299083913646712,7.002317361994087e-66,6.110293539864745e-14,1.2359216976814015e-23,0.7356420875398719,-1089.6311668899045,True,True
5.4,3,C3 (Western Residual),3.630425052937023,1.7212591684124319,0.0379589387924019,8.748704972651382e-81,2.0269219310289571e-22,1.704528929186433e-27,0.8070010914775647,-1232.0671524843206,True,True
5.4,4,C4 (Main Forest),2.5250245687727286,2.5208005366272994,0.012315375159297138,2.906355124416804e-48,7.034931336657347e-33,0.001418062170145658,0.721837417886571,-1137.5244569991169,True,True
5.4,5,C5 (Coastal Forest),2.4931182475380806,1.1903252278842957,0.02924761695800067,9.849039907011256e-53,9.97550227792956e-13,3.022085884059198e-16,0.680090407262238,-1201.4228041765407,True,True
5.5,1,C1 (Lake Edge),4.586736543646639,0.7821059394114738,0.05885993177604838,2.841030685300524e-63,0.0010893502850963506,2.3604769166631893e-32,0.7136741050887951,-987.0736397743774,True,True
5.5,2,C2 (Dune),3.998040080698186,1.659995935562164,0.0421550291532153,9.709518529738706e-66,7.483272850975877e-14,1.5456890520659e-23,0.7351627754059082,-1089.181920729443,True,True
5.5,3,C3 (Western Residual),3.6322517159245002,1.7184131209297389,0.03721602784764387,1.1576093716776588e-80,2.718596973333783e-22,1.98856485016102e-27,0.8067606581639217,-1231.7571474406739,True,True
5.5,4,C4 (Main Forest),2.5265426992322837,2.519623418659221,0.012065944662484089,3.7607137689521124e-48,8.621388870712976e-33,0.0014190768803296052,0.7218358467023702,-1137.5231183230048,True,True
5.5,5,C5 (Coastal Forest),2.4949223301498042,1.187939218575036,0.02863761498842448,1.1793024778449409e-52,1.194104196879689e-12,3.2418918324683296e-16,0.6799023606936465,-1201.282358478628,True,True
5.6,1,C1 (Lake Edge),4.586642245084393,0.7774334458938257,0.05777067824313636,3.984225538964307e-63,0.0012023948716004742,3.169634036145444e-32,0.7129555459403996,-986.4796132167425,True,True
5.6,2,C2 (Dune),3.9985487738932566,1.657550317040208,0.04135011346301121,1.3318381993738264e-65,9.077191940739327e-14,1.9187941410928225e-23,0.7346985700495725,-1088.7476080951647,True,True
5.6,3,C3 (Western Residual),3.6339797983631,1.715710254206097,0.036500704396700515,1.5184249181666798e-80,3.5969954598162075e-22,2.310319049672253e-27,0.8065264191880496,-1231.455499842627,True,True
5.6,4,C4 (Main Forest),2.527978134440903,2.5185224951518426,0.011825547641545643,4.810813311773067e-48,1.0446413939032848e-32,0.001420641385499197,0.7218334264220547,-1137.5210562171133,True,True
5.6,5,C5 (Coastal Forest),2.4966073771935573,1.1857048253485174,0.028050926544339563,1.4048475725305031e-52,1.4146929869134399e-12,3.4753713976198e-16,0.6797159929057714,-1201.143247987845,True,True
5.7,1,C1 (Lake Edge),4.5865231491818435,0.7729613748658406,0.056720198712069986,5.52478564419684e-63,0.001320502218155658,4.2136657622024726e-32,0.7122597590196739,-985.9058276508383,True,True
5.7,2,C2 (Dune),3.9990084646853488,1.6552307481874993,0.04057445590624373,1.808110658543874e-65,1.0912322843370123e-13,2.365166676010983e-23,0.7342487986768916,-1088.3275242069526,True,True
5.7,3,C3 (Western Residual),3.635616172147013,1.7131409720904527,0.035811507410733176,1.975139984338477e-80,4.69900526319505e-22,2.673361166543596e-27,0.8062981933037419,-1231.1619468244955,True,True
5.7,4,C4 (Main Forest),2.5293366914248288,2.5174918584915082,0.01159375526017505,6.088403618631903e-48,1.2525453938305632e-32,0.0014226913535723318,0.7218302591831215,-1137.5183577212294,True,True
5.7,5,C5 (Coastal Forest),2.498182728152454,1.1836103618226101,0.02748633208974148,1.6652395063737734e-52,1.6601110939338093e-12,3.7228382999766434e-16,0.6795315583976329,-1201.00566022286,True,True
5.8,1,C1 (Lake Edge),4.586381839902772,0.7686778166529276,0.05570649514417667,7.579266251976215e-63,0.0014434389387798956,5.548401944381508e-32,0.7115857010538025,-985.351282646932,True,True
5.8,2,C2 (Dune),3.999423170310637,1.653028876279032,0.03982653098024378,2.4306759062915427e-65,1.3008915571316907e-13,2.895778236620554e-23,0.7338128256242963,-1087.921005910125,True,True
5.8,3,C3 (Western Residual),3.637167127849224,1.7106964689666615,0.03514707394559801,2.5487557612712253e-80,6.065901510401745e-22,3.0814321437467265e-27,0.806075800764348,-1230.8762294188646,True,True
5.8,4,C4 (Main Forest),2.53062369856558,2.5165261343596197,0.011370160737177377,7.628006494506668e-48,1.4872601547687622e-32,0.0014251700450725673,0.7218264356760179,-1137.5151001240763,True,True
5.8,5,C5 (Coastal Forest),2.499656866436457,1.1816452006084752,0.026942688346170224,1.964436426304623e-52,1.9309791755514135e-12,3.984594564904625e-16,0.6793492658332196,-1200.869748131269,True,True
5.9,1,C1 (Lake Edge),4.586220648440336,0.7645717512810464,0.054727702299180676,1.0292030638830183e-62,0.00157096326701246,7.239926941647669e-32,0.7109323900339846,-984.8150415098055,True,True
5.9,2,C2 (Dune),3.9997965457201614,1.650937020438456,0.039104914868578845,3.2370850402231742e-65,1.5387038201830718e-13,3.522684393621163e-23,0.7333900500437674,-1087.5274288385203,True,True
5.9,3,C3 (Western Residual),3.6386384320556413,1.7083686533408262,0.03450613133581874,3.2638443859259076e-80,7.743410214286338e-22,3.538438461138928e-27,0.8058590641876882,-1230.5980935683303,True,True
5.9,4,C4 (Main Forest),2.5318440422293826,2.5156204274774665,0.011154378510733967,9.466848198224073e-48,1.750045602486275e-32,0.0014280272993052129,0.7218220364969603,-1137.5113521144651,True,True
