ref_depth,Cluster,Cluster_Label,beta_1_recharge,beta_2_atmospheric_draw,beta_3_drainage,pvalue_beta_1,pvalue_beta_2,pvalue_beta_3,R2,AIC,beta_3_positive,beta_3_sig
2.0,5,C5 (Coastal Forest),2.1072753604146293,1.671846445991548,0.07590508534434433,3.89079912181955e-55,1.4645095692360187e-28,3.386050113167335e-14,0.6672161942272514,-1191.9931514204425,True,True
2.1,1,C1 (Lake Edge),4.493122498851223,1.320229739937125,0.15551569135557786,5.231669918886754e-75,1.857364194765606e-11,6.2810353554383016e-43,0.7672711212470745,-1036.1934277253085,True,True
2.1,2,C2 (Dune),3.8375201879574323,2.018884830607659,0.11418811504559886,5.843694503154337e-76,1.4983574346189848e-25,1.631228579553935e-30,0.7675106902504366,-1121.4891649488668,True,True
2.1,3,C3 (Western Residual),3.357714033431836,2.1055841951309744,0.1001453068996598,6.209123221343049e-88,2.8000073475760865e-38,3.363500640620516e-30,0.816474289241086,-1244.5992634109207,True,True
2.1,4,C4 (Main Forest),2.3212486762067592,2.7287337513499317,0.026966857604341768,2.5140963958074325e-59,5.281559483380429e-47,0.007560785721815886,0.718183279181767,-1134.4313313737155,True,True
2.1,5,C5 (Coastal Forest),2.144791556973257,1.6259633846120662,0.07409441564617829,2.236414981737837e-55,5.8314220534264326e-27,1.1541263366868177e-14,0.670194902745098,-1194.1420438286764,True,True
2.2,1,C1 (Lake Edge),4.5055474436374405,1.2755845727472321,0.1487804688153858,2.829801092258286e-74,1.370161534096072e-10,3.039213432341226e-42,0.7641245846614038,-1033.0106127655752,True,True
2.2,2,C2 (Dune),3.855395392956006,1.9858988374907167,0.10924280279219704,2.1483863551979284e-75,1.8878919636536504e-24,3.945200467537062e-30,0.7658379864201161,-1119.711253665443,True,True
2.2,3,C3 (Western Residual),3.3840508468534476,2.0700414346201876,0.09602882486539516,1.1035629304904382e-87,7.3577906194487295e-37,3.124088246647069e-30,0.8165838084262276,-1244.7478988092585,True,True
2.2,4,C4 (Main Forest),2.337142876467134,2.710208221639334,0.026694068867606002,1.0601085145458319e-58,1.0468024086628486e-45,0.006104807175428693,0.7186468811714014,-1134.8215287480323,True,True
2.2,5,C5 (Coastal Forest),2.1789360027203784,1.5840917842474376,0.07211958831839307,1.5593772274686414e-55,1.650063942247872e-25,4.637098110629348e-15,0.6726988092746153,-1195.9634738406376,True,True
2.3,1,C1 (Lake Edge),4.516292970670411,1.2352180141614435,0.1425560526490384,1.3849039373670212e-73,7.707350176065604e-10,1.3280814106454376e-41,0.761143215588896,-1030.0338028506496,True,True
2.3,2,C2 (Dune),3.8710993067051147,1.9563539899429827,0.10464888141521941,7.540414387499618e-75,1.8012691016013754e-23,9.253583547904468e-30,0.7642120848376995,-1117.9952189280423,True,True
2.3,3,C3 (Western Residual),3.4075316885315985,2.0381846273395685,0.09215660623515334,2.063559103726582e-87,1.40114301241848e-35,3.1493952003899705e-30,0.8165718451755203,-1244.7316584094463,True,True
2.3,4,C4 (Main Forest),2.352156518879978,2.6930385919230146,0.02631211322865578,4.704125940272206e-58,1.6310560910676954e-44,0.005049504748004379,0.7190592882682612,-1135.1691779455496,True,True
2.3,5,C5 (Coastal Forest),2.209875545896169,1.5460533265468643,0.07004750570204218,1.2667908141708708e-55,3.350473773914521e-24,2.15543506950783e-15,0.674788646773432,-1197.4943957352589,True,True
2.4,1,C1 (Lake Edge),4.525608485697929,1.1986024512113151,0.13679111328045043,6.170164345701538e-73,3.4559376412386204e-09,5.281527142408678e-41,0.758318455018197,-1027.2474446121525,True,True
2.4,2,C2 (Dune),3.8849320129922087,1.929817021085376,0.1003764386720567,2.518870219901439e-74,1.3498488809502779e-22,2.1004484692545852e-29,0.7626382164087875,-1116.3453359798034,True,True
2.4,3,C3 (Western Residual),3.4285176022951567,2.0095652198362735,0.08851868480056162,3.982717534365461e-87,2.0021952158424513e-34,3.384403928971855e-30,0.8164650971295583,-1244.5867922511945,True,True
2.4,4,C4 (Main Forest),2.3662328021800194,2.6772216349425277,0.025848148706968686,2.089394826190712e-57,2.0035235636653933e-43,0.004270338747663008,0.7194242182843558,-1135.4772309662549,True,True
2.4,5,C5 (Coastal Forest),2.2378272958530148,1.511603789607303,0.06792973503321972,1.1607188372205207e-55,4.98276400073069e-23,1.1381721271742586e-15,0.6765209605112477,-1198.7708874859836,True,True
2.5,1,C1 (Lake Edge),4.533701736383684,1.1652871689240845,0.13144033945574166,2.5180765120667766e-72,1.2809220711105975e-08,1.925449894722481e-40,0.7556415099617098,-1024.6367856216946,True,True
2.5,2,C2 (Dune),3.8971475971721325,1.9059158960656792,0.09639786366741993,7.998421138991387e-74,8.199035930160316e-22,4.6096432565614474e-29,0.7611193777454658,-1114.7634807693394,True,True
2.5,3,C3 (Western Residual),3.4473215205790178,1.983791570161927,0.08510298650067079,7.821058257879046e-87,2.2165490682429198e-33,3.821370192115643e-30,0.8162848411461399,-1244.342360741695,True,True
