Name_Original,Cluster,basis,window_months,n,fit_start,fit_end,beta_1_recharge,pvalue_beta_1,beta_2_atmospheric_draw,pvalue_beta_2,beta_3_drainage,se_beta_3,pvalue_beta_3,R2,LCSC_percent,beta_3_significant_positive
D9,2,full_record,,184,2010-04,2026-02,4.307073528423244,1.083462752895382e-55,2.0997478653006314,3.932364548346416e-16,0.06449348385584586,0.006517622603889174,1.0002466568561155e-18,0.7789722126697065,23.217620813779913,True
D9,2,comparison_window,100,100,2017-10,2026-02,4.320882844025318,9.217237733037581e-30,2.1438010358626376,5.4725485855503645e-09,0.06106218932434403,0.0093557477736505,3.072620044494055e-09,0.7796489314377409,23.143418511861427,True
D10,2,full_record,,188,2010-04,2026-02,3.9484263356919183,1.2739577414350497e-54,1.9277506470269754,1.3419501540848387e-15,0.05713894410434196,0.005925455356067238,4.387561240726085e-18,0.7688025957164446,25.326545691392795,True
D10,2,comparison_window,100,100,2017-10,2026-02,4.13631629111283,1.8518498257562875e-29,2.030668999135072,8.057248954798245e-09,0.057473229382459565,0.008723063034315675,2.3046164281783385e-09,0.7777361816077473,24.176100898003646,True
D15,2,full_record,,189,2010-04,2026-02,4.262962115305761,4.648921517657919e-62,2.110154048927149,4.1717766121959077e-19,0.0602787612877756,0.005567690863096386,1.7039429846457568e-21,0.8063540426781223,23.457867392477986,True
D15,2,comparison_window,100,100,2017-10,2026-02,4.377563567993976,2.1512902313453507e-31,2.079682681282838,3.0463486693163203e-09,0.06077466135053154,0.008509718366684427,1.701274557278504e-10,0.7958245169690724,22.843757365658345,True
D17,2,full_record,,190,2010-04,2026-02,4.138577428807662,2.874887047554518e-48,1.578313902799455,4.5234909694719015e-09,0.06593131929448987,0.006826227457551035,3.6823408450772586e-18,0.7107093630217365,24.162892133882423,True
D17,2,comparison_window,100,100,2017-10,2026-02,4.334849915784831,3.6392390001320334e-23,1.4270572905160694,0.0008233916638859194,0.07080982717477113,0.011155293634896053,7.017726062059372e-09,0.6747032923037122,23.068849427949537,True
D25,3,full_record,,169,2010-04,2026-02,3.8119944727182298,1.19834423178594e-47,1.5796802429408001,7.87822953923625e-11,0.061701927485680395,0.00631138567186554,4.110050343096838e-18,0.7505034014013996,26.232986620437757,True
D25,3,comparison_window,100,100,2016-01,2026-02,3.7103508292250993,1.0699258107183448e-23,1.5130019787654265,8.597134564088934e-06,0.05972325746427097,0.009179299878555142,3.3772536501954198e-09,0.6969677560547315,26.95162926705905,True
