Name_Original,Cluster,basis,window_months,n,fit_start,fit_end,beta_1_recharge,pvalue_beta_1,beta_2_atmospheric_draw,pvalue_beta_2,beta_3_drainage,se_beta_3,pvalue_beta_3,R2,LCSC_percent,beta_3_significant_positive
D38,2,full_record,,187,2010-04,2026-02,5.346203384081111,4.017834645897178e-61,1.360401925475752,2.7614089457321806e-07,0.10555292371048386,0.00736823408031316,9.363475664127527e-32,0.7830280981882951,18.704862650336242,True
D38,2,comparison_window,100,100,2017-10,2026-02,5.469879218327161,4.755846607101395e-33,1.2535722099905482,0.0007971088251123688,0.10780109367386043,0.010659027007597927,7.623041741427322e-17,0.7869591003172296,18.281939327827192,True
D41,2,full_record,,188,2010-04,2026-02,3.846033900205456,1.1423370298607217e-49,1.4480758775544782,1.8811018268869386e-09,0.06302251245061632,0.006234869819572034,2.104489764444995e-19,0.725294630288813,26.00081085989855,True
D41,2,comparison_window,100,100,2017-10,2026-02,3.9721350081519167,1.3849181478500334e-25,1.3638785398270623,0.00012655779349952587,0.06531782278520899,0.009455147366085138,5.154717571870788e-10,0.7139074567970722,25.17537792516428,True
T41a,2,full_record,,188,2010-04,2026-02,5.249673128461633,1.4566521425860675e-52,1.734767652998338,1.4652202403981946e-08,0.09022564126204166,0.007858256866265338,2.1988021844305755e-23,0.7350187831012227,19.0488050499449,True
T41a,2,comparison_window,100,100,2017-10,2026-02,5.51328253499505,6.839362931552746e-28,1.703613848490214,0.00016600125346669524,0.09351284222566969,0.011775293021130919,3.5729600550023996e-12,0.7336486116180956,18.138014760763532,True
T41b,2,full_record,,190,2010-04,2026-02,3.886865826768429,6.450181913268917e-51,1.44378950192583,1.704666931355756e-09,0.06271219236637911,0.006109370208942936,6.850659100143714e-20,0.7294754708561839,25.72766965901182,True
T41b,2,comparison_window,100,100,2017-10,2026-02,3.977188692802798,1.8694668252609072e-25,1.310820672292106,0.00025483276860891336,0.06455321859198292,0.009405933600152412,6.378050301210712e-10,0.7115410602446464,25.143388389130756,True
T41c,2,full_record,,188,2010-04,2026-02,4.021970845769132,1.6660523245406002e-53,1.4978613515459325,2.565461945325736e-10,0.06534789305045735,0.00605441249300306,2.2396804109401573e-21,0.7506095854945329,24.863432340687876,True
T41c,2,comparison_window,100,100,2017-10,2026-02,4.27946220063621,4.766724830948837e-30,1.4530066510677506,1.426311988403228e-05,0.06953018732565835,0.008715231259009347,2.9882927869287918e-12,0.7699002156921447,23.367422192707625,True
T41d,2,full_record,,188,2010-04,2026-02,3.828433679869123,3.499715891244519e-51,1.5731271865853667,3.334930630907325e-11,0.06409975459218083,0.0063712045348407,2.869888997913184e-19,0.7380227119263016,26.120342772509133,True
T41d,2,comparison_window,100,100,2017-10,2026-02,3.9976739937196686,1.5280054887289348e-26,1.4973664087327803,1.976542755606523e-05,0.06739337416887028,0.009678138714336652,3.969099980364185e-10,0.7287824352844037,25.014545997772615,True
D43,2,full_record,,190,2010-04,2026-02,4.449400646415284,3.2719169251831707e-65,1.847404189182859,2.88817412630031e-16,0.0743522144321507,0.005840281160069538,3.832907252971809e-27,0.8115606987637092,22.47493717621637,True
D43,2,comparison_window,100,100,2017-10,2026-02,4.591872480963261,6.147604045614958e-35,1.8326543476781108,1.1906538376477664e-08,0.07506349526560045,0.008459865235055038,3.632045371285747e-14,0.8201884175048342,21.77760824469204,True
D44,2,full_record,,190,2010-04,2026-02,4.3300903817117735,6.414826286938559e-46,1.530067666318644,8.78807476535477e-08,0.07946339620766588,0.00800899713161705,6.587106770769185e-19,0.6866512327427419,23.094206167693883,True
D44,2,comparison_window,100,100,2017-10,2026-02,4.692380965661419,1.2906194265717882e-24,1.3912638777787465,0.0011128144674277631,0.08790289714772499,0.012230272436920165,1.3690860805134444e-10,0.6890207665402062,21.31114262285914,True
