ref_depth,Cluster,Cluster_Label,beta_2_atmospheric_draw,beta_3_drainage,mean_h_prev_m,mean_PET_m_month,h_disp_prev_mean_m,drainage_flux_m_month,et_flux_m_month,drainage_share_pct,all_beta3_pos_sig
3.1,5,C5 (Coastal Forest),1.3604528978511703,0.05370444295456188,-1.1527,0.0549,1.9473,0.10457877695095254,0.07469009002519983,58.336273729483864,True
3.2,1,C1 (Lake Edge),1.0166668796099139,0.1023839033550729,-0.3836,0.0551,2.8164,0.2883564982057702,0.0560081009089491,83.73581342189853,True
3.2,2,C2 (Dune),1.7990773349846556,0.07459574791746645,-0.5357,0.0547,2.6643,0.19874894824781245,0.09837532726610239,66.89084824996222,True
3.2,3,C3 (Western Residual),1.8713853274356556,0.06593403480659861,-0.7722,0.0548,2.4278,0.16007364942432015,0.10246978154761592,60.97035025090033,True
3.2,4,C4 (Main Forest),2.601080128891496,0.020797658719321,-1.3185,0.0551,1.8815,0.03913066702813478,0.1432933060503692,21.450397317733767,True
3.2,5,C5 (Coastal Forest),1.3451868708847041,0.05200272193990286,-1.1527,0.0549,2.0473,0.10646528416323832,0.0738519713881978,59.04331442803527,True
3.3,1,C1 (Lake Edge),0.9996959553194175,0.09924181584101745,-0.3836,0.0551,2.9164,0.2894312286269591,0.055073173983282986,84.01379675673101,True
3.3,2,C2 (Dune),1.7878475670890785,0.07224380188911098,-0.5357,0.0547,2.7643,0.19970692837343226,0.09776127245569081,67.13555526836008,True
3.3,3,C3 (Western Residual),1.859264544309403,0.06385904689477713,-0.7722,0.0548,2.5278,0.16142192994092722,0.10180609460889495,61.32399094549078,True
3.3,4,C4 (Main Forest),2.5941555452290004,0.020243131069790345,-1.3185,0.0551,1.9815,0.0401116397714449,0.14291183126418325,21.91611794076214,True
3.3,5,C5 (Coastal Forest),1.3313388798833585,0.050375613204752506,-1.1527,0.0549,2.1473,0.10817166228041,0.07309170420350339,59.67651620881151,True
3.4,1,C1 (Lake Edge),0.9839194379870408,0.09627784528742303,-0.3836,0.0551,3.0164,0.2904148178467881,0.05420404684590386,84.27130595585956,True
3.4,2,C2 (Dune),1.7775184948263392,0.07002517384351657,-0.5357,0.0547,2.8643,0.20057638824139107,0.09719646857292116,67.35885546696026,True
3.4,3,C3 (Western Residual),1.8481150365405696,0.06189879031663685,-0.7722,0.0548,2.6278,0.16265670213323905,0.1011955909308516,61.646878351642435,True
3.4,4,C4 (Main Forest),2.587837805711889,0.019702970664293957,-1.3185,0.0551,2.0815,0.041011612314984514,0.14256378747571383,22.34047283118735,True
3.4,5,C5 (Coastal Forest),1.3187586136565328,0.048821825432838105,-1.1527,0.0549,2.2473,0.10971739300849093,0.072401036251304,60.24507978375833,True
3.5,1,C1 (Lake Edge),0.9692253070824209,0.09347788919856234,-0.3836,0.0551,3.1164,0.2913167515951046,0.053394548294332045,84.51035741750911,True
3.5,2,C2 (Dune),1.7679993847649011,0.06792960581890264,-0.5357,0.0547,2.9643,0.20136691508951454,0.09667595422405689,67.56307089422631,True
3.5,3,C3 (Western Residual),1.837837740440056,0.060045025756751906,-0.7722,0.0548,2.7278,0.16378991032173915,0.10063284617119121,61.942441147692314,True
3.5,4,C4 (Main Forest),2.582068123925557,0.019178610673888607,-1.3185,0.0551,2.1815,0.04183802128581392,0.14224593614586092,22.72768462256829,True
3.5,5,C5 (Coastal Forest),1.307312414325902,0.0473393462355766,-1.1527,0.0549,2.3473,0.11111974895241465,0.07177262959363762,60.75690514595976,True
3.6,1,C1 (Lake Edge),0.9555143730133383,0.09082923594597907,-0.3836,0.0551,3.2164,0.2921453482225481,0.05263921398149225,84.73272305320305,True
3.6,2,C2 (Dune),1.7592103129370873,0.0659477871975962,-0.5357,0.0547,3.0643,0.2020868959618769,0.09619535908753163,67.75022400457664,True
3.6,3,C3 (Western Residual),1.828345498518442,0.058290158764586576,-0.7722,0.0548,2.8278,0.16483202663989396,0.10011308792480282,62.21365014060062,True
3.6,4,C4 (Main Forest),2.5767932214516347,0.018670952863598926,-1.3185,0.0551,2.2815,0.04259766417982057,0.14195534217061737,23.0815336050035,True
3.6,5,C5 (Coastal Forest),1.296881631347829,0.04592568274740443,-1.1527,0.0549,2.4473,0.11239402188933668,0.07119997020874003,61.218790770285835,True
3.7,1,C1 (Lake Edge),0.9426985685283175,0.08832040467697154,-0.3836,0.0551,3.3164,0.29290792320281406,0.05193319228921305,84.9399651154957,True
3.7,2,C2 (Dune),1.7510807029721391,0.06407125843597915,-0.5357,0.0547,3.1643,0.20274368674901372,0.09575082397761965,67.92208213660922,True
3.7,3,C3 (Western Residual),1.8195614559280957,0.05662719901942148,-0.7722,0.0548,2.9278,0.16579225420306665,0.09963210791916649,62.46308849626849,True
3.7,4,C4 (Main Forest),2.571965006225676,0.0181804893069874,-1.3185,0.0551,2.3815,0.043296723521203236,0.14168935616181833,23.405395473753103,True
3.7,5,C5 (Coastal Forest),1.2873610333896701,0.04457804119024539,-1.1527,0.0549,2.5473,0.11355373993509814,0.07067728080162289,61.63660141544476,True
3.8,1,C1 (Lake Edge),0.930699496151854,0.08594100575913201,-0.3836,0.0551,3.4164,0.29361092773988495,0.05127216430654423,85.13346537161009,True
3.8,2,C2 (Dune),1.7435480817882036,0.062292324482507176,-0.5357,0.0547,3.2643,0.2033437550913293,0.09533893280444362,68.08019457836382,True
3.8,3,C3 (Western Residual),1.8114176890204792,0.055049717680998214,-0.7722,0.0548,3.0278,0.1666787000403542,0.09918618691948565,62.69300995190532,True
3.8,4,C4 (Main Forest),2.5675401924114842,0.017707399193118298,-1.3185,0.0551,2.4815,0.04394080224262681,0.1414455935060469,23.702279806009535,True
