well,Cluster,Cluster_Label,ref_depth,beta_1_recharge,beta_2_atmospheric_draw,beta_3_drainage,pvalue_beta_3,R2,beta_3_positive,beta_3_sig
nw1,3,C3 (Western Residual),5.3,4.604001568593138,1.7188792779519333,0.06461359985397482,9.485694005904245e-09,0.7006956306691268,True,True
nw1,3,C3 (Western Residual),5.4,4.610004459053606,1.7098112655240727,0.06316593443926656,1.0169288798330605e-08,0.7002758835178715,True,True
nw1,3,C3 (Western Residual),5.5,4.615650169375241,1.7012522227923388,0.06177794373975691,1.0881327064108491e-08,0.6998671460971073,True,True
nw1,3,C3 (Western Residual),5.6,4.620965803757818,1.6931648296403408,0.060446226185708926,1.1621531136752552e-08,0.6994691775926405,True,True
nw1,3,C3 (Western Residual),5.7,4.625976002916402,1.6855150743577556,0.059167617052690996,1.2389575144603091e-08,0.6990817209107796,True,True
nw1,3,C3 (Western Residual),5.8,4.630703201401754,1.6782719152465844,0.057939169935467445,1.3185088873551092e-08,0.6987045076578032,True,True
nw1,3,C3 (Western Residual),5.9,4.635167854951863,1.6714069808634695,0.05675813970888786,1.4007661601244895e-08,0.6983372621855564,True,True
nw1,3,C3 (Western Residual),6.0,4.639388641671563,1.6648943041040438,0.05562196687491827,1.4856845865347607e-08,0.6979797048677032,True,True
nw1,3,C3 (Western Residual),6.1,4.643382640325655,1.6587100859652657,0.05452826319504793,1.573216113551579e-08,0.6976315547418745,True,True
nw1,3,C3 (Western Residual),6.2,4.647165488591446,1.6528324853675396,0.0534747985098071,1.6633097365312656e-08,0.6972925316290243,True,True
nw1,3,C3 (Western Residual),6.3,4.650751523737044,1.6472414318884794,0.052459488651209876,1.7559118405332565e-08,0.696962357821747,True,True
nw1,3,C3 (Western Residual),6.4,4.6541539078661724,1.6419184586686344,0.051480384358950616,1.8509665264124944e-08,0.696640759417277,True,True
nw1,3,C3 (Western Residual),6.5,4.657384739590335,1.6368465531002294,0.05053566111676542,1.9484159206867315e-08,0.6963274673577357,True,True
nw1,3,C3 (Western Residual),6.6,4.660455153746849,1.6320100232156918,0.04962360983112774,2.0482004685670606e-08,0.6960222182293727,True,True
nw1,3,C3 (Western Residual),6.7,4.663375410572044,1.6273943779551185,0.04874262828022284,2.150259209812451e-08,0.695724754863648,True,True
nw1,3,C3 (Western Residual),6.8,4.666154975561437,1.6229862197210299,0.047891213266804816,2.2545300372968887e-08,0.6954348267756476,True,True
nw1,3,C3 (Western Residual),6.9,4.66880259108944,1.618773147825647,0.04706795341392575,2.3609499383936308e-08,0.6951521904692718,True,True
nw1,3,C3 (Western Residual),7.0,4.671326340730557,1.6147436716086696,0.046271522547647825,2.4694552194554564e-08,0.6948766096336053,True,True
nw1,3,C3 (Western Residual),7.1,4.673733707104282,1.6108871321513298,0.04550067361565657,2.579981713745645e-08,0.6946078552507338,True,True
nw1,3,C3 (Western Residual),7.2,4.6760316239667725,1.6071936316437414,0.04475423309511972,2.6924649733606552e-08,0.6943457056318206,True,True
nw1,3,C3 (Western Residual),7.3,4.678226523183669,1.6036539695737886,0.04403109584728928,2.8068404456812935e-08,0.6940899463954018,True,True
nw1,3,C3 (Western Residual),7.4,4.680324377142357,1.600259585005753,0.04333022038010866,2.9230436350155183e-08,0.6938403703994727,True,True
nw1,3,C3 (Western Residual),7.5,4.682330737095876,1.5970025043015803,0.04265062448357889,3.041010250084569e-08,0.6935967776369755,True,True
nw1,3,C3 (Western Residual),7.6,4.6842507678718235,1.5938752937134244,0.04199138120581448,3.16067633806384e-08,0.693358975102637,True,True
nw1,3,C3 (Western Residual),7.7,4.686089279329536,1.590871016341648,0.041351615140600415,3.281978405908522e-08,0.693126776637744,True,True
