basis,fit,ssm_model,quantity,group,n,pearson_r,spearman_rho,median_ratio_pastas_over_ssm,ratio_p16,ratio_p84,median_difference,rmse
comparison_window,pastas,ssmB,beta_1_recharge,all,66,0.9074995073334078,0.9001356852103124,1.1000039357503353,1.003993182380528,1.2811994188548341,0.30913873953960236,0.4973940359788402
comparison_window,pastas,ssmB,beta_1_recharge,identified,53,0.9370800381118978,0.9208998548621189,1.0711575872470116,0.9958692757376068,1.1860062578734676,0.23162110790465595,0.35531490653284314
comparison_window,pastas,ssmB,beta_1_recharge,C1,7,0.994932193993384,1.0,1.0263313088949753,1.0175529402554218,1.0771750711375365,0.11244749190408676,0.17455665742384513
comparison_window,pastas,ssmB,beta_1_recharge,C2,24,0.9269648209467272,0.9278260869565217,1.056513399784413,0.9980512835622116,1.13442352750635,0.20771833239369242,0.3004823196708872
comparison_window,pastas,ssmB,beta_1_recharge,C3,21,0.9104563973160161,0.8701298701298701,1.160376597417184,0.9774038037785331,1.2494188016125107,0.4492343387857347,0.500198862109919
comparison_window,pastas,ssmB,beta_1_recharge,C4,9,0.5120232846782363,0.4666666666666666,1.3256732174896995,1.2060180522129174,1.4167356642753615,0.7332731356131359,0.9199638754819052
comparison_window,pastas,ssmB,beta_1_recharge,C5,5,0.886462456338101,0.49999999999999994,1.1662097142812373,1.1338126893874882,1.3284728094002045,0.3814620084226381,0.4641195290673902
comparison_window,pastas,ssmB,beta_2_atmospheric_draw,all,66,0.9361620942933359,0.9068990710781758,0.8944159558928865,0.8217445184884719,0.9721191677322719,-0.2490242520832151,0.3307185503113725
comparison_window,pastas,ssmB,beta_2_atmospheric_draw,identified,53,0.9345034856253872,0.8784873407514916,0.8925287710213613,0.8139629277358874,0.9804861654437962,-0.25446473000416425,0.332747754445511
comparison_window,pastas,ssmB,beta_2_atmospheric_draw,C1,7,0.9556602672142311,1.0,0.8818811265567075,0.8510134599381826,0.9018058654658115,-0.3520114258848648,0.3933234152595499
comparison_window,pastas,ssmB,beta_2_atmospheric_draw,C2,24,0.8025278635392512,0.7826086956521738,0.8676538915858051,0.8171836642000856,0.9521072274941459,-0.3494081329271219,0.3882608222480586
comparison_window,pastas,ssmB,beta_2_atmospheric_draw,C3,21,0.8964268502462034,0.7935064935064934,0.9355138381519459,0.8382886178196406,1.002744272549972,-0.1376077985000026,0.2309881454110102
comparison_window,pastas,ssmB,beta_2_atmospheric_draw,C4,9,0.9476702720810221,0.8833333333333333,0.9078582451374468,0.8777735296251181,0.9430633972187245,-0.24893969215555956,0.364082734581731
comparison_window,pastas,ssmB,beta_2_atmospheric_draw,C5,5,0.9866447321060763,0.8999999999999998,0.8920643271959527,0.8086427245554874,0.8978675258619515,-0.18752848812010003,0.20219972840957312
comparison_window,pastas,ssmB,beta_3_drainage,all,66,0.9464193660227536,0.9587934453606096,0.8121985348317957,0.6548597950507551,1.0595171673432553,-0.03890464069039319,0.047586124650838155
comparison_window,pastas,ssmB,beta_3_drainage,identified,53,0.95126389248844,0.9307369779067892,0.7758249081004382,0.6532902247546604,0.902929512220291,-0.044534151299901764,0.05092793699882709
comparison_window,pastas,ssmB,beta_3_drainage,C1,7,0.9870248058177009,0.9642857142857145,0.8537417390926769,0.8408355673086467,0.902303472829623,-0.04664685030065735,0.04823321665086363
comparison_window,pastas,ssmB,beta_3_drainage,C2,24,0.8204100925964202,0.8573913043478261,0.7308013191614431,0.6541080843205711,0.829098757503749,-0.05141070322702894,0.06161811486492325
comparison_window,pastas,ssmB,beta_3_drainage,C3,21,0.6054363744318597,0.5961038961038961,0.8253915217021829,0.6398560190014368,1.0346391749601271,-0.021861676446081946,0.036376593845160475
comparison_window,pastas,ssmB,beta_3_drainage,C4,9,0.8137896642644955,0.8833333333333333,2.0421643962265694,1.4867420946979466,3.157089448092579,0.03283897357170667,0.031575942209750574
comparison_window,pastas,ssmB,beta_3_drainage,C5,5,0.8889478200200942,0.8999999999999998,0.7393348166828947,0.6758539051833042,0.8608131546351069,-0.028537068915144695,0.032505782784099414
comparison_window,pastas,ssmB,gain,all,66,0.7844120790975487,0.9265629892495566,1.2674659637563457,1.0678753683711386,1.717053851568895,6.167333375802371,20.63546897389072
comparison_window,pastas,ssmB,gain,identified,53,0.8826385385367718,0.90041928721174,1.3411827478407172,1.178241962994751,1.732121745906621,7.063294641749941,8.78729514884681
comparison_window,pastas,ssmB,gain,C1,7,0.9643564752926151,0.8571428571428573,1.200876571356345,1.1359463908000664,1.2697524798823676,2.237743922695431,2.5431771062242707
comparison_window,pastas,ssmB,gain,C2,24,0.8550552735458941,0.9147826086956521,1.4079003791586655,1.219492686876473,1.707055394297025,6.743590569168687,7.9243931071887665
comparison_window,pastas,ssmB,gain,C3,21,0.8564340469295435,0.8298701298701299,1.257602222273886,1.1613724061082549,1.7876066674417788,7.794628809035295,10.753472772483065
comparison_window,pastas,ssmB,gain,C4,9,0.28518825902733314,0.43333333333333335,0.6807542703127308,0.4192077078061915,0.8802361453452722,-25.647969675296466,51.04116891300725
comparison_window,pastas,ssmB,gain,C5,5,0.948313414642784,0.6,1.6321681225831586,1.3084033842692588,1.9468031947154645,10.746090922694314,11.633768465245794
comparison_window,pastas,ssmB,efold_months,all,66,0.7906802988718188,0.9587934453606096,1.2644907867539317,0.9416585773389369,1.5986868740188453,1.3117336943454863,11.05210527841792
comparison_window,pastas,ssmB,efold_months,identified,53,0.8879933491582129,0.9307369779067892,1.3134149125958374,1.1231393685301856,1.6110504456020456,1.6769073613541838,2.1279254782834274
comparison_window,pastas,ssmB,efold_months,C1,7,0.9831968136136838,0.9642857142857145,1.2237518851209712,1.1428740376170619,1.229745083144204,0.4304460983999705,0.5229731718766939
comparison_window,pastas,ssmB,efold_months,C2,24,0.8193880249973502,0.8573913043478261,1.4182723777704132,1.2293026761933452,1.6170392151087896,1.782814662392726,1.8080863506439746
comparison_window,pastas,ssmB,efold_months,C3,21,0.7351638717223286,0.5961038961038961,1.2286207653908394,0.9648223739764807,1.6165413278964222,1.75270896628491,2.5243596369074717
comparison_window,pastas,ssmB,efold_months,C4,9,0.8029988155420191,0.8833333333333333,0.48137128226106063,0.31075121970235314,0.6678420925015879,-16.19829332589377,29.429369421016084
comparison_window,pastas,ssmB,efold_months,C5,5,0.956560649609038,0.8999999999999998,1.3737062960351596,1.1910179666146439,1.5228172941899958,3.2230695861615803,3.2511853607417622
comparison_window,pastas,ssmB,f_evap,all,66,0.707061048796704,0.8003548690115856,0.8025104886001742,0.6675728374491587,0.948033605695067,0.15936190479423532,0.2773390728079048
comparison_window,pastas,ssmB,f_evap,identified,53,0.7723708650767036,0.8055152394775036,0.8186786719194346,0.6937668813116863,0.9732952520022461,0.13029392029263642,0.17134025620025328
comparison_window,pastas,ssmB,f_evap,C1,7,0.8796409138246252,0.8571428571428573,0.8626112670413806,0.7947890440502255,0.887119088910199,0.10880399441923294,0.14256855081147762
comparison_window,pastas,ssmB,f_evap,C2,24,0.6939310271924117,0.5252173913043477,0.8172054886387876,0.7099302334475328,0.9468563485478164,0.1263194098880141,0.17446765598666572
comparison_window,pastas,ssmB,f_evap,C3,21,0.7505221534678408,0.6688311688311688,0.8162656896025553,0.6616963054860167,1.0441825177853719,0.1574309606487897,0.1921240701103351
comparison_window,pastas,ssmB,f_evap,C4,9,0.8399203024643469,0.8833333333333333,0.669895161252308,0.6494412818764684,0.8049759617409704,0.36085440065587515,0.5903926786667064
comparison_window,pastas,ssmB,f_evap,C5,5,0.9419119845023644,0.7999999999999999,0.6754396607567229,0.6385024380473068,0.7915327087461851,0.18371236081580422,0.24144868313470624
comparison_window,pastas,ssmB,base_level_m,all,66,0.5941724315857863,0.8751696065128903,,,,-0.4819548560774489,1.058475144025501
comparison_window,pastas,ssmB,base_level_m,identified,53,0.9194620624814055,0.9306563457506853,,,,-0.3759027468055154,0.5266946496087328
comparison_window,pastas,ssmB,base_level_m,C1,7,0.9670365440345087,0.9642857142857145,,,,-0.1621625233978058,0.18155033986032265
comparison_window,pastas,ssmB,base_level_m,C2,24,0.9141468766669247,0.868695652173913,,,,-0.3710734689228691,0.4692735561594039
comparison_window,pastas,ssmB,base_level_m,C3,21,0.8492917389613084,0.890909090909091,,,,-0.6123751947728984,0.6614249076231312
comparison_window,pastas,ssmB,base_level_m,C4,9,0.5375401601352723,0.5166666666666667,,,,-0.7930767502799232,2.501563647923415
comparison_window,pastas,ssmB,base_level_m,C5,5,0.9376606735202467,0.8999999999999998,,,,-0.7649900660749496,0.7643193838068914
comparison_window,pastas,ssmA,beta_1_recharge,all,66,0.8645952839083926,0.8662352572800334,0.916292934420143,0.8360222757590883,1.1442859233659086,-0.35402765592037033,0.5939793501305407
comparison_window,pastas,ssmA,beta_1_recharge,identified,53,0.8937323006259741,0.8878406708595388,0.8850683596046008,0.821925337358044,1.040713320461447,-0.49005762007639087,0.5733563098188542
comparison_window,pastas,ssmA,beta_1_recharge,C1,7,0.975492932602988,1.0,0.8069422786392214,0.7940132802519225,0.8237590476200272,-0.9330336615462604,0.9544014587110832
comparison_window,pastas,ssmA,beta_1_recharge,C2,24,0.9024452063568232,0.9226086956521738,0.872805033072355,0.831493572142208,0.9021243674609034,-0.5294860540326862,0.5966799903117322
comparison_window,pastas,ssmA,beta_1_recharge,C3,21,0.893161880911427,0.8285714285714286,1.0269376991137522,0.8990065948080201,1.103442857192764,0.08761561773901905,0.37973454790095756
comparison_window,pastas,ssmA,beta_1_recharge,C4,9,0.7325727764769507,0.5333333333333333,1.2836718028277687,1.1813033389029934,1.3485808833225439,0.7188783105230527,0.7517458751391154
comparison_window,pastas,ssmA,beta_1_recharge,C5,5,0.902933113319885,0.6,1.0974062944328369,1.029423944725751,1.1410563853320528,0.24406391588127718,0.22381779686599643
comparison_window,pastas,ssmA,beta_2_atmospheric_draw,all,66,0.32698860245852124,0.3109696273875379,1.3055689984361534,1.0236514666056213,1.7935749622002515,0.49979067482330486,0.9494340843973056
comparison_window,pastas,ssmA,beta_2_atmospheric_draw,identified,53,0.2588386624964914,0.3197871311078858,1.381421238011224,1.1670974712643947,1.8672080242514988,0.7529986353799982,1.0538612649086043
comparison_window,pastas,ssmA,beta_2_atmospheric_draw,C1,7,0.21834790095128345,0.03571428571428572,3.1750689889068755,2.19566229812478,5.248741719528219,2.03801748272283,2.229069114450583
comparison_window,pastas,ssmA,beta_2_atmospheric_draw,C2,24,0.7353809046299064,0.7043478260869565,1.5734130863912772,1.3670437594903389,1.8094679423403854,0.9052120922890086,0.9415133303952932
comparison_window,pastas,ssmA,beta_2_atmospheric_draw,C3,21,0.9267211399230795,0.8363636363636363,1.2306662178729644,1.0767164019829867,1.3331330316723904,0.3355594975669254,0.36494983719793767
comparison_window,pastas,ssmA,beta_2_atmospheric_draw,C4,9,0.9524593580092234,0.8833333333333333,0.9358704603107528,0.8898271850951791,0.9701441649225411,-0.13409296189475683,0.230749847534798
comparison_window,pastas,ssmA,beta_2_atmospheric_draw,C5,5,0.8565749200140298,0.7999999999999999,1.1246867969103942,1.0127076756404656,1.1934445749947575,0.09935259068750135,0.17994976177747854
comparison_window,pastas,ssmA,beta_3_drainage,all,66,0.7335217293433094,0.7891660578227744,2.181547992590536,1.5300046080629475,2.7071590175666502,0.05527573705297596,0.09094713325168823
comparison_window,pastas,ssmA,beta_3_drainage,identified,53,0.6709633785993346,0.6167553620383809,2.1386820620607887,1.466076921292842,2.6607765682428526,0.06401638694677711,0.09905437577720017
comparison_window,pastas,ssmA,beta_3_drainage,C1,7,0.583204852893941,0.39285714285714296,2.665521225286926,2.5193970377602466,3.6478618702011762,0.2122876386623735,0.2044374278116451
comparison_window,pastas,ssmA,beta_3_drainage,C2,24,0.06987469363679247,0.21565217391304345,2.1962163152743983,1.8381341185831934,2.670720140956322,0.08249123200280783,0.08755903242380124
comparison_window,pastas,ssmA,beta_3_drainage,C3,21,0.20389616142667255,0.4194805194805195,2.0232726520992936,1.1669152501210835,2.3695988697541837,0.04684532890468434,0.04600730341111417
comparison_window,pastas,ssmA,beta_3_drainage,C4,9,0.6987700811492934,0.8666666666666667,2.6492686520162483,1.8548432286273058,5.803138840702181,0.03782078554219272,0.046006265140012076
comparison_window,pastas,ssmA,beta_3_drainage,C5,5,0.41672359126557795,0.19999999999999998,1.8107845115874028,1.5398654694539402,1.9714116006729558,0.03099461552781549,0.034208761553466756
comparison_window,pastas,ssmA,gain,all,65,0.4026418873546261,0.5557255244755245,0.4596924800069322,0.31926511527070495,0.6144775245263849,-35.51472516583438,89.49969075246297
comparison_window,pastas,ssmA,gain,identified,53,0.32707080593314986,0.3247056926302209,0.45010470363662874,0.31966111155815863,0.6187121878026686,-32.5861876378489,33.76832658840039
comparison_window,pastas,ssmA,gain,C1,7,0.5009500293839533,0.14285714285714288,0.301605762396275,0.22101168340644606,0.32514437121215345,-34.805828449234696,35.12674067791422
comparison_window,pastas,ssmA,gain,C2,24,-0.11395280208563217,0.10434782608695652,0.3723271924987066,0.3214430948517003,0.5018144078022682,-37.876570152002934,36.307411517197856
comparison_window,pastas,ssmA,gain,C3,21,0.09054939324437147,0.16623376623376623,0.5155882511415444,0.4531577342541911,0.7686921096856824,-29.245338474891728,31.77144721261424
comparison_window,pastas,ssmA,gain,C4,8,0.08092931981704413,0.4047619047619048,0.43221710210960523,0.21670009933562445,0.5365007125477853,-73.28109381109029,238.98935743851263
comparison_window,pastas,ssmA,gain,C5,5,0.747821450655683,0.8999999999999998,0.6060391434819644,0.5508611132288131,0.6891542347534746,-23.378839763528298,21.273155017539054
comparison_window,pastas,ssmA,efold_months,all,65,0.5220855852814635,0.7794580419580419,0.4345321201773781,0.34144177064390346,0.6000670732094797,-8.799594423553266,41.824414017707454
comparison_window,pastas,ssmA,efold_months,identified,53,0.6307125123510017,0.6167553620383809,0.4468725538992164,0.351226516486755,0.6638108482905523,-7.977616884534886,8.810040868187171
comparison_window,pastas,ssmA,efold_months,C1,7,0.49739246392632813,0.39285714285714296,0.3381376468930391,0.23826477277180735,0.36372608145541296,-6.326181328790111,6.631263574177625
comparison_window,pastas,ssmA,efold_months,C2,24,0.17233685441079527,0.21565217391304345,0.43364405686227514,0.3527419272760033,0.526670094816699,-8.002716835196281,8.035299457672906
comparison_window,pastas,ssmA,efold_months,C3,21,0.3436373284935433,0.4194805194805195,0.4834037794153091,0.41157604748970394,0.8518964694917239,-9.434497644063137,10.939936712645144
comparison_window,pastas,ssmA,efold_months,C4,8,0.49043793093385185,0.9047619047619048,0.3306458741181574,0.16191764495181704,0.4494957729256371,-33.676865956067076,116.63303817740703
comparison_window,pastas,ssmA,efold_months,C5,5,0.5031923435971585,0.19999999999999998,0.5433575409538093,0.49676732523822387,0.6423957514993854,-11.007985177385573,10.064320595351544
comparison_window,pastas,ssmA,f_evap,all,66,0.4319958108363646,0.35217618202692835,1.3830957525644592,0.8887924621764867,2.150474642774364,-0.17112100100794683,0.3074582586908822
comparison_window,pastas,ssmA,f_evap,identified,53,0.18404800090034032,0.19908079342041607,1.6094268443569633,1.147901351065209,2.2282936908912974,-0.23053320027458307,0.3080853980486286
comparison_window,pastas,ssmA,f_evap,C1,7,0.39593560532720573,0.3214285714285715,3.8871127265788576,2.738155877385305,6.512287444109302,-0.6188401943922165,0.5609940357393284
comparison_window,pastas,ssmA,f_evap,C2,24,0.5472646415445891,0.5643478260869564,1.8385417414784482,1.5512320334851273,2.1660638839839716,-0.3279725141119608,0.3242537094533956
comparison_window,pastas,ssmA,f_evap,C3,21,0.7873085574357451,0.8077922077922077,1.2056460340328652,1.0231486650049724,1.3930839696673367,-0.09691520342451121,0.12223490016593427
comparison_window,pastas,ssmA,f_evap,C4,9,0.8733863916379444,0.8499999999999999,0.7129613913014232,0.6795134087817076,0.8382052845667306,0.2770318407617244,0.36254358399552855
comparison_window,pastas,ssmA,f_evap,C5,5,0.8387809393958524,0.8999999999999998,1.0739434180433347,0.9043435022588974,1.133879463438139,-0.026323740993862366,0.05645795637740154
comparison_window,pastas,ssmA,base_level_m,all,66,,,,,,1.6465482514775953,1.9079883192008371
comparison_window,pastas,ssmA,base_level_m,identified,53,,,,,,2.0867703810059477,2.0877815897120824
comparison_window,pastas,ssmA,base_level_m,C1,7,,,,,,2.8031733299458694,2.8053664764523343
comparison_window,pastas,ssmA,base_level_m,C2,24,,,,,,2.437269460067646,2.3099351371296355
comparison_window,pastas,ssmA,base_level_m,C3,21,,,,,,1.5342257261839447,1.489647359803925
comparison_window,pastas,ssmA,base_level_m,C4,9,,,,,,0.6467512512972466,0.7981020970455862
comparison_window,pastas,ssmA,base_level_m,C5,5,,,,,,1.017090972639859,0.9782810996398239
comparison_window,pastas_ar1,ssmB,beta_1_recharge,all,66,0.9930371988679687,0.9929861183592528,1.0485706740091456,1.0254041633045448,1.1049917607737776,0.1652140593125273,0.20034097980121202
comparison_window,pastas_ar1,ssmB,beta_1_recharge,identified,53,0.9915367895193524,0.9885502338332526,1.0494709230066237,1.026188647598513,1.100937663384562,0.17311697447002006,0.21019459282744743
comparison_window,pastas_ar1,ssmB,beta_1_recharge,C1,7,0.99464116588986,1.0,1.0470557388134754,1.02811765976797,1.0601632330686421,0.18838711240368244,0.18826920171074207
comparison_window,pastas_ar1,ssmB,beta_1_recharge,C2,24,0.983528274093282,0.9695652173913042,1.0551828200597266,1.030159880327398,1.105448196829593,0.20406104958334503,0.2378749260204506
comparison_window,pastas_ar1,ssmB,beta_1_recharge,C3,21,0.9931625293474706,0.9779220779220777,1.0438942994733542,1.0220157229481264,1.1116149795234442,0.15700574753573893,0.19465704282670052
