Cluster_Label,t_half_min,t_half_median,t_half_max,n_wells
C1 (Lake Edge),5.180756778193442,7.091604183644096,7.951277650498909,7
C2 (Dune),6.412720503455115,9.989553428587858,12.504714394129497,24
C3 (Western Residual),6.833068563425814,13.552193018952886,21.05568399688397,21
C4 (Main Forest),17.11928710163321,32.045909888077524,81.99373489910191,7
C5 (Coastal Forest),12.10882606920583,15.832053315698499,18.131955782582022,5
