claim_id,doc,context,csv,key_col,key,value_from,relation,threshold,note
benchmark_dnse_beta3_p_report9,report_edits/text/report9.md,"correlates positively with β₃ (r = 0.42, p \< 0.001)",outputs/08_model_benchmarking/08_report_numbers.csv,Parameter,dNSE_vs_beta3_p,Value,lt,0.001,"2026-09-25: replaces the two retired clearfell synthetic-extension claims (now ""p = 0.001"", no inequality). Committed 0.00048 after D-195 (the r fell from 0.60 to 0.42), so the margin is worth watching."
