Easting,Northing,Head_maOD
241450,362350.0,2.9565455051077323
241500,362350.0,3.167120302478833
241550,362350.0,2.9778617214911165
241600,362350.0,0.0
241650,362350.0,2.995212020305834
241700,362350.0,3.200888546932495
241750,362350.0,3.0083418549967367
241800,362350.0,0.0
241850,362350.0,3.0170297511371253
241900,362350.0,3.2171415794204936
241950,362350.0,3.02115832504699
242000,362350.0,0.0
242050,362350.0,3.0207308027182886
242100,362350.0,3.2151620238166942
242150,362350.0,3.0158066863622843
242200,362350.0,0.0
242250,362350.0,3.0064296844856986
242300,362350.0,3.1954883168283175
242350,362350.0,2.9925952633684076
242400,362350.0,0.0
242450,362350.0,2.974226063140132
242500,362350.0,3.1574819599819106
242550,362350.0,2.951144237780452
242600,362350.0,0.0
242650,362350.0,2.923054586234602
242700,362350.0,3.1002979388404373
242750,362350.0,2.889639885280651
242800,362350.0,0.0
242850,362350.0,2.8507739066923077
242900,362350.0,3.0220677364401003
242950,362350.0,2.8065902561280143
243000,362350.0,0.0
243050,362350.0,2.757373625880215
243100,362350.0,2.9219999993442505
243150,362350.0,2.7034167319710045
243200,362350.0,0.0
243250,362350.0,2.6448586099766462
243300,362350.0,2.8010573290364573
241400,362400.0,3.0205622227032336
241450,362400.0,3.1829478202256216
241500,362400.0,3.282233117716563
241550,362400.0,3.204897864931348
241600,362400.0,3.065101504732357
241650,362400.0,3.222755160263577
241700,362400.0,3.3173173181652196
241750,362400.0,3.236120328676863
241800,362400.0,3.092561993785428
241850,362400.0,3.2446732390687467
241900,362400.0,3.333760667815579
241950,362400.0,3.248310551327441
242000,362400.0,3.1009230386609814
242050,362400.0,3.2471911714266164
242100,362400.0,3.3309719824350656
242150,362400.0,3.241569519028765
242200,362400.0,3.090480325534232
242250,362400.0,3.2314920074517866
242300,362400.0,3.310393875586072
242350,362400.0,3.216736976341207
242400,362400.0,3.061670865761793
242450,362400.0,3.1970665409893786
242500,362400.0,3.2704571034241523
242550,362400.0,3.1724387652488475
242600,362400.0,3.013547468630334
242650,362400.0,3.142881398517432
242700,362400.0,3.2109375548409327
242750,362400.0,3.108017213351232
242800,362400.0,2.9437826715270528
242850,362400.0,3.067231076467106
242900,362400.0,3.1294605544577427
242950,362400.0,3.0203024634208377
243000,362400.0,2.8504443028632043
243050,362400.0,2.967404519879385
243100,362400.0,3.023230740640843
243150,362400.0,2.908797266865647
243200,362400.0,2.73525645474181
243250,362400.0,2.844543392805473
243300,362400.0,2.893017021592035
243350,362400.0,2.7741727833075367
241350,362450.0,3.407121020476357
241400,362450.0,3.3991803172706856
241450,362450.0,3.433014679362916
241500,362450.0,3.4636064231878865
241550,362450.0,3.455341160189899
241600,362450.0,3.4438671206951397
241650,362450.0,3.4735275447817076
241700,362450.0,3.499646255451132
241750,362450.0,3.4868769510839686
241800,362450.0,3.470615607776392
241850,362450.0,3.4948842495391905
241900,362450.0,3.515452139666358
241950,362450.0,3.4974634867257826
242000,362450.0,3.476115661523703
242050,362450.0,3.4951066974717637
242100,362450.0,3.5107890716545738
242150,362450.0,3.488629211618185
242200,362450.0,3.4633077693598615
242250,362450.0,3.478101960474401
242300,362450.0,3.4894151878167827
242350,362450.0,3.462565184404766
242400,362450.0,3.43210660513557
242450,362450.0,3.4412201769151425
242500,362450.0,3.4466447133692255
242550,362450.0,3.414376654169901
242600,362450.0,3.3790139397199837
242650,362450.0,3.3834324015491526
242700,362450.0,3.384692192612368
242750,362450.0,3.34824376763543
242800,362450.0,3.307900906159049
242850,362450.0,3.3066921331375227
242900,362450.0,3.301507945211144
242950,362450.0,3.2577353227187937
243000,362450.0,3.20993341836534
243050,362450.0,3.2014768509015434
243100,362450.0,3.1890514683630826
243150,362450.0,3.1382309355681266
243200,362450.0,3.083637338105001
243250,362450.0,3.0680197303283947
243300,362450.0,3.048156005768877
243350,362450.0,2.9901542825219396
243400,362450.0,2.927969198364649
241300,362500.0,3.5835894179646766
241350,362500.0,3.5939607629332513
241400,362500.0,3.6035633816467065
241450,362500.0,3.619989436323966
241500,362500.0,3.635543602860494
241550,362500.0,3.6429128892155034
241600,362500.0,3.6491838010979363
241650,362500.0,3.6617122305747127
241700,362500.0,3.672799112334189
241750,362500.0,3.6751938681520238
241800,362500.0,3.6759864638104665
241850,362500.0,3.682568028847655
241900,362500.0,3.6874635695476776
241950,362500.0,3.6837045127898342
242000,362500.0,3.6785362712787357
242050,362500.0,3.67955190810664
242100,362500.0,3.679707421584218
242150,362500.0,3.672257940507364
242200,362500.0,3.664086395408664
242250,362500.0,3.662137600536468
242300,362500.0,3.658689339572522
242350,362500.0,3.646436565554133
242400,362500.0,3.632157157219426
242450,362500.0,3.623067872843119
242500,362500.0,3.612010594241748
242550,362500.0,3.5926415573938875
242600,362500.0,3.572756552294006
242650,362500.0,3.560175150041275
242700,362500.0,3.547446105631366
242750,362500.0,3.5266722819125413
242800,362500.0,3.5038396325295094
242850,362500.0,3.4858953657458884
242900,362500.0,3.465508566807809
242950,362500.0,3.435698577919908
243000,362500.0,3.4035594008942125
243050,362500.0,3.376574662436394
243100,362500.0,3.3474325600557604
243150,362500.0,3.3091355288892403
243200,362500.0,3.2687316533077637
243250,362500.0,3.2334815443218705
243300,362500.0,3.195879063382861
243350,362500.0,3.148803256941119
243400,362500.0,3.0988826462279366
243450,362500.0,3.0526382082312704
241200,362550.0,3.7005365939346255
241250,362550.0,3.7164214264017392
241300,362550.0,3.731495280136454
241350,362550.0,3.744544228092517
241400,362550.0,3.757137717888692
241450,362550.0,3.770721170597854
241500,362550.0,3.783772925155961
241550,362550.0,3.7946903202136637
241600,362550.0,3.8045942711619616
241650,362550.0,3.8146009369738327
241700,362550.0,3.8230651303254497
241750,362550.0,3.8284335641845475
241800,362550.0,3.8319776054892647
241850,362550.0,3.8350148920430787
241900,362550.0,3.836135012394774
241950,362550.0,3.834024387988479
242000,362550.0,3.8302443385021445
242050,362550.0,3.826682331586539
242100,362550.0,3.822896637737766
242150,362550.0,3.818324383888641
242200,362550.0,3.8140782932697026
242250,362550.0,3.8104330340084025
242300,362550.0,3.804975927214073
242350,362550.0,3.7956919472115493
242400,362550.0,3.783535611778277
242450,362550.0,3.7696056157502302
242500,362550.0,3.75253144441924
242550,362550.0,3.7318605808256944
242600,362550.0,3.7116764946873686
242650,362550.0,3.696517614909833
242700,362550.0,3.6841212879337766
242750,362550.0,3.669403591486994
242800,362550.0,3.651557660086766
242850,362550.0,3.631579824387387
242900,362550.0,3.608342239354016
242950,362550.0,3.5807730631848114
243000,362550.0,3.5504741525310353
243050,362550.0,3.519015475848695
243100,362550.0,3.485141433672785
243150,362550.0,3.447549638930168
243200,362550.0,3.4076216474927166
243250,362550.0,3.3666748152604264
243300,362550.0,3.32318297536535
243350,362550.0,3.2755519471023367
243400,362550.0,3.2247502977472253
243450,362550.0,3.1715087630555163
243500,362550.0,3.1135702789934534
241150,362600.0,3.816035726084685
241200,362600.0,3.8311271658627684
241250,362600.0,3.8454199891665155
241300,362600.0,3.858982881947355
241350,362600.0,3.871953429163798
241400,362600.0,3.884937287135818
241450,362600.0,3.8983049292842744
241500,362600.0,3.9115967880674476
241550,362600.0,3.924131623230981
241600,362600.0,3.935665906898745
241650,362600.0,3.9459764963276327
241700,362600.0,3.954406691991448
241750,362600.0,3.96043969994946
241800,362600.0,3.9642186657306553
241850,362600.0,3.965956051065928
241900,362600.0,3.9653121956147754
241950,362600.0,3.961864408498519
242000,362600.0,3.9557905112488903
242050,362600.0,3.948043856352643
242100,362600.0,3.9409134022373915
242150,362600.0,3.937345392246086
242200,362600.0,3.9369614150173167
242250,362600.0,3.9362946349103822
242300,362600.0,3.9325692715786627
242350,362600.0,3.92461942169306
242400,362600.0,3.912269324264373
242450,362600.0,3.8951178981810353
242500,362600.0,3.871750870600985
242550,362600.0,3.84115584245185
242600,362600.0,3.809875998048824
242650,362600.0,3.7965311463344222
242700,362600.0,3.7956375099005357
242750,362600.0,3.7898504762078002
242800,362600.0,3.776643527816092
242850,362600.0,3.7577623870590826
242900,362600.0,3.734268183177779
242950,362600.0,3.706721631007889
243000,362600.0,3.6758934289495047
243050,362600.0,3.64237188206166
243100,362600.0,3.606091612694394
243150,362600.0,3.5668970451754363
243200,362600.0,3.5250882082826256
243250,362600.0,3.4808830186225252
243300,362600.0,3.4338711609904022
243350,362600.0,3.383530828819799
243400,362600.0,3.329715792339436
243450,362600.0,3.2720612970765055
243500,362600.0,3.2093804982997765
243550,362600.0,3.140047330602216
241100,362650.0,3.9167328797988192
241150,362650.0,3.932076206613584
241200,362650.0,3.945744446214084
241250,362650.0,3.9581248734540115
241300,362650.0,3.9697955008599624
241350,362650.0,3.981562439703436
241400,362650.0,3.9942419901661492
241450,362650.0,4.008140807340388
241500,362650.0,4.022809476238415
241550,362650.0,4.037355163119818
241600,362650.0,4.05086171574281
241650,362650.0,4.062525690286765
241700,362650.0,4.071678287861026
241750,362650.0,4.077930315478229
241800,362650.0,4.081267427893104
241850,362650.0,4.081853733574001
241900,362650.0,4.079613925588472
241950,362650.0,4.073822598380507
242000,362650.0,4.063019858979485
242050,362650.0,4.046135905711674
242100,362650.0,4.028617825274741
242150,362650.0,4.027009396172745
242200,362650.0,4.038337454942295
242250,362650.0,4.04640412330772
242300,362650.0,4.047112264712293
242350,362650.0,4.040989206766677
242400,362650.0,4.028401230231586
242450,362650.0,4.008362046426157
242500,362650.0,3.977063105144592
242550,362650.0,3.923330877653444
242600,362650.0,3.8275954158532524
242650,362650.0,3.8349104095835673
242700,362650.0,3.886272571347409
242750,362650.0,3.8969387647110265
