,nw1,nw2,nw3,nw4,nw4b,nw5,nw6,nw7,nw9,nw10,nw11,nw13,ceh1,ceh2,ceh4,ceh5,ceh6,ceh9,ceh10,ceh11,ceh13,ceh14,ceh16,ceh17,ceh18,ceh19,ceh20,ceh21,ceh23,ceh24,ceh25,ceh26,ceh27,ceh28,ceh30,ceh31,Ceh32,ceh33,ceh34,ceh36,ceh39,ceh40,ceh41,ceh42,WMC1,WMC2,wmc3,wmc4,L7,D5,D6,D7,D8,D9,D10,D15,D17,D25,D38,D41,T41a,T41b,T41c,T41d,D43,D44,nw8,nw8b,nw12,ceh3,ceh7,ceh8,ceh12,ceh15,ceh22,ceh35,ceh37,ceh38,L1,FE1,FE2,FE3,FE4,LIS1,p2,pe,pw,p1,llyn rhos
2014-07-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2014-08-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,interpolated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2014-09-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2014-10-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2014-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2014-12-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-01-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,interpolated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-03-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-04-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,interpolated,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-05-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-06-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-07-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-08-01,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,dry_recorded,measured,outside_record,measured,measured,measured,measured,measured,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-09-01,measured,measured,dry_recorded,measured,measured,dry_recorded,dry_recorded,interpolated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,dry_recorded,measured,outside_record,measured,measured,measured,measured,measured,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-10-01,measured,measured,dry_recorded,measured,measured,dry_recorded,dry_recorded,dry_recorded,measured,dry_recorded,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,dry_recorded,measured,outside_record,measured,measured,measured,measured,measured,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,inaccessible,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2015-12-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,flooded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,inaccessible,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-01-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,interpolated,not_found,interpolated,not_found,outside_record,measured,interpolated,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,measured,not_read,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-03-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,measured,not_read,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-04-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,measured,not_read,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-05-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,interpolated,not_read,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-06-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,interpolated,measured,interpolated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,not_read,not_read,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-07-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,dry_inferred,dry_inferred,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-08-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,dry_inferred,dry_inferred,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-09-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,measured,interpolated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,dry_inferred,dry_inferred,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-10-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,dry_inferred,dry_inferred,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,not_read,not_read,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2016-12-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,not_read,not_read,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2017-01-01,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,not_read,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,outside_record,interpolated,outside_record,interpolated,interpolated,interpolated,outside_record,interpolated,interpolated,outside_record,not_read,not_read,outside_record,interpolated,interpolated,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,interpolated
2017-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,not_read,not_read,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2017-03-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,not_read,not_read,outside_record,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2017-04-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,not_read,not_read,outside_record,measured,measured,interpolated,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2017-05-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,not_read,not_read,outside_record,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2017-06-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,not_found,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,interpolated,outside_record,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,not_read,not_read,outside_record,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2017-07-01,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,measured,measured,measured,measured,not_found,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,dry_recorded,measured,outside_record,inaccessible,measured,outside_record,dry_inferred,dry_inferred,outside_record,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2017-08-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_found,measured,interpolated,measured,measured,not_found,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,dry_recorded,measured,outside_record,inaccessible,measured,outside_record,dry_inferred,dry_inferred,outside_record,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2017-09-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_found,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,dry_recorded,measured,outside_record,inaccessible,measured,outside_record,dry_inferred,dry_inferred,outside_record,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2017-10-01,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,dry_inferred,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,dry_recorded,measured,outside_record,inaccessible,measured,outside_record,dry_inferred,dry_inferred,outside_record,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2017-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,outside_record,not_read,not_read,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,measured
2017-12-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,outside_record,not_read,not_read,outside_record,measured,measured,measured,interpolated,measured,outside_record,outside_record,outside_record,outside_record,measured
2018-01-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,outside_record,not_read,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,measured
2018-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,outside_record,not_read,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,measured
