Date,P_m,PET
1934-12-01,0.2405,0.026795254431701335
1935-01-01,0.046200000000000005,0.020519653334290407
1935-02-01,0.085,0.023423259400368365
1935-03-01,0.023100000000000002,0.03284206161351739
1935-04-01,0.0573,0.042779405529765585
1935-05-01,0.0361,0.0625091847628705
1935-06-01,0.0837,0.08753649615643276
1935-07-01,0.008400000000000001,0.10290470259344255
1935-08-01,0.045700000000000005,0.09171207464093956
1935-09-01,0.1524,0.0684847866055259
1935-10-01,0.1199,0.04528741144576707
1935-11-01,0.1527,0.025817988248741913
1935-12-01,0.0883,0.015883640309578458
1936-01-01,0.1231,0.017140910283876286
1936-02-01,0.0626,0.017495551250851046
1936-03-01,0.0688,0.03357237223092612
1936-04-01,0.0346,0.03653029162156447
1936-05-01,0.031,0.06967051494511045
1936-06-01,0.1267,0.0894228000573341
1936-07-01,0.0932,0.09956317973572998
1936-08-01,0.0533,0.09496478075625454
1936-09-01,0.0886,0.07311188424879998
1936-10-01,0.0509,0.047691473424913595
1936-11-01,0.0875,0.027812834174073955
1936-12-01,0.1431,0.022675697445821145
1937-01-01,0.0828,0.02125923435920634
1937-02-01,0.1161,0.0216269788820914
1937-03-01,0.039200000000000006,0.021196521254220155
1937-04-01,0.0489,0.04887785076777753
1937-05-01,0.019,0.07261285041684525
1937-06-01,0.0596,0.08706337075805422
1937-07-01,0.055299999999999995,0.098969293473047
1937-08-01,0.041,0.09570828499142224
1937-09-01,0.0723,0.06910930789918698
1937-10-01,0.1626,0.04691585990724644
1937-11-01,0.0469,0.026566525771313184
1937-12-01,0.1019,0.016116758526803162
1938-01-01,0.0952,0.022006364482925513
1938-02-01,0.0233,0.02121079181042954
1938-03-01,0.036899999999999995,0.04045812701160928
1938-04-01,0.0053,0.043644846753799996
1938-05-01,0.063,0.06694476283978613
1938-06-01,0.1033,0.08452887987734732
1938-07-01,0.1044,0.09425733830475103
1938-08-01,0.0521,0.09066784270893548
1938-09-01,0.0494,0.0702051629713864
1938-10-01,0.1681,0.0497746090889126
1938-11-01,0.1514,0.03421711822207787
1938-12-01,0.11040000000000001,0.01894628860716318
1939-01-01,0.15330000000000002,0.01701773542831853
1939-02-01,0.07759999999999999,0.02290001804948525
1939-03-01,0.06559999999999999,0.03071809618801475
1939-04-01,0.0482,0.045640079821834934
1939-05-01,0.016800000000000002,0.06988740088384118
1939-06-01,0.0412,0.08897300027227688
1939-07-01,0.1194,0.09641514371204038
1939-08-01,0.0507,0.09553577668798968
1939-09-01,0.0314,0.07080591358540037
1939-10-01,0.0885,0.04158588858256324
1939-11-01,0.0991,0.03206369553716664
1939-12-01,0.0627,0.01757231386249781
1940-01-01,0.1527,0.008890362199092094
1940-02-01,0.1033,0.016150647233973102
1940-03-01,0.0518,0.02935353958855679
