Date,C1,C2,C3,C4,C5,P_mm,PET_mm
2005-04-01,,9.937999999999999,8.625399999999999,,,101.0,45.6442279497586
2005-05-01,,9.905377049180327,8.5894,,,33.0,67.288943689844
2005-06-01,,9.978,8.6714,,,18.8,95.64204919115619
2005-07-01,,9.484967213114754,8.285006557377049,,,45.8,105.7262215733287
2005-08-01,,9.448,8.286399999999999,,,35.6,93.9904832024979
2005-10-01,,9.800065217391303,8.1384,,,189.79999999999998,52.6140923185296
2005-11-01,,9.978983606557378,8.9164,,,116.7,24.6522999075429
2005-12-01,,10.046333333333333,8.922066666666666,,,56.2,18.3196038696497
2006-01-01,,10.039875,8.942899999999998,,,60.8,14.721509958904699
2006-02-01,,9.827333333333334,8.905733333333334,,,44.4,16.6124252585408
2006-03-01,,9.834277777777778,8.299194444444444,,,90.7999999999999,22.512906771248698
2006-04-01,,9.801666666666668,8.300333333333333,,,53.8,42.4905250043731
2006-05-01,7.427666666666667,8.739375,8.105055555555557,11.565833333333332,4.026999999999999,109.59999999999991,68.7041946994643
2006-06-01,6.9126666666666665,8.3325,7.915148148148148,12.346111111111112,3.872,27.599999999999998,97.3267070145387
2006-07-01,6.691,8.12125,7.681999999999999,12.089999999999998,3.737,10.8,120.28024249614171
2006-08-01,6.6176666666666675,8.035,7.623388888888889,11.901666666666666,3.697,88.0,91.5104578380378
2006-09-01,6.821000000000001,8.21,7.698111111111111,11.891666666666666,3.702,77.2,77.7344341394993
2006-10-01,6.822666666666667,8.0875,7.575888888888888,11.76,3.837,123.39999999999999,52.899333424069596
2006-11-01,7.301000000000001,8.4875,7.926999999999999,11.905,4.072,127.6,29.2664303684657
2006-12-01,7.397666666666666,8.754999999999999,8.185888888888888,12.281666666666666,4.202,140.0,21.3770163822565
2007-01-01,7.471,8.8,8.350333333333333,12.508333333333333,4.292,88.8,22.9778910931303
2007-02-01,7.4110000000000005,8.735,8.290333333333333,12.485,4.271999999999999,39.6,19.9845408706825
2007-04-01,7.0376666666666665,8.40625,7.993666666666668,12.308333333333332,3.957,13.799999999999999,56.333663277750304
2007-05-01,6.777666666666668,8.225000000000001,8.1283,11.81625,3.832,44.2,73.43981227710269
2007-07-01,6.924333333333333,8.3325,8.1523,11.69125,3.822,101.9,98.46035514631251
2007-08-01,6.814333333333334,8.0925,7.540916666666667,11.65625,3.832,59.4,89.1889998478301
2007-09-01,6.7076666666666656,8.005,7.225,11.526250000000001,3.802,84.6,67.53594867000879
2007-10-01,6.881,8.1325,7.3003846153846155,11.53875,3.932,35.4,48.168007028622
2007-11-01,6.777666666666666,8.000000000000002,7.1680769230769235,11.368749999999999,3.762,89.7999999999999,28.836620439711
2007-12-01,7.1243333333333325,8.362499999999999,7.395384615384615,11.46875,3.912,96.8,18.1051406879666
2008-02-01,7.324333333333333,8.627500000000001,7.771479289940828,11.94875,4.021999999999999,33.6,22.589833904040997
2008-03-01,7.294333333333334,8.557500000000001,7.656538461538461,11.88375,3.952,68.0,30.4727259235399
2008-04-01,7.244333333333334,8.545,7.408928571428572,11.93125,3.802,83.4,42.4730827439543
2008-05-01,7.107666666666667,8.475,7.325357142857143,11.89625,3.722,27.599999999999998,89.18009766901321
2008-06-01,6.827666666666666,8.1275,7.083214285714285,11.698749999999999,3.612,117.1,87.3674554320744
2008-07-01,6.887666666666668,8.1925,7.1225000000000005,11.69875,3.672,70.4,107.7148751445042
2008-08-01,6.687666666666668,8.084999999999999,6.958928571428571,11.47875,3.612,84.4,94.7644133912385
2008-09-01,6.797666666666667,8.07,6.931071428571429,11.433749999999998,3.652,118.4,67.2619701143894
2008-10-01,7.149333333333334,8.375,7.133571428571429,11.5975,3.782,164.6,43.740958938355
2008-11-01,7.421,8.7425,7.5375000000000005,11.2066,3.822,81.19999999999999,26.3467047293652
2009-01-01,7.3643333333333345,8.459,7.5636917701863355,11.4066,3.892,80.19999999999999,14.182327246689601
2009-02-01,7.324333333333333,8.418999999999999,7.3491333333333335,11.4816,3.802,8.4,16.5519135929996
2009-04-01,7.031,8.147,7.0991333333333335,11.2586,3.672,52.0,50.1860465707873
2009-05-01,7.077666666666666,8.3575,7.093133333333332,11.1366,3.6019999999999994,43.4,72.38242773355789
2009-06-01,6.689333333333333,7.927500000000001,6.8141875,10.9116,3.502,44.8,100.5128451103718
2009-08-01,6.647666666666666,7.855833333333333,6.6916875,10.712599999999998,3.4919999999999995,108.2,93.938647450888
2009-09-01,6.682666666666666,7.874084699453552,6.6310625000000005,10.537600000000001,3.412,28.8,67.4184121942515
2009-10-01,6.544333333333334,7.755,6.4991875,10.3806,3.382,82.4,51.1075756662561
2009-12-01,7.381,8.3475,7.0579374999999995,10.758600000000001,3.682,87.2,13.4383625207979
2010-01-01,7.291,8.4175,7.0916875,10.8086,3.672,55.0,10.6509879735531
2010-02-01,7.391000000000001,8.469166666666666,7.126062499999999,10.8446,3.642,36.4,13.0331931700102
2010-03-01,7.88542857142857,7.960695652173913,6.928117647058822,10.773599999999998,3.612,77.2,29.5400437662233
2010-04-01,7.816000000000001,7.665083333333334,6.732823529411764,10.7326,3.542,17.2,48.7896019580252
2010-06-01,7.722250000000001,7.552666666666667,6.598705882352941,10.5646,3.402,29.8,101.5308382205462
2010-07-01,7.721625,7.466333333333334,6.3,9.454125000000001,3.3469999999999995,126.6,109.4558764835984
