Cluster,Label,n_wells,beta_1_mean,beta_1_std,beta_1_min,beta_1_max,beta_2_mean,beta_2_std,beta_2_min,beta_2_max,beta_3_mean,beta_3_std,beta_3_min,beta_3_max,R2_mean,R2_std
1,C1 (Lake Edge),7,5.019276602649796,0.6941989759225123,4.310733648770537,6.267902315750871,0.6133378984632213,0.46652429060367123,-0.1993972056707111,1.3369353862416835,0.10372760608046204,0.017929035258519625,0.087681868170956,0.1351526074018555,0.7368692430819876,0.03270325432875353
2,C2 (Dune),26,4.1476706404881725,0.590331922974789,2.801542374716081,5.458277790938735,1.6606674250690636,0.36544003673888764,1.204497471843098,2.6135050880893864,0.06989444020104152,0.018302641474057916,0.0349944215898291,0.1117989416182612,0.7139117210069554,0.06723503863941957
3,C3 (Western Residual),19,3.5262754340173585,0.7999052814676827,2.320837240791674,4.82598393853691,1.6771410400122424,0.43288415248532575,0.9237379232828772,2.282280663323992,0.06059739169888244,0.02240079840391735,0.0310450602782384,0.1112035919819169,0.7327345269008628,0.06624456183319134
4,C4 (Main Forest),9,2.4718876758051125,0.44165436057641844,2.0770123132736944,3.526466451921038,2.634317496244856,0.48870248925561754,2.1809562898035155,3.759212749805232,0.01585957313054911,0.01830956279514255,-0.0192380299776857,0.0460500699149063,0.6848693716994233,0.07743731039652964
5,C5 (Coastal Forest),5,2.305187194942187,0.2952826793988323,2.0167062026184284,2.732028587488551,1.1905420530589175,0.2219925861625683,0.8782052306590638,1.4709834361169234,0.046185548045168126,0.007997824260220587,0.0371968463433191,0.0581344605636999,0.6827850659701384,0.08562447818463906
