Date,C1,C2,C3,C4,C5,P_mm,PET_mm
2020-02-01,9.006714285714285,8.172777777777778,7.327153846153845,9.235888888888889,4.4876000000000005,113.4,23.2992035946053
2020-03-01,8.659571428571427,8.015,7.110230769230769,9.285888888888888,4.419600000000001,31.0,31.0813856482295
2020-04-01,8.373857142857144,7.727777777777779,6.858307692307692,9.111444444444444,4.2396,12.8,55.7588964036923
2020-05-01,8.086714285714285,7.548736842105263,6.644461538461538,8.960333333333333,4.107600000000001,7.2,77.8211253249352
2020-06-01,8.032428571428571,7.430315789473685,6.510230769230769,8.832555555555555,4.0216,76.39999999999999,95.7903050130382
2020-07-01,8.162428571428572,7.446105263157895,6.50975157629256,8.728111111111112,3.9376000000000007,99.4,97.2254847158755
2020-08-01,8.572428571428572,7.806105263157895,6.812923076923076,8.914777777777777,4.1896,119.2,97.92473580021489
2020-09-01,8.439571428571428,7.71821052631579,6.696,8.875888888888888,4.147600000000001,60.6,67.6642723044433
2020-10-01,8.815285714285713,8.096105263157895,6.955615384615384,8.908111111111111,4.2296000000000005,116.0,45.0254801330459
2020-11-01,8.859571428571426,8.160315789473684,7.126384615384614,9.161444444444443,4.387600000000001,84.8,29.315702772384398
2020-12-01,9.033857142857142,8.374526315789472,7.489846153846153,9.473666666666666,4.5936,150.5999999999999,16.8909492945821
2021-01-01,9.04957142857143,8.376105263157896,7.6192692307692305,9.914777777777779,4.805600000000001,110.2,13.1414581000968
2021-02-01,9.073857142857143,8.408736842105265,7.692153846153845,10.258111111111111,4.9336,89.0,19.0263449243844
2021-03-01,8.968142857142857,8.340842105263159,7.649461538461538,10.283666666666667,4.8896,42.4,31.767783198952202
2021-04-01,8.555285714285715,8.122421052631578,7.367897856242119,10.047,4.6876,15.8,38.916468079451896
2021-05-01,8.741000000000001,8.184526315789475,7.412153846153846,10.084777777777777,4.7136000000000005,107.7999999999999,66.9218590889251
2021-06-01,8.301,7.820591889559966,7.060615384615384,9.824777777777777,4.5196,25.2,96.9710264953303
2021-07-01,8.103857142857143,7.5645263157894735,6.827153846153847,9.60588888888889,4.4076,27.2,118.178165572562
2021-08-01,7.998142857142858,7.419263157894737,6.684076923076922,9.433666666666667,4.3056,45.6,96.186197138623
2021-09-01,8.209571428571428,7.511894736842105,6.697538461538461,9.311444444444444,4.2076,95.2,78.2112605795207
2021-10-01,8.921000000000001,8.182947368421054,7.273307692307692,9.699222222222222,4.553600000000001,201.2,51.6951926852774
2021-11-01,8.743857142857141,8.101894736842105,7.1683076923076925,9.703666666666667,4.605600000000001,46.7999999999999,29.6211845104071
2021-12-01,8.983857142857143,8.301894736842105,7.443307692307692,9.850333333333333,4.6256,100.2,19.867764121142
2022-01-01,8.68957142857143,8.144526315789472,7.245230769230768,9.815888888888889,4.623600000000001,25.2,19.679406735808
2022-02-01,8.896714285714285,8.246631578947369,7.351,9.879222222222221,4.619600000000001,86.6,24.7037790163477
2022-03-01,8.519571428571428,8.011894736842105,7.087923076923077,9.752555555555555,4.4996,32.7999999999999,35.8111064319326
2022-04-01,8.380999999999998,7.837157894736842,6.948692307692308,9.600333333333332,4.4076,44.8,46.1510205659416
2022-05-01,8.316714285714285,7.744526315789473,6.852153846153845,9.520333333333333,4.355600000000001,47.199999999999996,75.6267717155682
2022-06-01,8.105285714285715,7.508210526315788,6.625230769230768,9.315888888888889,4.2416,23.8,90.5734564938097
2022-07-01,7.921,7.320315789473684,6.472923076923077,9.116999999999999,4.107600000000001,16.8,110.7110237539798
2022-08-01,7.821,6.769312500000001,6.364208333333333,8.947,3.8945,41.2,101.4258369975734
2022-09-01,7.802428571428571,6.695060450819671,6.272541666666666,8.827,3.857,95.2,70.0337060669287
2022-10-01,8.106714285714286,6.825562499999999,6.367541666666667,8.749695810564662,3.9245,116.0,52.500108911842595
2022-11-01,8.505285714285714,7.579789473684212,6.647923076923077,8.930333333333332,4.2696,125.8,30.6531751072486
2022-12-01,8.628236533957846,7.745497267759564,6.842752837326608,9.109021857923498,4.358124590163935,91.7999999999999,13.7812707174706
2023-01-01,8.755285714285714,7.976444444444444,7.044076923076923,9.293666666666665,4.449600000000001,82.0,18.763042203134
2023-02-01,8.505285714285716,7.835052631578948,6.8625384615384615,9.149222222222223,4.3096000000000005,23.2,22.3911546595151
2023-03-01,8.873857142857142,8.170315789473683,7.089846153846153,9.242555555555557,4.3956,96.5999999999999,28.8857226802629
2023-04-01,8.536714285714286,7.925578947368422,6.924076923076924,9.239222222222221,4.3636,36.0,45.1001495617943
2023-05-01,8.234536299765809,7.655302847282139,6.790134426229509,9.050333333333333,4.195600000000001,27.3999999999999,79.25824439289
2023-06-01,7.9838571428571425,7.388736842105264,6.5958,8.915888888888889,4.0956,24.399999999999903,110.5809035219726
2023-07-01,8.216714285714286,7.460842105263158,6.595,8.79811111111111,4.0176,112.8,103.0789965848915
2023-08-01,8.208142857142857,7.438736842105262,6.624199999999999,8.857,4.1476,114.2,94.4512183604181
2023-09-01,8.633857142857144,7.710842105263158,6.8326,8.894777777777778,4.243600000000001,134.0,79.11424295208599
2023-10-01,8.786714285714286,7.980842105263159,6.99753846153846,9.144777777777778,4.485600000000001,136.2,48.444019618095695
2023-11-01,8.881,8.124336496980158,7.107923076923077,9.261444444444443,4.5316,75.39999999999999,26.3211946480847
2023-12-01,8.965285714285715,8.282947368421054,7.358307692307692,9.529222222222224,4.6476,124.0,21.5973634135762
2024-01-01,9.016714285714286,8.336105263157895,7.507538461538461,9.701444444444444,4.743600000000001,111.19999999999999,16.3594157511849
2024-02-01,9.048142857142858,8.380842105263158,7.596384615384616,9.991444444444443,4.881600000000001,76.59999999999991,24.2854144339581
2024-03-01,9.019571428571428,8.373473684210527,7.629846153846154,10.14811111111111,4.885600000000001,106.39999999999999,32.6776316763925
2024-04-01,8.832428571428572,8.275578947368421,7.538307692307693,10.20588888888889,4.8516,82.8,45.4651409781607
2024-05-01,8.476714285714285,8.081894736842106,7.261769230769231,9.959222222222223,4.6736,44.8,81.94122762965091
2024-06-01,8.236714285714285,7.760315789473686,7.0654,9.690333333333333,4.445600000000001,30.4,86.2152649402901
2024-07-01,8.055285714285713,7.5282105263157915,6.9122,9.839374999999999,4.3915999999999995,72.0,97.4991323554174
2024-08-01,8.073857142857142,7.497684210526315,6.7882,9.638124999999999,4.3396,49.4,93.56338102739
2024-09-01,8.266714285714285,7.582947368421053,6.804999999999999,9.568125,4.2956,94.2,67.1097158792868
2024-10-01,8.395285714285716,7.617684210526317,6.8142000000000005,9.491875,4.2876,75.2,48.321774812752004
2024-11-01,8.431,7.641894736842105,6.8338,9.201444444444444,4.3036,49.0,27.2224076810194
2024-12-01,8.881,8.092947368421052,7.195000000000001,9.470333333333334,4.515600000000001,119.2,22.485215441049498
2025-01-01,8.962428571428571,8.257157894736844,7.3974,9.623666666666667,4.6335999999999995,123.39999999999999,14.9978324296869
2025-02-01,8.865285714285715,8.195578947368421,7.327800000000001,9.636999999999999,4.565600000000001,38.199999999999996,20.6147541306557
2025-03-01,8.485285714285714,7.911368421052631,7.0653999999999995,9.479222222222223,4.4676,21.8,37.2917209892107
2025-04-01,8.281,7.704000000000001,6.8774,9.330333333333334,4.3156,68.2,57.0410075613049
2025-05-01,8.200999999999999,7.6182105263157895,6.7838,9.18811111111111,4.255599999999999,31.0,79.6300806715077
2025-06-01,8.089571428571428,7.44557894736842,6.6558,9.064777777777778,4.1975999999999996,83.4,99.9356391652002
2025-07-01,7.913857142857144,7.163888888888888,6.669363636363636,8.941444444444445,4.0456,28.399999999999903,112.88301653766129
2025-08-01,7.792428571428571,6.951764705882353,6.535727272727272,8.764777777777775,3.9876000000000005,26.4,102.6520841596666
2025-09-01,8.178142857142857,7.286722222222222,6.5653999999999995,8.811444444444444,4.0576,148.5999999999999,66.47947071353221
