Cluster,Label,beta_1_recharge,beta_2_atmospheric_draw,beta_3_drainage,alpha,horizon_months,peak_month,months_in_horizon,h_0_m,h_target_m,S_P_mm,S_E_mm,P_clim_total_mm,PET_clim_total_mm,lambda,P_flood_new_mm,P_flood_old_single_step_mm,slope_A,intercept_B,spreadsheet_formula,latex_general,latex_numerical,latex_collapsed
C1,C1 (Lake Edge),0.00458099979735894,0.0009625442343027787,0.0896463311949521,0.9103536688050479,5,2,"10,11,12,1,2",-0.8139900081717555,0.0,378.81208503998806,108.34564793191873,464.0009523809523,135.46563860111922,1.1524106306520037,534.7196301564636,234.1650869204525,167.18045687700626,398.6364086969914,=(167.18*A2+398.64),"P_{\mathrm{flood}} = \lambda \sum_{i=1}^{n} \bar P_i, \quad \lambda = \frac{h_{\mathrm{target}} - h_0 \alpha^n + \beta_2 S_E + D(1-\alpha^n)}{\beta_1 S_P}",P_{\mathrm{flood}}^{C1} = \frac{0.00 - (-0.814)(0.6252) + (0.00096)(108.35) + 3.7(1-0.6252)}{(0.00458)(378.81)} \cdot 464,"P_{\mathrm{flood}}^{C1} = 167.18 \, d + 398.64"
C2,C2 (Dune),0.0038706098316406623,0.0017448223732278358,0.0631980959142108,0.9368019040857892,5,2,"10,11,12,1,2",-0.9624992699137872,0.0,402.28411810146883,115.74311058629503,464.0009523809523,135.46563860111922,1.2374618243537632,574.1834650352168,293.365684739576,215.00344229425093,367.2428087980492,=(215.00*A2+367.24),"P_{\mathrm{flood}} = \lambda \sum_{i=1}^{n} \bar P_i, \quad \lambda = \frac{h_{\mathrm{target}} - h_0 \alpha^n + \beta_2 S_E + D(1-\alpha^n)}{\beta_1 S_P}",P_{\mathrm{flood}}^{C2} = \frac{0.00 - (-0.962)(0.7215) + (0.00174)(115.74) + 3.7(1-0.7215)}{(0.00387)(402.28)} \cdot 464,"P_{\mathrm{flood}}^{C2} = 215.00 \, d + 367.24"
C3,C3 (Western Residual),0.00357579752103308,0.0018059525905683455,0.059571488112596,0.940428511887404,6,3,"10,11,12,1,2,3",-1.2261782741727236,0.0,441.06403530616814,140.68300653817698,523.6199999999999,166.31085293383344,1.4220401858086622,744.6086820931315,384.12340397526054,229.66583067943108,462.99743019418173,=(229.67*A2+463.00),"P_{\mathrm{flood}} = \lambda \sum_{i=1}^{n} \bar P_i, \quad \lambda = \frac{h_{\mathrm{target}} - h_0 \alpha^n + \beta_2 S_E + D(1-\alpha^n)}{\beta_1 S_P}",P_{\mathrm{flood}}^{C3} = \frac{0.00 - (-1.226)(0.6918) + (0.00181)(140.68) + 3.7(1-0.6918)}{(0.00358)(441.06)} \cdot 524,"P_{\mathrm{flood}}^{C3} = 229.67 \, d + 463.00"
C4,C4 (Main Forest),0.0025178914421465884,0.002504392599998737,0.0214570489204331,0.9785429510795669,6,3,"10,11,12,1,2,3",-1.7837963932186258,0.0,492.25704294784856,156.5222860298136,523.6199999999999,166.31085293383344,1.944108764550588,1017.9742312939786,724.7780572283307,370.90837802025686,356.3492043668737,=(370.91*A2+356.35),"P_{\mathrm{flood}} = \lambda \sum_{i=1}^{n} \bar P_i, \quad \lambda = \frac{h_{\mathrm{target}} - h_0 \alpha^n + \beta_2 S_E + D(1-\alpha^n)}{\beta_1 S_P}",P_{\mathrm{flood}}^{C4} = \frac{0.00 - (-1.784)(0.8780) + (0.00250)(156.52) + 3.7(1-0.8780)}{(0.00252)(492.26)} \cdot 524,"P_{\mathrm{flood}}^{C4} = 370.91 \, d + 356.35"
C5,C5 (Coastal Forest),0.0024363064660208843,0.001373835262961292,0.0448449931927621,0.9551550068072379,6,3,"10,11,12,1,2,3",-1.4922258429961348,0.0,460.1822651537032,146.57706950384738,523.6199999999999,166.31085293383344,1.984484590767752,1039.1158214178101,653.1335372749813,354.6480451236247,509.9008433162779,=(354.65*A2+509.90),"P_{\mathrm{flood}} = \lambda \sum_{i=1}^{n} \bar P_i, \quad \lambda = \frac{h_{\mathrm{target}} - h_0 \alpha^n + \beta_2 S_E + D(1-\alpha^n)}{\beta_1 S_P}",P_{\mathrm{flood}}^{C5} = \frac{0.00 - (-1.492)(0.7594) + (0.00137)(146.58) + 3.7(1-0.7594)}{(0.00244)(460.18)} \cdot 524,"P_{\mathrm{flood}}^{C5} = 354.65 \, d + 509.90"
