month,median_level_modelled_m,median_level_calibrated_m,n_wells_run,median_level_observed_m,n_wells_observed,above_fitted_range,spin_up,climate_flagged,open_water_ha,wet_floor_ha,open_water_ha_raw_level,wet_floor_ha_raw_level
1939-10,-0.787,-0.645,66,,,False,False,False,1.429,30.313,0.762,26.477
1939-11,-0.657,-0.483,66,,,False,False,False,2.936,35.395,1.358,29.981
1939-12,-0.638,-0.452,66,,,False,False,False,3.359,36.434,1.477,30.528
1940-01,-0.282,-0.04,66,,,False,False,False,20.882,53.992,7.13,42.842
1940-02,-0.137,0.014,66,,,False,False,False,26.516,56.841,13.577,49.214
1940-03,-0.208,-0.007,66,,,False,False,False,24.178,55.723,9.918,45.998
1940-04,-0.26,-0.04,66,,,False,False,False,20.882,53.992,7.867,43.759
1940-05,-0.447,-0.22,66,,,False,False,False,9.403,45.472,3.437,36.616
1940-06,-0.743,-0.597,66,,,False,False,False,1.771,31.746,0.925,27.602
1940-07,-0.865,-0.72,66,,,False,False,False,1.027,28.233,0.538,24.563
1940-08,-1.146,-0.971,66,,,False,False,False,0.336,22.202,0.155,18.792
1940-09,-1.194,-1.04,66,,,False,False,False,0.248,20.794,0.125,17.95
1940-10,-1.044,-0.849,66,,,False,False,False,0.578,24.942,0.244,20.714
1940-11,-0.7,-0.562,66,,,False,False,False,2.063,32.804,1.122,28.776
1940-12,-0.649,-0.48,66,,,False,False,False,2.97,35.482,1.406,30.207
1941-01,-0.591,-0.389,66,,,False,False,False,4.436,38.683,1.816,31.917
1941-02,-0.515,-0.308,66,,,False,False,False,6.371,41.817,2.543,34.316
1941-03,-0.525,-0.324,66,,,False,False,False,5.934,41.183,2.429,33.979
1941-04,-0.632,-0.438,66,,,False,False,False,3.58,36.938,1.513,30.688
1941-05,-0.67,-0.501,66,,,False,False,False,2.706,34.778,1.28,29.604
1941-06,-0.67,-0.501,66,,,False,False,True,2.706,34.778,1.28,29.604
1941-07,-0.895,-0.738,66,,,False,False,False,0.946,27.734,0.472,23.879
1941-08,-0.974,-0.822,66,,,False,False,False,0.653,25.609,0.332,22.138
1941-09,-1.157,-1.0,66,,,False,False,False,0.296,21.603,0.147,18.592
1941-10,-0.998,-0.83,66,,,False,False,False,0.629,25.408,0.299,21.646
1941-11,-0.912,-0.748,66,,,False,False,False,0.905,27.475,0.438,23.496
1941-12,-0.976,-0.823,66,,,False,False,False,0.65,25.588,0.33,22.108
1942-01,-0.527,-0.329,66,,,False,False,False,5.791,40.966,2.407,33.912
1942-02,-0.629,-0.429,66,,,False,False,False,3.731,37.267,1.531,30.765
1942-03,-0.562,-0.36,66,,,False,False,False,5.044,39.767,2.061,32.799
1942-04,-0.731,-0.59,66,,,False,False,False,1.824,31.946,0.978,27.938
1942-05,-0.739,-0.595,66,,,False,False,False,1.784,31.794,0.944,27.724
1942-06,-1.061,-0.85,66,,,False,False,False,0.576,24.928,0.226,20.382
1942-07,-1.207,-1.068,66,,,False,False,False,0.22,20.254,0.118,17.729
1942-08,-1.246,-1.079,66,,,False,False,False,0.208,20.029,0.099,17.078
1942-09,-1.193,-1.04,66,,,False,False,False,0.248,20.794,0.126,17.968
1942-10,-1.046,-0.85,66,,,False,False,False,0.576,24.929,0.242,20.678
1942-11,-1.122,-0.94,66,,,False,False,False,0.386,22.874,0.173,19.237
1942-12,-0.852,-0.715,66,,,False,False,False,1.048,28.354,0.572,24.891
1943-01,-0.571,-0.366,66,,,False,False,False,4.925,39.564,1.984,32.529
1943-02,-0.611,-0.4,66,,,False,False,False,4.234,38.296,1.663,31.32
1943-03,-0.75,-0.6,66,,,False,False,False,1.745,31.643,0.896,27.414
1943-04,-0.91,-0.74,66,,,False,False,False,0.938,27.686,0.441,23.541
1943-05,-0.912,-0.748,66,,,False,False,False,0.905,27.475,0.438,23.496
1943-06,-0.995,-0.83,66,,,False,False,False,0.629,25.408,0.303,21.707
1943-07,-1.196,-1.04,66,,,False,False,False,0.248,20.79,0.124,17.919
1943-08,-1.239,-1.077,66,,,False,False,False,0.211,20.074,0.103,17.204
1943-09,-1.21,-1.069,66,,,False,False,False,0.219,20.234,0.117,17.68
