date,Impact_beta1,Impact_beta3,C3_beta1,C3_beta3,C4_beta1,C4_beta3
2016-05-01,2.635137026785043,0.040311729855675854,3.6451161130878496,0.06859697316429834,2.5841228381197254,0.02388551310567715
2016-06-01,2.653043832255866,0.041110259825098916,3.6777247226652756,0.07065004576831228,2.613798370809925,0.026195588445996492
2016-07-01,2.642693211068784,0.03950801995640222,3.656213247621158,0.06718739283027719,2.561335994110893,0.0188286234725836
2016-08-01,2.6525886751767915,0.04011291294282979,3.6436940732325476,0.06667687184303749,2.5820907638780737,0.020679857551701368
2016-09-01,2.6743299339822717,0.04098365188254264,3.6404133994771946,0.06646572104878634,2.548496719582027,0.018963528600445003
2016-10-01,2.5930521229767938,0.038629970534296405,3.591991540521374,0.0648285117932833,2.507588885436249,0.017588460848195226
2016-11-01,2.568343684900486,0.03880382019568706,3.559782045591094,0.06412119062719505,2.4316128097884437,0.016913647719691494
2016-12-01,2.5065186597342697,0.04050121401762215,3.5031596671160066,0.0662301121135666,2.3133804611272994,0.019771985892326406
2017-01-01,2.508415902958035,0.04131238672769541,3.4769731950542324,0.06460559902790655,2.332600465037613,0.02409976851313958
2017-02-01,2.503048357291985,0.04606399314165147,3.45446948120551,0.06500703566502042,2.3366164356832124,0.03218124077521846
2017-03-01,2.494494344520007,0.03754145105689052,3.4440280922682853,0.05805944148083767,2.3374651529633157,0.026771322761198504
2017-04-01,2.468692749065944,0.03591972199164002,3.440442021385711,0.05766590550804663,2.2904396765149873,0.023029468785709502
2017-05-01,2.46051112123015,0.03577916292000212,3.4344350570917674,0.057847307817591266,2.2908364543695656,0.023300134270776082
2017-06-01,2.4345945048889703,0.03324857987978446,3.387807115753362,0.0549340546858213,2.292456597054798,0.0221203801546172
2017-07-01,2.453158571000391,0.032313513677611816,3.403256770966534,0.05371326606845088,2.317898485941187,0.021698578175278357
2017-08-01,2.452223696518941,0.031148857522009264,3.399863730750515,0.05282317345239046,2.319799641304128,0.02056222961742607
2017-09-01,2.4516245411775976,0.031121394257364397,3.4112278608769526,0.053273026676179315,2.3092798645570243,0.019929118080904428
2017-10-01,2.6035297127627683,0.0353528253993033,3.5215250215596248,0.0561626783572428,2.4088311826872513,0.022639122307691453
2017-11-01,2.704946297180837,0.039536619874074995,3.6024067105414543,0.057398968829159014,2.4695280010951457,0.023689647249851634
2017-12-01,2.805586235079727,0.03826804685463028,3.624879959652869,0.05558176680669296,2.545684699580432,0.02288711549568189
2018-01-01,2.6709681005141164,0.03727073679879315,3.5487678277398773,0.05537915241165178,2.383577505463082,0.022637719119440992
2018-02-01,2.6419742734075378,0.03540386768335552,3.5539544521964492,0.05549062918599154,2.3697098507595937,0.020521184608929915
2018-03-01,2.6209046783327277,0.03725455735950077,3.5349051218155974,0.0570263983982564,2.3813095568239975,0.022896225190683683
2018-04-01,2.622162065759685,0.03742351993259471,3.5152854172816226,0.05628033966106218,2.3529600927315077,0.020602656411880048
2018-05-01,2.61574493548292,0.036671202249649947,3.515698401135081,0.055910108536604615,2.3438525730190753,0.01971267133855039
2018-06-01,2.5393608288073173,0.036126837140413315,3.4180655788674112,0.055076000152363705,2.277062229697709,0.019280264592601806
2018-07-01,2.543889929782474,0.0365540827817913,3.4230649617322992,0.05549161637847632,2.2845243644149367,0.019885473952570253
2018-08-01,2.6052424380813473,0.03922803497184113,3.4928850308743744,0.05897194188887095,2.327786981897521,0.022394831971565388
2018-09-01,2.636404098562311,0.0400719634626789,3.5652650989706576,0.060813250381445534,2.3231744356017527,0.02194936940611405
2018-10-01,2.6736394639314582,0.04080507918520466,3.5393613692335,0.06047225390673644,2.357457107009076,0.022906767044239346
2018-11-01,2.632737303973594,0.041626480672332766,3.4811953477961755,0.061404042212737535,2.3050165990656364,0.023935505816644886
2018-12-01,2.630389125082705,0.04032560085205779,3.485085396242539,0.062128765750653674,2.2894146446047143,0.020537737227901663
2019-01-01,2.6898836528280032,0.045672918189443884,3.503283082682973,0.06467473458505524,2.3129180747713916,0.024149844151223454
2019-02-01,2.660038994690338,0.04313988209129058,3.4754234428232014,0.06277081192964831,2.273246277819832,0.020546818884512007
2019-03-01,2.6640164376959574,0.04046258132128135,3.4733942892044247,0.0616551369335599,2.279665008570534,0.018083925465859317
2019-04-01,2.6850096973583613,0.0428281842309981,3.4784343868370042,0.062291915565630414,2.2673717970075256,0.017702324885580212
2019-05-01,2.7320825653977696,0.044219022628965536,3.5313799028433843,0.06374101362678966,2.30068126016277,0.01877370833797078
2019-06-01,2.78493895636503,0.04647264160498942,3.5622788728380206,0.06447150807129903,2.3384958491832384,0.019928392883544123
2019-07-01,2.7342607790767284,0.04832733604934137,3.532431532244079,0.0657372540890734,2.3192701550223154,0.022590351841394338
2019-08-01,2.749530559942481,0.05064815982811839,3.5355045633636,0.06592985351289826,2.33338516224263,0.024545847084948554
2019-09-01,2.7414429168792793,0.05033897663492794,3.518602748350582,0.06524061560531448,2.312828321291794,0.023468814492551674
2019-10-01,2.5442310308977456,0.045699350045929746,3.5180019999609313,0.06521482691776273,2.1495091529104675,0.017637550398834755
2019-11-01,2.6895126211554885,0.048326397722789904,3.532865433246722,0.06506047765612068,2.2006049510753876,0.018454588484705724
2019-12-01,1.93030288216884,0.024961290947414238,2.9359355152430884,0.04986130726155366,1.7121548772979795,0.002708569686928522
2020-01-01,1.8617729067128992,0.026214278814098473,2.938730545454157,0.047798328248757196,1.6425977561278144,0.004374772925539088
2020-02-01,1.9628042929331881,0.028830491306478905,3.062928017074813,0.04922184863722872,1.7969825690029375,0.01148107797798201
2020-03-01,1.8618388041080727,0.02195007901086503,3.080848107178163,0.04924546632655119,1.7156706460861473,0.005285953736825936
2020-04-01,1.9407473667476354,0.02376369304129665,3.0757215801149265,0.04704062894203574,1.758938538893562,0.006386184833393656
2020-05-01,1.8941498624723458,0.02178565208225723,2.9633932574991455,0.04319836110554452,1.687549021124477,0.0026454756906490236
2020-06-01,1.8674371817210638,0.020265870992611276,2.9419163919633515,0.04174703292480231,1.6800360486402066,0.001950740297437462
2020-07-01,1.7898851575497479,0.016462962540270926,2.938236504346629,0.0420961033648416,1.65209929012965,0.00025504089436007016
2020-08-01,2.1263065332480693,0.032602594285321085,3.1421788876411765,0.05004542254165264,1.8451133462065403,0.011308416091049926
2020-09-01,2.166636599171083,0.03393706605853616,3.194884157221118,0.05168938950283304,1.8638471184943461,0.01138326033680849
2020-10-01,2.1437570992102355,0.03382759817248064,3.276080833206806,0.053631991839183796,1.7898257339315564,0.00876129259907652
2020-11-01,2.174374316089758,0.03071240583317572,3.281470737938349,0.05253630279694502,1.8298725643493756,0.005166022717602515
2020-12-01,2.2331133742148053,0.029476573239669308,3.314437131280732,0.05050008989394963,1.8858607727510255,-0.0006480152690046363
2021-01-01,2.26127063898372,0.02631718545057611,3.3807681684392628,0.055049574579506405,1.901957104134768,-0.011755297283332716
2021-02-01,2.2925262000741284,0.022565218047987085,3.4072373607378212,0.053286268707649506,1.8805612724321987,-0.025643548972989573
2021-03-01,2.3121502079401113,0.025197261778855718,3.360428502759326,0.051408754921695735,1.9198466881828626,-0.02144762629108285
2021-04-01,2.4427865267848414,0.03228126959697383,3.3984660121891395,0.0533414720401547,2.1337402780412815,-0.006504090609783219
2021-05-01,2.4406180328372056,0.03230618027548804,3.3987523414068903,0.05373686861349942,2.129556953244812,-0.005950468305734043
2021-06-01,2.573126433790111,0.03789430473796747,3.576372818339749,0.05994968968291724,2.221782621369596,-0.0017162973476043744
2021-07-01,2.5829455300220974,0.03899337847225015,3.5725813390802195,0.06107337406296424,2.1966126835015496,-0.0024780028986869963
2021-08-01,2.5965151636031125,0.03989963322976271,3.572053480555679,0.06124664168886163,2.2056652504633583,-0.0019268791706428395
2021-09-01,2.5648253895965913,0.0388482930160282,3.5451491638119226,0.06036076237386968,2.202491187519798,-0.0014236519504268082
2021-10-01,2.6766059822366257,0.04199833330067394,3.6650509670335927,0.06313170614111138,2.3049391121941456,0.0012197727570976008
2021-11-01,2.590292233715735,0.03890330018005906,3.618747006265834,0.06400305308234452,2.2678705353118946,0.001725926599343612
2021-12-01,2.5802535571163574,0.04065697099363199,3.6322309544114484,0.0637107489273719,2.267613641637653,0.0022284240539138314
2022-01-01,2.548990813046224,0.03927749849955656,3.6690434822829006,0.06605050785956434,2.2916932570685407,0.00390684133190182
2022-02-01,2.56888546071412,0.04407012979633004,3.6693303732864813,0.06561178599719822,2.2985736922261983,0.008191037255272642
2022-03-01,2.596102590410421,0.04320699165778893,3.7376125788873766,0.06724899135893993,2.352763927684926,0.010980024677640409
2022-04-01,2.6210743274868054,0.04480516267466444,3.7427951153505314,0.06726994279018365,2.3891809944325137,0.01423514763307459
2022-05-01,2.6167621855590024,0.044670279323924644,3.732499225133804,0.0669678285563762,2.3788915384695875,0.01376530876658669
2022-06-01,2.656833241065614,0.04488505000034898,3.7831176289378456,0.06728997882830995,2.427603888678491,0.014060255220241454
2022-07-01,2.6236944923574033,0.04528429614203959,3.732330750783537,0.06745985712877456,2.3980605549403835,0.013703176867507457
2022-08-01,2.613686504563364,0.04588763947355014,3.7341657156895156,0.06757082874279338,2.3997128918684005,0.013601772875096908
2022-09-01,2.5673961613615424,0.044203122834560904,3.6800953664558707,0.06575901761045994,2.387255043784195,0.013241017643584757
2022-10-01,2.4397394304306568,0.041020760113924144,3.6358797007796895,0.06441053172786729,2.3161367816814673,0.011344504908268625
2022-11-01,2.6286775140748633,0.04384747464012559,3.711355173766871,0.0653040182913064,2.375331956297535,0.012232541920546937
2023-01-01,2.662404655022702,0.04020350643433502,3.773619990033855,0.06199373094070345,2.4446125761199813,0.009437151189230681
2023-02-01,2.6884785917664167,0.040985207332323054,3.780216580867763,0.06210970050337334,2.47456704928426,0.011188910035682457
2023-03-01,2.6630867406766523,0.041822127518311186,3.794236660539231,0.06128003765120431,2.457776082399891,0.010636953428448009
2023-04-01,2.6058776582744776,0.03988439900953941,3.808617362727725,0.06200032200848033,2.429756681588639,0.00973306875697813
2023-05-01,2.619395700025123,0.03899166276193845,3.8057233678057645,0.06133036222333359,2.4433594879828258,0.0095157969173047
2023-06-01,2.5952053652354863,0.0390554092584377,3.768239611539454,0.06134078237727503,2.404849358924984,0.010371020726387199
2023-07-01,2.484956898684988,0.03291858161378261,3.7073080626962422,0.05874864859895064,2.3531258469232355,0.007288101085322143
2023-08-01,2.591106236979952,0.03436052690931872,3.6698021850705986,0.05523554520318047,2.404658461230193,0.006649581712948298
2023-09-01,2.575388570865075,0.032650004636775844,3.6600095489003617,0.055082744335126006,2.371491364154428,0.004232365104429399
2023-10-01,2.624359588054104,0.03342779743735574,3.6832254691080077,0.05580126672696818,2.423378645776241,0.005509908781004564
2023-11-01,2.807131573131761,0.03658523699061521,3.714727929373244,0.05569892386079858,2.587127482136581,0.009110865560403898
2023-12-01,2.800872704456529,0.036675464465435986,3.6918843510004096,0.0560565076521787,2.6016194272052124,0.008900340029129592
2024-01-01,2.7865547611130435,0.03764200246515275,3.682695518908293,0.056470285069022116,2.589271717341598,0.009453221819221798
2024-02-01,2.7798332610861776,0.035242475924047556,3.6750252536092365,0.05605993247728247,2.5842643701349832,0.005102993012240682
2024-03-01,2.7533619857746494,0.03624302825306944,3.6164346269671555,0.05788725718800487,2.549234083474593,0.005224055580993234
2024-04-01,2.768868315084851,0.03801289074893804,3.5885688703318914,0.05714053685457578,2.5689626689571767,0.006816317603264129
2024-05-01,2.7756044208435062,0.0381038718037476,3.618206050223109,0.0580745155423439,2.594271361114881,0.007950304825845297
2024-06-01,2.8127468279960155,0.03905967181411557,3.6744701066339456,0.05941616251162666,2.661464936863767,0.009708767145805892
2024-07-01,2.8250119313737834,0.040024556548731445,3.685933477977021,0.06021366878047708,2.6627796314115186,0.010290577114771472
2024-08-01,2.8885241026090496,0.0436382096176773,3.7021924717103105,0.06124453608128577,2.6935244224581156,0.012163417448258496
2024-09-01,2.666587440558248,0.033015757810127735,3.5581101506745805,0.05551187854355572,2.5608317588951337,0.0051998793109835195
2024-10-01,2.6632406993237323,0.03314717792650186,3.5523171539843936,0.05548189862255271,2.549877624695342,0.0058899831690765354
2024-11-01,2.7000166468461275,0.03353795141629327,3.512679066573119,0.054170834452988516,2.624703083624472,0.008721116104012334
2024-12-01,2.7395527429349413,0.034580009995347494,3.561203894236379,0.05497820765309265,2.6094276922570216,0.00898934871345802
2025-01-01,2.7338954119145753,0.034985426722535524,3.5591196808592267,0.054631650984031346,2.6092866214875245,0.009641134117178481
2025-02-01,2.6946771502095976,0.03620456918127236,3.5618016790097116,0.054130127425918134,2.5250565015049986,0.012536354181596019
2025-03-01,2.732277497792933,0.040154693827949,3.6044432522497276,0.05681285614552293,2.538740651855217,0.02014872367934284
2025-04-01,2.740850546428672,0.04176583462787831,3.6370090450981354,0.06008095217513794,2.5673437368236884,0.023896402455486396
2025-05-01,2.70491078748761,0.03899834965196886,3.569611669682743,0.05777759381489342,2.477115753073189,0.018362819144231334
2025-06-01,2.6841760401203993,0.037582879166564005,3.559775347479223,0.05630127706345142,2.479151927424422,0.018476882231604867
2025-07-01,2.6306411118228956,0.04024550381477125,3.495276360546775,0.05657017006726731,2.4419818140438037,0.019403096936656542
2025-08-01,2.5910566832258737,0.041380123491746405,3.49268433885549,0.0570774662131938,2.4616765351597687,0.02023659210673855
2025-09-01,2.414186904602734,0.036098712770674043,3.3931225184704936,0.05414156925192204,2.3591268836518022,0.016660118996576795
2025-10-01,2.4761452146153347,0.036823369264263044,3.394424467696278,0.05470558130539877,2.3568227037946237,0.017173395023425308
2025-11-01,2.205606335292389,0.030933260618794735,3.454414019976342,0.05508791083216401,2.3740921553256102,0.017413239524308396
2025-12-01,2.2798963605419953,0.03327592372701203,3.4476882811217635,0.05390482373281588,2.4705553589619518,0.018283825705446212
2026-01-01,2.2365655570862932,0.03138519088085244,3.3657698241090195,0.05479743569664311,2.451061560529134,0.017746357413502563
