Date,Impact_Mean,Edge_Mean,Control_Mean,Impact_BACI_Delta,Edge_BACI_Delta,Impact_CUSUM,Edge_CUSUM
2018-07-01,-1.8333333333333333,-1.67875,-1.638,-0.19533333333333336,-0.040750000000000064,10.904056810077623,1.771740639427491
2018-09-01,-2.0,-1.835,-1.8049999999999997,-0.19500000000000028,-0.03000000000000025,10.867192151932944,1.792898180736364
2018-10-01,-1.9000000000000001,-1.80125,-1.7899999999999998,-0.11000000000000032,-0.011250000000000204,10.915327493788265,1.832805722045237
2018-12-01,-1.656666666666667,-1.53125,-1.5500000000000003,-0.10666666666666669,0.018750000000000266,10.96679616897692,1.9027132633541104
2019-02-01,-1.7233333333333334,-1.5625,-1.556,-0.16733333333333333,-0.00649999999999995,10.957598177498909,1.9473708046629836
2019-03-01,-1.6383333333333334,-1.503125,-1.5050000000000001,-0.1333333333333333,0.001875000000000071,10.982400186020897,2.000403345971857
2019-04-01,-1.6900000000000002,-1.52875,-1.5219999999999998,-0.16800000000000037,-0.006750000000000256,10.972535527876218,2.04481088728073
2019-05-01,-1.8166666666666667,-1.66,-1.666,-0.15066666666666673,0.006000000000000005,10.980004203064873,2.101968428589603
2019-06-01,-1.8866666666666667,-1.7675,-1.762,-0.1246666666666667,-0.00550000000000006,11.013472878253527,2.1476259698984763
2019-07-01,-1.9100000000000001,-1.88125,-1.8360655737704916,-0.07393442622950852,-0.04518442622950847,11.09767379387934,2.153599084977841
2019-09-01,-2.0433333333333334,-1.96875,-1.8899344262295081,-0.1533989071038253,-0.07881557377049186,11.102410228630836,2.1259410525162226
2019-10-01,-1.965,-1.881875,-1.8579999999999999,-0.1070000000000002,-0.02387500000000009,11.153545570486157,2.153223593825096
2019-12-01,-1.7066666666666668,-1.575625,-1.643,-0.06366666666666676,0.06737499999999996,11.248014245674812,2.2717561351339692
2020-01-01,-1.593333333333333,-1.46,-1.516,-0.07733333333333303,0.05600000000000005,11.3288162541968,2.3789136764428425
2020-03-01,-1.375,-1.236875,-1.2810000000000001,-0.09399999999999986,0.04412500000000019,11.392951596052121,2.474196217751716
2020-05-01,-1.67,-1.513125,-1.524,-0.1459999999999999,0.010874999999999968,11.405086937907443,2.536228759060589
2020-06-01,-1.8699999999999999,-1.71,-1.7080000000000002,-0.1619999999999997,-0.0019999999999997797,11.401222279762765,2.5853863003694624
2020-08-01,-1.8,-1.67625,-1.682,-0.1180000000000001,0.005749999999999922,11.441357621618087,2.6422938416783355
2020-09-01,-1.75,-1.59,-1.6239999999999999,-0.1260000000000001,0.03399999999999981,11.473492963473408,2.7274513829872085
2020-10-01,-1.6900000000000002,-1.5350000000000001,-1.5639999999999998,-0.12600000000000033,0.028999999999999693,11.50562830532873,2.8076089242960816
2020-11-01,-1.4466666666666665,-1.335,-1.35,-0.09666666666666646,0.015000000000000124,11.567096980517384,2.873766465604955
2021-01-01,-1.0133333333333334,-0.8775,-0.8809999999999999,-0.13233333333333352,0.0034999999999999476,11.592898989039371,2.928424006913828
2021-02-01,-0.68,-0.51875,-0.466,-0.21400000000000002,-0.05275000000000002,11.537034330894693,2.926831548222701
2021-03-01,-0.7233333333333333,-0.5425,-0.43,-0.2933333333333333,-0.11249999999999999,11.40183633941668,2.8654890895315743
2021-04-01,-0.96,-0.77625,-0.65,-0.30999999999999994,-0.12624999999999997,11.249971681272003,2.7903966308404478
2021-05-01,-0.9033333333333333,-0.7175,-0.592,-0.31133333333333335,-0.12550000000000006,11.096773689793991,2.7160541721493208
2021-07-01,-1.1433333333333333,-0.9837499999999999,-0.858,-0.2853333333333333,-0.12574999999999992,10.96957569831598,2.641461713458194
2021-08-01,-1.4166666666666667,-1.240625,-1.126,-0.29066666666666685,-0.1146250000000002,10.837044373504634,2.577994254767067
2021-10-01,-1.373333333333333,-1.2537500000000001,-1.0859999999999999,-0.2873333333333332,-0.1677500000000003,10.707846382026622,2.46140179607594
2021-11-01,-1.1700000000000002,-0.99625,-0.914,-0.2560000000000001,-0.08224999999999993,10.609981723881942,2.4303093373848133
