Date,Control,Zone,BACI_raw,BACI_corrected,CWB
2020-11-01,Forest,Edge,0.06649999999999978,0.1493514836976191,-217.62282082013434
2020-12-01,Forest,Edge,0.0035000000000000586,0.1671879244554196,-102.19884135908062
2021-01-01,Forest,Edge,-0.15550000000000008,0.06377576010649294,-23.270981257427806
2021-02-01,Forest,Edge,-0.30700000000000005,-0.05076452191267053,28.762095301732003
2021-03-01,Forest,Edge,-0.30000000000000004,-0.0479031012943565,21.587090800916716
2021-04-01,Forest,Edge,-0.2669999999999999,-0.04163034001973613,-18.32937608899157
2021-05-01,Forest,Edge,-0.259,-0.015224324268817424,6.959207152796338
2021-06-01,Forest,Edge,-0.20500000000000007,-0.02079487952861453,-80.37557138016355
2021-07-01,Forest,Edge,-0.12149999999999994,-0.011210205594634412,-188.37809937535383
2021-08-01,Forest,Edge,-0.09800000000000009,-0.03351669320967943,-255.8406811290709
2021-09-01,Forest,Edge,-0.12550000000000017,-0.060587867031701964,-256.5499398420301
2021-10-01,Forest,Edge,-0.19000000000000006,-0.033187831038816284,-125.15263423408436
2021-11-01,Forest,Edge,-0.07799999999999996,0.07907004092100237,-126.10871212515124
2021-12-01,Forest,Edge,-0.24700000000000022,-0.04606386931437914,-64.06154749065733
2022-01-01,Forest,Edge,-0.15149999999999997,0.04225522196072798,-75.75754016415291
2022-02-01,Forest,Edge,-0.21699999999999986,0.008531674224174876,-31.207925540342103
2022-03-01,Forest,Edge,-0.20850000000000002,0.0038183593726290738,-51.4847930682098
2022-04-01,Forest,Edge,-0.2084999999999999,-0.008392590443151576,-70.44302601439888
2022-05-01,Forest,Edge,-0.16949999999999998,-0.0008575974914341034,-117.15690630494417
2022-06-01,Forest,Edge,-0.03799999999999981,0.0726772311477369,-202.1738740300881
2022-07-01,Forest,Edge,-0.057499999999999885,-0.023470177133103037,-314.1209100581686
2022-08-01,Forest,Edge,0.01991056910569089,0.00029218954869006386,-392.9051522243612
2022-11-01,Forest,Edge,0.09749999999999992,0.16973393789396757,-264.2335145958677
2023-01-01,Forest,Edge,0.028999999999999915,0.17576215085432484,-159.2455741693579
2023-02-01,Forest,Edge,0.01649999999999996,0.152359904830579,-176.31433519835727
2023-03-01,Forest,Edge,-0.006999999999999895,0.1644927955449672,-126.06834320688246
2023-04-01,Forest,Edge,-0.010499999999999954,0.14368728118750831,-152.38197367724604
2023-05-01,Forest,Edge,0.02949999999999986,0.1367489017854596,-221.43589967148802
2023-06-01,Forest,Edge,0.06700000000000017,0.10272744365127716,-326.025075649956
2023-07-01,Forest,Edge,0.07750000000000012,0.10836766324476087,-334.3270334748985
2023-08-01,Forest,Edge,0.10250000000000048,0.13574306921349308,-332.2258717767726
2023-09-01,Forest,Edge,0.12099999999999977,0.18051350958481094,-295.6256914781368
2023-10-01,Forest,Edge,0.09650000000000003,0.2051787297632831,-225.92778252438558
2023-11-01,Forest,Edge,0.06450000000000022,0.1957149896400417,-194.71891324748856
2023-12-01,Forest,Edge,0.012500000000000178,0.20286768770772567,-110.60134790542885
2024-01-01,Forest,Edge,-0.07299999999999995,0.17057804753874287,-35.10602450393256
2024-02-01,Forest,Edge,-0.16999999999999993,0.09709970364407888,-2.4744662178541432
2024-03-01,Forest,Edge,-0.2435000000000001,0.06143560771779796,50.90932700703176
2024-04-01,Forest,Edge,-0.31350000000000006,0.003779816347402043,67.40318229278488
2024-05-01,Forest,Edge,-0.22750000000000004,0.05005044181143681,8.75742683205128
2024-06-01,Forest,Edge,-0.11150000000000015,0.11439778419666538,-67.14570052475021
2024-07-01,Forest,Edge,-0.15302941176470597,0.04250353920709456,-112.2711789507741
2024-11-01,Forest,Edge,-0.021500000000000075,0.1480433651351988,-155.06495074771203
2024-12-01,Forest,Edge,-0.048499999999999766,0.17625648969074595,-76.63523743312562
2025-01-01,Forest,Edge,-0.10000000000000009,0.17070080988531522,-11.630429857909817
2025-02-01,Forest,Edge,-0.16800000000000015,0.10409800656148696,-10.94158086085151
2025-03-01,Forest,Edge,-0.10049999999999981,0.15037981237184753,-42.775681432495496
