spec,window_start,window_end,window_years,n_obs,n_wells,delta_0_mm_yr,delta_0_se,L_m,L_se,c_mm_yr,c_se,far_field_observed_mm_yr,n_far_field_wells,panel_max_dist_m,at_bound,reach_exceeds_panel,usable
c3_only,2009-01,2026-02,17.084188911704313,3317,20,-43.37979777171327,4.901899505422213,523.8008532332907,29.839771729763168,8.840092625806781,1.1340999215445116,9.25367647059061,6,1375.8,False,False,True
c3_only,2009-02,2026-02,16.999315537303218,3307,20,-43.9160852021888,4.916971396671924,523.800560457561,29.559833070224684,9.349344396674287,1.1383700470332359,9.25367647059061,6,1375.8,False,False,True
c3_only,2009-03,2026-02,16.922655715263517,3296,20,-44.27379983474131,4.941025714453647,523.8100474714752,29.49742244676548,9.743353612213168,1.1443317058370512,9.25367647059061,6,1375.8,False,False,True
c3_only,2009-04,2026-02,16.83778234086242,3285,20,-44.67864071661699,4.9693596068404045,523.8178385411078,29.431467342160015,10.047263307868556,1.1507099134661298,9.25367647059061,6,1375.8,False,False,True
c3_only,2009-05,2026-02,16.75564681724846,3274,20,-45.23152614785786,4.983355448545338,523.8000536180432,29.183744737617495,10.593957356568973,1.1538166833810044,9.25367647059061,6,1375.8,False,False,True
c3_only,2009-06,2026-02,16.670773442847366,3263,20,-45.357194086833836,5.010968367417871,523.8005519609206,29.29796230492929,10.91656978430019,1.1600935146238511,9.25367647059061,6,1375.8,False,False,True
c3_only,2009-07,2026-02,16.588637919233403,3252,20,-45.55415639295948,5.038705761162056,523.800334655313,29.367207107948637,11.234606587632253,1.1663626060786039,9.25367647059061,6,1375.8,False,False,True
c3_only,2009-08,2026-02,16.503764544832308,3241,20,-45.70126993999522,5.068471064206049,523.8007791297362,29.48045619114719,11.531425643146322,1.1732901086397158,9.25367647059061,6,1375.8,False,False,True
c3_only,2009-09,2026-02,16.418891170431213,3230,20,-45.704311775101075,5.097524299076006,523.8023257427701,29.682785184627882,11.846030581383317,1.180268397059592,9.25367647059061,6,1375.8,False,False,True
c3_only,2009-10,2026-02,16.33675564681725,3219,20,-45.73053762910788,5.129636294186237,523.8009517633014,29.88927359191217,12.093018952638928,1.1878588069456324,9.25367647059061,6,1375.8,False,False,True
