spec,window_years,window_start,window_end,window_mid,observed_span_years,n_obs,n_wells,delta_0_mm_yr,delta_0_se,L_m,L_se,c_mm_yr,c_se,beta_cwb_m_per_mm,cwb_trend_mm_yr,climate_term_mm_yr,identified_sum_mm_yr,panel_max_dist_m,at_bound,reach_exceeds_panel,usable
forest_free,15.0,2009-09,2024-08,2017-02,14.915811088295689,9125,61,-40.51260374166728,4.043198227870431,462.1307888458046,31.82905614530007,9.55511429229911,0.6462274037283984,0.0014939606633223588,2.997739271449982,4.4785045504429,14.033618842742012,2338.0,False,False,True
forest_free,15.0,2009-12,2024-11,2017-05,14.91854893908282,9206,61,-37.726481091332495,4.000255495827532,462.1182351948438,34.091245637424166,8.921736681145857,0.6363843673256462,0.0014851022850282326,2.3159657577579886,3.4394460388935313,12.361182720039388,2338.0,False,False,True
forest_free,15.0,2010-03,2025-02,2017-08,14.924024640657084,9284,61,-38.303503297819795,3.9545576109746308,475.2661917080996,36.10459874774836,8.997362762559078,0.6259293264559274,0.0014842894763479305,3.7856877123922805,5.619056432243533,14.61641919480261,2338.0,False,False,True
forest_free,15.0,2010-06,2025-05,2017-11,14.915811088295689,9292,61,-36.933299867770536,3.9707864413046665,476.1953295312455,37.86059653333308,7.833602662725668,0.6280776001125227,0.0014969478296467161,4.983620215925591,7.460219466013312,15.29382212873898,2338.0,False,False,True
forest_free,15.0,2010-09,2025-08,2018-02,14.915811088295689,9292,61,-32.35435491038564,3.979682551384184,475.49587904242946,43.14359427531727,7.556035480462349,0.6273173687263884,0.0014982721198057518,3.8508429642022697,5.7696106510144,13.325646131476748,2338.0,False,False,True
forest_free,15.0,2010-12,2025-11,2018-05,14.91854893908282,9291,61,-29.320841002550768,3.766474206451224,508.80489626448815,46.7947526000288,7.774611760384371,0.6377016855323631,0.0015091949731294697,2.6964865253157804,4.069523909117927,11.844135669502297,2338.0,False,False,True
forest_free,15.0,2011-03,2026-02,2018-08,14.924024640657084,9289,61,-31.63195037187971,3.7714280478570075,523.7844201402582,46.695454236312194,7.800260573840502,0.6370432018733229,0.0015069843668231381,3.7644841757200496,5.673018801963202,13.473279375803704,2338.0,False,False,True
forest_free,18.0,2005-03,2023-02,2014-02,17.921971252566735,9084,61,-33.96793959170954,2.4334155803816087,893.7010159838986,55.65607391746158,-9.89417353522942,0.7196097593287969,0.0017361010658742302,3.1407486249665886,5.452657035447517,-4.441516499781903,2338.0,False,False,True
forest_free,18.0,2005-06,2023-05,2014-05,17.831622176591377,9228,61,-34.654692480369775,2.390006131467577,904.6713898975331,55.34378339459196,-7.389414100691083,0.7020435892528695,0.0016364720441827162,3.4704646080748227,5.679318311439975,-1.7100957892511088,2338.0,False,False,True
forest_free,18.0,2005-09,2023-08,2014-08,17.913757700205338,9376,61,-32.76182632559552,2.3429193976287634,925.6487710804215,60.97370458858366,-5.622291633185928,0.6832446277081763,0.0015543285454984808,2.0705231836115843,3.2182732884038776,-2.4040183447820507,2338.0,False,False,True
forest_free,18.0,2005-12,2023-11,2014-11,17.916495550992472,9516,61,-33.5016317062539,2.3318920281615867,929.925448940549,60.0254779887567,-2.5483290527811806,0.6776619987652129,0.0015074128404474515,1.0342088485252499,1.558979697971335,-0.9893493548098455,2338.0,False,False,True
forest_free,18.0,2006-03,2024-02,2015-02,17.921971252566735,9648,61,-35.367816437921554,2.311318080203626,916.0980833751673,54.18987004724029,-0.07762323899456382,0.6696926064753548,0.0014980705819315206,1.4452653448149606,2.1651094961524078,2.087486257157844,2338.0,False,False,True
forest_free,18.0,2006-06,2024-05,2015-05,17.916495550992472,9765,61,-36.22791660963126,2.3500566839325505,893.6999189241196,53.48725035218332,2.2414808657456415,0.6560928243087196,0.0015313563629365539,2.5612883692445183,3.9222452415579827,6.163726107303624,2338.0,False,False,True
forest_free,18.0,2006-09,2024-08,2015-08,17.916495550992472,9860,61,-33.88607305251768,2.320553095318405,858.7717709442786,51.32627095898074,2.7424209627005443,0.6422335924434446,0.0015375450095071247,2.1138091773563144,3.2500767516945617,5.992497714395106,2338.0,False,False,True
forest_free,18.0,2006-12,2024-11,2015-11,17.919233401779604,9953,61,-32.08438654809583,2.2900232462898544,841.170421540203,50.87096264849811,2.69760844833662,0.629229206692335,0.0015439899347479407,1.3545610351262445,2.091428604236673,4.789037052573294,2338.0,False,False,True
forest_free,18.0,2007-03,2025-02,2016-02,17.924709103353866,10046,61,-32.45335291003526,2.2527697726435885,833.4605831944216,48.40013397712744,3.613132269829957,0.6142119167652623,0.0015378541334332477,2.166373526836625,3.3315664828060667,6.9446987526360235,2338.0,False,False,True
forest_free,18.0,2007-06,2025-05,2016-05,17.916495550992472,10139,61,-30.970411174191188,2.2280018468504545,798.3904138330614,45.18431933662309,2.8758682356456355,0.6010229520171277,0.0015561959986031557,2.5961543358995995,4.04012498928319,6.915993224928826,2338.0,False,False,True
forest_free,18.0,2007-09,2025-08,2016-08,17.916495550992472,10228,61,-36.734371045630894,3.015612449836228,534.0162890818222,30.911675062552245,2.2125211155928124,0.5513632267924172,0.0015726221276149285,1.6504945189518476,2.5956042020108323,4.808125317603645,2338.0,False,False,True
forest_free,18.0,2007-12,2025-11,2016-11,17.919233401779604,10314,61,-34.58206371483712,2.9998155839286857,535.0476784248283,32.719173334914736,2.7551542784461343,0.5423323428325909,0.0015872885621249506,0.570135772811256,0.9049699910415762,3.6601242694877105,2338.0,False,False,True
forest_free,18.0,2008-03,2026-02,2017-02,17.921971252566735,10407,61,-35.26035084986849,2.9655857278523614,527.9718232445806,30.61896126484276,3.7695239612217515,0.5326892799813407,0.0016057780724289701,1.2017330621066449,1.929716600043772,5.6992405612655235,2338.0,False,False,True
