spec,window_years,window_start,window_end,window_mid,observed_span_years,n_obs,n_wells,delta_0_mm_yr,delta_0_se,L_m,L_se,c_mm_yr,c_se,beta_cwb_m_per_mm,cwb_trend_mm_yr,climate_term_mm_yr,identified_sum_mm_yr,panel_max_dist_m,at_bound,reach_exceeds_panel,usable
forest_free,12.0,2013-06,2025-05,2019-05,11.915126625598905,7520,60,-30.5499683149227,4.813558698044761,523.800300266113,56.21371953149037,15.852621804516906,0.8520108156562862,0.0015358095229809092,-4.187525097498421,-6.431240922459635,9.42138088205727,2338.0,False,False,True
forest_free,12.0,2013-09,2025-08,2019-08,11.915126625598905,7508,60,-23.922167101436216,4.950540362943993,523.7979806956947,79.80669101730759,17.677295962911906,0.8540430287528038,0.0016711312493463807,-7.1294538264814715,-11.914253080205317,5.763042882706589,2338.0,False,False,True
forest_free,12.0,2013-12,2025-11,2019-11,11.917864476386036,7497,60,-21.850884143677824,4.969908233652027,523.7995704080549,86.97748323258664,21.1171154008215,0.863053506041173,0.0018168493937666317,-10.098920290564195,-18.348217207609093,2.768898193212408,2338.0,False,False,True
forest_free,12.0,2014-03,2026-02,2020-02,11.9233401779603,7492,60,-28.438980011490532,10.456841230529998,433.3335987679734,174.50076142145534,25.490633762697186,0.8064591436991124,0.0019071991564675545,-8.332484776912723,-15.891707937806686,9.5989258248905,2338.0,False,False,True
forest_free,15.0,2005-03,2020-02,2012-08,14.921286789869953,7175,61,-41.87840274536937,6739230.60572188,2474.9610438399095,398280074.3463128,-20.740463587218745,6739230.564868961,0.001993105804059177,6.391904130595518,12.739741221679756,-8.000722365538989,2338.0,False,True,False
forest_free,15.0,2005-06,2020-05,2012-11,14.833675564681725,7317,61,-36.55578999725233,2.7660305620174808,2021.4396113477385,146.96803975816348,-24.044284932471705,2.2315591761639153,0.001909889372850135,7.380043846704786,14.095067313989501,-9.949217618482203,2338.0,False,False,True
forest_free,15.0,2005-09,2020-08,2013-02,14.915811088295689,7468,61,-36.04539527048939,2.7624365710216883,1952.6183482553295,141.1833035809555,-20.962956404249294,2.2225394973178623,0.001835375197550542,6.022808375873244,11.054113112677415,-9.908843291571879,2338.0,False,False,True
forest_free,15.0,2005-12,2020-11,2013-05,14.91854893908282,7615,61,-36.94647131526502,2.4176689335094266,1720.4651349659675,98.60226279846351,-17.315462801886657,1.643201157914463,0.001753326977781569,4.738573339283492,8.308268471962242,-9.007194329924415,2338.0,False,False,True
forest_free,15.0,2006-03,2021-02,2013-08,14.924024640657084,7756,61,-36.791612302418656,2.4470874454750398,1690.3052368100405,97.07078466650279,-13.913337784412468,1.658145565403465,0.0017788814439828173,5.77547946550863,10.273893251297102,-3.639444533115366,2338.0,False,False,True
forest_free,15.0,2006-06,2021-05,2013-11,14.915811088295689,7882,61,-37.42714123428507,2.9087128618439944,941.2720964699643,69.99315803808986,-16.05056197637548,0.9157543617999514,0.0018193145762592316,7.382014329764984,13.430206272295957,-2.6203557040795236,2338.0,False,False,True
forest_free,15.0,2006-09,2021-08,2014-02,14.915811088295689,7990,61,-34.5218243217925,2.9504425888825474,887.0975413995556,70.64611676481246,-14.214666242215557,0.8941953627431268,0.0018126717687432028,6.533147589466273,11.84245219645822,-2.372214045757337,2338.0,False,False,True
forest_free,15.0,2006-12,2021-11,2014-05,14.91854893908282,8098,61,-34.77281635187038,2.946999307701688,853.6508702005433,64.10173671722468,-11.218517448109546,0.8906087083218804,0.0018261103961480752,5.528103787141451,10.09492779668455,-1.1235896514249966,2338.0,False,False,True
forest_free,15.0,2007-03,2022-02,2014-08,14.924024640657084,8206,61,-37.117276254521904,2.909778694064143,823.6513745767413,54.63125673910542,-8.233055184041648,0.8744191710677384,0.001790267589825968,6.5612829348216986,11.746452185889495,3.5133970018478475,2338.0,False,False,True
forest_free,15.0,2007-06,2022-05,2014-11,14.915811088295689,8314,61,-38.79520359438052,3.3605427922613664,724.9519135675016,61.15338023621925,-7.257159059153379,0.8088912608244468,0.0017745486707330294,7.086929631340023,12.576101556872956,5.318942497719577,2338.0,False,False,True
forest_free,15.0,2007-09,2022-08,2015-02,14.915811088295689,8421,61,-48.400176148217085,4.320436406502001,483.62411699711754,31.739374477501237,-6.191793762059176,0.7440510244513011,0.0017295928872377642,5.3567501927551024,9.264997032098748,3.0732032700395715,2338.0,False,False,True
forest_free,15.0,2007-12,2022-11,2015-05,14.91854893908282,8512,61,-42.45740439410346,4.266954391090184,491.13052126652934,37.14782495692848,-6.220852804558329,0.7210962854981023,0.001746238625440626,3.1417166514724784,5.486186966991227,-0.7346658375671025,2338.0,False,False,True
forest_free,15.0,2008-03,2023-02,2015-08,14.921286789869953,8562,61,-42.116902171727965,4.230689562577378,492.20395098215596,37.35942817506495,-5.142451248630852,0.7065709256299104,0.0017352399680120622,2.7699309945222685,4.806494970330441,-0.3359562783004115,2338.0,False,False,True
forest_free,15.0,2008-06,2023-05,2015-11,14.913073237508556,8667,61,-41.71334005499872,4.180032227946915,500.2669165125504,38.97616541479839,-2.0955080613937445,0.6888007800678265,0.0016555693012291516,2.660672987732791,4.404928519100056,2.3094204577063118,2338.0,False,False,True
forest_free,15.0,2008-09,2023-08,2016-02,14.913073237508556,8769,61,-36.26747253886525,3.8081610050000863,518.910887085733,39.1257996294365,0.25155496053543575,0.682306248119893,0.0015776033311762812,0.9106781733484723,1.4366889199040809,1.6882438804395166,2338.0,False,False,True
forest_free,15.0,2008-12,2023-11,2016-05,14.915811088295689,8867,61,-35.579871751672854,3.780147759381987,523.7995281457569,40.06894671059719,4.125718283726015,0.6784660874744999,0.0015015829769358313,0.27625206903019583,0.4148154041990442,4.540533687925059,2338.0,False,False,True
forest_free,15.0,2009-03,2024-02,2016-08,14.921286789869953,8959,61,-38.39217962865692,3.7749125710448355,523.7918586472819,37.224524584151,7.046254168608504,0.6708022560759046,0.0014754618404023369,1.6723993382134703,2.467561405448097,9.5138155740566,2338.0,False,False,True
forest_free,15.0,2009-06,2024-05,2016-11,14.915811088295689,9045,61,-42.299470632265155,4.086328620501569,482.41361492845783,34.34836444794218,9.24084932696182,0.6561880078737321,0.0015051072922970187,3.310210525135811,4.982222000420253,14.223071327382073,2338.0,False,False,True
