Cluster_ID,Cluster,n,beta_1_recharge_min,beta_1_recharge_max,beta_2_atmospheric_draw_min,beta_2_atmospheric_draw_max,beta_3_drainage_min,beta_3_drainage_max
1,C1 (Lake Edge),7,4.267328325492921,6.236704496931966,-0.4001883327302702,1.2510057628471714,0.0876177853721888,0.1343414513450227
2,C2 (Dune),19,3.438889263378574,4.716017697161468,1.0339501913264335,2.530785429885345,0.056750183559753,0.0902115621414347
3,C3 (Western Residual),26,2.332111392496436,5.514195287358483,0.8835347899674448,2.184750673497012,0.0335400388138642,0.1089224059951457
4,C4 (Main Forest),9,2.07180849702929,3.480581352946477,2.0620726214518035,3.7917916197154287,-0.0202914741431291,0.0399699952982256
5,C5 (Coastal Forest),5,2.1247396867378754,2.752134744551747,0.7762912929764877,1.3585091212811706,0.0389957604612578,0.0591442871498509
