well,E,N,cluster,beta1,beta2,beta3,sy,mean_head,winter_head,summer_head,head_swing,P_eff,recharge_m_mon,et_draw_m_mon,drainage_m_mon,lateral_inflow_m_mon,storage_change_mm
d7,242610.75,364204.554,2.0,1.6628692544498005,4.658779910387233,0.2829138076181081,0.2131,9.476794933106705,9.712028718882816,9.241418890684246,0.47060982819857067,0.07445697211155378,0.12381220970372901,0.25527879849150387,2.6811161385412117,2.8125827273289863,100.28695438911542
wmc3,241217.327,363562.323,3.0,0.6192334492130782,3.621156288796629,0.1270453585024492,0.2577,7.505063537903261,7.621991942455313,7.397980067172897,0.22401187528241628,0.07445697211155378,0.046106247658599414,0.1984219998229367,0.9534834877565795,1.1057992399209169,57.727860260278675
wmc2,241885.149,362855.856,3.0,1.7168653088195638,3.813307249554585,0.1322516664671951,0.234,3.967372055740535,4.153074448529411,3.7919242424242423,0.3611502061051688,0.07445697211155378,0.12783259241807243,0.20895095103651784,0.5246915658670674,0.6058099244855129,84.5091482286095
wmc1,242765.629,363643.556,2.0,1.5568673435422744,4.038453186573171,0.1994733317514139,0.2323,6.847233700980391,7.040047360482654,6.662651515151515,0.37739584533113923,0.07445697211155378,0.11591962837951594,0.22128786872589012,1.3658405196151233,1.4712087599614976,87.66905487042365
ceh42,242120.528,362743.198,3.0,1.6377826742022517,3.5823888850220817,0.1736165075753956,0.2538,3.2938497942386826,3.509222222222222,3.0850000000000004,0.4242222222222214,0.07445697211155378,0.12194433889786302,0.19629773200033873,0.5718666977536555,0.6462200908561312,107.6675999999998
t41c,242721.13,363323.682,2.0,2.047733010585649,4.357982492851328,0.23054836783961,0.2527,5.586257911353978,5.808895428349608,5.361388154415654,0.4475072739339536,0.07445697211155378,0.1524679996610837,0.23879654244701723,1.2879026437937684,1.374231186579702,113.08508812311007
d41,242771.66,363342.853,2.0,1.85221437219616,4.431610643636115,0.2567700922963339,0.2265,5.583516429872494,5.802154080444325,5.366065573770491,0.43608850667383336,0.07445697211155378,0.13791027385522855,0.2428310120354141,1.433680029036457,1.5386007672166426,98.77404676162325
t41a,242709.928,363275.666,2.0,2.6780572327037464,5.30078628919834,0.2260491058453592,0.2012,5.857857911353976,6.149305264415181,5.567194606028555,0.5821106583866262,0.07445697211155378,0.19940003268856774,0.29045766938887546,1.3241635430307297,1.4152211797310374,117.12066446738919
d6,242114.898,364021.851,2.0,2.060323926274774,4.899998257970287,0.2263332814244228,0.2665,10.3899029143898,10.62756830601093,10.152822580645159,0.4747457253657714,0.07445697211155378,0.15340548111940783,0.2684964072065697,2.3515808202950175,2.4666717463821795,126.51973580997807
d5,242083.407,363901.712,2.0,1.946767206311124,4.640517087184278,0.2098441806012995,0.2589,10.152706071645417,10.363642987249545,9.940000000000001,0.4236429872495435,0.07445697211155378,0.14495039158799483,0.25427808335707164,2.130486286490271,2.239813978259348,109.68116939890683
d9,242710.726,363910.68,2.0,2.205157925765691,4.590879381917361,0.1665901358214995,0.2109,8.634125584390134,8.867547750815948,8.422451612903226,0.4450961379127225,0.07445697211155378,0.16418938218030782,0.2515581751398662,1.438360153803436,1.5257289467629946,93.87077548579317
d10,242613.907,364118.797,2.0,1.9926093010646333,4.259099862305587,0.2019089510985416,0.2346,9.266802695810565,9.472959598674192,9.068126916975146,0.4048326816990464,0.07445697211155378,0.14836365515859207,0.23337824847242633,1.8710504123482488,1.956065005662083,94.97374712659628
d15,241980.565,363895.719,2.0,2.4227282964383483,4.44959568862836,0.168274359861507,0.1982,10.289618518518518,10.510559138493564,10.071725806451614,0.4388333320419502,0.07445697211155378,0.1803890132017823,0.2438165062559501,1.7314789694228114,1.7949064624769793,86.97676641071452
d8,242676.867,364024.231,2.0,1.8855979000650616,3.947188368400458,0.198578159595134,0.2193,8.980750264970853,9.169722166832836,8.79624193548387,0.3734802313489656,0.07445697211155378,0.14039591025874865,0.21628699433907256,1.783380859401424,1.859271943481748,81.90421473482814
d17,242446.951,363534.961,2.0,2.076483570736785,4.160298009018339,0.2167415607371055,0.2505,7.670803885853065,7.886741347905282,7.457870967741936,0.428870380163346,0.07445697211155378,0.1546086793164484,0.22796438070424366,1.6625820063280468,1.7359377077158422,107.43203023091817
d25,242215.187,363143.807,3.0,1.6408953115201157,3.6591157343914142,0.1600097516048503,0.2636,4.910037512638322,5.097365079365079,4.731890604451448,0.36547447491363094,0.07445697211155378,0.1221760964478326,0.20050199541174635,0.7856538827677548,0.8639797817316687,96.33907158723312
d43,242664.714,363428.693,2.0,2.089499017791856,5.033896189972618,0.2105539208996234,0.2264,6.296477061323619,6.546974499089254,6.053048387096774,0.49392611199248027,0.07445697211155378,0.15557777009484722,0.2758333717894729,1.3257479331162265,1.4460035348108522,111.82487175509753
t41d,242731.987,363353.284,2.0,1.6077604567901476,4.669962501387818,0.2421012216401094,0.2145,5.817248670309654,6.0328904416375515,5.600902961396088,0.43198748024146383,0.07445697211155378,0.11970897549328298,0.2558915508536162,1.4083630096662691,1.5445455850266023,92.66131451179399
d44,242819.407,363279.547,2.0,1.9393930118724985,5.212212703446818,0.2306452100444367,0.2373,5.22536920461445,5.468162112932605,4.980647012162876,0.4875151007697287,0.07445697211155378,0.1444013313983329,0.28560426163326985,1.205206377758031,1.346409307992968,115.68733341265661
t41b,242715.085,363309.565,2.0,1.9590197202073407,4.098372679765654,0.2289434719797209,0.2124,5.345206212085214,5.566324720836303,5.124069950911641,0.44225476992466195,0.07445697211155378,0.14586267667346184,0.2245711696163856,1.2237500686423615,1.3024585615852853,93.9349131319982
d38,242711.571,363069.196,2.0,2.26577661014546,5.685908321968465,0.24460655197984,0.2157,4.237355002851253,4.528200980392157,3.9503495677841034,0.5778514126080534,0.07445697211155378,0.16870286587261138,0.3115605099800274,1.0364847967619701,1.1793424408693862,124.64254969955711
ceh39,241719.0,363435.0,3.0,1.6509816457821012,3.3885655693149475,0.1150714469495269,0.263,7.351544822291469,7.521311589253187,7.201672459016394,0.31963913023679336,0.07445697211155378,0.12292709435668506,0.1856771437551121,0.8459529000153819,0.9087029494138089,84.06509125227666
ceh36,241161.0,363306.0,3.0,1.2532469966508393,3.1608885179065678,0.1413157745325821,0.2899,4.656893583724569,4.812292324533704,4.499152542372881,0.31313978216082283,0.07445697211155378,0.09331297667852007,0.17320153313482234,0.6580925236998495,0.7379810801561517,90.77922284842253
nw13,241761.0,364180.0,2.0,1.8809715768623108,5.212006857699292,0.1980303445203822,0.2067,11.378870547702284,11.645633232780291,11.122084846284192,0.523548386496099,0.07445697211155378,0.14005144824106242,0.285592982273413,2.2533616548143134,2.3989031888466643,108.21745148874366
l7,242812.0,364395.0,2.0,1.431383828908242,6.1800385122846695,0.1563247328860756,0.2124,8.780816455696202,9.03132967032967,8.547348484848484,0.48398118548118596,0.07445697211155378,0.10657650582995003,0.33863647486968756,1.372658786958366,1.6047187559981035,102.7976037962039
wmc4,241761.0,364180.0,2.0,1.8516564422153272,5.233924334890164,0.1958165552164033,0.1993,11.330074935400518,11.594032051282053,11.081851851851852,0.5121801994302011,0.07445697211155378,0.1378687320782055,0.2867939549209459,2.2186162441938424,2.367541467036583,102.07751374643908
