well,E,N,cluster,beta1,beta2,beta3,sy,mean_head,winter_head,summer_head,head_swing,mean_depth_bg,winter_depth_bg,summer_depth_bg,P_eff,recharge_m_mon,et_draw_m_mon,drainage_m_mon,lateral_inflow_m_mon,storage_change_mm,dem_elev
ceh19,240845.741,363532.891,3.0,0.848405926120193,2.600676874410693,0.0885413688191324,0.3602,4.008526174540045,4.124572139303483,3.901478873239436,0.22309326606404722,0.7914738254599545,0.6754278606965167,0.898521126760564,0.07445697211155378,0.06316973638040817,0.14250462149627904,0.354920394441096,0.4342552795569669,80.35819443626983,4.8
ceh20,241153.0,363829.0,4.0,0.8943690592973861,3.4551140016663062,0.0955931616841673,0.1967,7.529801953841234,7.6356683250414585,7.4291677753141165,0.206500549727342,1.1981980461587654,1.0923316749585412,1.2988322246858832,0.05658729880478087,0.05060992920021196,0.18932367872326344,0.7197975756233039,0.8585113251463554,40.61865813136818,8.728
ceh21,241470.51,362937.659,3.0,0.8134846095656546,2.909299149444273,0.0986478952163327,0.3074,3.2066472869657887,3.3257314814814816,3.0884754098360654,0.23725607164541618,1.0153527130342117,0.8962685185185189,1.133524590163935,0.07445697211155378,0.060569600887608155,0.15941564220851057,0.31632900556033866,0.41517504688124107,72.93251642380093,4.222
ceh22,241375.022,362906.94,1.0,0.9610549784624368,2.87638062506164,0.1627650056300364,0.3128,2.7656209181512583,2.8979708561020034,2.628316417519014,0.26965443858298954,0.5153790818487418,0.3830291438979967,0.6526835824809862,0.07445697211155378,0.07155724372904758,0.15761186492901824,0.450146304313436,0.5362009255134067,84.34790838875914,3.281
ceh23,242325.311,364428.124,1.0,1.839876312794345,5.053416400158326,0.4190840347472452,0.1915,9.703468562838646,9.95225925925926,9.453893781037142,0.49836547822211763,0.3145314371613548,0.06574074074074154,0.5641062189628592,0.07445697211155378,0.13699161931043694,0.27690298570091765,4.066568756357473,4.206480122747954,95.43698907953554,10.018
ceh24,242938.911,363392.114,2.0,2.4660399850103443,4.676875830261249,0.2047529493208864,0.2159,5.739678518518518,5.9860556256130035,5.493403225806452,0.49265239980655195,0.21832148148148178,-0.028055625613003343,0.4645967741935486,0.07445697211155378,0.1836138703898917,0.25627036812387427,1.1752161048204024,1.247872602554385,106.36365311823458,5.958
ceh34,241251.0,363920.0,4.0,1.1235916583057486,3.3089162066028663,0.0999530779421987,0.1958,8.889037290715372,8.975258140008139,8.798916666666665,0.17634147334147343,0.9109627092846289,0.8247418599918621,1.0010833333333355,0.05658729880478087,0.06358101690310664,0.18131274062706992,0.8884866371499843,1.0062183608739477,34.5276604802605,9.8
ceh37,242886.0,363346.0,,,,,0.12,5.638653444267044,5.87049578328648,5.42799684710149,0.4424989361849905,0.3813465557329554,0.14950421671351943,0.5920031528985099,0.07445697211155378,,,,,53.09987234219885,6.02
ceh27,242005.373,364330.297,1.0,2.2622357238783586,4.992419205857686,0.3209771200189205,0.2124,10.617367468123861,10.878071038251365,10.353467741935486,0.5246032963158793,0.3226325318761383,0.06192896174863449,0.5865322580645138,0.07445697211155378,0.16843922220257163,0.2735606319576763,3.4079320321009745,3.513053441856079,111.42574013749278,10.94
ceh28,242331.051,364122.039,2.0,1.7132038202830675,4.633894623526224,0.3137737634932557,0.2265,9.7930727589695,10.012402616327206,9.573842650776164,0.4385599655510415,0.6029272410305015,0.38359738367279483,0.8221573492238363,0.07445697211155378,0.12755996906822376,0.2539152041058084,3.0728092957451407,3.1991645307827254,99.3338321973109,10.396
ceh30,241072.0,363760.0,4.0,0.4647099132672859,3.610309222689264,0.0959247335786654,0.2228,6.941748101061919,7.041364814814815,6.847786885245903,0.19357792956891196,1.7282518989380806,1.6286351851851846,1.8222131147540965,0.05658729880478087,0.026296678719599707,0.19782763261600508,0.6658853371645711,0.8374162910609765,43.12916270795358,8.67
ceh31,241075.0,363538.0,3.0,0.6694852018168864,3.2573763544434247,0.0857481122128912,0.2752,5.058613977840459,5.181209259259259,4.942170465147274,0.23903879411198492,1.4313860221595416,1.3087907407407409,1.5478295348527258,0.07445697211155378,0.04984784100077786,0.17848860388166218,0.43376659901356357,0.5624073618944478,65.78347613961826,6.49
ceh32,241167.0,364003.0,4.0,0.6906861599003526,3.6478672782631554,0.0849986097204865,0.1972,9.279481481481483,9.356940252340253,9.202213114754098,0.1547271375861552,1.7905185185185175,1.713059747659747,1.867786885245902,0.05658729880478087,0.03908406411060791,0.19988563395648548,0.7887430248529265,0.949544594698804,30.512191531989803,11.07
ceh33,240936.0,363808.0,4.0,0.5646420817735402,3.560973406650032,0.0883540373884851,0.2213,7.075006691201072,7.165833333333334,6.987049180327869,0.17878415300546546,1.7549933087989285,1.6641666666666657,1.8429508196721311,0.05658729880478087,0.03195157019907283,0.19512426648080464,0.6251054057181618,0.7882781019998936,39.5649330601095,8.83
ceh40,242060.283,363398.508,2.0,1.060355085189299,3.4693532218528755,0.1896540135355611,0.2714,7.234018518518518,7.395204545454546,7.086136363636362,0.3090681818181844,0.5359814814814818,0.3747954545454535,0.6838636363636379,0.07445697211155378,0.07895082900628388,0.19010391970708387,1.3719606460276106,1.4831137367284106,83.88110454545523,7.77
ceh41,242284.022,363324.592,2.0,1.525221115727201,3.739474263999546,0.1772537213318405,0.2217,6.727652263374487,6.920260101010101,6.55340909090909,0.3668510101010103,0.4223477366255137,0.22973989898989977,0.5965909090909101,0.07445697211155378,0.11356334607765314,0.20490525748497074,1.1925013995097073,1.283843310917025,81.33086893939398,7.15
d7,242610.75,364204.554,2.0,1.6628692544497916,4.658779910387232,0.282913807618108,0.2131,9.476794933106705,9.712028718882816,9.241418890684246,0.47060982819857067,0.39820506689329527,0.1629712811171835,0.6335811093157542,0.07445697211155378,0.12381220970372836,0.2552787984915038,2.6811161385412112,2.8125827273289867,100.28695438911542,9.875
wmc3,241217.327,363562.323,3.0,0.6192334492130778,3.621156288796632,0.1270453585024493,0.2577,7.505063537903261,7.621991942455313,7.397980067172897,0.22401187528241628,1.1849364620967382,1.0680080575446862,1.2920199328271025,0.07445697211155378,0.046106247658599386,0.19842199982293687,0.9534834877565803,1.1057992399209178,57.727860260278675,8.69
wmc2,241885.149,362855.856,3.0,1.716865308819557,3.813307249554581,0.1322516664671947,0.234,3.967372055740535,4.153074448529411,3.7919242424242423,0.3611502061051688,0.5846279442594646,0.3989255514705885,0.7600757575757573,0.07445697211155378,0.1278325924180719,0.20895095103651762,0.5246915658670658,0.6058099244855115,84.5091482286095,4.552
wmc1,242765.629,363643.556,2.0,1.5568673435422666,4.03845318657317,0.199473331751414,0.2323,6.847233700980391,7.040047360482654,6.662651515151515,0.37739584533113923,0.4877662990196088,0.29495263951734607,0.6723484848484853,0.07445697211155378,0.11591962837951536,0.22128786872589007,1.3658405196151238,1.4712087599614985,87.66905487042365,7.335
ceh42,242120.528,362743.198,3.0,1.6377826742022497,3.5823888850220795,0.1736165075753957,0.2538,3.2938497942386826,3.509222222222222,3.0850000000000004,0.4242222222222214,0.3261502057613175,0.11077777777777831,0.5349999999999997,0.07445697211155378,0.12194433889786287,0.19629773200033862,0.5718666977536558,0.6462200908561316,107.6675999999998,3.62
t41c,242721.13,363323.682,2.0,2.0477330105856493,4.357982492851331,0.2305483678396102,0.2527,5.586257911353978,5.808895428349608,5.361388154415654,0.4475072739339536,0.3037420886460218,0.08110457165039175,0.5286118455843454,0.07445697211155378,0.15246799966108374,0.23879654244701737,1.2879026437937695,1.374231186579703,113.08508812311007,5.89
d41,242771.66,363342.853,2.0,1.852214372196156,4.431610643636115,0.2567700922963341,0.2265,5.583516429872494,5.802154080444325,5.366065573770491,0.43608850667383336,0.3364835701275055,0.11784591955567514,0.5539344262295085,0.07445697211155378,0.13791027385522828,0.2428310120354141,1.4336800290364582,1.538600767216644,98.77404676162325,5.92
t41a,242709.928,363275.666,2.0,2.6780572327037477,5.300786289198337,0.2260491058453593,0.2012,5.857857911353976,6.149305264415181,5.567194606028555,0.5821106583866262,0.032142088646023304,-0.25930526441518165,0.3228053939714446,0.07445697211155378,0.19940003268856782,0.29045766938887524,1.3241635430307304,1.4152211797310377,117.12066446738919,5.89
d6,242114.898,364021.851,2.0,2.060323926274771,4.899998257970285,0.226333281424423,0.2665,10.3899029143898,10.62756830601093,10.152822580645159,0.4747457253657714,0.4850970856101995,0.2474316939890695,0.7221774193548409,0.07445697211155378,0.1534054811194076,0.2684964072065696,2.3515808202950192,2.4666717463821812,126.51973580997807,10.875
d5,242083.407,363901.712,2.0,1.9467672063111228,4.640517087184275,0.2098441806012999,0.2589,10.152706071645417,10.363642987249545,9.940000000000001,0.4236429872495435,0.4472939283545827,0.23635701275045484,0.6599999999999984,0.07445697211155378,0.14495039158799472,0.2542780833570715,2.130486286490275,2.239813978259352,109.68116939890683,10.6
d9,242710.726,363910.68,2.0,2.205157925765703,4.59087938191736,0.1665901358214994,0.2109,8.634125584390134,8.867547750815948,8.422451612903226,0.4450961379127225,0.5218744156098669,0.28845224918405243,0.733548387096775,0.07445697211155378,0.16418938218030873,0.25155817513986617,1.4383601538034352,1.5257289467629926,93.87077548579317,9.156
d10,242613.907,364118.797,2.0,1.9926093010646289,4.259099862305584,0.2019089510985421,0.2346,9.266802695810565,9.472959598674192,9.068126916975146,0.4048326816990464,0.37619730418943576,0.17004040132580833,0.5748730830248547,0.07445697211155378,0.14836365515859173,0.2333782484724262,1.8710504123482534,1.9560650056620879,94.97374712659628,9.643
d15,241980.565,363895.719,2.0,2.4227282964383434,4.44959568862836,0.1682743598615069,0.1982,10.289618518518518,10.510559138493564,10.071725806451614,0.4388333320419502,0.23138148148148296,0.01044086150643686,0.44927419354838705,0.07445697211155378,0.18038901320178194,0.2438165062559501,1.7314789694228105,1.7949064624769786,86.97676641071452,10.521
d8,242676.867,364024.231,2.0,1.8855979000650611,3.947188368400454,0.1985781595951337,0.2193,8.980750264970853,9.169722166832836,8.79624193548387,0.3734802313489656,0.3452497350291477,0.15627783316716481,0.5297580645161304,0.07445697211155378,0.14039591025874862,0.21628699433907234,1.7833808594014213,1.859271943481745,81.90421473482814,9.326
d17,242446.951,363534.961,2.0,2.076483570736788,4.160298009018339,0.2167415607371051,0.2505,7.670803885853065,7.886741347905282,7.457870967741936,0.428870380163346,0.30819611414693515,0.09225865209471795,0.521129032258064,0.07445697211155378,0.15460867931644864,0.22796438070424366,1.6625820063280439,1.7359377077158389,107.43203023091817,7.979
d25,242215.187,363143.807,3.0,1.6408953115201108,3.659115734391418,0.1600097516048495,0.2636,4.910037512638322,5.097365079365079,4.731890604451448,0.36547447491363094,0.4909624873616778,0.3036349206349209,0.6691093955485519,0.07445697211155378,0.12217609644783224,0.20050199541174654,0.785653882767751,0.8639797817316653,96.33907158723312,5.401
d43,242664.714,363428.693,2.0,2.089499017791864,5.033896189972621,0.2105539208996237,0.2264,6.296477061323619,6.546974499089254,6.053048387096774,0.49392611199248027,0.6105229386763806,0.36002550091074603,0.8539516129032263,0.07445697211155378,0.15557777009484783,0.2758333717894731,1.3257479331162283,1.4460035348108538,111.82487175509753,6.907
t41d,242731.987,363353.284,2.0,1.6077604567901598,4.669962501387818,0.2421012216401096,0.2145,5.817248670309654,6.0328904416375515,5.600902961396088,0.43198748024146383,0.4827513296903456,0.2671095583624483,0.6990970386039121,0.07445697211155378,0.11970897549328388,0.2558915508536162,1.4083630096662705,1.5445455850266028,92.66131451179399,6.3
d44,242819.407,363279.547,2.0,1.9393930118725005,5.21221270344682,0.2306452100444374,0.2373,5.22536920461445,5.468162112932605,4.980647012162876,0.4875151007697287,0.5846307953855492,0.3418378870673946,0.8293529878371233,0.07445697211155378,0.14440133139833305,0.28560426163326996,1.2052063777580346,1.3464093079929715,115.68733341265661,5.81
t41b,242715.085,363309.565,2.0,1.9590197202073392,4.098372679765655,0.2289434719797211,0.2124,5.345206212085214,5.566324720836303,5.124069950911641,0.44225476992466195,0.36479378791478556,0.1436752791636966,0.5859300490883586,0.07445697211155378,0.14586267667346173,0.22457116961638565,1.2237500686423624,1.3024585615852864,93.9349131319982,5.71
d38,242711.571,363069.196,2.0,2.265776610145472,5.685908321968466,0.2446065519798396,0.2157,4.237355002851253,4.528200980392157,3.9503495677841034,0.5778514126080534,0.5336449971487465,0.24279901960784311,0.8206504322158965,0.07445697211155378,0.16870286587261227,0.31156050998002743,1.0364847967619686,1.1793424408693838,124.64254969955711,4.771
ceh39,241719.0,363435.0,3.0,1.6509816457821,3.388565569314948,0.1150714469495272,0.263,7.351544822291469,7.521311589253187,7.201672459016394,0.31963913023679336,0.49845517770853043,0.3286884107468122,0.6483275409836056,0.07445697211155378,0.12292709435668497,0.18567714375511213,0.8459529000153841,0.9087029494138115,84.06509125227666,7.85
ceh36,241161.0,363306.0,3.0,1.253246996650847,3.1608885179065664,0.1413157745325816,0.2899,4.656893583724569,4.812292324533704,4.499152542372881,0.31313978216082283,0.6531064162754303,0.49770767546629546,0.8108474576271183,0.07445697211155378,0.09331297667852065,0.17320153313482228,0.6580925236998472,0.7379810801561487,90.77922284842253,5.31
nw13,241761.0,364180.0,2.0,1.8809715768623092,5.212006857699291,0.1980303445203822,0.2067,11.378870547702284,11.645633232780291,11.122084846284192,0.523548386496099,0.7111294522977154,0.4443667672197087,0.9679151537158077,0.07445697211155378,0.14005144824106228,0.28559298227341295,2.2533616548143134,2.3989031888466643,108.21745148874366,12.09
l7,242812.0,364395.0,2.0,1.4313838289082466,6.18003851228468,0.1563247328860769,0.2124,8.780816455696202,9.03132967032967,8.547348484848484,0.48398118548118596,1.5291835443037982,1.2786703296703301,1.762651515151516,0.07445697211155378,0.10657650582995037,0.3386364748696881,1.3726587869583773,1.604718755998115,102.7976037962039,10.31
wmc4,241761.0,364180.0,2.0,1.851656442215324,5.233924334890165,0.195816555216404,0.1993,11.330074935400518,11.594032051282053,11.081851851851852,0.5121801994302011,0.7599250645994822,0.49596794871794714,1.0081481481481482,0.07445697211155378,0.13786873207820527,0.286793954920946,2.2186162441938504,2.3675414670365913,102.07751374643908,12.09
