Block,alpha_W_h_max_winter,a_P_win_to_spr,a_PET_win_to_spr,intercept,R2,n_hydrological_years,p_value_h_max_winter,p_value_P_win_to_spr,p_value_PET_win_to_spr,p_value_intercept,equation
Lake_Edge,0.47639273022115136,0.0008503436401754506,0.00022939729480182542,-0.7918910212343784,0.783139446615476,19,0.011127826428279159,0.0031279711407123947,0.8368408483124544,0.03263397076070643,MSL_y = (+0.47639*h_max_winter) + (+0.00085*P_win_to_spr) + (+0.00023*PET_win_to_spr) + -0.792
Eastern_Block,0.6172743348015355,0.0009164760467548161,-0.000516413992605108,-0.6172647907178681,0.9026504343270739,20,1.564713816163609e-05,0.0019215877297956846,0.6319506083266683,0.09390494774959561,MSL_y = (+0.61727*h_max_winter) + (+0.00092*P_win_to_spr) + (-0.00052*PET_win_to_spr) + -0.617
Western_Block,0.7805216267978237,0.0006791131999253525,-0.00010605928346045686,-0.615600323537443,0.9433040883780918,20,1.6259457967247837e-08,0.009685429223920378,0.9184245846636129,0.08769270230636107,MSL_y = (+0.78052*h_max_winter) + (+0.00068*P_win_to_spr) + (-0.00011*PET_win_to_spr) + -0.616
Forest,0.9039365309790847,0.0006240010669516268,0.0005161959227644149,-0.6948503034282236,0.9771503590041226,19,4.630808340139461e-12,0.010962678415981855,0.6264013196433166,0.05105015082896205,MSL_y = (+0.90394*h_max_winter) + (+0.00062*P_win_to_spr) + (+0.00052*PET_win_to_spr) + -0.695
Coastal_Forest,0.7976960357282619,0.000419771887437716,-0.0001353402684714745,-0.5312075602245718,0.9717317018505022,19,2.4545121372903503e-12,0.028383030285349636,0.8865005948976993,0.09432116570647521,MSL_y = (+0.79770*h_max_winter) + (+0.00042*P_win_to_spr) + (-0.00014*PET_win_to_spr) + -0.531
